Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 26 Aug 1922 (34),FC Halifax Town (1),3-1,?,Lincoln City FC (1)
?,(Sat) 26 Aug 1922 (34),Wigan Borough FC (1920-1931) (1),6-1,?,Ashington AFC (1)
?,(Sat) 26 Aug 1922 (34),Crewe Alexandra FC (1),0-1,?,Rochdale AFC (1)
?,(Sat) 26 Aug 1922 (34),Tranmere Rovers FC (1),1-1,?,Stalybridge Celtic FC (1)
?,(Sat) 26 Aug 1922 (34),Walsall FC (1),2-2,?,Hartlepool United FC (1)
?,(Sat) 26 Aug 1922 (34),Accrington Stanley FC (1),2-1,?,Darlington FC (1)
?,(Sat) 26 Aug 1922 (34),Chesterfield FC (1),2-1,?,Barrow AFC (1)
?,(Sat) 26 Aug 1922 (34),Grimsby Town FC (1),4-0,?,Wrexham AFC (1)
?,(Sat) 26 Aug 1922 (34),Bradford Park Avenue AFC (1),6-2,?,Nelson FC (1)
?,(Sat) 26 Aug 1922 (34),Durham City AFC (1),1-1,?,Southport FC (1)
?,(Sat) 2 Sep 1922 (35),Ashington AFC (2),2-1,?,Wigan Borough FC (1920-1931) (2)
?,(Sat) 2 Sep 1922 (35),Stalybridge Celtic FC (2),4-1,?,Tranmere Rovers FC (2)
?,(Sat) 2 Sep 1922 (35),Lincoln City FC (2),0-0,?,FC Halifax Town (2)
?,(Sat) 2 Sep 1922 (35),Wrexham AFC (2),1-1,?,Grimsby Town FC (2)
?,(Sat) 2 Sep 1922 (35),Rochdale AFC (2),1-1,?,Crewe Alexandra FC (2)
?,(Sat) 2 Sep 1922 (35),Hartlepool United FC (2),2-2,?,Walsall FC (2)
?,(Sat) 2 Sep 1922 (35),Southport FC (2),1-0,?,Durham City AFC (2)
?,(Sat) 2 Sep 1922 (35),Barrow AFC (2),3-1,?,Chesterfield FC (2)
?,(Sat) 2 Sep 1922 (35),Nelson FC (2),1-0,?,Bradford Park Avenue AFC (2)
?,(Sat) 2 Sep 1922 (35),Darlington FC (2),4-0,?,Accrington Stanley FC (2)
?,(Sat) 9 Sep 1922 (36),Lincoln City FC (3),0-1,?,Rochdale AFC (3)
?,(Sat) 9 Sep 1922 (36),Darlington FC (3),1-1,?,Ashington AFC (3)
?,(Sat) 9 Sep 1922 (36),Bradford Park Avenue AFC (3),2-2,?,FC Halifax Town (3)
?,(Sat) 9 Sep 1922 (36),Wigan Borough FC (1920-1931) (3),1-1,?,Crewe Alexandra FC (3)
?,(Sat) 9 Sep 1922 (36),Tranmere Rovers FC (3),4-1,?,Accrington Stanley FC (3)
?,(Sat) 9 Sep 1922 (36),Durham City AFC (3),0-3,?,Grimsby Town FC (3)
?,(Sat) 9 Sep 1922 (36),Hartlepool United FC (3),1-1,?,Southport FC (3)
?,(Sat) 9 Sep 1922 (36),Nelson FC (3),1-0,?,Stalybridge Celtic FC (3)
?,(Sat) 9 Sep 1922 (36),Barrow AFC (3),1-0,?,Wrexham AFC (3)
?,(Sat) 9 Sep 1922 (36),Walsall FC (3),0-1,?,Chesterfield FC (3)
?,(Tue) 12 Sep 1922 (37),Nelson FC (4),2-0,?,FC Halifax Town (4)
?,(Sat) 16 Sep 1922 (37),FC Halifax Town (5),3-0,?,Bradford Park Avenue AFC (4)
?,(Sat) 16 Sep 1922 (37),Crewe Alexandra FC (4),0-1,?,Wigan Borough FC (1920-1931) (4)
?,(Sat) 16 Sep 1922 (37),Accrington Stanley FC (4),4-1,?,Tranmere Rovers FC (4)
?,(Sat) 16 Sep 1922 (37),Ashington AFC (4),3-1,?,Darlington FC (4)
?,(Sat) 16 Sep 1922 (37),Stalybridge Celtic FC (4),2-0,?,Nelson FC (5)
?,(Sat) 16 Sep 1922 (37),Wrexham AFC (4),0-0,?,Barrow AFC (4)
?,(Sat) 16 Sep 1922 (37),Chesterfield FC (4),6-0,?,Walsall FC (4)
?,(Sat) 16 Sep 1922 (37),Grimsby Town FC (4),1-0,?,Durham City AFC (4)
?,(Sat) 16 Sep 1922 (37),Southport FC (4),1-0,?,Hartlepool United FC (4)
?,(Sat) 16 Sep 1922 (37),Rochdale AFC (4),1-1,?,Lincoln City FC (4)
?,(Sat) 23 Sep 1922 (38),Hartlepool United FC (5),3-1,?,Ashington AFC (5)
?,(Sat) 23 Sep 1922 (38),Bradford Park Avenue AFC (5),2-2,?,Walsall FC (5)
?,(Sat) 23 Sep 1922 (38),Nelson FC (6),2-0,?,Southport FC (5)
?,(Sat) 23 Sep 1922 (38),FC Halifax Town (6),3-1,?,Tranmere Rovers FC (5)
?,(Sat) 23 Sep 1922 (38),Grimsby Town FC (5),0-0,?,Wigan Borough FC (1920-1931) (5)
?,(Sat) 23 Sep 1922 (38),Rochdale AFC (5),5-0,?,Wrexham AFC (5)
?,(Sat) 23 Sep 1922 (38),Chesterfield FC (5),2-1,?,Crewe Alexandra FC (5)
?,(Sat) 23 Sep 1922 (38),Darlington FC (5),3-2,?,Barrow AFC (5)
?,(Sat) 23 Sep 1922 (38),Durham City AFC (5),4-1,?,Accrington Stanley FC (5)
?,(Sat) 23 Sep 1922 (38),Lincoln City FC (5),1-1,?,Stalybridge Celtic FC (5)
?,(Sat) 30 Sep 1922 (39),Walsall FC (6),1-0,?,Bradford Park Avenue AFC (6)
?,(Sat) 30 Sep 1922 (39),Accrington Stanley FC (6),3-1,?,Durham City AFC (6)
?,(Sat) 30 Sep 1922 (39),Barrow AFC (6),0-1,?,Darlington FC (6)
?,(Sat) 30 Sep 1922 (39),Southport FC (6),0-1,?,Nelson FC (7)
?,(Sat) 30 Sep 1922 (39),Tranmere Rovers FC (6),2-1,?,FC Halifax Town (7)
?,(Sat) 30 Sep 1922 (39),Ashington AFC (6),4-2,?,Hartlepool United FC (6)
?,(Sat) 30 Sep 1922 (39),Crewe Alexandra FC (6),2-0,?,Chesterfield FC (6)
?,(Sat) 30 Sep 1922 (39),Wrexham AFC (6),3-1,?,Rochdale AFC (6)
?,(Sat) 30 Sep 1922 (39),Stalybridge Celtic FC (6),0-1,?,Lincoln City FC (6)
?,(Sat) 30 Sep 1922 (39),Wigan Borough FC (1920-1931) (6),1-0,?,Grimsby Town FC (6)
?,(Sat) 7 Oct 1922 (40),Tranmere Rovers FC (7),0-0,?,Bradford Park Avenue AFC (7)
?,(Sat) 7 Oct 1922 (40),Rochdale AFC (7),2-2,?,Darlington FC (7)
?,(Sat) 7 Oct 1922 (40),Nelson FC (8),1-3,?,Ashington AFC (7)
?,(Sat) 7 Oct 1922 (40),Grimsby Town FC (7),3-1,?,Chesterfield FC (7)
?,(Sat) 7 Oct 1922 (40),Southport FC (7),0-0,?,Stalybridge Celtic FC (7)
?,(Sat) 7 Oct 1922 (40),Wrexham AFC (7),0-2,?,Lincoln City FC (7)
?,(Sat) 7 Oct 1922 (40),Hartlepool United FC (7),2-0,?,Barrow AFC (7)
?,(Sat) 7 Oct 1922 (40),Walsall FC (7),1-1,?,Crewe Alexandra FC (7)
?,(Sat) 7 Oct 1922 (40),FC Halifax Town (8),1-3,?,Durham City AFC (7)
?,(Sat) 7 Oct 1922 (40),Accrington Stanley FC (7),0-0,?,Wigan Borough FC (1920-1931) (7)
?,(Sat) 14 Oct 1922 (41),Durham City AFC (8),2-2,?,FC Halifax Town (9)
?,(Sat) 14 Oct 1922 (41),Bradford Park Avenue AFC (8),3-0,?,Tranmere Rovers FC (8)
?,(Sat) 14 Oct 1922 (41),Walsall FC (8),0-0,?,Rochdale AFC (8)
?,(Sat) 14 Oct 1922 (41),Barrow AFC (8),0-0,?,Hartlepool United FC (8)
?,(Sat) 14 Oct 1922 (41),Chesterfield FC (8),3-2,?,Grimsby Town FC (8)
?,(Sat) 14 Oct 1922 (41),Ashington AFC (8),0-2,?,Nelson FC (9)
?,(Sat) 14 Oct 1922 (41),Wigan Borough FC (1920-1931) (8),2-0,?,Accrington Stanley FC (8)
?,(Sat) 14 Oct 1922 (41),Lincoln City FC (8),2-0,?,Wrexham AFC (8)
?,(Sat) 14 Oct 1922 (41),Crewe Alexandra FC (8),3-0,?,Darlington FC (8)
?,(Sat) 14 Oct 1922 (41),Stalybridge Celtic FC (8),1-0,?,Southport FC (8)
?,(Sat) 21 Oct 1922 (42),Chesterfield FC (9),2-2,?,Ashington AFC (9)
?,(Sat) 21 Oct 1922 (42),Accrington Stanley FC (9),1-0,?,Wrexham AFC (9)
?,(Sat) 21 Oct 1922 (42),FC Halifax Town (10),3-0,?,Hartlepool United FC (9)
?,(Sat) 21 Oct 1922 (42),Bradford Park Avenue AFC (9),4-1,?,Lincoln City FC (9)
?,(Sat) 21 Oct 1922 (42),Crewe Alexandra FC (9),1-0,?,Barrow AFC (9)
?,(Sat) 21 Oct 1922 (42),Tranmere Rovers FC (9),0-2,?,Nelson FC (10)
?,(Sat) 21 Oct 1922 (42),Darlington FC (9),2-0,?,Walsall FC (9)
?,(Sat) 21 Oct 1922 (42),Durham City AFC (9),0-0,?,Stalybridge Celtic FC (9)
?,(Sat) 21 Oct 1922 (42),Southport FC (9),1-0,?,Wigan Borough FC (1920-1931) (9)
?,(Sat) 21 Oct 1922 (42),Grimsby Town FC (9),1-1,?,Rochdale AFC (9)
?,(Sat) 28 Oct 1922 (43),Rochdale AFC (10),0-1,?,Grimsby Town FC (10)
?,(Sat) 28 Oct 1922 (43),Lincoln City FC (10),0-0,?,Bradford Park Avenue AFC (10)
