Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 17 Feb 1923 (7),Aberdare Athletic (1),0-0,?,Brentford FC (1)
?,(Tue) 1 May 1923 (18),Aberdare Athletic (2),0-1,?,Brighton & Hove Albion (1)
?,(Mon) 2 Apr 1923 (14),Aberdare Athletic (3),0-1,?,Bristol City FC (1)
?,(Sat) 21 Apr 1923 (16),Aberdare Athletic (4),0-0,?,Bristol Rovers (1)
?,(Sat) 24 Mar 1923 (12),Aberdare Athletic (5),3-1,?,Charlton Athletic (1)
?,(Sat) 26 Aug 1922 (34),Aberdare Athletic (6),3-1,?,Exeter City (1)
?,(Sat) 25 Nov 1922 (47),Aberdare Athletic (7),2-0,?,Gillingham FC (1)
?,(Sat) 14 Oct 1922 (41),Aberdare Athletic (8),2-1,?,Luton Town (1)
?,(Mon) 25 Dec 1922 (52),Aberdare Athletic (9),0-0,?,Merthyr Town (1)
?,(Sat) 30 Sep 1922 (39),Aberdare Athletic (10),0-1,?,Millwall FC (1)
?,(Sat) 27 Jan 1923 (4),Aberdare Athletic (11),6-2,?,Newport County AFC (1)
?,(Sat) 21 Oct 1922 (42),Aberdare Athletic (12),0-2,?,Northampton Town (1)
?,(Sat) 3 Feb 1923 (5),Aberdare Athletic (13),0-3,?,Norwich City (1)
?,(Sat) 7 Apr 1923 (14),Aberdare Athletic (14),2-2,?,Plymouth Argyle (1)
?,(Sat) 9 Sep 1922 (36),Aberdare Athletic (15),0-2,?,Portsmouth FC (1)
?,(Sat) 4 Nov 1922 (44),Aberdare Athletic (16),0-0,?,Queens Park Rangers (1)
?,(Sat) 5 May 1923 (18),Aberdare Athletic (17),0-0,?,Reading FC (1)
?,(Mon) 11 Sep 1922 (37),Aberdare Athletic (18),1-1,?,Southend United (1)
?,(Sat) 6 Jan 1923 (1),Aberdare Athletic (19),0-1,?,Swansea City (1)
?,(Thu) 1 Mar 1923 (9),Aberdare Athletic (20),3-3,?,Swindon Town (1)
?,(Sat) 3 Mar 1923 (9),Aberdare Athletic (21),3-1,?,Watford FC (1)
?,(Sat) 24 Feb 1923 (8),Brentford FC (2),0-1,?,Aberdare Athletic (22)
?,(Sat) 28 Oct 1922 (43),Brentford FC (3),1-2,?,Brighton & Hove Albion (2)
?,(Sat) 31 Mar 1923 (13),Brentford FC (4),4-0,?,Bristol City FC (2)
?,(Sat) 23 Dec 1922 (51),Brentford FC (5),0-1,?,Bristol Rovers (2)
?,(Sat) 27 Jan 1923 (4),Brentford FC (6),0-3,?,Charlton Athletic (2)
?,(Sat) 14 Oct 1922 (41),Brentford FC (7),0-1,?,Exeter City (2)
?,(Sat) 2 Sep 1922 (35),Brentford FC (8),2-0,?,Gillingham FC (2)
?,(Mon) 28 Aug 1922 (35),Brentford FC (9),3-2,?,Luton Town (2)
?,(Sat) 4 Nov 1922 (44),Brentford FC (10),3-1,?,Merthyr Town (2)
?,(Sat) 28 Apr 1923 (17),Brentford FC (11),1-1,?,Millwall FC (2)
?,(Sat) 17 Mar 1923 (11),Brentford FC (12),0-0,?,Newport County AFC (2)
?,(Sat) 30 Sep 1922 (39),Brentford FC (13),2-1,?,Northampton Town (2)
?,(Sat) 16 Sep 1922 (37),Brentford FC (14),1-4,?,Norwich City (2)
?,(Sat) 6 Jan 1923 (1),Brentford FC (15),2-0,?,Plymouth Argyle (2)
?,(Sat) 14 Apr 1923 (15),Brentford FC (16),1-0,?,Portsmouth FC (2)
?,(Mon) 11 Sep 1922 (37),Brentford FC (17),1-3,?,Queens Park Rangers (2)
?,(Sat) 18 Nov 1922 (46),Brentford FC (18),1-1,?,Reading FC (2)
?,(Fri) 30 Mar 1923 (13),Brentford FC (19),0-0,?,Southend United (2)
?,(Sat) 10 Mar 1923 (10),Brentford FC (20),0-1,?,Swansea City (2)
?,(Sat) 10 Feb 1923 (6),Brentford FC (21),3-0,?,Swindon Town (2)
?,(Tue) 26 Dec 1922 (52),Brentford FC (22),2-1,?,Watford FC (2)
?,(Sat) 9 Dec 1922 (49),Brighton & Hove Albion (3),3-1,?,Aberdare Athletic (23)
?,(Sat) 21 Oct 1922 (42),Brighton & Hove Albion (4),2-1,?,Brentford FC (23)
?,(Sat) 20 Jan 1923 (3),Brighton & Hove Albion (5),2-1,?,Bristol City FC (3)
?,(Sat) 24 Mar 1923 (12),Brighton & Hove Albion (6),2-1,?,Bristol Rovers (3)
?,(Sat) 17 Feb 1923 (7),Brighton & Hove Albion (7),1-0,?,Charlton Athletic (3)
?,(Wed) 6 Sep 1922 (36),Brighton & Hove Albion (8),3-0,?,Exeter City (3)
?,(Sat) 7 Oct 1922 (40),Brighton & Hove Albion (9),3-0,?,Gillingham FC (3)
?,(Sat) 16 Sep 1922 (37),Brighton & Hove Albion (10),0-1,?,Luton Town (3)
?,(Sat) 5 May 1923 (18),Brighton & Hove Albion (11),0-0,?,Merthyr Town (3)
?,(Mon) 2 Apr 1923 (14),Brighton & Hove Albion (12),2-0,?,Millwall FC (3)
?,(Sat) 23 Dec 1922 (51),Brighton & Hove Albion (13),2-1,?,Newport County AFC (3)
?,(Sat) 6 Jan 1923 (1),Brighton & Hove Albion (14),1-0,?,Northampton Town (3)
?,(Sat) 26 Aug 1922 (34),Brighton & Hove Albion (15),0-0,?,Norwich City (3)
?,(Sat) 3 Mar 1923 (9),Brighton & Hove Albion (16),1-0,?,Plymouth Argyle (3)
?,(Mon) 25 Dec 1922 (52),Brighton & Hove Albion (17),7-1,?,Portsmouth FC (3)
?,(Sat) 30 Sep 1922 (39),Brighton & Hove Albion (18),2-0,?,Queens Park Rangers (3)
