Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 26 Aug 1922 (34),Swindon Town FC (1),2-0,?,Northampton Town FC (1)
?,(Sat) 26 Aug 1922 (34),Brighton & Hove Albion FC (1),0-0,?,Norwich City FC (1)
?,(Sat) 26 Aug 1922 (34),Bristol City FC (1),2-1,?,Reading FC (1)
?,(Sat) 26 Aug 1922 (34),Portsmouth FC (1),0-0,?,Bristol Rovers FC (1)
?,(Sat) 26 Aug 1922 (34),Newport County AFC (1),0-2,?,Southend United FC (1)
?,(Sat) 26 Aug 1922 (34),Aberdare Athletic FC (1893-1928) (1),3-1,?,Exeter City FC (1)
?,(Sat) 26 Aug 1922 (34),Millwall FC (1),0-0,?,Plymouth Argyle FC (1)
?,(Sat) 26 Aug 1922 (34),Swansea City AFC (1),1-1,?,Merthyr Town FC (1)
?,(Sat) 26 Aug 1922 (34),Gillingham FC (1),2-0,?,Brentford FC (1)
?,(Sat) 26 Aug 1922 (34),Luton Town FC (1),2-2,?,Charlton Athletic FC (1)
?,(Sat) 26 Aug 1922 (34),Queens Park Rangers FC (1),1-2,?,Watford FC (1)
?,(Mon) 28 Aug 1922 (35),Charlton Athletic FC (2),0-2,?,Portsmouth FC (2)
?,(Mon) 28 Aug 1922 (35),Merthyr Town FC (2),1-1,?,Swindon Town FC (2)
?,(Mon) 28 Aug 1922 (35),Bristol Rovers FC (2),3-1,?,Newport County AFC (2)
?,(Mon) 28 Aug 1922 (35),Brentford FC (2),3-2,?,Luton Town FC (2)
?,(Mon) 28 Aug 1922 (35),Norwich City FC (2),1-1,?,Queens Park Rangers FC (2)
?,(Mon) 28 Aug 1922 (35),Plymouth Argyle FC (2),5-1,?,Bristol City FC (2)
?,(Mon) 28 Aug 1922 (35),Northampton Town FC (2),1-0,?,Gillingham FC (2)
?,(Wed) 30 Aug 1922 (35),Exeter City FC (2),1-0,?,Brighton & Hove Albion FC (2)
?,(Wed) 30 Aug 1922 (35),Reading FC (2),4-4,?,Swansea City AFC (2)
?,(Wed) 30 Aug 1922 (35),Watford FC (2),0-0,?,Millwall FC (2)
?,(Sat) 2 Sep 1922 (35),Bristol Rovers FC (3),0-1,?,Portsmouth FC (3)
?,(Sat) 2 Sep 1922 (35),Charlton Athletic FC (3),2-1,?,Luton Town FC (3)
?,(Sat) 2 Sep 1922 (35),Watford FC (3),0-3,?,Queens Park Rangers FC (3)
?,(Sat) 2 Sep 1922 (35),Norwich City FC (3),1-0,?,Brighton & Hove Albion FC (3)
?,(Sat) 2 Sep 1922 (35),Plymouth Argyle FC (3),1-0,?,Millwall FC (3)
?,(Sat) 2 Sep 1922 (35),Northampton Town FC (3),1-2,?,Swindon Town FC (3)
?,(Sat) 2 Sep 1922 (35),Brentford FC (3),2-0,?,Gillingham FC (3)
?,(Sat) 2 Sep 1922 (35),Reading FC (3),0-0,?,Bristol City FC (3)
?,(Sat) 2 Sep 1922 (35),Merthyr Town FC (3),2-1,?,Swansea City AFC (3)
?,(Sat) 2 Sep 1922 (35),Southend United FC (2),3-1,?,Newport County AFC (3)
?,(Sat) 2 Sep 1922 (35),Exeter City FC (3),1-0,?,Aberdare Athletic FC (1893-1928) (2)
?,(Mon) 4 Sep 1922 (36),Queens Park Rangers FC (4),2-0,?,Norwich City FC (4)
?,(Mon) 4 Sep 1922 (36),Bristol City FC (4),2-0,?,Plymouth Argyle FC (4)
?,(Mon) 4 Sep 1922 (36),Luton Town FC (4),4-0,?,Brentford FC (4)
?,(Mon) 4 Sep 1922 (36),Swindon Town FC (4),4-0,?,Merthyr Town FC (4)
?,(Mon) 4 Sep 1922 (36),Millwall FC (4),5-1,?,Watford FC (4)
?,(Mon) 4 Sep 1922 (36),Swansea City AFC (4),2-2,?,Reading FC (4)
?,(Wed) 6 Sep 1922 (36),Gillingham FC (4),0-3,?,Northampton Town FC (4)
?,(Wed) 6 Sep 1922 (36),Portsmouth FC (4),3-0,?,Charlton Athletic FC (4)
?,(Wed) 6 Sep 1922 (36),Brighton & Hove Albion FC (4),3-0,?,Exeter City FC (4)
?,(Thu) 7 Sep 1922 (36),Newport County AFC (4),4-1,?,Bristol Rovers FC (4)
?,(Sat) 9 Sep 1922 (36),Northampton Town FC (5),1-1,?,Watford FC (5)
?,(Sat) 9 Sep 1922 (36),Aberdare Athletic FC (1893-1928) (3),0-2,?,Portsmouth FC (5)
?,(Sat) 9 Sep 1922 (36),Norwich City FC (5),0-2,?,Brentford FC (5)
?,(Sat) 9 Sep 1922 (36),Bristol City FC (5),2-0,?,Newport County AFC (5)
?,(Sat) 9 Sep 1922 (36),Luton Town FC (5),1-1,?,Brighton & Hove Albion FC (5)
?,(Sat) 9 Sep 1922 (36),Reading FC (5),0-1,?,Bristol Rovers FC (5)
?,(Sat) 9 Sep 1922 (36),Plymouth Argyle FC (5),2-0,?,Merthyr Town FC (5)
?,(Sat) 9 Sep 1922 (36),Millwall FC (5),1-1,?,Swindon Town FC (5)
?,(Sat) 9 Sep 1922 (36),Exeter City FC (5),0-0,?,Charlton Athletic FC (5)
?,(Sat) 9 Sep 1922 (36),Swansea City AFC (5),1-0,?,Southend United FC (3)
?,(Sat) 9 Sep 1922 (36),Queens Park Rangers FC (5),2-1,?,Gillingham FC (5)
?,(Mon) 11 Sep 1922 (37),Aberdare Athletic FC (1893-1928) (4),1-1,?,Southend United FC (4)
?,(Mon) 11 Sep 1922 (37),Brentford FC (6),1-3,?,Queens Park Rangers FC (6)
?,(Wed) 13 Sep 1922 (37),Bristol Rovers FC (6),1-2,?,Watford FC (6)
