Date,Team 1,Team 2,FT,HT
1997-08-09,Birmingham,Stoke,2-0,1-0
1997-08-09,Bradford,Stockport,2-1,1-0
1997-08-09,Bury,Reading,1-1,0-1
1997-08-09,Man City,Portsmouth,2-2,1-1
1997-08-09,Middlesbrough,Charlton,2-1,0-1
1997-08-09,Norwich,Wolves,0-2,0-1
1997-08-09,Oxford,Huddersfield,2-0,0-0
1997-08-09,Port Vale,Nott'm Forest,0-1,0-1
1997-08-09,QPR,Ipswich,0-0,0-0
1997-08-09,Swindon,Crewe,2-0,1-0
1997-08-09,West Brom,Tranmere,2-1,2-0
1997-08-10,Sheffield United,Sunderland,2-0,2-0
1997-08-15,Bradford,Stoke,0-0,0-0
1997-08-15,Nott'm Forest,Norwich,4-1,1-1
1997-08-15,Sunderland,Man City,3-1,1-0
1997-08-15,Tranmere,QPR,2-1,1-0
1997-08-16,Charlton,Oxford,3-2,1-0
1997-08-16,Crewe,West Brom,2-3,1-1
1997-08-16,Portsmouth,Port Vale,3-1,2-1
1997-08-16,Reading,Swindon,0-1,0-1
1997-08-16,Stockport,Bury,0-0,0-0
1997-08-16,Wolves,Sheffield United,0-0,0-0
1997-08-22,Man City,Tranmere,1-1,0-0
1997-08-23,Birmingham,Reading,3-0,1-0
1997-08-23,Bradford,Ipswich,2-1,1-0
1997-08-23,Bury,Charlton,0-0,0-0
1997-08-23,Middlesbrough,Stoke,0-1,0-0
1997-08-23,Norwich,Crewe,0-2,0-1
1997-08-23,Oxford,Nott'm Forest,0-1,0-0
1997-08-23,Port Vale,Sunderland,3-1,2-0
1997-08-23,QPR,Stockport,2-1,1-1
1997-08-23,Sheffield United,Portsmouth,2-1,2-0
1997-08-23,Swindon,Huddersfield,1-1,1-1
1997-08-24,West Brom,Wolves,1-0,1-0
1997-08-29,Stockport,Birmingham,2-2,1-0
1997-08-30,Charlton,Man City,2-1,0-1
1997-08-30,Huddersfield,Sheffield United,0-0,0-0
1997-08-30,Ipswich,West Brom,1-1,1-0
1997-08-30,Nott'm Forest,QPR,4-0,1-0
1997-08-30,Portsmouth,Oxford,2-1,1-1
1997-08-30,Reading,Bradford,0-3,0-2
1997-08-30,Stoke,Swindon,1-2,1-0
1997-08-30,Sunderland,Norwich,0-1,0-0
1997-08-30,Tranmere,Middlesbrough,0-2,0-1
1997-08-30,Wolves,Bury,4-2,2-1
1997-09-02,Crewe,Bury,1-2,1-1
1997-09-02,Huddersfield,Bradford,1-2,0-1
1997-09-02,Ipswich,Swindon,2-1,1-1
1997-09-02,Portsmouth,Norwich,1-1,0-0
1997-09-02,Reading,QPR,1-2,1-0
1997-09-02,Stockport,Middlesbrough,1-1,0-1
1997-09-02,Sunderland,Oxford,3-1,2-1
1997-09-02,Tranmere,Birmingham,0-3,0-2
1997-09-03,Nott'm Forest,Man City,1-3,0-1
1997-09-03,Stoke,West Brom,0-0,0-0
1997-09-03,Wolves,Port Vale,1-1,0-0
1997-09-05,Bradford,Sunderland,0-4,0-4
1997-09-07,Bury,Tranmere,1-0,1-0
1997-09-07,Oxford,Wolves,3-0,2-0
1997-09-07,Swindon,Nott'm Forest,0-0,0-0
1997-09-07,West Brom,Reading,1-0,0-0
1997-09-09,Huddersfield,Birmingham,0-1,0-0
1997-09-09,Port Vale,Stockport,2-1,2-1
1997-09-13,Bradford,Middlesbrough,2-2,1-1
1997-09-13,Bury,Man City,1-1,0-0
1997-09-13,Huddersfield,Ipswich,2-2,1-0
1997-09-13,Norwich,Port Vale,1-0,0-0
1997-09-13,Portsmouth,Crewe,2-3,0-1
1997-09-13,QPR,West Brom,2-0,1-0
1997-09-13,Reading,Oxford,2-1,1-1
1997-09-13,Sheffield United,Nott'm Forest,1-0,0-0
1997-09-13,Stoke,Stockport,2-1,1-0
1997-09-13,Swindon,Tranmere,2-1,1-1
1997-09-13,Wolves,Charlton,3-1,3-0
1997-09-14,Birmingham,Sunderland,0-1,0-0
1997-09-16,Crewe,Port Vale,0-1,0-0
1997-09-17,Norwich,Charlton,0-4,0-3
1997-09-20,Crewe,QPR,2-3,0-2
1997-09-20,Ipswich,Stoke,2-3,0-2
1997-09-20,Man City,Norwich,1-2,1-1
1997-09-20,Middlesbrough,Birmingham,3-1,3-0
1997-09-20,Nott'm Forest,Portsmouth,1-0,1-0
1997-09-20,Oxford,Sheffield United,2-4,1-2
1997-09-20,Port Vale,Bury,1-1,1-0
1997-09-20,Stockport,Huddersfield,3-0,2-0
1997-09-20,Sunderland,Wolves,1-1,1-1
1997-09-20,Tranmere,Reading,6-0,5-0
1997-09-20,West Brom,Swindon,0-0,0-0
1997-09-21,Charlton,Bradford,4-1,3-0
1997-09-24,QPR,Portsmouth,1-0,1-0
1997-09-26,Norwich,Ipswich,2-1,1-0
1997-09-27,Bury,West Brom,1-3,0-2
1997-09-27,Charlton,Stockport,1-3,1-0
1997-09-27,Crewe,Tranmere,2-1,1-0
1997-09-27,Man City,Swindon,6-0,3-0
1997-09-27,Nott'm Forest,Stoke,1-0,0-0
1997-09-27,Oxford,Bradford,0-0,0-0
1997-09-27,Port Vale,QPR,2-0,2-0
1997-09-27,Portsmouth,Reading,0-2,0-1
1997-09-27,Sheffield United,Birmingham,0-0,0-0
1997-09-27,Wolves,Huddersfield,1-1,1-1
1997-09-28,Sunderland,Middlesbrough,1-2,0-0
1997-10-03,Huddersfield,Nott'm Forest,0-2,0-0
1997-10-04,Birmingham,Crewe,0-1,0-0
1997-10-04,Bradford,Wolves,2-0,2-0
1997-10-04,Ipswich,Man City,1-0,0-0
1997-10-04,QPR,Charlton,2-4,1-2
1997-10-04,Reading,Sunderland,4-0,2-0
1997-10-04,Stockport,Portsmouth,3-1,2-0
1997-10-04,Stoke,Bury,3-2,0-0
1997-10-04,Swindon,Port Vale,4-2,0-1
1997-10-04,Tranmere,Norwich,2-0,2-0
1997-10-04,West Brom,Oxford,1-2,1-1
1997-10-05,Middlesbrough,Sheffield United,1-2,1-1
1997-10-11,Reading,Crewe,3-3,2-3
1997-10-11,Stockport,Oxford,3-2,0-0
1997-10-11,Swindon,Bury,3-1,2-1
1997-10-12,Birmingham,Wolves,1-0,1-0
1997-10-12,Stoke,Port Vale,2-1,2-1
1997-10-14,Huddersfield,Charlton,0-3,0-1
1997-10-18,Bury,Birmingham,2-1,2-0
