Date,Team 1,Team 2,FT,HT
1997-08-09,Blackpool,Luton,1-0,
1997-08-09,Bristol Rvs,Plymouth,1-1,
1997-08-09,Chesterfield,Walsall,3-1,
1997-08-09,Fulham,Wrexham,1-0,
1997-08-09,Gillingham,Preston,0-0,
1997-08-09,Grimsby,Bristol City,1-1,
1997-08-09,Millwall,Brentford,3-0,
1997-08-09,Northampton,Bournemouth,0-2,
1997-08-09,Oldham,York,3-1,
1997-08-09,Southend,Carlisle,1-1,
1997-08-09,Watford,Burnley,1-0,
1997-08-09,Wigan,Wycombe,5-2,
1997-08-16,Bournemouth,Wigan,1-0,
1997-08-16,Brentford,Chesterfield,0-0,
1997-08-16,Bristol City,Blackpool,2-0,
1997-08-16,Burnley,Gillingham,0-0,
1997-08-16,Carlisle,Watford,0-2,
1997-08-16,Plymouth,Grimsby,2-2,
1997-08-16,Preston,Millwall,2-1,
1997-08-16,Walsall,Fulham,1-1,
1997-08-16,Wrexham,Oldham,3-1,
1997-08-16,Wycombe,Northampton,0-0,
1997-08-16,York,Bristol Rvs,0-1,
1997-08-18,Luton,Southend,1-0,
1997-08-23,Blackpool,Wycombe,2-4,
1997-08-23,Bristol Rvs,Carlisle,3-1,
1997-08-23,Chesterfield,Preston,3-2,
1997-08-23,Fulham,Luton,0-0,
1997-08-23,Gillingham,Walsall,2-1,
1997-08-23,Grimsby,Wrexham,0-0,
1997-08-23,Millwall,York,2-3,
1997-08-23,Northampton,Bristol City,2-1,
1997-08-23,Oldham,Bournemouth,2-1,
1997-08-23,Southend,Burnley,1-0,
1997-08-23,Watford,Brentford,3-1,
1997-08-23,Wigan,Plymouth,1-1,
1997-08-30,Bournemouth,Blackpool,2-0,
1997-08-30,Brentford,Grimsby,3-1,
1997-08-30,Bristol City,Wigan,3-0,
1997-08-30,Burnley,Bristol Rvs,0-0,
1997-08-30,Carlisle,Northampton,0-2,
1997-08-30,Luton,Oldham,1-1,
1997-08-30,Plymouth,Chesterfield,1-1,
1997-08-30,Preston,Watford,2-0,
1997-08-30,Walsall,Southend,3-1,
1997-08-30,Wycombe,Fulham,2-0,
1997-08-30,York,Gillingham,2-1,
1997-09-02,Bournemouth,Bristol Rvs,1-1,
1997-09-02,Brentford,Gillingham,2-0,
1997-09-02,Bristol City,Fulham,0-2,
1997-09-02,Burnley,Oldham,0-0,
1997-09-02,Carlisle,Wigan,1-0,
1997-09-02,Luton,Millwall,0-2,
1997-09-02,Plymouth,Watford,0-1,
1997-09-02,Preston,Grimsby,2-0,
1997-09-02,Walsall,Northampton,0-2,
1997-09-02,Wrexham,Blackpool,3-4,
1997-09-02,Wycombe,Southend,4-1,
1997-09-02,York,Chesterfield,0-1,
1997-09-05,Gillingham,Bournemouth,2-1,
1997-09-05,Southend,Brentford,3-1,
1997-09-07,Blackpool,Carlisle,2-1,
1997-09-07,Chesterfield,Burnley,1-0,
1997-09-07,Watford,Wycombe,2-1,
1997-09-08,Wigan,Wrexham,3-2,
1997-09-09,Bristol Rvs,Walsall,2-0,
1997-09-09,Fulham,Plymouth,2-0,
1997-09-09,Grimsby,York,0-0,
1997-09-09,Northampton,Luton,1-0,
1997-09-09,Oldham,Preston,1-0,
1997-09-13,Bournemouth,Luton,1-1,
1997-09-13,Bristol Rvs,Gillingham,1-2,
1997-09-13,Fulham,Grimsby,0-2,
1997-09-13,Millwall,Southend,3-1,
1997-09-13,Oldham,Northampton,2-2,
1997-09-13,Plymouth,Brentford,0-0,
1997-09-13,Preston,Walsall,0-0,
1997-09-13,Watford,Chesterfield,2-1,
1997-09-13,Wigan,Blackpool,3-0,
1997-09-13,Wrexham,Bristol City,2-1,
1997-09-13,Wycombe,Carlisle,1-4,
1997-09-13,York,Burnley,3-1,
1997-09-19,Brentford,Wycombe,1-1,
1997-09-20,Blackpool,Oldham,2-2,
1997-09-20,Bristol City,Bournemouth,1-1,
1997-09-20,Burnley,Preston,1-1,
1997-09-20,Carlisle,Plymouth,2-2,
1997-09-20,Chesterfield,Bristol Rvs,0-0,
1997-09-20,Gillingham,Watford,2-2,
1997-09-20,Grimsby,Millwall,0-1,
1997-09-20,Luton,Wrexham,2-5,
1997-09-20,Northampton,Wigan,1-0,
1997-09-20,Southend,Fulham,1-0,
1997-09-20,Walsall,York,2-0,
1997-09-27,Blackpool,Southend,3-0,
1997-09-27,Bournemouth,Grimsby,0-1,
1997-09-27,Brentford,Burnley,2-1,
1997-09-27,Bristol City,Luton,3-0,
1997-09-27,Carlisle,Gillingham,2-1,
1997-09-27,Northampton,Millwall,2-0,
1997-09-27,Oldham,Bristol Rvs,4-4,
1997-09-27,Plymouth,Walsall,2-1,
1997-09-27,Watford,York,1-1,
1997-09-27,Wigan,Fulham,2-1,
1997-09-27,Wrexham,Chesterfield,0-0,
1997-09-27,Wycombe,Preston,0-0,
1997-10-04,Bristol Rvs,Wrexham,1-0,
1997-10-04,Burnley,Wycombe,2-2,
1997-10-04,Chesterfield,Bournemouth,1-1,
1997-10-04,Fulham,Oldham,3-1,
1997-10-04,Gillingham,Bristol City,2-0,
1997-10-04,Grimsby,Wigan,2-1,
1997-10-04,Luton,Watford,0-4,
1997-10-04,Millwall,Blackpool,2-1,
1997-10-04,Preston,Brentford,2-1,
1997-10-04,Southend,Northampton,0-0,
1997-10-04,Walsall,Carlisle,3-1,
1997-10-04,York,Plymouth,1-0,
1997-10-11,Burnley,Carlisle,3-1,
1997-10-11,Chesterfield,Wigan,2-3,
1997-10-11,Fulham,Blackpool,1-0,
1997-10-11,Gillingham,Wycombe,1-0,
1997-10-11,Grimsby,Northampton,1-0,
1997-10-11,Luton,Plymouth,3-0,
1997-10-11,Millwall,Oldham,2-1,
1997-10-11,Preston,Bournemouth,0-1,
1997-10-11,Southend,Bristol City,0-2,
1997-10-11,Walsall,Wrexham,3-0,
1997-10-11,York,Brentford,3-1,
1997-10-14,Bristol Rvs,Watford,1-2,
1997-10-17,Bristol City,York,2-1,
1997-10-17,Carlisle,Preston,0-2,
1997-10-18,Blackpool,Grimsby,2-2,
1997-10-18,Bournemouth,Fulham,2-1,
1997-10-18,Brentford,Walsall,3-0,
1997-10-18,Northampton,Gillingham,2-1,
1997-10-18,Oldham,Chesterfield,2-0,
1997-10-18,Plymouth,Southend,2-3,
1997-10-18,Watford,Millwall,0-1,
1997-10-18,Wigan,Luton,1-1,
1997-10-18,Wrexham,Burnley,0-0,
1997-10-18,Wycombe,Bristol Rvs,1-0,
1997-10-21,Blackpool,Chesterfield,2-1,
1997-10-21,Bournemouth,Millwall,0-0,
1997-10-21,Brentford,Bristol Rvs,2-3,
1997-10-21,Bristol City,Preston,2-1,
1997-10-21,Carlisle,Luton,0-1,
1997-10-21,Northampton,York,1-1,
1997-10-21,Oldham,Grimsby,2-0,
1997-10-21,Plymouth,Burnley,2-2,
1997-10-21,Watford,Fulham,2-0,
1997-10-21,Wigan,Gillingham,1-4,
1997-10-21,Wrexham,Southend,3-1,
1997-10-21,Wycombe,Walsall,4-2,
1997-10-25,Bristol Rvs,Blackpool,0-3,
1997-10-25,Burnley,Bournemouth,2-2,
1997-10-25,Chesterfield,Wycombe,1-0,
1997-10-25,Fulham,Northampton,1-1,
1997-10-25,Gillingham,Plymouth,2-1,
1997-10-25,Grimsby,Watford,0-1,
1997-10-25,Luton,Brentford,2-0,
1997-10-25,Millwall,Wigan,1-1,
1997-10-25,Preston,Wrexham,0-1,
1997-10-25,Southend,Oldham,1-1,
1997-10-25,Walsall,Bristol City,0-0,
1997-10-25,York,Carlisle,4-3,
1997-10-29,Millwall,Bristol City,0-2,
1997-11-01,Bournemouth,Brentford,0-0,
1997-11-01,Bristol City,Oldham,1-0,
1997-11-01,Burnley,Walsall,2-1,
1997-11-01,Carlisle,Wrexham,2-2,
1997-11-01,Fulham,Chesterfield,1-1,
1997-11-01,Gillingham,Millwall,1-3,
1997-11-01,Grimsby,Southend,5-1,
1997-11-01,Northampton,Bristol Rvs,1-1,
1997-11-01,Preston,Plymouth,0-1,
1997-11-01,Watford,Blackpool,4-1,
1997-11-01,Wigan,York,1-1,
1997-11-01,Wycombe,Luton,2-2,
1997-11-04,Blackpool,Northampton,1-1,
1997-11-04,Brentford,Carlisle,0-1,
1997-11-04,Bristol Rvs,Bristol City,1-2,
1997-11-04,Chesterfield,Gillingham,1-1,
1997-11-04,Luton,Burnley,2-3,
1997-11-04,Millwall,Fulham,1-1,
1997-11-04,Oldham,Wigan,3-1,
1997-11-04,Plymouth,Wycombe,4-2,
1997-11-04,Southend,Watford,0-3,
1997-11-04,Walsall,Grimsby,0-0,
1997-11-04,Wrexham,Bournemouth,2-1,
1997-11-04,York,Preston,1-0,
1997-11-07,Oldham,Gillingham,3-1,
