Date,Team 1,Team 2,FT,HT
1997-08-09,Barnsley,West Ham,1-2,1-0
1997-08-09,Blackburn,Derby,1-0,1-0
1997-08-09,Coventry,Chelsea,3-2,1-1
1997-08-09,Everton,Crystal Palace,1-2,0-1
1997-08-09,Leeds,Arsenal,1-1,1-1
1997-08-09,Leicester,Aston Villa,1-0,1-0
1997-08-09,Newcastle,Sheffield Weds,2-1,1-1
1997-08-09,Southampton,Bolton,0-1,0-1
1997-08-09,Wimbledon,Liverpool,1-1,0-0
1997-08-10,Tottenham,Man United,0-2,0-0
1997-08-11,Arsenal,Coventry,2-0,1-0
1997-08-12,Crystal Palace,Barnsley,0-1,0-0
1997-08-13,Aston Villa,Blackburn,0-4,0-3
1997-08-13,Liverpool,Leicester,1-2,0-1
1997-08-13,Man United,Southampton,1-0,0-0
1997-08-13,Sheffield Weds,Leeds,1-3,0-2
1997-08-13,West Ham,Tottenham,2-1,1-0
1997-08-23,Blackburn,Liverpool,1-1,0-0
1997-08-23,Coventry,Bolton,2-2,2-0
1997-08-23,Everton,West Ham,2-1,0-1
1997-08-23,Leeds,Crystal Palace,0-2,0-1
1997-08-23,Leicester,Man United,0-0,0-0
1997-08-23,Newcastle,Aston Villa,1-0,1-0
1997-08-23,Southampton,Arsenal,1-3,1-1
1997-08-23,Tottenham,Derby,1-0,1-0
1997-08-23,Wimbledon,Sheffield Weds,1-1,1-0
1997-08-24,Barnsley,Chelsea,0-6,0-3
1997-08-25,Blackburn,Sheffield Weds,7-2,5-1
1997-08-26,Leeds,Liverpool,0-2,0-1
1997-08-27,Barnsley,Bolton,2-1,1-1
1997-08-27,Coventry,West Ham,1-1,1-0
1997-08-27,Everton,Man United,0-2,0-1
1997-08-27,Leicester,Arsenal,3-3,0-1
1997-08-27,Southampton,Crystal Palace,1-0,0-0
1997-08-27,Tottenham,Aston Villa,3-2,1-1
1997-08-27,Wimbledon,Chelsea,0-2,0-0
1997-08-30,Arsenal,Tottenham,0-0,0-0
1997-08-30,Aston Villa,Leeds,1-0,0-0
1997-08-30,Chelsea,Southampton,4-2,4-1
1997-08-30,Crystal Palace,Blackburn,1-2,0-2
1997-08-30,Derby,Barnsley,1-0,1-0
1997-08-30,Man United,Coventry,3-0,1-0
1997-08-30,Sheffield Weds,Leicester,1-0,0-0
1997-08-30,West Ham,Wimbledon,3-1,0-0
1997-09-01,Bolton,Everton,0-0,0-0
1997-09-13,Arsenal,Bolton,4-1,3-1
1997-09-13,Barnsley,Aston Villa,0-3,0-1
1997-09-13,Coventry,Southampton,1-0,0-0
1997-09-13,Crystal Palace,Chelsea,0-3,0-2
1997-09-13,Derby,Everton,3-1,2-1
1997-09-13,Leicester,Tottenham,3-0,0-0
1997-09-13,Liverpool,Sheffield Weds,2-1,0-0
1997-09-13,Man United,West Ham,2-1,1-1
1997-09-13,Newcastle,Wimbledon,1-3,1-1
1997-09-14,Blackburn,Leeds,3-4,3-4
1997-09-20,Aston Villa,Derby,2-1,0-1
1997-09-20,Bolton,Man United,0-0,0-0
1997-09-20,Everton,Barnsley,4-2,2-1
1997-09-20,Leeds,Leicester,0-1,0-1
1997-09-20,Sheffield Weds,Coventry,0-0,0-0
1997-09-20,Southampton,Liverpool,1-1,0-1
1997-09-20,Tottenham,Blackburn,0-0,0-0
1997-09-20,West Ham,Newcastle,0-1,0-1
1997-09-20,Wimbledon,Crystal Palace,0-1,0-0
