Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 23 Aug 1958 (33),Watford FC (1),5-1,?,Southport FC (1)
?,(Sat) 23 Aug 1958 (33),Port Vale FC (1),1-4,?,Northampton Town FC (1)
?,(Sat) 23 Aug 1958 (33),Chester FC (1),0-2,?,Torquay United FC (1)
?,(Sat) 23 Aug 1958 (33),Crystal Palace FC (1),6-2,?,Crewe Alexandra FC (1)
?,(Sat) 23 Aug 1958 (33),Barrow AFC (1),0-3,?,Gateshead FC (1)
?,(Sat) 23 Aug 1958 (33),Gillingham FC (1),1-2,?,Millwall FC (1)
?,(Sat) 23 Aug 1958 (33),Coventry City FC (1),0-0,?,Darlington FC (1)
?,(Sat) 23 Aug 1958 (33),Bradford Park Avenue AFC (1),3-2,?,Workington AFC (1)
?,(Sat) 23 Aug 1958 (33),Exeter City FC (1),3-0,?,Walsall FC (1)
?,(Sat) 23 Aug 1958 (33),Hartlepool United FC (1),0-2,?,Shrewsbury Town FC (1)
?,(Sat) 23 Aug 1958 (33),Oldham Athletic AFC (1),0-1,?,York City FC (1)
?,(Sat) 23 Aug 1958 (33),Carlisle United FC (1),1-0,?,Aldershot Town FC (1)
?,(Mon) 25 Aug 1958 (34),Gateshead FC (2),1-2,?,Shrewsbury Town FC (2)
?,(Mon) 25 Aug 1958 (34),Darlington FC (2),2-3,?,Aldershot Town FC (2)
?,(Mon) 25 Aug 1958 (34),York City FC (2),2-0,?,Southport FC (2)
?,(Mon) 25 Aug 1958 (34),Hartlepool United FC (2),3-0,?,Bradford Park Avenue AFC (2)
?,(Mon) 25 Aug 1958 (34),Workington AFC (2),3-3,?,Torquay United FC (2)
?,(Tue) 26 Aug 1958 (34),Watford FC (2),0-2,?,Port Vale FC (2)
?,(Tue) 26 Aug 1958 (34),Carlisle United FC (2),1-2,?,Gillingham FC (2)
?,(Tue) 26 Aug 1958 (34),Oldham Athletic AFC (2),2-0,?,Coventry City FC (2)
?,(Wed) 27 Aug 1958 (34),Crystal Palace FC (2),3-3,?,Chester FC (2)
?,(Thu) 28 Aug 1958 (34),Exeter City FC (2),4-0,?,Barrow AFC (2)
?,(Thu) 28 Aug 1958 (34),Walsall FC (2),2-1,?,Millwall FC (2)
