Round,Date,Team 1,FT,Team 2
12,Sat Oct 5 2002,Stockport County FC,2-3,Luton Town FC
12,Sat Oct 5 2002,Plymouth Argyle FC,0-0,Northampton Town FC
12,Sat Oct 5 2002,Notts County FC,2-2,Peterborough United FC
12,Sat Oct 5 2002,Mansfield Town FC,6-1,Tranmere Rovers FC
12,Sat Oct 5 2002,Blackpool FC,3-1,Cheltenham Town FC
12,Sat Oct 5 2002,Crewe Alexandra FC,2-0,Queens Park Rangers FC
12,Sat Oct 5 2002,Colchester United FC,0-1,Wycombe Wanderers FC
12,Sat Oct 5 2002,Bristol City FC,4-0,Chesterfield FC
12,Sat Oct 5 2002,Brentford FC,1-2,Barnsley FC
12,Sat Oct 5 2002,Huddersfield Town AFC,2-2,Port Vale FC
7,Tue Oct 8 2002,Stockport County FC,2-1,Peterborough United FC
13,Sat Oct 12 2002,Northampton Town FC,1-2,Brentford FC
13,Sat Oct 12 2002,Swindon Town FC,2-2,Colchester United FC
13,Sat Oct 12 2002,Stockport County FC,1-4,Crewe Alexandra FC
13,Sat Oct 12 2002,Port Vale FC,1-1,Oldham Athletic AFC
13,Sat Oct 12 2002,Plymouth Argyle FC,1-3,Wigan Athletic FC
13,Sat Oct 12 2002,Peterborough United FC,0-0,Mansfield Town FC
13,Sat Oct 12 2002,Luton Town FC,2-1,Cheltenham Town FC
13,Sat Oct 12 2002,Huddersfield Town AFC,3-0,Notts County FC
13,Sat Oct 12 2002,Chesterfield FC,1-0,Tranmere Rovers FC
13,Sat Oct 12 2002,Cardiff City FC,1-0,Wycombe Wanderers FC
13,Sat Oct 12 2002,Barnsley FC,1-4,Bristol City FC
13,Mon Oct 14 2002,Queens Park Rangers FC,2-1,Blackpool FC
14,Fri Oct 18 2002,Colchester United FC,2-0,Chesterfield FC
14,Sat Oct 19 2002,Blackpool FC,1-0,Cardiff City FC
14,Sat Oct 19 2002,Wigan Athletic FC,2-1,Stockport County FC
14,Sat Oct 19 2002,Tranmere Rovers FC,1-0,Barnsley FC
14,Sat Oct 19 2002,Oldham Athletic AFC,1-2,Luton Town FC
14,Sat Oct 19 2002,Wycombe Wanderers FC,3-2,Peterborough United FC
14,Sat Oct 19 2002,Mansfield Town FC,0-2,Huddersfield Town AFC
14,Sat Oct 19 2002,Crewe Alexandra FC,0-1,Plymouth Argyle FC
14,Sat Oct 19 2002,Cheltenham Town FC,1-1,Queens Park Rangers FC
14,Sat Oct 19 2002,Bristol City FC,2-0,Swindon Town FC
14,Sat Oct 19 2002,Brentford FC,1-1,Port Vale FC
14,Sat Oct 19 2002,Notts County FC,2-1,Northampton Town FC
15,Sat Oct 26 2002,Swindon Town FC,2-1,Mansfield Town FC
15,Sat Oct 26 2002,Stockport County FC,2-3,Brentford FC
15,Sat Oct 26 2002,Queens Park Rangers FC,1-2,Oldham Athletic AFC
15,Sat Oct 26 2002,Port Vale FC,1-2,Crewe Alexandra FC
15,Sat Oct 26 2002,Plymouth Argyle FC,1-3,Blackpool FC
15,Sat Oct 26 2002,Peterborough United FC,1-3,Bristol City FC
15,Sat Oct 26 2002,Northampton Town FC,1-2,Cheltenham Town FC
15,Sat Oct 26 2002,Luton Town FC,1-1,Wigan Athletic FC
15,Sat Oct 26 2002,Huddersfield Town AFC,1-1,Colchester United FC
15,Sat Oct 26 2002,Chesterfield FC,0-0,Notts County FC
15,Sat Oct 26 2002,Cardiff City FC,4-0,Tranmere Rovers FC
15,Sat Oct 26 2002,Barnsley FC,1-1,Wycombe Wanderers FC
16,Tue Oct 29 2002,Wycombe Wanderers FC,2-0,Chesterfield FC
16,Tue Oct 29 2002,Wigan Athletic FC,1-1,Queens Park Rangers FC
16,Tue Oct 29 2002,Tranmere Rovers FC,1-1,Peterborough United FC
16,Tue Oct 29 2002,Oldham Athletic AFC,4-0,Northampton Town FC
16,Tue Oct 29 2002,Notts County FC,1-1,Swindon Town FC
16,Tue Oct 29 2002,Mansfield Town FC,0-1,Cardiff City FC
16,Tue Oct 29 2002,Crewe Alexandra FC,0-1,Luton Town FC
16,Tue Oct 29 2002,Colchester United FC,1-1,Barnsley FC
16,Tue Oct 29 2002,Cheltenham Town FC,0-1,Port Vale FC
16,Tue Oct 29 2002,Bristol City FC,1-0,Huddersfield Town AFC
16,Tue Oct 29 2002,Brentford FC,0-0,Plymouth Argyle FC
16,Tue Oct 29 2002,Blackpool FC,1-3,Stockport County FC
17,Fri Nov 1 2002,Mansfield Town FC,4-2,Colchester United FC
17,Sat Nov 2 2002,Brentford FC,5-0,Blackpool FC
17,Sat Nov 2 2002,Wycombe Wanderers FC,2-3,Swindon Town FC
17,Sat Nov 2 2002,Wigan Athletic FC,2-0,Crewe Alexandra FC
17,Sat Nov 2 2002,Tranmere Rovers FC,2-1,Plymouth Argyle FC
17,Sat Nov 2 2002,Chesterfield FC,1-0,Barnsley FC
17,Sat Nov 2 2002,Oldham Athletic AFC,2-0,Stockport County FC
17,Sat Nov 2 2002,Northampton Town FC,3-0,Luton Town FC
17,Sat Nov 2 2002,Cheltenham Town FC,1-0,Huddersfield Town AFC
17,Sat Nov 2 2002,Cardiff City FC,3-0,Peterborough United FC
17,Sat Nov 2 2002,Port Vale FC,0-0,Queens Park Rangers FC
18,Sat Nov 9 2002,Swindon Town FC,1-1,Tranmere Rovers FC
18,Sat Nov 9 2002,Stockport County FC,1-1,Cheltenham Town FC
18,Sat Nov 9 2002,Queens Park Rangers FC,0-1,Northampton Town FC
18,Sat Nov 9 2002,Plymouth Argyle FC,2-2,Oldham Athletic AFC
18,Sat Nov 9 2002,Peterborough United FC,1-0,Chesterfield FC
18,Sat Nov 9 2002,Notts County FC,2-2,Mansfield Town FC
18,Sat Nov 9 2002,Blackpool FC,0-2,Wigan Athletic FC
18,Sat Nov 9 2002,Huddersfield Town AFC,0-0,Wycombe Wanderers FC
18,Sat Nov 9 2002,Crewe Alexandra FC,2-1,Brentford FC
18,Sat Nov 9 2002,Colchester United FC,2-2,Bristol City FC
18,Sat Nov 9 2002,Barnsley FC,3-2,Cardiff City FC
18,Sat Nov 9 2002,Luton Town FC,0-0,Port Vale FC
19,Sat Nov 23 2002,Wycombe Wanderers FC,1-3,Tranmere Rovers FC
19,Sat Nov 23 2002,Plymouth Argyle FC,4-1,Stockport County FC
19,Sat Nov 23 2002,Peterborough United FC,1-3,Barnsley FC
19,Sat Nov 23 2002,Oldham Athletic AFC,0-0,Cheltenham Town FC
19,Sat Nov 23 2002,Notts County FC,2-3,Colchester United FC
19,Sat Nov 23 2002,Northampton Town FC,3-0,Port Vale FC
19,Sat Nov 23 2002,Mansfield Town FC,4-5,Bristol City FC
19,Sat Nov 23 2002,Luton Town FC,0-0,Queens Park Rangers FC
19,Sat Nov 23 2002,Huddersfield Town AFC,2-3,Swindon Town FC
19,Sat Nov 23 2002,Crewe Alexandra FC,3-0,Blackpool FC
19,Sat Nov 23 2002,Brentford FC,0-1,Wigan Athletic FC
19,Sun Nov 24 2002,Cardiff City FC,1-0,Chesterfield FC
20,Fri Nov 29 2002,Queens Park Rangers FC,0-4,Cardiff City FC
20,Sat Nov 30 2002,Port Vale FC,4-2,Mansfield Town FC
20,Sat Nov 30 2002,Tranmere Rovers FC,1-3,Luton Town FC
20,Sat Nov 30 2002,Swindon Town FC,1-1,Peterborough United FC
20,Sat Nov 30 2002,Stockport County FC,2-1,Wycombe Wanderers FC
20,Sat Nov 30 2002,Wigan Athletic FC,1-0,Northampton Town FC
20,Sat Nov 30 2002,Barnsley FC,2-2,Oldham Athletic AFC
20,Sat Nov 30 2002,Chesterfield FC,1-0,Huddersfield Town AFC
20,Sat Nov 30 2002,Cheltenham Town FC,1-0,Brentford FC
20,Sat Nov 30 2002,Bristol City FC,2-2,Crewe Alexandra FC
20,Sat Nov 30 2002,Blackpool FC,1-1,Notts County FC
20,Sat Nov 30 2002,Colchester United FC,0-0,Plymouth Argyle FC
17,Tue Dec 3 2002,Bristol City FC,3-2,Notts County FC
21,Sat Dec 14 2002,Cardiff City FC,0-2,Bristol City FC
21,Sat Dec 14 2002,Plymouth Argyle FC,1-1,Swindon Town FC
21,Sat Dec 14 2002,Peterborough United FC,4-1,Cheltenham Town FC
21,Sat Dec 14 2002,Oldham Athletic AFC,0-2,Wigan Athletic FC
21,Sat Dec 14 2002,Notts County FC,3-0,Queens Park Rangers FC
21,Sat Dec 14 2002,Wycombe Wanderers FC,3-1,Port Vale FC
21,Sat Dec 14 2002,Mansfield Town FC,4-0,Blackpool FC
21,Sat Dec 14 2002,Luton Town FC,1-2,Colchester United FC
21,Sat Dec 14 2002,Huddersfield Town AFC,2-1,Stockport County FC
21,Sat Dec 14 2002,Crewe Alexandra FC,2-0,Barnsley FC
21,Sat Dec 14 2002,Brentford FC,2-1,Chesterfield FC
21,Sat Dec 14 2002,Northampton Town FC,0-4,Tranmere Rovers FC
22,Fri Dec 20 2002,Stockport County FC,4-0,Northampton Town FC
22,Fri Dec 20 2002,Colchester United FC,1-2,Cardiff City FC
22,Sat Dec 21 2002,Queens Park Rangers FC,1-1,Brentford FC
22,Sat Dec 21 2002,Tranmere Rovers FC,2-2,Notts County FC
22,Sat Dec 21 2002,Swindon Town FC,1-3,Crewe Alexandra FC
22,Sat Dec 21 2002,Wigan Athletic FC,1-0,Huddersfield Town AFC
22,Sat Dec 21 2002,Port Vale FC,1-2,Plymouth Argyle FC
22,Sat Dec 21 2002,Chesterfield FC,0-1,Oldham Athletic AFC
22,Sat Dec 21 2002,Cheltenham Town FC,0-0,Wycombe Wanderers FC
22,Sat Dec 21 2002,Bristol City FC,1-1,Luton Town FC
22,Sat Dec 21 2002,Blackpool FC,3-0,Peterborough United FC
22,Sat Dec 21 2002,Barnsley FC,0-1,Mansfield Town FC
23,Thu Dec 26 2002,Queens Park Rangers FC,2-1,Wycombe Wanderers FC
23,Thu Dec 26 2002,Luton Town FC,2-0,Cardiff City FC
23,Thu Dec 26 2002,Bristol City FC,0-0,Plymouth Argyle FC
23,Thu Dec 26 2002,Oldham Athletic AFC,1-1,Blackpool FC
23,Thu Dec 26 2002,Mansfield Town FC,4-2,Stockport County FC
23,Thu Dec 26 2002,Swindon Town FC,2-1,Brentford FC
23,Thu Dec 26 2002,Port Vale FC,0-1,Wigan Athletic FC
23,Thu Dec 26 2002,Notts County FC,3-2,Barnsley FC
23,Thu Dec 26 2002,Northampton Town FC,0-1,Chesterfield FC
23,Thu Dec 26 2002,Huddersfield Town AFC,1-2,Tranmere Rovers FC
23,Thu Dec 26 2002,Colchester United FC,1-1,Peterborough United FC
23,Thu Dec 26 2002,Cheltenham Town FC,0-4,Crewe Alexandra FC
24,Sat Dec 28 2002,Peterborough United FC,0-0,Northampton Town FC
24,Sat Dec 28 2002,Wycombe Wanderers FC,1-2,Luton Town FC
24,Sat Dec 28 2002,Wigan Athletic FC,2-0,Swindon Town FC
24,Sat Dec 28 2002,Tranmere Rovers FC,3-0,Queens Park Rangers FC
24,Sat Dec 28 2002,Stockport County FC,1-4,Bristol City FC
24,Sat Dec 28 2002,Barnsley FC,2-1,Port Vale FC
24,Sat Dec 28 2002,Chesterfield FC,2-2,Cheltenham Town FC
24,Sat Dec 28 2002,Brentford FC,1-0,Mansfield Town FC
24,Sat Dec 28 2002,Blackpool FC,3-1,Colchester United FC
24,Sat Dec 28 2002,Plymouth Argyle FC,1-0,Notts County FC
24,Sun Dec 29 2002,Crewe Alexandra FC,1-2,Oldham Athletic AFC
24,Sun Dec 29 2002,Cardiff City FC,4-0,Huddersfield Town AFC
25,Wed Jan 1 2003,Blackpool FC,1-1,Huddersfield Town AFC
25,Wed Jan 1 2003,Wycombe Wanderers FC,2-1,Bristol City FC
25,Wed Jan 1 2003,Wigan Athletic FC,3-1,Notts County FC
25,Wed Jan 1 2003,Tranmere Rovers FC,1-2,Oldham Athletic AFC
25,Wed Jan 1 2003,Stockport County FC,1-1,Port Vale FC
25,Wed Jan 1 2003,Plymouth Argyle FC,3-1,Cheltenham Town FC
25,Wed Jan 1 2003,Peterborough United FC,0-2,Queens Park Rangers FC
25,Wed Jan 1 2003,Crewe Alexandra FC,2-0,Mansfield Town FC
25,Wed Jan 1 2003,Chesterfield FC,2-1,Luton Town FC
25,Wed Jan 1 2003,Cardiff City FC,1-1,Swindon Town FC
25,Wed Jan 1 2003,Barnsley FC,1-2,Northampton Town FC
26,Sat Jan 4 2003,Swindon Town FC,3-0,Chesterfield FC
26,Sat Jan 4 2003,Queens Park Rangers FC,1-0,Stockport County FC
26,Sat Jan 4 2003,Oldham Athletic AFC,0-0,Peterborough United FC
26,Sat Jan 4 2003,Northampton Town FC,0-5,Wycombe Wanderers FC
26,Sat Jan 4 2003,Colchester United FC,2-2,Tranmere Rovers FC
27,Fri Jan 10 2003,Bristol City FC,0-1,Wigan Athletic FC
27,Sat Jan 11 2003,Queens Park Rangers FC,1-0,Barnsley FC
27,Sat Jan 11 2003,Mansfield Town FC,0-0,Wycombe Wanderers FC
27,Sat Jan 11 2003,Colchester United FC,1-2,Crewe Alexandra FC
27,Sat Jan 11 2003,Huddersfield Town AFC,0-1,Peterborough United FC
27,Tue Jan 14 2003,Oldham Athletic AFC,2-1,Brentford FC
28,Sat Jan 18 2003,Chesterfield FC,1-2,Mansfield Town FC
28,Sat Jan 18 2003,Barnsley FC,2-3,Luton Town FC
28,Sat Jan 18 2003,Wigan Athletic FC,2-1,Colchester United FC
28,Sat Jan 18 2003,Tranmere Rovers FC,1-1,Bristol City FC
28,Sat Jan 18 2003,Stockport County FC,2-5,Swindon Town FC
28,Sat Jan 18 2003,Plymouth Argyle FC,0-1,Queens Park Rangers FC
28,Sat Jan 18 2003,Peterborough United FC,1-2,Port Vale FC
28,Sat Jan 18 2003,Crewe Alexandra FC,1-0,Huddersfield Town AFC
28,Sat Jan 18 2003,Cardiff City FC,2-1,Cheltenham Town FC
28,Sat Jan 18 2003,Brentford FC,1-1,Notts County FC
28,Sat Jan 18 2003,Blackpool FC,2-1,Northampton Town FC
28,Sat Jan 18 2003,Wycombe Wanderers FC,2-2,Oldham Athletic AFC
27,Tue Jan 21 2003,Notts County FC,3-2,Stockport County FC
27,Wed Jan 22 2003,Swindon Town FC,1-1,Blackpool FC
29,Sat Jan 25 2003,Oldham Athletic AFC,1-3,Crewe Alexandra FC
29,Sat Jan 25 2003,Swindon Town FC,2-1,Wigan Athletic FC
29,Sat Jan 25 2003,Queens Park Rangers FC,1-2,Tranmere Rovers FC
29,Sat Jan 25 2003,Port Vale FC,0-0,Barnsley FC
29,Sat Jan 25 2003,Northampton Town FC,0-1,Peterborough United FC
29,Sat Jan 25 2003,Notts County FC,0-2,Plymouth Argyle FC
29,Sat Jan 25 2003,Luton Town FC,1-0,Wycombe Wanderers FC
29,Sat Jan 25 2003,Huddersfield Town AFC,1-0,Cardiff City FC
29,Sat Jan 25 2003,Colchester United FC,0-2,Blackpool FC
29,Sat Jan 25 2003,Cheltenham Town FC,0-0,Chesterfield FC
29,Sat Jan 25 2003,Bristol City FC,1-1,Stockport County FC
26,Tue Jan 28 2003,Mansfield Town FC,1-2,Wigan Athletic FC
30,Fri Jan 31 2003,Cardiff City FC,1-1,Oldham Athletic AFC
30,Sat Feb 1 2003,Tranmere Rovers FC,1-0,Port Vale FC
30,Sat Feb 1 2003,Wycombe Wanderers FC,3-1,Notts County FC
30,Sat Feb 1 2003,Wigan Athletic FC,0-0,Cheltenham Town FC
30,Sat Feb 1 2003,Peterborough United FC,1-1,Luton Town FC
30,Sat Feb 1 2003,Stockport County FC,1-1,Colchester United FC
30,Sat Feb 1 2003,Plymouth Argyle FC,3-1,Mansfield Town FC
30,Sat Feb 1 2003,Crewe Alexandra FC,3-3,Northampton Town FC
30,Sat Feb 1 2003,Blackpool FC,0-0,Bristol City FC
30,Sat Feb 1 2003,Barnsley FC,1-1,Swindon Town FC
30,Sun Feb 2 2003,Chesterfield FC,2-4,Queens Park Rangers FC
26,Tue Feb 4 2003,Notts County FC,2-2,Crewe Alexandra FC
26,Tue Feb 4 2003,Huddersfield Town AFC,1-0,Plymouth Argyle FC
27,Tue Feb 4 2003,Northampton Town FC,0-1,Cardiff City FC
27,Tue Feb 4 2003,Cheltenham Town FC,3-1,Tranmere Rovers FC
29,Tue Feb 4 2003,Mansfield Town FC,0-0,Brentford FC
31,Sat Feb 8 2003,Port Vale FC,1-2,Luton Town FC
31,Sat Feb 8 2003,Wigan Athletic FC,1-1,Blackpool FC
31,Sat Feb 8 2003,Tranmere Rovers FC,0-1,Swindon Town FC
31,Sat Feb 8 2003,Wycombe Wanderers FC,0-0,Huddersfield Town AFC
31,Sat Feb 8 2003,Oldham Athletic AFC,0-1,Plymouth Argyle FC
31,Sat Feb 8 2003,Northampton Town FC,1-1,Queens Park Rangers FC
31,Sat Feb 8 2003,Mansfield Town FC,3-2,Notts County FC
31,Sat Feb 8 2003,Chesterfield FC,0-0,Peterborough United FC
31,Sat Feb 8 2003,Cheltenham Town FC,0-2,Stockport County FC
31,Sat Feb 8 2003,Brentford FC,1-2,Crewe Alexandra FC
31,Sat Feb 8 2003,Bristol City FC,1-2,Colchester United FC
31,Sat Feb 8 2003,Cardiff City FC,1-1,Barnsley FC
26,Tue Feb 11 2003,Bristol City FC,0-0,Brentford FC
26,Tue Feb 11 2003,Luton Town FC,1-3,Blackpool FC
27,Tue Feb 11 2003,Port Vale FC,5-2,Chesterfield FC
32,Fri Feb 14 2003,Colchester United FC,1-0,Mansfield Town FC
32,Sat Feb 15 2003,Queens Park Rangers FC,4-0,Port Vale FC
32,Sat Feb 15 2003,Stockport County FC,1-2,Oldham Athletic AFC
32,Sat Feb 15 2003,Barnsley FC,2-1,Chesterfield FC
32,Sat Feb 15 2003,Plymouth Argyle FC,0-1,Tranmere Rovers FC
32,Sat Feb 15 2003,Notts County FC,2-0,Bristol City FC
