Matchday,Date,Team 1,FT,Team 2
15,Sat Oct 25 2014,Luton Town FC,1-0,Northampton Town FC
15,Sat Oct 25 2014,Carlisle United FC,2-1,Oxford United FC
15,Sat Oct 25 2014,Cambridge United FC,2-1,Hartlepool United FC
15,Sat Oct 25 2014,AFC Wimbledon,2-2,Tranmere Rovers FC
15,Sun Oct 26 2014,Morecambe FC,0-2,Exeter City FC
16,Fri Oct 31 2014,Accrington Stanley FC,2-1,Morecambe FC
16,Sat Nov 1 2014,Tranmere Rovers FC,2-2,Stevenage FC
16,Sat Nov 1 2014,Portsmouth FC,3-0,Carlisle United FC
16,Sat Nov 1 2014,Oxford United FC,1-2,Wycombe Wanderers FC
16,Sat Nov 1 2014,Northampton Town FC,2-0,AFC Wimbledon
16,Sat Nov 1 2014,Mansfield Town FC,1-2,Southend United FC
16,Sat Nov 1 2014,Hartlepool United FC,2-2,Newport County AFC
16,Sat Nov 1 2014,Exeter City FC,1-1,Luton Town FC
16,Sat Nov 1 2014,Dagenham & Redbridge FC,1-2,Shrewsbury Town FC
16,Sat Nov 1 2014,Cheltenham Town FC,0-1,York City FC
16,Sat Nov 1 2014,Bury FC,2-0,Cambridge United FC
16,Sat Nov 1 2014,Burton Albion FC,1-1,Plymouth Argyle FC
17,Fri Nov 14 2014,Cambridge United FC,2-1,Northampton Town FC
17,Sat Nov 15 2014,Plymouth Argyle FC,3-0,Portsmouth FC
17,Sat Nov 15 2014,Morecambe FC,1-0,Bury FC
17,Sat Nov 15 2014,York City FC,0-1,Oxford United FC
17,Sat Nov 15 2014,Stevenage FC,5-1,Cheltenham Town FC
17,Sat Nov 15 2014,Southend United FC,1-0,Hartlepool United FC
17,Sat Nov 15 2014,Shrewsbury Town FC,2-0,Mansfield Town FC
17,Sat Nov 15 2014,Luton Town FC,1-0,Tranmere Rovers FC
17,Sat Nov 15 2014,Carlisle United FC,1-0,Accrington Stanley FC
17,Sat Nov 15 2014,AFC Wimbledon,1-0,Dagenham & Redbridge FC
17,Sun Nov 16 2014,Newport County AFC,2-2,Exeter City FC
17,Mon Nov 17 2014,Wycombe Wanderers FC,1-3,Burton Albion FC
18,Sat Nov 22 2014,Tranmere Rovers FC,1-2,Southend United FC
18,Sat Nov 22 2014,Portsmouth FC,3-0,Morecambe FC
18,Sat Nov 22 2014,Oxford United FC,0-0,AFC Wimbledon
18,Sat Nov 22 2014,Northampton Town FC,1-0,Stevenage FC
18,Sat Nov 22 2014,Mansfield Town FC,1-0,Plymouth Argyle FC
18,Sat Nov 22 2014,Hartlepool United FC,1-3,York City FC
18,Sat Nov 22 2014,Exeter City FC,3-2,Shrewsbury Town FC
18,Sat Nov 22 2014,Dagenham & Redbridge FC,4-2,Carlisle United FC
18,Sat Nov 22 2014,Cheltenham Town FC,1-4,Wycombe Wanderers FC
18,Sat Nov 22 2014,Bury FC,1-3,Newport County AFC
18,Sat Nov 22 2014,Burton Albion FC,1-0,Luton Town FC
18,Sat Nov 22 2014,Accrington Stanley FC,2-1,Cambridge United FC
19,Fri Nov 28 2014,Accrington Stanley FC,2-3,Exeter City FC
19,Sat Nov 29 2014,Tranmere Rovers FC,3-1,Portsmouth FC
19,Sat Nov 29 2014,Stevenage FC,1-1,Morecambe FC
19,Sat Nov 29 2014,Southend United FC,2-0,Northampton Town FC
19,Sat Nov 29 2014,Shrewsbury Town FC,1-0,Burton Albion FC
19,Sat Nov 29 2014,Plymouth Argyle FC,1-1,York City FC
19,Sat Nov 29 2014,Luton Town FC,3-0,Mansfield Town FC
19,Sat Nov 29 2014,Hartlepool United FC,1-3,Wycombe Wanderers FC
19,Sat Nov 29 2014,Cheltenham Town FC,1-1,Oxford United FC
19,Sat Nov 29 2014,Carlisle United FC,2-3,Newport County AFC
19,Sat Nov 29 2014,Bury FC,0-2,Dagenham & Redbridge FC
19,Sat Nov 29 2014,AFC Wimbledon,1-2,Cambridge United FC
34,Sat Dec 6 2014,Exeter City FC,1-1,Burton Albion FC
20,Sat Dec 13 2014,Newport County AFC,2-0,Stevenage FC
20,Sat Dec 13 2014,Cambridge United FC,0-0,Shrewsbury Town FC
20,Sat Dec 13 2014,Dagenham & Redbridge FC,0-1,Tranmere Rovers FC
20,Sat Dec 13 2014,Exeter City FC,2-0,Carlisle United FC
20,Sat Dec 13 2014,Mansfield Town FC,1-1,Cheltenham Town FC
20,Sat Dec 13 2014,Morecambe FC,3-0,Luton Town FC
20,Sat Dec 13 2014,York City FC,2-3,AFC Wimbledon
20,Sat Dec 13 2014,Northampton Town FC,2-3,Plymouth Argyle FC
20,Sat Dec 13 2014,Oxford United FC,2-1,Bury FC
20,Sat Dec 13 2014,Portsmouth FC,2-3,Accrington Stanley FC
20,Sat Dec 13 2014,Wycombe Wanderers FC,4-1,Southend United FC
20,Sat Dec 13 2014,Burton Albion FC,4-0,Hartlepool United FC
21,Fri Dec 19 2014,Tranmere Rovers FC,1-1,Cambridge United FC
21,Fri Dec 19 2014,Southend United FC,0-0,Burton Albion FC
21,Sat Dec 20 2014,Stevenage FC,1-0,Exeter City FC
21,Sat Dec 20 2014,Bury FC,2-2,York City FC
21,Sat Dec 20 2014,Carlisle United FC,2-1,Northampton Town FC
21,Sat Dec 20 2014,Cheltenham Town FC,1-1,Portsmouth FC
21,Sat Dec 20 2014,AFC Wimbledon,0-1,Mansfield Town FC
21,Sat Dec 20 2014,Accrington Stanley FC,1-1,Wycombe Wanderers FC
21,Sat Dec 20 2014,Shrewsbury Town FC,1-0,Morecambe FC
21,Sat Dec 20 2014,Luton Town FC,3-0,Newport County AFC
21,Sat Dec 20 2014,Plymouth Argyle FC,3-0,Dagenham & Redbridge FC
21,Sat Dec 20 2014,Hartlepool United FC,1-1,Oxford United FC
22,Fri Dec 26 2014,Burton Albion FC,2-0,Tranmere Rovers FC
22,Fri Dec 26 2014,Exeter City FC,1-0,Cheltenham Town FC
22,Fri Dec 26 2014,Mansfield Town FC,1-1,Hartlepool United FC
22,Fri Dec 26 2014,Morecambe FC,0-1,Carlisle United FC
22,Fri Dec 26 2014,Newport County AFC,2-0,Plymouth Argyle FC
22,Fri Dec 26 2014,Northampton Town FC,2-3,Bury FC
22,Fri Dec 26 2014,Oxford United FC,0-2,Shrewsbury Town FC
22,Fri Dec 26 2014,Wycombe Wanderers FC,1-1,Luton Town FC
22,Fri Dec 26 2014,York City FC,1-0,Accrington Stanley FC
22,Fri Dec 26 2014,Dagenham & Redbridge FC,0-2,Stevenage FC
22,Fri Dec 26 2014,Cambridge United FC,0-1,Southend United FC
22,Fri Dec 26 2014,Portsmouth FC,0-2,AFC Wimbledon
23,Sun Dec 28 2014,Stevenage FC,3-2,Cambridge United FC
23,Sun Dec 28 2014,Southend United FC,0-0,Dagenham & Redbridge FC
23,Sun Dec 28 2014,Shrewsbury Town FC,0-0,Wycombe Wanderers FC
23,Sun Dec 28 2014,Plymouth Argyle FC,1-2,Oxford United FC
23,Sun Dec 28 2014,Luton Town FC,1-1,Portsmouth FC
23,Sun Dec 28 2014,AFC Wimbledon,4-1,Exeter City FC
23,Sun Dec 28 2014,Hartlepool United FC,0-2,Morecambe FC
23,Sun Dec 28 2014,Cheltenham Town FC,0-1,Newport County AFC
23,Sun Dec 28 2014,Carlisle United FC,0-3,York City FC
23,Sun Dec 28 2014,Bury FC,2-0,Mansfield Town FC
23,Sun Dec 28 2014,Tranmere Rovers FC,2-1,Northampton Town FC
24,Sat Jan 3 2015,Burton Albion FC,1-0,Shrewsbury Town FC
24,Sat Jan 3 2015,Dagenham & Redbridge FC,1-0,Bury FC
24,Sat Jan 3 2015,Exeter City FC,1-2,Accrington Stanley FC
24,Sat Jan 3 2015,Morecambe FC,0-0,Stevenage FC
24,Sat Jan 3 2015,Newport County AFC,2-1,Carlisle United FC
24,Sat Jan 3 2015,York City FC,0-0,Plymouth Argyle FC
24,Sat Jan 3 2015,Oxford United FC,1-2,Cheltenham Town FC
24,Sat Jan 3 2015,Wycombe Wanderers FC,1-0,Hartlepool United FC
24,Sat Jan 3 2015,Northampton Town FC,1-1,Southend United FC
25,Thu Jan 8 2015,Luton Town FC,0-0,Shrewsbury Town FC
25,Sat Jan 10 2015,Wycombe Wanderers FC,1-0,York City FC
25,Sat Jan 10 2015,Stevenage FC,2-1,AFC Wimbledon
25,Sat Jan 10 2015,Southend United FC,0-0,Plymouth Argyle FC
25,Sat Jan 10 2015,Morecambe FC,0-0,Tranmere Rovers FC
25,Sat Jan 10 2015,Burton Albion FC,2-1,Mansfield Town FC
25,Sat Jan 10 2015,Exeter City FC,0-2,Northampton Town FC
25,Sat Jan 10 2015,Newport County AFC,1-0,Portsmouth FC
25,Sat Jan 10 2015,Carlisle United FC,0-1,Cambridge United FC
25,Sat Jan 10 2015,Hartlepool United FC,2-0,Cheltenham Town FC
25,Sat Jan 10 2015,Dagenham & Redbridge FC,0-0,Oxford United FC
26,Fri Jan 16 2015,Cheltenham Town FC,1-1,Morecambe FC
26,Sat Jan 17 2015,Mansfield Town FC,2-3,Exeter City FC
26,Sat Jan 17 2015,AFC Wimbledon,1-3,Carlisle United FC
26,Sat Jan 17 2015,Portsmouth FC,1-1,Burton Albion FC
26,Sat Jan 17 2015,Shrewsbury Town FC,3-0,Hartlepool United FC
26,Sat Jan 17 2015,Cambridge United FC,4-0,Newport County AFC
26,Sat Jan 17 2015,Bury FC,1-1,Wycombe Wanderers FC
26,Sat Jan 17 2015,York City FC,0-2,Stevenage FC
26,Sat Jan 17 2015,Oxford United FC,2-3,Southend United FC
26,Sat Jan 17 2015,Tranmere Rovers FC,3-0,Accrington Stanley FC
26,Sat Jan 17 2015,Plymouth Argyle FC,0-1,Luton Town FC
26,Sat Jan 17 2015,Northampton Town FC,1-0,Dagenham & Redbridge FC
27,Sat Jan 24 2015,Portsmouth FC,1-2,Southend United FC
27,Sat Jan 24 2015,Plymouth Argyle FC,1-1,Morecambe FC
27,Sat Jan 24 2015,Oxford United FC,2-2,Exeter City FC
27,Sat Jan 24 2015,Shrewsbury Town FC,3-2,Stevenage FC
27,Sat Jan 24 2015,Northampton Town FC,3-0,Newport County AFC
27,Sat Jan 24 2015,Tranmere Rovers FC,1-1,Hartlepool United FC
27,Sat Jan 24 2015,York City FC,1-1,Burton Albion FC
27,Sat Jan 24 2015,AFC Wimbledon,2-1,Accrington Stanley FC
27,Sat Jan 24 2015,Bury FC,2-1,Carlisle United FC
27,Sat Jan 24 2015,Cheltenham Town FC,1-1,Luton Town FC
27,Sat Jan 24 2015,Mansfield Town FC,0-0,Wycombe Wanderers FC
25,Tue Jan 27 2015,Accrington Stanley FC,0-1,Bury FC
27,Tue Jan 27 2015,Cambridge United FC,1-1,Dagenham & Redbridge FC
28,Sat Jan 31 2015,Luton Town FC,3-2,Cambridge United FC
28,Sat Jan 31 2015,Southend United FC,1-0,York City FC
28,Sat Jan 31 2015,Newport County AFC,0-1,Shrewsbury Town FC
28,Sat Jan 31 2015,Wycombe Wanderers FC,0-0,Portsmouth FC
28,Sat Jan 31 2015,Stevenage FC,0-2,Oxford United FC
28,Sat Jan 31 2015,Hartlepool United FC,3-2,Plymouth Argyle FC
28,Sat Jan 31 2015,Exeter City FC,1-2,Tranmere Rovers FC
28,Sat Jan 31 2015,Dagenham & Redbridge FC,3-1,Cheltenham Town FC
28,Sat Jan 31 2015,Carlisle United FC,2-1,Mansfield Town FC
28,Sat Jan 31 2015,Accrington Stanley FC,1-5,Northampton Town FC
28,Sat Jan 31 2015,Burton Albion FC,1-0,Bury FC
28,Sat Jan 31 2015,Morecambe FC,1-1,AFC Wimbledon
29,Sat Feb 7 2015,Cambridge United FC,0-1,Wycombe Wanderers FC
29,Sat Feb 7 2015,Plymouth Argyle FC,1-0,Accrington Stanley FC
29,Sat Feb 7 2015,Bury FC,1-1,Exeter City FC
29,Sat Feb 7 2015,Cheltenham Town FC,1-3,Burton Albion FC
29,Sat Feb 7 2015,Mansfield Town FC,1-0,Stevenage FC
29,Sat Feb 7 2015,Northampton Town FC,2-1,Morecambe FC
29,Sat Feb 7 2015,Oxford United FC,1-1,Luton Town FC
29,Sat Feb 7 2015,AFC Wimbledon,2-0,Newport County AFC
29,Sat Feb 7 2015,Portsmouth FC,1-0,Hartlepool United FC
29,Sat Feb 7 2015,Shrewsbury Town FC,1-1,Southend United FC
29,Sat Feb 7 2015,Tranmere Rovers FC,0-2,Carlisle United FC
29,Sat Feb 7 2015,York City FC,0-2,Dagenham & Redbridge FC
30,Tue Feb 10 2015,Luton Town FC,2-2,York City FC
30,Tue Feb 10 2015,Morecambe FC,2-1,Mansfield Town FC
30,Tue Feb 10 2015,Hartlepool United FC,1-0,Northampton Town FC
30,Tue Feb 10 2015,Exeter City FC,2-2,Cambridge United FC
30,Tue Feb 10 2015,Newport County AFC,1-1,Tranmere Rovers FC
30,Tue Feb 10 2015,Accrington Stanley FC,1-0,Oxford United FC
30,Tue Feb 10 2015,Stevenage FC,0-0,Bury FC
30,Tue Feb 10 2015,Wycombe Wanderers FC,0-2,Plymouth Argyle FC
30,Tue Feb 10 2015,Dagenham & Redbridge FC,0-0,Portsmouth FC
30,Tue Feb 10 2015,Carlisle United FC,1-2,Shrewsbury Town FC
30,Tue Feb 10 2015,Burton Albion FC,0-0,AFC Wimbledon
30,Tue Feb 10 2015,Southend United FC,2-0,Cheltenham Town FC
31,Sat Feb 14 2015,York City FC,2-0,Tranmere Rovers FC
31,Sat Feb 14 2015,Wycombe Wanderers FC,1-2,Newport County AFC
31,Sat Feb 14 2015,Southend United FC,1-2,Accrington Stanley FC
31,Sat Feb 14 2015,Shrewsbury Town FC,2-0,AFC Wimbledon
31,Sat Feb 14 2015,Portsmouth FC,1-0,Exeter City FC
31,Sat Feb 14 2015,Plymouth Argyle FC,2-0,Cambridge United FC
31,Sat Feb 14 2015,Burton Albion FC,2-0,Oxford United FC
31,Sat Feb 14 2015,Luton Town FC,1-0,Carlisle United FC
31,Sat Feb 14 2015,Mansfield Town FC,1-1,Northampton Town FC
31,Sat Feb 14 2015,Hartlepool United FC,1-3,Stevenage FC
31,Sat Feb 14 2015,Cheltenham Town FC,1-2,Bury FC
31,Sun Feb 15 2015,Morecambe FC,2-3,Dagenham & Redbridge FC
24,Tue Feb 17 2015,Mansfield Town FC,1-0,Luton Town FC
32,Fri Feb 20 2015,Accrington Stanley FC,1-1,Cheltenham Town FC
32,Sat Feb 21 2015,AFC Wimbledon,3-2,Luton Town FC
32,Sat Feb 21 2015,Cambridge United FC,2-6,Portsmouth FC
32,Sat Feb 21 2015,Carlisle United FC,2-3,Wycombe Wanderers FC
32,Sat Feb 21 2015,Dagenham & Redbridge FC,1-3,Burton Albion FC
32,Sat Feb 21 2015,Bury FC,1-0,Hartlepool United FC
32,Sat Feb 21 2015,Exeter City FC,1-3,Plymouth Argyle FC
32,Sat Feb 21 2015,Oxford United FC,3-0,Mansfield Town FC
32,Sat Feb 21 2015,Stevenage FC,4-2,Southend United FC
