Matchday,Date,Team 1,FT,Team 2
5,Sat Aug 30 2014,Scunthorpe United FC,2-1,Walsall FC
5,Sat Aug 30 2014,Doncaster Rovers FC,0-2,Oldham Athletic AFC
5,Sat Aug 30 2014,Preston North End FC,1-1,Sheffield United FC
5,Sat Aug 30 2014,Port Vale FC,1-2,Chesterfield FC
5,Sat Aug 30 2014,Milton Keynes Dons FC,2-0,Crawley Town FC
5,Sat Aug 30 2014,Gillingham FC,2-0,Crewe Alexandra FC
5,Sat Aug 30 2014,Fleetwood Town FC,1-1,Leyton Orient FC
5,Sat Aug 30 2014,Colchester United FC,1-3,Peterborough United FC
5,Sat Aug 30 2014,Rochdale AFC,0-2,Bradford City AFC
5,Sun Aug 31 2014,Notts County FC,1-2,Bristol City FC
6,Fri Sep 5 2014,Coventry City FC,1-0,Gillingham FC
6,Sat Sep 6 2014,Bradford City AFC,1-3,Yeovil Town FC
6,Sat Sep 6 2014,Walsall FC,0-0,Colchester United FC
6,Sat Sep 6 2014,Peterborough United FC,3-1,Port Vale FC
6,Sat Sep 6 2014,Crawley Town FC,0-4,Rochdale AFC
6,Sat Sep 6 2014,Bristol City FC,2-0,Scunthorpe United FC
6,Sat Sep 6 2014,Oldham Athletic AFC,1-0,Fleetwood Town FC
7,Sat Sep 13 2014,Bradford City AFC,1-2,Swindon Town FC
7,Sat Sep 13 2014,Coventry City FC,2-1,Yeovil Town FC
7,Sat Sep 13 2014,Bristol City FC,3-0,Doncaster Rovers FC
7,Sat Sep 13 2014,Crawley Town FC,1-0,Fleetwood Town FC
7,Sat Sep 13 2014,Barnsley FC,3-5,Milton Keynes Dons FC
7,Sat Sep 13 2014,Walsall FC,3-1,Preston North End FC
7,Sat Sep 13 2014,Sheffield United FC,1-0,Rochdale AFC
7,Sat Sep 13 2014,Peterborough United FC,0-0,Notts County FC
7,Sat Sep 13 2014,Oldham Athletic AFC,0-0,Gillingham FC
7,Sat Sep 13 2014,Leyton Orient FC,0-2,Colchester United FC
7,Sat Sep 13 2014,Crewe Alexandra FC,2-1,Port Vale FC
7,Sat Sep 13 2014,Chesterfield FC,4-1,Scunthorpe United FC
8,Tue Sep 16 2014,Notts County FC,1-1,Leyton Orient FC
8,Tue Sep 16 2014,Milton Keynes Dons FC,1-2,Bradford City AFC
8,Tue Sep 16 2014,Colchester United FC,2-3,Sheffield United FC
8,Tue Sep 16 2014,Doncaster Rovers FC,0-0,Crawley Town FC
8,Tue Sep 16 2014,Gillingham FC,2-1,Peterborough United FC
8,Tue Sep 16 2014,Yeovil Town FC,1-1,Crewe Alexandra FC
8,Tue Sep 16 2014,Port Vale FC,0-3,Bristol City FC
8,Tue Sep 16 2014,Scunthorpe United FC,2-1,Coventry City FC
8,Tue Sep 16 2014,Rochdale AFC,4-0,Walsall FC
8,Tue Sep 16 2014,Preston North End FC,3-3,Chesterfield FC
8,Tue Sep 16 2014,Swindon Town FC,2-2,Oldham Athletic AFC
8,Wed Sep 17 2014,Fleetwood Town FC,0-0,Barnsley FC
9,Sat Sep 20 2014,Milton Keynes Dons FC,6-1,Crewe Alexandra FC
9,Sat Sep 20 2014,Port Vale FC,2-1,Barnsley FC
9,Sat Sep 20 2014,Doncaster Rovers FC,3-2,Chesterfield FC
9,Sat Sep 20 2014,Fleetwood Town FC,3-3,Bristol City FC
9,Sat Sep 20 2014,Gillingham FC,0-0,Walsall FC
9,Sat Sep 20 2014,Yeovil Town FC,1-0,Peterborough United FC
9,Sat Sep 20 2014,Swindon Town FC,5-2,Sheffield United FC
9,Sat Sep 20 2014,Scunthorpe United FC,1-2,Leyton Orient FC
9,Sat Sep 20 2014,Rochdale AFC,1-0,Coventry City FC
9,Sat Sep 20 2014,Notts County FC,0-0,Oldham Athletic AFC
9,Sat Sep 20 2014,Colchester United FC,0-0,Bradford City AFC
9,Sat Sep 20 2014,Preston North End FC,2-0,Crawley Town FC
10,Sat Sep 27 2014,Bradford City AFC,1-1,Port Vale FC
10,Sat Sep 27 2014,Barnsley FC,0-3,Swindon Town FC
10,Sat Sep 27 2014,Bristol City FC,3-2,Milton Keynes Dons FC
10,Sat Sep 27 2014,Chesterfield FC,1-1,Notts County FC
10,Sat Sep 27 2014,Crawley Town FC,2-0,Yeovil Town FC
10,Sat Sep 27 2014,Walsall FC,3-0,Doncaster Rovers FC
10,Sat Sep 27 2014,Sheffield United FC,2-1,Gillingham FC
10,Sat Sep 27 2014,Peterborough United FC,1-0,Fleetwood Town FC
10,Sat Sep 27 2014,Oldham Athletic AFC,3-2,Scunthorpe United FC
10,Sat Sep 27 2014,Leyton Orient FC,2-3,Rochdale AFC
10,Sat Sep 27 2014,Crewe Alexandra FC,0-3,Colchester United FC
10,Sat Sep 27 2014,Coventry City FC,0-2,Preston North End FC
6,Tue Sep 30 2014,Crewe Alexandra FC,0-3,Notts County FC
11,Sat Oct 4 2014,Yeovil Town FC,0-2,Milton Keynes Dons FC
11,Sat Oct 4 2014,Coventry City FC,2-2,Crawley Town FC
11,Sat Oct 4 2014,Fleetwood Town FC,1-0,Port Vale FC
11,Sat Oct 4 2014,Leyton Orient FC,1-2,Swindon Town FC
11,Sat Oct 4 2014,Chesterfield FC,3-2,Sheffield United FC
11,Sat Oct 4 2014,Bradford City AFC,2-0,Crewe Alexandra FC
11,Sat Oct 4 2014,Walsall FC,1-1,Bristol City FC
11,Sat Oct 4 2014,Scunthorpe United FC,1-2,Doncaster Rovers FC
11,Sat Oct 4 2014,Rochdale AFC,0-1,Barnsley FC
11,Sat Oct 4 2014,Preston North End FC,4-2,Colchester United FC
11,Sat Oct 4 2014,Peterborough United FC,2-2,Oldham Athletic AFC
11,Sat Oct 4 2014,Notts County FC,1-0,Gillingham FC
12,Sat Oct 11 2014,Crewe Alexandra FC,2-1,Coventry City FC
12,Sat Oct 11 2014,Gillingham FC,0-3,Scunthorpe United FC
12,Sat Oct 11 2014,Colchester United FC,2-1,Fleetwood Town FC
12,Sat Oct 11 2014,Bristol City FC,3-2,Chesterfield FC
12,Sat Oct 11 2014,Sheffield United FC,2-2,Leyton Orient FC
12,Sat Oct 11 2014,Port Vale FC,4-1,Yeovil Town FC
12,Sat Oct 11 2014,Oldham Athletic AFC,2-1,Walsall FC
12,Sat Oct 11 2014,Crawley Town FC,1-4,Peterborough United FC
12,Sun Oct 12 2014,Barnsley FC,3-1,Bradford City AFC
13,Sat Oct 18 2014,Notts County FC,5-3,Crawley Town FC
13,Sat Oct 18 2014,Coventry City FC,1-3,Bristol City FC
13,Sat Oct 18 2014,Fleetwood Town FC,3-1,Doncaster Rovers FC
13,Sat Oct 18 2014,Peterborough United FC,2-1,Barnsley FC
13,Sat Oct 18 2014,Leyton Orient FC,0-0,Milton Keynes Dons FC
13,Sat Oct 18 2014,Chesterfield FC,1-1,Oldham Athletic AFC
13,Sat Oct 18 2014,Yeovil Town FC,1-1,Swindon Town FC
13,Sat Oct 18 2014,Bradford City AFC,0-2,Sheffield United FC
13,Sat Oct 18 2014,Walsall FC,0-1,Crewe Alexandra FC
13,Sat Oct 18 2014,Scunthorpe United FC,1-1,Colchester United FC
13,Sat Oct 18 2014,Rochdale AFC,1-1,Gillingham FC
13,Sat Oct 18 2014,Preston North End FC,2-0,Port Vale FC
14,Tue Oct 21 2014,Barnsley FC,2-3,Notts County FC
14,Tue Oct 21 2014,Doncaster Rovers FC,0-2,Leyton Orient FC
14,Tue Oct 21 2014,Bristol City FC,2-2,Bradford City AFC
14,Tue Oct 21 2014,Colchester United FC,2-1,Chesterfield FC
14,Tue Oct 21 2014,Crawley Town FC,1-0,Walsall FC
14,Tue Oct 21 2014,Crewe Alexandra FC,1-0,Peterborough United FC
14,Tue Oct 21 2014,Gillingham FC,0-1,Preston North End FC
14,Tue Oct 21 2014,Swindon Town FC,2-3,Rochdale AFC
14,Tue Oct 21 2014,Sheffield United FC,2-0,Yeovil Town FC
14,Tue Oct 21 2014,Port Vale FC,2-2,Scunthorpe United FC
14,Tue Oct 21 2014,Oldham Athletic AFC,4-1,Coventry City FC
14,Tue Oct 21 2014,Milton Keynes Dons FC,2-1,Fleetwood Town FC
15,Sat Oct 25 2014,Crewe Alexandra FC,0-1,Sheffield United FC
15,Sat Oct 25 2014,Doncaster Rovers FC,0-0,Milton Keynes Dons FC
15,Sat Oct 25 2014,Oldham Athletic AFC,2-1,Bradford City AFC
15,Sat Oct 25 2014,Barnsley FC,2-2,Bristol City FC
15,Sat Oct 25 2014,Port Vale FC,3-0,Leyton Orient FC
15,Sat Oct 25 2014,Coventry City FC,3-2,Peterborough United FC
15,Sat Oct 25 2014,Gillingham FC,1-1,Crawley Town FC
15,Sat Oct 25 2014,Preston North End FC,3-2,Fleetwood Town FC
15,Sat Oct 25 2014,Walsall FC,1-0,Chesterfield FC
15,Sat Oct 25 2014,Swindon Town FC,2-2,Colchester United FC
15,Sat Oct 25 2014,Scunthorpe United FC,0-1,Notts County FC
15,Sat Oct 25 2014,Yeovil Town FC,0-3,Rochdale AFC
6,Tue Oct 28 2014,Leyton Orient FC,0-2,Preston North End FC
6,Tue Oct 28 2014,Chesterfield FC,0-3,Swindon Town FC
16,Sat Nov 1 2014,Milton Keynes Dons FC,2-1,Swindon Town FC
16,Sat Nov 1 2014,Crawley Town FC,1-1,Crewe Alexandra FC
16,Sat Nov 1 2014,Colchester United FC,1-2,Port Vale FC
16,Sat Nov 1 2014,Chesterfield FC,0-0,Yeovil Town FC
16,Sat Nov 1 2014,Bradford City AFC,1-2,Doncaster Rovers FC
16,Sat Nov 1 2014,Bristol City FC,1-0,Oldham Athletic AFC
16,Sat Nov 1 2014,Rochdale AFC,3-0,Preston North End FC
16,Sat Nov 1 2014,Fleetwood Town FC,1-0,Gillingham FC
16,Sat Nov 1 2014,Notts County FC,1-2,Walsall FC
16,Sat Nov 1 2014,Sheffield United FC,0-1,Barnsley FC
16,Sat Nov 1 2014,Leyton Orient FC,2-2,Coventry City FC
16,Sat Nov 1 2014,Peterborough United FC,1-2,Scunthorpe United FC
12,Tue Nov 4 2014,Swindon Town FC,1-0,Preston North End FC
17,Fri Nov 14 2014,Barnsley FC,3-2,Colchester United FC
17,Sat Nov 15 2014,Doncaster Rovers FC,0-1,Sheffield United FC
17,Sat Nov 15 2014,Gillingham FC,3-2,Leyton Orient FC
17,Sat Nov 15 2014,Coventry City FC,0-1,Notts County FC
17,Sat Nov 15 2014,Crewe Alexandra FC,0-0,Chesterfield FC
17,Sat Nov 15 2014,Swindon Town FC,1-0,Bristol City FC
17,Sat Nov 15 2014,Yeovil Town FC,0-1,Fleetwood Town FC
17,Sat Nov 15 2014,Walsall FC,0-0,Peterborough United FC
17,Sat Nov 15 2014,Oldham Athletic AFC,1-1,Crawley Town FC
17,Sat Nov 15 2014,Preston North End FC,1-2,Bradford City AFC
17,Sat Nov 15 2014,Port Vale FC,1-0,Rochdale AFC
18,Sat Nov 22 2014,Rochdale AFC,1-3,Doncaster Rovers FC
18,Sat Nov 22 2014,Colchester United FC,0-1,Coventry City FC
18,Sat Nov 22 2014,Chesterfield FC,2-1,Barnsley FC
18,Sat Nov 22 2014,Bristol City FC,0-1,Preston North End FC
18,Sat Nov 22 2014,Crawley Town FC,2-2,Scunthorpe United FC
18,Sat Nov 22 2014,Sheffield United FC,1-1,Oldham Athletic AFC
18,Sat Nov 22 2014,Fleetwood Town FC,0-1,Walsall FC
18,Sat Nov 22 2014,Peterborough United FC,1-2,Swindon Town FC
18,Sat Nov 22 2014,Bradford City AFC,1-1,Gillingham FC
18,Sat Nov 22 2014,Milton Keynes Dons FC,1-0,Port Vale FC
18,Sat Nov 22 2014,Leyton Orient FC,4-1,Crewe Alexandra FC
18,Sat Nov 22 2014,Notts County FC,1-2,Yeovil Town FC
12,Tue Nov 25 2014,Milton Keynes Dons FC,2-2,Rochdale AFC
19,Fri Nov 28 2014,Peterborough United FC,0-3,Bristol City FC
19,Fri Nov 28 2014,Sheffield United FC,1-1,Notts County FC
19,Sat Nov 29 2014,Bradford City AFC,3-1,Leyton Orient FC
19,Sat Nov 29 2014,Crawley Town FC,1-1,Chesterfield FC
19,Sat Nov 29 2014,Coventry City FC,0-0,Walsall FC
19,Sat Nov 29 2014,Milton Keynes Dons FC,6-0,Colchester United FC
19,Sat Nov 29 2014,Barnsley FC,1-2,Scunthorpe United FC
19,Sat Nov 29 2014,Swindon Town FC,1-0,Fleetwood Town FC
19,Sat Nov 29 2014,Rochdale AFC,0-3,Oldham Athletic AFC
19,Sat Nov 29 2014,Yeovil Town FC,0-2,Preston North End FC
19,Sat Nov 29 2014,Gillingham FC,2-2,Port Vale FC
19,Sat Nov 29 2014,Crewe Alexandra FC,1-1,Doncaster Rovers FC
6,Tue Dec 2 2014,Barnsley FC,1-1,Doncaster Rovers FC
6,Tue Dec 2 2014,Sheffield United FC,0-1,Milton Keynes Dons FC
20,Sat Dec 13 2014,Port Vale FC,0-2,Coventry City FC
20,Sat Dec 13 2014,Colchester United FC,1-4,Rochdale AFC
20,Sat Dec 13 2014,Oldham Athletic AFC,0-4,Yeovil Town FC
20,Sat Dec 13 2014,Scunthorpe United FC,2-1,Crewe Alexandra FC
20,Sat Dec 13 2014,Preston North End FC,1-1,Milton Keynes Dons FC
20,Sat Dec 13 2014,Chesterfield FC,0-1,Bradford City AFC
20,Sat Dec 13 2014,Walsall FC,3-1,Barnsley FC
20,Sat Dec 13 2014,Notts County FC,0-3,Swindon Town FC
20,Sat Dec 13 2014,Leyton Orient FC,1-2,Peterborough United FC
20,Sat Dec 13 2014,Fleetwood Town FC,1-1,Sheffield United FC
20,Sat Dec 13 2014,Doncaster Rovers FC,1-2,Gillingham FC
20,Sat Dec 13 2014,Bristol City FC,1-0,Crawley Town FC
21,Sat Dec 20 2014,Coventry City FC,1-1,Fleetwood Town FC
21,Sat Dec 20 2014,Peterborough United FC,0-1,Preston North End FC
21,Sat Dec 20 2014,Yeovil Town FC,0-1,Colchester United FC
21,Sat Dec 20 2014,Swindon Town FC,0-1,Doncaster Rovers FC
21,Sat Dec 20 2014,Sheffield United FC,1-1,Walsall FC
21,Sat Dec 20 2014,Rochdale AFC,2-2,Notts County FC
21,Sat Dec 20 2014,Barnsley FC,2-0,Leyton Orient FC
21,Sat Dec 20 2014,Milton Keynes Dons FC,7-0,Oldham Athletic AFC
21,Sat Dec 20 2014,Gillingham FC,2-3,Chesterfield FC
21,Sat Dec 20 2014,Crewe Alexandra FC,1-0,Bristol City FC
21,Sat Dec 20 2014,Bradford City AFC,1-1,Scunthorpe United FC
21,Sat Dec 20 2014,Crawley Town FC,1-2,Port Vale FC
22,Fri Dec 26 2014,Doncaster Rovers FC,2-0,Coventry City FC
22,Fri Dec 26 2014,Oldham Athletic AFC,1-2,Crewe Alexandra FC
22,Fri Dec 26 2014,Walsall FC,1-4,Swindon Town FC
22,Fri Dec 26 2014,Scunthorpe United FC,2-1,Rochdale AFC
22,Fri Dec 26 2014,Preston North End FC,1-0,Barnsley FC
22,Fri Dec 26 2014,Port Vale FC,2-1,Sheffield United FC
22,Fri Dec 26 2014,Bristol City FC,2-1,Yeovil Town FC
22,Fri Dec 26 2014,Notts County FC,0-1,Milton Keynes Dons FC
22,Fri Dec 26 2014,Leyton Orient FC,4-1,Crawley Town FC
22,Fri Dec 26 2014,Fleetwood Town FC,0-2,Bradford City AFC
22,Fri Dec 26 2014,Chesterfield FC,3-2,Peterborough United FC
22,Fri Dec 26 2014,Colchester United FC,1-2,Gillingham FC
23,Sun Dec 28 2014,Gillingham FC,1-3,Bristol City FC
23,Sun Dec 28 2014,Crewe Alexandra FC,1-1,Preston North End FC
23,Sun Dec 28 2014,Swindon Town FC,1-0,Port Vale FC
23,Sun Dec 28 2014,Rochdale AFC,0-2,Fleetwood Town FC
23,Sun Dec 28 2014,Peterborough United FC,0-0,Doncaster Rovers FC
23,Sun Dec 28 2014,Milton Keynes Dons FC,0-3,Walsall FC
23,Sun Dec 28 2014,Crawley Town FC,0-0,Colchester United FC
23,Sun Dec 28 2014,Coventry City FC,0-0,Chesterfield FC
23,Sun Dec 28 2014,Bradford City AFC,1-0,Notts County FC
23,Mon Dec 29 2014,Yeovil Town FC,0-3,Leyton Orient FC
24,Sat Jan 3 2015,Fleetwood Town FC,2-2,Swindon Town FC
24,Sat Jan 3 2015,Port Vale FC,2-1,Gillingham FC
24,Sat Jan 3 2015,Walsall FC,0-2,Coventry City FC
25,Sat Jan 10 2015,Crewe Alexandra FC,3-1,Gillingham FC
25,Sat Jan 10 2015,Chesterfield FC,3-0,Port Vale FC
25,Sat Jan 10 2015,Walsall FC,1-4,Scunthorpe United FC
25,Sat Jan 10 2015,Oldham Athletic AFC,2-2,Doncaster Rovers FC
25,Sat Jan 10 2015,Barnsley FC,2-0,Yeovil Town FC
25,Sat Jan 10 2015,Bradford City AFC,1-2,Rochdale AFC
25,Sat Jan 10 2015,Peterborough United FC,0-2,Colchester United FC
25,Sat Jan 10 2015,Leyton Orient FC,0-1,Fleetwood Town FC
25,Sat Jan 10 2015,Crawley Town FC,2-2,Milton Keynes Dons FC
25,Sat Jan 10 2015,Sheffield United FC,2-1,Preston North End FC
25,Sat Jan 10 2015,Bristol City FC,4-0,Notts County FC
25,Mon Jan 12 2015,Coventry City FC,0-3,Swindon Town FC
26,Fri Jan 16 2015,Preston North End FC,2-2,Leyton Orient FC
26,Sat Jan 17 2015,Colchester United FC,0-2,Walsall FC
26,Sat Jan 17 2015,Notts County FC,2-1,Crewe Alexandra FC
26,Sat Jan 17 2015,Gillingham FC,3-1,Coventry City FC
26,Sat Jan 17 2015,Milton Keynes Dons FC,1-0,Sheffield United FC
26,Sat Jan 17 2015,Doncaster Rovers FC,1-0,Barnsley FC
26,Sat Jan 17 2015,Yeovil Town FC,1-0,Bradford City AFC
26,Sat Jan 17 2015,Rochdale AFC,4-1,Crawley Town FC
26,Sat Jan 17 2015,Scunthorpe United FC,0-2,Bristol City FC
26,Sat Jan 17 2015,Swindon Town FC,3-1,Chesterfield FC
26,Sat Jan 17 2015,Port Vale FC,2-1,Peterborough United FC
26,Sat Jan 17 2015,Fleetwood Town FC,0-2,Oldham Athletic AFC
12,Tue Jan 20 2015,Doncaster Rovers FC,0-0,Notts County FC
24,Tue Jan 20 2015,Preston North End FC,1-1,Yeovil Town FC
27,Sat Jan 24 2015,Milton Keynes Dons FC,2-0,Barnsley FC
27,Sat Jan 24 2015,Notts County FC,1-2,Peterborough United FC
27,Sat Jan 24 2015,Port Vale FC,0-1,Crewe Alexandra FC
27,Sat Jan 24 2015,Fleetwood Town FC,1-0,Crawley Town FC
27,Sat Jan 24 2015,Colchester United FC,2-0,Leyton Orient FC
27,Sat Jan 24 2015,Gillingham FC,3-2,Oldham Athletic AFC
27,Sat Jan 24 2015,Yeovil Town FC,0-0,Coventry City FC
24,Tue Jan 27 2015,Chesterfield FC,3-0,Crawley Town FC
17,Tue Jan 27 2015,Scunthorpe United FC,1-1,Milton Keynes Dons FC
28,Sat Jan 31 2015,Chesterfield FC,2-2,Doncaster Rovers FC
28,Sat Jan 31 2015,Crawley Town FC,2-1,Preston North End FC
28,Sat Jan 31 2015,Peterborough United FC,1-0,Yeovil Town FC
28,Sat Jan 31 2015,Sheffield United FC,2-0,Swindon Town FC
28,Sat Jan 31 2015,Oldham Athletic AFC,3-0,Notts County FC
28,Sat Jan 31 2015,Leyton Orient FC,1-4,Scunthorpe United FC
28,Sat Jan 31 2015,Coventry City FC,2-2,Rochdale AFC
28,Sat Jan 31 2015,Crewe Alexandra FC,0-5,Milton Keynes Dons FC
28,Sat Jan 31 2015,Bradford City AFC,1-1,Colchester United FC
28,Sat Jan 31 2015,Barnsley FC,2-1,Port Vale FC
28,Sun Feb 1 2015,Bristol City FC,2-0,Fleetwood Town FC
28,Sun Feb 1 2015,Walsall FC,1-1,Gillingham FC
23,Tue Feb 3 2015,Barnsley FC,1-0,Oldham Athletic AFC
29,Sat Feb 7 2015,Preston North End FC,1-0,Coventry City FC
29,Sat Feb 7 2015,Doncaster Rovers FC,0-2,Walsall FC
29,Sat Feb 7 2015,Fleetwood Town FC,1-1,Peterborough United FC
29,Sat Feb 7 2015,Gillingham FC,2-0,Sheffield United FC
29,Sat Feb 7 2015,Milton Keynes Dons FC,0-0,Bristol City FC
29,Sat Feb 7 2015,Port Vale FC,2-2,Bradford City AFC
29,Sat Feb 7 2015,Swindon Town FC,2-0,Barnsley FC
29,Sat Feb 7 2015,Colchester United FC,2-3,Crewe Alexandra FC
29,Sat Feb 7 2015,Yeovil Town FC,2-1,Crawley Town FC
29,Sat Feb 7 2015,Scunthorpe United FC,0-1,Oldham Athletic AFC
29,Sat Feb 7 2015,Notts County FC,0-1,Chesterfield FC
30,Mon Feb 9 2015,Bradford City AFC,2-1,Milton Keynes Dons FC
30,Tue Feb 10 2015,Bristol City FC,3-1,Port Vale FC
30,Tue Feb 10 2015,Barnsley FC,1-2,Fleetwood Town FC
30,Tue Feb 10 2015,Chesterfield FC,0-2,Preston North End FC
30,Tue Feb 10 2015,Coventry City FC,1-1,Scunthorpe United FC
30,Tue Feb 10 2015,Crawley Town FC,0-5,Doncaster Rovers FC
30,Tue Feb 10 2015,Crewe Alexandra FC,1-0,Yeovil Town FC
30,Tue Feb 10 2015,Leyton Orient FC,0-1,Notts County FC
30,Tue Feb 10 2015,Oldham Athletic AFC,2-1,Swindon Town FC
30,Tue Feb 10 2015,Peterborough United FC,1-2,Gillingham FC
30,Tue Feb 10 2015,Sheffield United FC,4-1,Colchester United FC
30,Tue Feb 10 2015,Walsall FC,3-2,Rochdale AFC
31,Sat Feb 14 2015,Peterborough United FC,2-1,Rochdale AFC
31,Sat Feb 14 2015,Scunthorpe United FC,3-1,Swindon Town FC
31,Sat Feb 14 2015,Chesterfield FC,2-3,Leyton Orient FC
31,Sat Feb 14 2015,Crawley Town FC,5-1,Barnsley FC
31,Sat Feb 14 2015,Crewe Alexandra FC,2-0,Fleetwood Town FC
31,Sat Feb 14 2015,Doncaster Rovers FC,3-0,Yeovil Town FC
31,Sat Feb 14 2015,Bristol City FC,1-3,Sheffield United FC
31,Sat Feb 14 2015,Gillingham FC,4-2,Milton Keynes Dons FC
31,Sat Feb 14 2015,Walsall FC,0-1,Port Vale FC
31,Sat Feb 14 2015,Oldham Athletic AFC,0-1,Colchester United FC
24,Tue Feb 17 2015,Colchester United FC,0-1,Milton Keynes Dons FC
24,Tue Feb 17 2015,Doncaster Rovers FC,2-1,Crewe Alexandra FC
24,Tue Feb 17 2015,Notts County FC,1-2,Sheffield United FC
27,Tue Feb 17 2015,Scunthorpe United FC,2-0,Chesterfield FC
24,Tue Feb 17 2015,Bristol City FC,2-0,Peterborough United FC
24,Wed Feb 18 2015,Leyton Orient FC,0-2,Bradford City AFC
32,Sat Feb 21 2015,Rochdale AFC,1-0,Chesterfield FC
32,Sat Feb 21 2015,Yeovil Town FC,2-2,Gillingham FC
32,Sat Feb 21 2015,Barnsley FC,2-0,Crewe Alexandra FC
32,Sat Feb 21 2015,Bradford City AFC,1-1,Walsall FC
32,Sat Feb 21 2015,Colchester United FC,3-2,Bristol City FC
32,Sat Feb 21 2015,Fleetwood Town FC,2-1,Notts County FC
32,Sat Feb 21 2015,Leyton Orient FC,3-0,Oldham Athletic AFC
32,Sat Feb 21 2015,Milton Keynes Dons FC,3-0,Peterborough United FC
32,Sat Feb 21 2015,Preston North End FC,2-0,Scunthorpe United FC
32,Sat Feb 21 2015,Sheffield United FC,2-2,Coventry City FC
32,Sat Feb 21 2015,Port Vale FC,3-0,Doncaster Rovers FC
32,Sat Feb 21 2015,Swindon Town FC,1-2,Crawley Town FC
24,Tue Feb 24 2015,Scunthorpe United FC,0-1,Barnsley FC
27,Tue Feb 24 2015,Doncaster Rovers FC,1-3,Bristol City FC
27,Tue Feb 24 2015,Swindon Town FC,2-1,Bradford City AFC
27,Tue Feb 24 2015,Rochdale AFC,1-2,Sheffield United FC
27,Tue Feb 24 2015,Preston North End FC,1-0,Walsall FC
33,Sat Feb 28 2015,Peterborough United FC,2-0,Bradford City AFC
