Date,Team 1,Team 2,FT,HT
2005-08-06,Barnsley,Swindon,2-0,1-0
2005-08-06,Blackpool,Chesterfield,1-3,1-2
2005-08-06,Brentford,Scunthorpe,2-0,0-0
2005-08-06,Bristol City,Doncaster,0-0,0-0
2005-08-06,Gillingham,Colchester,2-1,0-0
2005-08-06,Hartlepool,Bradford,0-2,0-1
2005-08-06,Milton Keynes Dons,Bournemouth,2-2,1-0
2005-08-06,Nott'm Forest,Huddersfield,2-1,1-0
2005-08-06,Oldham,Yeovil,2-0,2-0
2005-08-06,Rotherham,Walsall,1-2,1-1
2005-08-06,Southend,Port Vale,1-2,0-2
2005-08-06,Swansea,Tranmere,1-0,1-0
2005-08-09,Bournemouth,Hartlepool,1-1,0-0
2005-08-09,Bradford,Southend,0-2,0-1
2005-08-09,Colchester,Swansea,1-2,0-1
2005-08-09,Doncaster,Milton Keynes Dons,1-1,0-0
2005-08-09,Huddersfield,Bristol City,1-0,0-0
2005-08-09,Port Vale,Gillingham,0-0,0-0
2005-08-09,Scunthorpe,Barnsley,2-1,1-1
2005-08-09,Swindon,Oldham,2-3,0-2
2005-08-09,Tranmere,Blackpool,2-2,2-1
2005-08-09,Walsall,Nott'm Forest,3-2,0-1
2005-08-09,Yeovil,Rotherham,0-0,0-0
2005-08-10,Chesterfield,Brentford,1-3,1-1
2005-08-12,Tranmere,Oldham,4-0,1-0
2005-08-13,Bournemouth,Bristol City,2-0,1-0
2005-08-13,Bradford,Milton Keynes Dons,2-0,1-0
2005-08-13,Chesterfield,Rotherham,0-1,0-0
2005-08-13,Colchester,Barnsley,1-0,0-0
2005-08-13,Doncaster,Hartlepool,0-1,0-1
2005-08-13,Huddersfield,Swansea,3-1,2-1
2005-08-13,Scunthorpe,Gillingham,1-1,0-0
2005-08-13,Swindon,Nott'm Forest,2-1,1-1
2005-08-13,Walsall,Southend,2-2,0-0
2005-08-13,Yeovil,Blackpool,1-1,1-1
2005-08-15,Port Vale,Brentford,1-0,0-0
2005-08-20,Barnsley,Yeovil,1-0,0-0
2005-08-20,Blackpool,Swindon,0-0,0-0
2005-08-20,Brentford,Tranmere,2-0,1-0
2005-08-20,Bristol City,Port Vale,4-2,4-2
2005-08-20,Gillingham,Bournemouth,1-0,1-0
2005-08-20,Hartlepool,Walsall,1-1,0-1
2005-08-20,Milton Keynes Dons,Colchester,1-1,1-0
2005-08-20,Nott'm Forest,Scunthorpe,0-1,0-0
2005-08-20,Oldham,Chesterfield,4-1,2-0
2005-08-20,Rotherham,Bradford,1-1,0-0
2005-08-20,Southend,Huddersfield,1-1,1-1
2005-08-20,Swansea,Doncaster,1-2,1-0
2005-08-26,Scunthorpe,Southend,1-0,1-0
2005-08-27,Barnsley,Brentford,1-1,1-1
2005-08-27,Bradford,Bournemouth,1-2,1-0
2005-08-27,Bristol City,Milton Keynes Dons,2-2,0-2
2005-08-27,Chesterfield,Tranmere,0-2,0-0
2005-08-27,Colchester,Oldham,0-0,0-0
2005-08-27,Gillingham,Nott'm Forest,1-3,0-2
2005-08-27,Huddersfield,Hartlepool,2-1,2-0
2005-08-27,Port Vale,Doncaster,2-0,1-0
2005-08-27,Rotherham,Blackpool,4-0,1-0
2005-08-27,Swindon,Yeovil,4-2,1-1
2005-08-27,Walsall,Swansea,2-5,1-1
2005-08-29,Blackpool,Bradford,1-0,0-0
2005-08-29,Bournemouth,Walsall,0-0,0-0
2005-08-29,Brentford,Gillingham,1-1,0-1
2005-08-29,Doncaster,Huddersfield,1-2,0-2
2005-08-29,Hartlepool,Scunthorpe,3-3,1-1
2005-08-29,Milton Keynes Dons,Port Vale,0-0,0-0
2005-08-29,Oldham,Rotherham,0-1,0-0
2005-08-29,Southend,Colchester,3-1,2-1
2005-08-29,Swansea,Barnsley,3-1,1-1
2005-08-29,Tranmere,Swindon,1-0,0-0
2005-08-29,Yeovil,Chesterfield,1-3,1-1
2005-09-02,Bournemouth,Tranmere,0-0,0-0
2005-09-02,Bradford,Chesterfield,2-0,0-0
2005-09-02,Doncaster,Blackpool,0-1,0-0
2005-09-02,Huddersfield,Scunthorpe,1-4,0-2
2005-09-03,Bristol City,Colchester,0-0,0-0
2005-09-03,Hartlepool,Yeovil,0-1,0-0
2005-09-03,Nott'm Forest,Brentford,1-2,0-1
2005-09-03,Port Vale,Rotherham,2-0,1-0
2005-09-03,Walsall,Swindon,1-0,0-0
2005-09-04,Southend,Oldham,2-1,2-0
2005-09-09,Tranmere,Bradford,2-2,1-2
2005-09-10,Barnsley,Nott'm Forest,2-0,2-0
2005-09-10,Blackpool,Hartlepool,1-2,0-0
2005-09-10,Brentford,Milton Keynes Dons,1-0,0-0
2005-09-10,Chesterfield,Bournemouth,3-0,1-0
2005-09-10,Colchester,Doncaster,3-2,3-1
2005-09-10,Oldham,Huddersfield,0-3,0-2
2005-09-10,Rotherham,Gillingham,3-0,0-0
2005-09-10,Scunthorpe,Port Vale,2-0,2-0
2005-09-10,Swansea,Bristol City,7-1,1-0
2005-09-10,Swindon,Southend,1-2,0-1
2005-09-10,Yeovil,Walsall,2-1,0-1
2005-09-13,Gillingham,Barnsley,0-3,0-2
2005-09-13,Milton Keynes Dons,Swansea,1-3,1-1
2005-09-17,Bournemouth,Swindon,2-1,1-1
2005-09-17,Bradford,Yeovil,1-1,0-1
2005-09-17,Bristol City,Blackpool,1-1,0-0
2005-09-17,Doncaster,Scunthorpe,3-1,2-0
2005-09-17,Gillingham,Oldham,0-1,0-1
2005-09-17,Hartlepool,Swansea,2-2,1-0
2005-09-17,Huddersfield,Brentford,3-2,1-1
2005-09-17,Milton Keynes Dons,Barnsley,0-0,0-0
2005-09-17,Nott'm Forest,Rotherham,2-0,0-0
2005-09-17,Port Vale,Colchester,0-1,0-1
2005-09-17,Southend,Tranmere,3-1,2-0
2005-09-17,Walsall,Chesterfield,2-3,2-0
2005-09-20,Nott'm Forest,Bristol City,3-1,2-1
2005-09-24,Barnsley,Doncaster,0-2,0-1
2005-09-24,Blackpool,Milton Keynes Dons,3-2,1-2
2005-09-24,Brentford,Bristol City,2-3,0-2
2005-09-24,Chesterfield,Hartlepool,3-1,0-1
2005-09-24,Colchester,Huddersfield,1-1,0-0
2005-09-24,Oldham,Bournemouth,1-0,0-0
2005-09-24,Rotherham,Southend,2-4,2-2
2005-09-24,Scunthorpe,Walsall,1-3,0-1
2005-09-24,Swansea,Nott'm Forest,1-1,0-0
2005-09-24,Swindon,Bradford,2-3,1-1
2005-09-24,Tranmere,Gillingham,2-2,1-1
2005-09-24,Yeovil,Port Vale,1-0,0-0
2005-09-27,Bournemouth,Swansea,0-1,0-1
2005-09-27,Bradford,Colchester,1-1,0-0
2005-09-27,Bristol City,Barnsley,3-0,3-0
2005-09-27,Doncaster,Swindon,1-0,1-0
2005-09-27,Gillingham,Chesterfield,1-0,0-0
2005-09-27,Hartlepool,Rotherham,0-0,0-0
2005-09-27,Huddersfield,Tranmere,1-0,0-0
2005-09-27,Milton Keynes Dons,Scunthorpe,1-0,1-0
2005-09-27,Nott'm Forest,Blackpool,1-1,0-1
2005-09-27,Southend,Yeovil,4-1,0-1
2005-09-27,Walsall,Brentford,0-0,0-0
2005-09-28,Port Vale,Oldham,2-2,0-1
2005-10-01,Barnsley,Oldham,4-0,3-0
2005-10-01,Brentford,Rotherham,2-1,2-1
2005-10-01,Bristol City,Hartlepool,0-1,0-0
2005-10-01,Colchester,Chesterfield,1-2,0-1
2005-10-01,Doncaster,Bradford,2-2,0-1
2005-10-01,Gillingham,Southend,1-2,0-0
2005-10-01,Huddersfield,Bournemouth,2-2,2-0
