Date,Team 1,Team 2,FT,HT
2005-08-06,Barnet,Bristol Rvs,1-1,0-0
2005-08-06,Cheltenham,Bury,2-1,1-1
2005-08-06,Grimsby,Oxford,1-1,0-0
2005-08-06,Leyton Orient,Macclesfield,2-1,1-0
2005-08-06,Lincoln,Northampton,1-1,0-0
2005-08-06,Peterboro,Chester,0-1,0-0
2005-08-06,Rushden & D,Darlington,1-1,0-0
2005-08-06,Shrewsbury,Rochdale,0-1,0-1
2005-08-06,Stockport,Mansfield,2-2,0-2
2005-08-06,Torquay,Notts County,0-0,0-0
2005-08-06,Wrexham,Boston,2-0,1-0
2005-08-06,Wycombe,Carlisle,1-1,1-1
2005-08-09,Bristol Rvs,Grimsby,1-2,0-0
2005-08-09,Bury,Leyton Orient,1-2,0-1
2005-08-09,Carlisle,Peterboro,1-0,1-0
2005-08-09,Chester,Lincoln,2-2,0-2
2005-08-09,Darlington,Stockport,2-0,1-0
2005-08-09,Macclesfield,Cheltenham,2-2,0-1
2005-08-09,Mansfield,Rushden & D,0-1,0-1
2005-08-09,Northampton,Barnet,1-2,1-0
2005-08-09,Notts County,Wrexham,1-0,0-0
2005-08-09,Rochdale,Wycombe,1-2,0-2
2005-08-10,Boston,Shrewsbury,1-1,0-0
2005-08-10,Oxford,Torquay,1-0,0-0
2005-08-13,Boston,Stockport,2-2,0-0
2005-08-13,Bristol Rvs,Peterboro,2-3,1-2
2005-08-13,Bury,Shrewsbury,2-0,0-0
2005-08-13,Carlisle,Barnet,1-3,1-0
2005-08-13,Darlington,Leyton Orient,0-1,0-1
2005-08-13,Mansfield,Torquay,3-0,2-0
2005-08-13,Northampton,Wrexham,0-0,0-0
2005-08-13,Notts County,Lincoln,2-1,1-1
2005-08-13,Oxford,Wycombe,2-2,1-0
2005-08-13,Rochdale,Cheltenham,1-1,0-1
2005-08-20,Barnet,Macclesfield,1-0,1-0
2005-08-20,Cheltenham,Boston,3-0,3-0
2005-08-20,Grimsby,Darlington,0-1,0-0
2005-08-20,Leyton Orient,Rochdale,1-4,0-2
2005-08-20,Lincoln,Oxford,2-1,0-1
2005-08-20,Peterboro,Mansfield,2-0,0-0
2005-08-20,Rushden & D,Chester,1-1,0-0
2005-08-20,Shrewsbury,Northampton,1-1,1-0
2005-08-20,Stockport,Notts County,1-1,1-1
2005-08-20,Torquay,Bristol Rvs,2-3,1-0
2005-08-20,Wrexham,Carlisle,0-1,0-0
2005-08-20,Wycombe,Bury,4-0,1-0
2005-08-27,Barnet,Grimsby,0-1,0-0
2005-08-27,Boston,Mansfield,2-2,2-1
2005-08-27,Bury,Wrexham,2-2,1-2
2005-08-27,Carlisle,Northampton,0-1,0-1
2005-08-27,Cheltenham,Leyton Orient,1-1,0-1
2005-08-27,Chester,Darlington,4-4,0-2
2005-08-27,Notts County,Bristol Rvs,2-0,1-0
2005-08-27,Oxford,Stockport,1-1,1-1
2005-08-27,Peterboro,Torquay,0-0,0-0
2005-08-27,Rochdale,Macclesfield,3-1,2-1
2005-08-27,Rushden & D,Lincoln,1-1,0-1
2005-08-27,Shrewsbury,Wycombe,1-1,0-1
2005-08-29,Darlington,Rochdale,2-1,1-0
2005-08-29,Grimsby,Rushden & D,2-0,1-0
2005-08-29,Leyton Orient,Shrewsbury,0-1,0-1
2005-08-29,Lincoln,Carlisle,0-0,0-0
2005-08-29,Macclesfield,Bury,1-0,1-0
2005-08-29,Mansfield,Notts County,2-3,1-1
2005-08-29,Northampton,Boston,3-2,2-1
2005-08-29,Stockport,Peterboro,1-1,0-1
2005-08-29,Torquay,Chester,0-1,0-0
2005-08-29,Wrexham,Barnet,3-1,2-1
2005-08-29,Wycombe,Cheltenham,0-0,0-0
2005-09-02,Bury,Carlisle,0-1,0-0
2005-09-02,Cheltenham,Barnet,1-1,1-0
2005-09-02,Chester,Mansfield,3-1,1-0
2005-09-02,Darlington,Notts County,1-1,0-0
2005-09-02,Grimsby,Stockport,1-3,1-0
2005-09-02,Rushden & D,Peterboro,0-2,0-1
2005-09-02,Shrewsbury,Oxford,2-0,2-0
2005-09-02,Wycombe,Northampton,1-1,0-1
2005-09-03,Leyton Orient,Bristol Rvs,2-3,0-1
2005-09-03,Rochdale,Torquay,4-1,2-1
2005-09-04,Macclesfield,Boston,2-2,2-0
2005-09-06,Chester,Grimsby,1-2,0-0
2005-09-10,Barnet,Leyton Orient,2-3,1-1
2005-09-10,Boston,Rochdale,3-2,1-1
2005-09-10,Bristol Rvs,Lincoln,0-0,0-0
2005-09-10,Carlisle,Macclesfield,2-0,0-0
2005-09-10,Mansfield,Darlington,2-2,1-1
2005-09-10,Northampton,Bury,1-1,0-1
2005-09-10,Notts County,Chester,1-1,0-0
2005-09-10,Oxford,Rushden & D,2-2,2-0
2005-09-10,Peterboro,Grimsby,0-1,0-0
2005-09-10,Stockport,Wycombe,3-3,2-2
2005-09-10,Torquay,Shrewsbury,2-1,2-1
2005-09-10,Wrexham,Cheltenham,2-0,1-0
2005-09-13,Bristol Rvs,Oxford,1-1,0-1
2005-09-13,Lincoln,Wrexham,2-0,0-0
2005-09-13,Macclesfield,Rushden & D,3-1,1-0
