Date,Team 1,Team 2,FT,HT
2005-08-13,Accrington,Canvey Island,1-0,0-0
2005-08-13,Aldershot,Tamworth,0-2,0-2
2005-08-13,Burton,Grays,1-1,0-0
2005-08-13,Dag and Red,Southport,3-1,1-1
2005-08-13,Forest Green,Cambridge,1-0,0-0
2005-08-13,Gravesend,Exeter,0-2,0-1
2005-08-13,Hereford,Scarborough,4-0,0-0
2005-08-13,Kidderminster,Woking,2-1,0-0
2005-08-13,Morecambe,Halifax,1-0,1-0
2005-08-13,Stevenage,Altrincham,3-0,2-0
2005-08-13,York,Crawley Town,0-0,0-0
2005-08-16,Altrincham,Accrington,0-1,0-0
2005-08-16,Cambridge,Hereford,2-1,1-0
2005-08-16,Canvey Island,Aldershot,2-1,0-1
2005-08-16,Crawley Town,Dag and Red,0-0,0-0
2005-08-16,Exeter,Kidderminster,1-0,0-0
2005-08-16,Grays,Gravesend,6-1,2-0
2005-08-16,Halifax,Burton,1-0,0-0
2005-08-16,Scarborough,Morecambe,0-1,0-0
2005-08-16,Southport,York,1-4,1-3
2005-08-16,Tamworth,Forest Green,0-0,0-0
2005-08-16,Woking,Stevenage,3-2,1-2
2005-08-20,Altrincham,Forest Green,2-1,1-0
2005-08-20,Cambridge,Accrington,3-1,3-0
2005-08-20,Canvey Island,Gravesend,1-2,1-1
2005-08-20,Crawley Town,Hereford,0-2,0-0
2005-08-20,Exeter,Morecambe,2-0,2-0
2005-08-20,Grays,York,1-1,0-0
2005-08-20,Halifax,Aldershot,1-1,1-0
2005-08-20,Scarborough,Kidderminster,1-1,0-1
2005-08-20,Southport,Stevenage,3-2,2-0
2005-08-20,Tamworth,Dag and Red,2-2,0-2
2005-08-20,Woking,Burton,2-2,0-2
2005-08-26,York,Woking,2-1,0-0
2005-08-27,Accrington,Exeter,1-2,0-0
2005-08-27,Aldershot,Altrincham,0-2,0-0
2005-08-27,Burton,Canvey Island,1-2,1-1
2005-08-27,Dag and Red,Scarborough,0-2,0-0
2005-08-27,Forest Green,Halifax,2-2,1-0
2005-08-27,Gravesend,Cambridge,0-0,0-0
2005-08-27,Hereford,Grays,0-2,0-1
2005-08-27,Kidderminster,Southport,1-1,0-1
2005-08-27,Morecambe,Crawley Town,3-0,0-0
2005-08-27,Stevenage,Tamworth,3-1,1-0
2005-08-29,Altrincham,Morecambe,2-0,2-0
2005-08-29,Cambridge,Kidderminster,0-2,0-0
2005-08-29,Canvey Island,Dag and Red,1-2,0-1
2005-08-29,Crawley Town,Stevenage,1-2,0-0
2005-08-29,Exeter,Forest Green,0-0,0-0
2005-08-29,Grays,Aldershot,2-1,1-0
2005-08-29,Halifax,York,1-0,0-0
2005-08-29,Scarborough,Accrington,2-2,1-2
2005-08-29,Southport,Burton,3-2,1-0
2005-08-29,Tamworth,Hereford,0-1,0-1
2005-08-29,Woking,Gravesend,1-3,0-2
2005-09-02,Forest Green,Grays,1-2,1-1
2005-09-02,Kidderminster,Canvey Island,3-2,1-1
2005-09-02,York,Cambridge,1-0,0-0
2005-09-03,Accrington,Woking,2-1,1-0
2005-09-03,Burton,Scarborough,2-1,1-0
2005-09-03,Dag and Red,Exeter,2-2,1-1
2005-09-03,Gravesend,Southport,2-1,1-1
2005-09-03,Hereford,Altrincham,0-0,0-0
2005-09-03,Morecambe,Tamworth,0-0,0-0
2005-09-03,Stevenage,Halifax,1-0,1-0
2005-09-05,Aldershot,Crawley Town,3-2,2-1
2005-09-10,Altrincham,Dag and Red,0-5,0-1
2005-09-10,Burton,Accrington,0-2,0-1
2005-09-10,Crawley Town,Canvey Island,3-1,1-0
2005-09-10,Exeter,Cambridge,4-0,2-0
2005-09-10,Forest Green,York,1-2,0-1
2005-09-10,Grays,Kidderminster,2-2,0-0
2005-09-10,Halifax,Tamworth,4-0,0-0
2005-09-10,Morecambe,Aldershot,5-2,2-2
2005-09-10,Scarborough,Gravesend,3-1,3-0
2005-09-10,Stevenage,Hereford,0-0,0-0
2005-09-10,Woking,Southport,1-0,0-0
2005-09-17,Accrington,Crawley Town,4-2,1-1
2005-09-17,Aldershot,Stevenage,2-2,0-2
2005-09-17,Cambridge,Woking,0-2,0-0
2005-09-17,Canvey Island,Scarborough,1-0,1-0
2005-09-17,Dag and Red,Burton,3-1,1-0
2005-09-17,Gravesend,Halifax,4-0,1-0
2005-09-17,Hereford,Morecambe,1-0,1-0
2005-09-17,Kidderminster,Forest Green,1-3,0-2
2005-09-17,Southport,Exeter,0-3,0-0
2005-09-17,Tamworth,Grays,2-2,1-1
2005-09-17,York,Altrincham,5-0,2-0
2005-09-20,Accrington,Aldershot,3-2,3-1
2005-09-20,Altrincham,Scarborough,1-1,0-0
2005-09-20,Burton,Morecambe,0-4,0-2
2005-09-20,Forest Green,Crawley Town,2-2,2-0
2005-09-20,Grays,Cambridge,5-3,4-1
2005-09-20,Hereford,Gravesend,1-1,0-0
2005-09-20,Kidderminster,Halifax,0-1,0-1
2005-09-20,Southport,Tamworth,1-1,0-0
2005-09-20,Stevenage,Exeter,2-0,0-0
2005-09-20,Woking,Canvey Island,1-1,1-1
2005-09-20,York,Dag and Red,1-1,1-0
2005-09-24,Aldershot,York,2-1,1-0
2005-09-24,Cambridge,Altrincham,4-0,2-0
2005-09-24,Canvey Island,Southport,2-1,0-1
2005-09-24,Crawley Town,Grays,1-3,1-1
2005-09-24,Dag and Red,Accrington,1-2,0-0
2005-09-24,Exeter,Burton,1-2,1-0
2005-09-24,Gravesend,Kidderminster,1-2,0-1
2005-09-24,Halifax,Hereford,2-1,0-1
2005-09-24,Morecambe,Stevenage,4-1,3-0
2005-09-24,Scarborough,Forest Green,1-0,0-0
2005-09-24,Tamworth,Woking,0-1,0-0
2005-09-27,Aldershot,Hereford,0-1,0-1
2005-09-27,Cambridge,Burton,2-2,0-1
2005-09-27,Canvey Island,Stevenage,1-1,0-0
2005-09-27,Crawley Town,Kidderminster,2-0,1-0
2005-09-27,Dag and Red,Grays,1-2,0-1
2005-09-27,Exeter,Woking,1-1,1-0
2005-09-27,Gravesend,Forest Green,2-0,1-0
2005-09-27,Halifax,Altrincham,2-0,1-0
2005-09-27,Morecambe,Accrington,3-2,1-1
2005-09-27,Scarborough,Southport,0-1,0-1
2005-09-27,Tamworth,York,0-3,0-1
2005-10-01,Accrington,Gravesend,1-1,1-0
2005-10-01,Altrincham,Crawley Town,1-1,0-1
2005-10-01,Forest Green,Morecambe,1-0,0-0
2005-10-01,Grays,Halifax,1-1,1-0
2005-10-01,Hereford,Canvey Island,1-1,1-1
2005-10-01,Kidderminster,Tamworth,0-1,0-1
2005-10-01,Southport,Cambridge,2-2,1-1
2005-10-01,Woking,Scarborough,4-0,2-0
2005-10-01,York,Exeter,4-2,2-1
2005-10-02,Burton,Aldershot,1-2,1-0
2005-10-05,Stevenage,Dag and Red,2-1,1-0
2005-10-07,Accrington,Hereford,2-1,1-0
2005-10-07,Cambridge,Tamworth,2-1,1-0
2005-10-07,Southport,Forest Green,3-1,3-1
2005-10-08,Burton,Stevenage,3-1,3-0
2005-10-08,Canvey Island,Altrincham,1-1,1-1
2005-10-08,Exeter,Halifax,4-2,2-2
2005-10-08,Gravesend,York,2-2,1-1
2005-10-08,Kidderminster,Morecambe,1-0,1-0
2005-10-08,Scarborough,Crawley Town,1-2,1-1
2005-10-08,Woking,Grays,1-1,1-1
2005-10-09,Dag and Red,Aldershot,2-0,1-0
2005-10-15,Aldershot,Kidderminster,1-0,0-0
2005-10-15,Altrincham,Southport,1-0,0-0
2005-10-15,Crawley Town,Exeter,0-2,0-0
2005-10-15,Forest Green,Woking,0-3,0-3
2005-10-15,Grays,Scarborough,5-0,1-0
2005-10-15,Halifax,Cambridge,1-0,0-0
2005-10-15,Hereford,Burton,2-0,1-0
2005-10-15,Morecambe,Dag and Red,2-0,1-0
2005-10-15,Stevenage,Accrington,3-1,0-1
2005-10-15,Tamworth,Gravesend,1-0,0-0
2005-10-15,York,Canvey Island,2-1,0-0
2005-10-29,Accrington,York,2-1,1-0
2005-10-29,Cambridge,Crawley Town,2-1,2-1
2005-10-29,Canvey Island,Morecambe,3-3,2-0
2005-10-29,Dag and Red,Forest Green,1-1,1-1
2005-10-29,Exeter,Tamworth,3-0,1-0
2005-10-29,Gravesend,Stevenage,0-2,0-1
2005-10-29,Kidderminster,Hereford,1-1,1-1
2005-10-29,Scarborough,Aldershot,2-2,0-1
2005-10-29,Southport,Grays,1-4,0-2
2005-10-29,Woking,Halifax,2-2,1-0
2005-10-30,Burton,Altrincham,1-0,1-0
2005-11-05,Kidderminster,Exeter,1-2,0-0
2005-11-12,Aldershot,Gravesend,3-2,2-1
2005-11-12,Altrincham,Exeter,1-1,0-1
2005-11-12,Crawley Town,Southport,2-0,2-0
2005-11-12,Forest Green,Canvey Island,1-2,1-1
2005-11-12,Grays,Accrington,1-2,0-1
2005-11-12,Halifax,Dag and Red,3-0,0-0
2005-11-12,Hereford,Woking,4-0,1-0
2005-11-12,Morecambe,Cambridge,0-1,0-1
2005-11-12,Stevenage,Kidderminster,3-1,2-0
2005-11-12,Tamworth,Scarborough,0-1,0-1
2005-11-12,York,Burton,0-1,0-0
2005-11-18,Accrington,Forest Green,2-0,1-0
2005-11-19,Burton,Crawley Town,3-1,1-0
2005-11-19,Cambridge,Aldershot,0-2,0-1
2005-11-19,Canvey Island,Tamworth,1-2,0-1
2005-11-19,Dag and Red,Hereford,0-1,0-1
2005-11-19,Exeter,Grays,1-2,0-0
2005-11-19,Gravesend,Altrincham,2-0,1-0
2005-11-19,Kidderminster,York,0-0,0-0
2005-11-19,Scarborough,Stevenage,1-1,1-0
2005-11-19,Southport,Halifax,0-2,0-2
2005-11-19,Woking,Morecambe,0-1,0-1
2005-11-26,Accrington,Southport,4-0,2-0
2005-11-26,Aldershot,Forest Green,2-1,2-1
2005-11-26,Altrincham,Tamworth,2-0,0-0
2005-11-26,Burton,Kidderminster,1-0,0-0
2005-11-26,Canvey Island,Cambridge,1-1,1-0
2005-11-26,Crawley Town,Gravesend,1-2,0-2
2005-11-26,Dag and Red,Woking,1-3,1-2
2005-11-26,Hereford,Exeter,0-2,0-0
2005-11-26,Morecambe,York,2-0,1-0
2005-11-26,Scarborough,Halifax,2-0,0-0
2005-11-26,Stevenage,Grays,0-1,0-0
2005-12-03,Accrington,Altrincham,1-0,0-0
2005-12-03,Cambridge,Scarborough,2-1,2-0
2005-12-03,Exeter,Canvey Island,0-2,0-0
2005-12-03,Gravesend,Morecambe,1-0,1-0
2005-12-03,Halifax,Crawley Town,2-2,0-1
2005-12-03,Kidderminster,Dag and Red,3-1,2-0
2005-12-06,Grays,Altrincham,1-1,1-0
2005-12-10,Accrington,Kidderminster,2-0,1-0
2005-12-10,Aldershot,Southport,2-0,2-0
2005-12-10,Altrincham,Woking,0-4,0-2
2005-12-10,Burton,Gravesend,0-0,0-0
2005-12-10,Canvey Island,Halifax,0-1,0-0
2005-12-10,Crawley Town,Tamworth,3-0,0-0
2005-12-10,Dag and Red,Cambridge,1-0,1-0
2005-12-10,Hereford,York,1-0,0-0
2005-12-10,Morecambe,Grays,3-0,2-0
2005-12-10,Scarborough,Exeter,0-1,0-1
2005-12-10,Stevenage,Forest Green,2-1,0-1
2005-12-13,Forest Green,Burton,1-0,1-0
2005-12-26,Cambridge,Stevenage,1-0,1-0
2005-12-26,Exeter,Aldershot,4-0,2-0
2005-12-26,Forest Green,Hereford,2-2,1-0
2005-12-26,Gravesend,Dag and Red,1-3,1-1
2005-12-26,Halifax,Accrington,2-2,1-1
2005-12-26,Kidderminster,Altrincham,1-1,1-0
2005-12-26,Southport,Morecambe,0-3,0-1
2005-12-26,Tamworth,Burton,1-1,1-1
2005-12-26,Woking,Crawley Town,0-0,0-0
2005-12-26,York,Scarborough,3-1,1-1
2005-12-27,Grays,Canvey Island,1-2,0-1
2005-12-30,Exeter,Hereford,1-2,1-2
2005-12-30,Halifax,Scarborough,1-0,0-0
2005-12-30,Kidderminster,Burton,0-1,0-0
2005-12-31,Cambridge,Canvey Island,3-1,0-0
2005-12-31,Forest Green,Aldershot,4-2,2-1
2005-12-31,Grays,Stevenage,2-2,1-0
2005-12-31,Tamworth,Altrincham,1-1,1-1
2005-12-31,Woking,Dag and Red,0-0,0-0
2005-12-31,York,Morecambe,1-1,1-0
2006-01-02,Accrington,Halifax,1-1,0-0
2006-01-02,Aldershot,Exeter,1-0,1-0
2006-01-02,Altrincham,Kidderminster,3-0,2-0
2006-01-02,Burton,Tamworth,1-1,0-1
2006-01-02,Canvey Island,Grays,2-1,1-1
2006-01-02,Crawley Town,Woking,2-2,0-1
2006-01-02,Dag and Red,Gravesend,1-2,0-0
2006-01-02,Hereford,Forest Green,1-1,1-0
2006-01-02,Morecambe,Southport,0-0,0-0
2006-01-02,Scarborough,York,2-2,1-1
2006-01-02,Stevenage,Cambridge,3-1,2-1
2006-01-07,Altrincham,Stevenage,1-1,0-1
2006-01-07,Cambridge,Forest Green,2-2,1-1
2006-01-07,Canvey Island,Accrington,0-2,0-1
2006-01-07,Crawley Town,York,0-1,0-0
2006-01-07,Exeter,Gravesend,1-0,0-0
2006-01-07,Scarborough,Hereford,0-1,0-1
2006-01-07,Southport,Dag and Red,1-2,0-2
2006-01-07,Woking,Kidderminster,0-1,0-0
2006-01-09,Halifax,Morecambe,0-0,0-0
2006-01-10,Tamworth,Accrington,1-2,1-1
2006-01-10,York,Stevenage,0-1,0-1
2006-01-14,Southport,Scarborough,0-2,0-2
2006-01-20,Gravesend,Canvey Island,2-0,1-0
2006-01-21,Accrington,Cambridge,1-0,0-0
2006-01-21,Aldershot,Halifax,3-1,2-1
2006-01-21,Burton,Woking,1-1,1-1
2006-01-21,Dag and Red,Tamworth,2-1,1-1
2006-01-21,Forest Green,Altrincham,5-0,2-0
2006-01-21,Hereford,Crawley Town,2-1,1-0
2006-01-21,Kidderminster,Scarborough,2-1,1-0
2006-01-21,Morecambe,Exeter,2-2,0-0
2006-01-21,Stevenage,Southport,0-1,0-0
2006-01-21,York,Grays,1-2,1-1
2006-01-24,Aldershot,Canvey Island,2-2,0-0
2006-01-24,Burton,Halifax,1-2,1-1
2006-01-24,Forest Green,Tamworth,1-3,0-1
2006-01-24,Morecambe,Scarborough,0-3,0-2
2006-01-24,Stevenage,Woking,1-1,0-0
2006-01-24,York,Southport,0-0,0-0
2006-01-28,Altrincham,Aldershot,5-1,3-1
