Round,Date,Team 1,FT,Team 2
1,Sat Aug 18 2012,York City FC,1-3,Wycombe Wanderers FC
1,Sat Aug 18 2012,Southend United FC,0-1,Accrington Stanley FC
1,Sat Aug 18 2012,Rotherham United FC,3-0,Burton Albion FC
1,Sat Aug 18 2012,Rochdale AFC,0-0,Northampton Town FC
1,Sat Aug 18 2012,Port Vale FC,3-0,Barnet FC
1,Sat Aug 18 2012,Plymouth Argyle FC,0-2,Aldershot Town FC
1,Sat Aug 18 2012,Gillingham FC,3-1,Bradford City AFC
1,Sat Aug 18 2012,Fleetwood Town FC,0-0,Torquay United FC
1,Sat Aug 18 2012,Exeter City FC,0-3,Morecambe FC
1,Sat Aug 18 2012,Cheltenham Town FC,2-0,Dagenham & Redbridge FC
1,Sat Aug 18 2012,Bristol Rovers FC,0-2,Oxford United FC
1,Sat Aug 18 2012,AFC Wimbledon,1-0,Chesterfield FC
2,Tue Aug 21 2012,Wycombe Wanderers FC,0-1,Gillingham FC
2,Tue Aug 21 2012,Torquay United FC,2-2,Cheltenham Town FC
2,Tue Aug 21 2012,Oxford United FC,2-0,Southend United FC
2,Tue Aug 21 2012,Northampton Town FC,2-1,Rotherham United FC
2,Tue Aug 21 2012,Morecambe FC,2-2,York City FC
2,Tue Aug 21 2012,Dagenham & Redbridge FC,0-0,Plymouth Argyle FC
2,Tue Aug 21 2012,Chesterfield FC,1-1,Rochdale AFC
2,Tue Aug 21 2012,Burton Albion FC,6-2,AFC Wimbledon
2,Tue Aug 21 2012,Bradford City AFC,1-0,Fleetwood Town FC
2,Tue Aug 21 2012,Aldershot Town FC,1-2,Exeter City FC
2,Tue Aug 21 2012,Accrington Stanley FC,2-0,Port Vale FC
2,Tue Aug 21 2012,Barnet FC,1-1,Bristol Rovers FC
3,Sat Aug 25 2012,Torquay United FC,4-2,Rochdale AFC
3,Sat Aug 25 2012,Oxford United FC,2-1,Plymouth Argyle FC
3,Sat Aug 25 2012,Northampton Town FC,3-3,Southend United FC
3,Sat Aug 25 2012,Morecambe FC,1-3,Port Vale FC
3,Sat Aug 25 2012,Dagenham & Redbridge FC,1-2,Gillingham FC
3,Sat Aug 25 2012,Chesterfield FC,1-1,Rotherham United FC
3,Sat Aug 25 2012,Burton Albion FC,0-1,Fleetwood Town FC
3,Sat Aug 25 2012,Bradford City AFC,5-1,AFC Wimbledon
3,Sat Aug 25 2012,Barnet FC,1-3,York City FC
3,Sat Aug 25 2012,Aldershot Town FC,0-1,Cheltenham Town FC
3,Sat Aug 25 2012,Accrington Stanley FC,0-3,Exeter City FC
4,Sat Sep 1 2012,AFC Wimbledon,2-2,Dagenham & Redbridge FC
4,Sat Sep 1 2012,Southend United FC,1-0,Wycombe Wanderers FC
4,Sat Sep 1 2012,Rotherham United FC,4-0,Bradford City AFC
4,Sat Sep 1 2012,Rochdale AFC,2-0,Barnet FC
4,Sat Sep 1 2012,Port Vale FC,1-1,Torquay United FC
4,Sat Sep 1 2012,Plymouth Argyle FC,3-2,Northampton Town FC
4,Sat Sep 1 2012,Gillingham FC,1-1,Chesterfield FC
4,Sat Sep 1 2012,Fleetwood Town FC,4-1,Aldershot Town FC
4,Sat Sep 1 2012,Exeter City FC,3-0,Burton Albion FC
4,Sat Sep 1 2012,Cheltenham Town FC,0-3,Accrington Stanley FC
4,Sat Sep 1 2012,Bristol Rovers FC,0-3,Morecambe FC
