Date,Team 1,Team 2,FT,HT
1998-08-08,Barnsley,West Brom,2-2,1-2
1998-08-08,Bradford,Stockport,1-2,0-1
1998-08-08,Bristol City,Oxford,2-2,2-1
1998-08-08,Bury,Huddersfield,1-0,1-0
1998-08-08,Crystal Palace,Bolton,2-2,0-1
1998-08-08,Norwich,Crewe,2-1,2-1
1998-08-08,Port Vale,Birmingham,0-2,0-1
1998-08-08,Portsmouth,Watford,1-2,1-0
1998-08-08,Sheffield United,Swindon,2-1,1-0
1998-08-08,Sunderland,QPR,1-0,0-0
1998-08-08,Wolves,Tranmere,2-0,1-0
1998-08-09,Grimsby,Ipswich,0-0,0-0
1998-08-15,Bolton,Grimsby,2-0,0-0
1998-08-15,Crewe,Barnsley,3-1,1-0
1998-08-15,Huddersfield,Port Vale,2-1,1-0
1998-08-15,Ipswich,Bury,0-0,0-0
1998-08-15,Oxford,Wolves,0-2,0-1
1998-08-15,QPR,Bristol City,1-1,0-1
1998-08-15,Stockport,Norwich,0-2,0-1
1998-08-15,Swindon,Sunderland,1-1,1-0
1998-08-15,Tranmere,Portsmouth,1-1,1-1
1998-08-15,Watford,Bradford,1-0,0-0
1998-08-15,West Brom,Sheffield United,4-1,2-1
1998-08-16,Birmingham,Crystal Palace,3-1,2-0
1998-08-21,Barnsley,Stockport,1-1,1-0
1998-08-22,Bristol City,Watford,1-4,0-1
1998-08-22,Bury,Crewe,1-0,1-0
1998-08-22,Crystal Palace,Oxford,2-0,2-0
1998-08-22,Grimsby,Huddersfield,1-0,0-0
1998-08-22,Norwich,QPR,4-2,3-2
1998-08-22,Port Vale,West Brom,0-3,0-0
1998-08-22,Portsmouth,Ipswich,0-0,0-0
1998-08-22,Sheffield United,Birmingham,0-2,0-0
1998-08-22,Sunderland,Tranmere,5-0,2-0
1998-08-22,Wolves,Swindon,1-0,1-0
1998-08-23,Bradford,Bolton,2-2,1-1
1998-08-25,Sunderland,Watford,4-1,3-1
1998-08-28,Crewe,Bradford,2-1,2-1
1998-08-28,Watford,Wolves,0-2,0-1
1998-08-29,Birmingham,Barnsley,0-0,0-0
1998-08-29,Bolton,Sheffield United,2-2,2-0
1998-08-29,Huddersfield,Portsmouth,3-3,1-1
1998-08-29,Ipswich,Sunderland,0-2,0-2
1998-08-29,Oxford,Grimsby,0-0,0-0
