Date,Team 1,Team 2,FT,HT
2001-08-11,Bristol Rvs,Torquay,1-0,0-0
2001-08-11,Carlisle,Luton,0-2,0-0
2001-08-11,Cheltenham,Leyton Orient,1-1,0-0
2001-08-11,Exeter,Hull,1-3,1-1
2001-08-11,Hartlepool,Mansfield,1-1,0-1
2001-08-11,Kidderminster,Scunthorpe,1-0,0-0
2001-08-11,Lincoln,Halifax,1-2,1-2
2001-08-11,Macclesfield,Swansea,1-3,1-2
2001-08-11,Oxford,Rochdale,1-2,0-1
2001-08-11,Plymouth,Shrewsbury,0-1,0-0
2001-08-11,Southend,Darlington,1-0,0-0
2001-08-11,York,Rushden & D,0-1,0-1
2001-08-16,Rushden & D,Lincoln,0-0,0-0
2001-08-18,Darlington,Kidderminster,2-0,0-0
2001-08-18,Halifax,Exeter,1-1,1-1
2001-08-18,Hull,Plymouth,0-0,0-0
2001-08-18,Leyton Orient,Carlisle,0-0,0-0
2001-08-18,Luton,Cheltenham,2-1,2-0
2001-08-18,Mansfield,Southend,0-0,0-0
2001-08-18,Rochdale,Macclesfield,1-1,1-1
2001-08-18,Scunthorpe,Bristol Rvs,1-2,1-2
2001-08-18,Shrewsbury,Hartlepool,1-3,1-0
2001-08-18,Swansea,Oxford,0-0,0-0
2001-08-18,Torquay,York,0-3,0-2
2001-08-25,Bristol Rvs,Luton,3-2,1-1
2001-08-25,Carlisle,Hull,0-0,0-0
2001-08-25,Cheltenham,Mansfield,2-3,0-1
2001-08-25,Exeter,Scunthorpe,0-4,0-2
2001-08-25,Hartlepool,Darlington,1-2,1-2
2001-08-25,Kidderminster,Torquay,1-0,0-0
2001-08-25,Lincoln,Swansea,3-0,0-0
2001-08-25,Macclesfield,Rushden & D,0-0,0-0
2001-08-25,Oxford,Shrewsbury,0-1,0-0
2001-08-25,Plymouth,Rochdale,1-2,1-1
2001-08-25,Southend,Halifax,4-1,1-0
2001-08-25,York,Leyton Orient,2-1,1-0
2001-08-27,Darlington,Bristol Rvs,1-0,0-0
2001-08-27,Halifax,Oxford,0-2,0-2
2001-08-27,Hull,Kidderminster,2-1,0-0
2001-08-27,Leyton Orient,Hartlepool,2-0,1-0
2001-08-27,Luton,Southend,2-0,0-0
2001-08-27,Mansfield,Macclesfield,4-0,2-0
2001-08-27,Rochdale,Exeter,2-0,2-0
2001-08-27,Rushden & D,Plymouth,2-3,2-1
2001-08-27,Scunthorpe,Lincoln,1-1,1-1
2001-08-27,Swansea,Cheltenham,2-2,2-0
2001-08-27,Torquay,Carlisle,2-1,1-1
2001-08-28,Shrewsbury,York,3-2,1-0
2001-09-01,Bristol Rvs,Shrewsbury,0-0,0-0
2001-09-01,Carlisle,Rochdale,1-2,0-2
2001-09-01,Cheltenham,Torquay,2-2,1-2
2001-09-01,Exeter,Luton,2-2,1-1
2001-09-01,Kidderminster,Mansfield,1-1,0-1
2001-09-01,Lincoln,Darlington,1-1,0-1
2001-09-01,Macclesfield,Scunthorpe,4-3,2-2
2001-09-01,Oxford,Rushden & D,3-2,0-0
2001-09-01,Southend,Leyton Orient,1-2,0-1
2001-09-01,York,Halifax,1-0,0-0
2001-09-08,Darlington,Carlisle,2-2,1-2
2001-09-08,Halifax,Macclesfield,0-0,0-0
2001-09-08,Hull,York,4-0,1-0
2001-09-08,Leyton Orient,Bristol Rvs,3-1,0-0
2001-09-08,Luton,Oxford,1-1,1-1
2001-09-08,Mansfield,Lincoln,2-1,1-0
2001-09-08,Rochdale,Kidderminster,2-0,1-0
2001-09-08,Rushden & D,Southend,0-1,0-0
2001-09-08,Scunthorpe,Hartlepool,1-0,1-0
2001-09-08,Shrewsbury,Cheltenham,2-1,2-0
2001-09-08,Swansea,Exeter,4-2,3-1
2001-09-08,Torquay,Plymouth,0-1,0-0
2001-09-11,Plymouth,Swansea,3-1,2-0
2001-09-14,Mansfield,Shrewsbury,2-1,0-1
2001-09-15,Cheltenham,Carlisle,2-0,1-0
2001-09-15,Exeter,Oxford,3-2,3-1
2001-09-15,Kidderminster,Plymouth,0-0,0-0
2001-09-15,Leyton Orient,Rushden & D,2-1,2-0
2001-09-15,Lincoln,Bristol Rvs,0-1,0-1
2001-09-15,Macclesfield,Hull,0-0,0-0
2001-09-15,Rochdale,Scunthorpe,2-2,0-1
2001-09-15,Southend,Hartlepool,0-0,0-0
2001-09-15,Swansea,Halifax,0-2,0-1
2001-09-15,Torquay,Darlington,2-1,0-0
2001-09-15,York,Luton,1-2,1-1
2001-09-18,Bristol Rvs,Southend,2-1,1-1
2001-09-18,Carlisle,York,2-1,1-0
2001-09-18,Darlington,Leyton Orient,3-0,1-0
2001-09-18,Exeter,Plymouth,2-3,2-1
2001-09-18,Halifax,Mansfield,1-0,1-0
2001-09-18,Hartlepool,Cheltenham,0-1,0-0
2001-09-18,Hull,Rochdale,3-1,1-1
2001-09-18,Luton,Lincoln,1-1,1-0
2001-09-18,Oxford,Macclesfield,0-2,0-1
2001-09-18,Rushden & D,Torquay,0-0,0-0
2001-09-18,Scunthorpe,Swansea,2-2,2-2
2001-09-18,Shrewsbury,Kidderminster,4-0,2-0
2001-09-22,Bristol Rvs,York,2-2,0-0
2001-09-22,Carlisle,Lincoln,2-2,1-1
2001-09-22,Darlington,Exeter,4-0,1-0
2001-09-22,Halifax,Leyton Orient,0-0,0-0
2001-09-22,Hartlepool,Kidderminster,1-1,0-0
2001-09-22,Hull,Swansea,2-1,1-0
2001-09-22,Luton,Torquay,5-1,3-1
2001-09-22,Oxford,Southend,2-0,1-0
2001-09-22,Plymouth,Macclesfield,2-0,1-0
2001-09-22,Rushden & D,Cheltenham,1-0,0-0
2001-09-22,Scunthorpe,Mansfield,0-0,0-0
2001-09-22,Shrewsbury,Rochdale,1-0,0-0
2001-09-25,Exeter,Rushden & D,1-1,0-0
2001-09-25,Kidderminster,Oxford,0-0,0-0
2001-09-25,Leyton Orient,Luton,1-3,0-1
2001-09-25,Lincoln,Hartlepool,2-0,1-0
2001-09-25,Macclesfield,Darlington,1-1,1-0
2001-09-25,Mansfield,Hull,4-2,3-0
2001-09-25,Rochdale,Halifax,2-0,0-0
2001-09-25,Southend,Carlisle,3-2,1-1
2001-09-25,Swansea,Shrewsbury,3-3,2-1
2001-09-25,Torquay,Scunthorpe,0-0,0-0
2001-09-25,York,Plymouth,0-0,0-0
2001-09-28,Southend,Cheltenham,0-1,0-1
2001-09-29,Bristol Rvs,Oxford,1-1,1-1
2001-09-29,Darlington,Rushden & D,0-0,0-0
