Date,Team 1,Team 2,FT,HT
2001-09-15,Portsmouth,Crystal Palace,4-2,2-1
2001-09-15,Preston,Millwall,1-0,1-0
2001-09-15,Rotherham,Norwich,1-1,0-0
2001-09-15,Sheffield United,Coventry,0-1,0-0
2001-09-15,Watford,West Brom,1-2,0-1
2001-09-15,Wimbledon,Sheffield Weds,1-1,0-1
2001-09-15,Wolves,Stockport,2-2,0-1
2001-09-17,Nott'm Forest,Rotherham,2-0,2-0
2001-09-17,Sheffield Weds,Bradford,1-1,0-1
2001-09-18,Birmingham,Burnley,2-3,2-2
2001-09-18,Crewe,Wimbledon,0-4,0-1
2001-09-18,Crystal Palace,Grimsby,5-0,2-0
2001-09-18,Gillingham,Wolves,2-3,0-2
2001-09-18,Millwall,Barnsley,3-1,0-1
2001-09-18,Norwich,Watford,3-1,2-1
2001-09-18,Stockport,Sheffield United,1-2,0-2
2001-09-18,Walsall,Portsmouth,0-0,0-0
2001-09-18,West Brom,Preston,2-0,1-0
2001-09-19,Coventry,Man City,4-3,2-1
2001-09-20,Nott'm Forest,Bradford,1-0,0-0
2001-09-21,Walsall,Wolves,0-3,0-3
2001-09-22,Coventry,Portsmouth,2-0,1-0
2001-09-22,Crewe,Watford,1-0,1-0
2001-09-22,Crystal Palace,Barnsley,1-0,0-0
2001-09-22,Gillingham,Rotherham,2-1,1-0
2001-09-22,Millwall,Sheffield United,2-0,1-0
2001-09-22,Norwich,Burnley,2-1,1-0
2001-09-22,Sheffield Weds,Man City,2-6,1-2
2001-09-22,Stockport,Grimsby,3-3,2-1
2001-09-22,West Brom,Wimbledon,0-1,0-0
2001-09-23,Birmingham,Preston,0-1,0-0
2001-09-25,Barnsley,Coventry,1-1,0-0
2001-09-25,Bradford,Stockport,2-4,1-1
2001-09-25,Burnley,Crewe,3-3,0-2
2001-09-25,Grimsby,Gillingham,1-2,0-1
2001-09-25,Man City,Walsall,3-0,2-0
2001-09-25,Portsmouth,West Brom,1-2,1-1
2001-09-25,Rotherham,Sheffield Weds,1-1,0-0
2001-09-25,Sheffield United,Crystal Palace,1-3,0-1
2001-09-25,Wimbledon,Millwall,2-2,1-2
2001-09-25,Wolves,Nott'm Forest,1-0,0-0
2001-09-26,Preston,Norwich,4-0,4-0
2001-09-26,Watford,Birmingham,3-3,2-1
2001-09-28,Barnsley,Portsmouth,1-4,1-2
2001-09-29,Bradford,Grimsby,3-2,2-0
2001-09-29,Crewe,Birmingham,0-0,0-0
2001-09-29,Crystal Palace,Sheffield Weds,4-1,3-1
2001-09-29,Gillingham,Coventry,1-2,0-2
2001-09-29,Man City,Wimbledon,0-4,0-2
2001-09-29,Nott'm Forest,Stockport,2-1,2-0
2001-09-29,Rotherham,Wolves,0-3,0-2
2001-09-29,Sheffield United,Norwich,2-1,2-0
2001-09-29,Walsall,Millwall,0-0,0-0
2001-09-29,West Brom,Burnley,1-0,0-0
2001-09-30,Watford,Preston,1-1,0-1
2001-10-05,Grimsby,Rotherham,0-2,0-1
2001-10-07,Sheffield Weds,Sheffield United,0-0,0-0
2001-10-09,Walsall,Norwich,2-0,1-0
2001-10-11,West Brom,Millwall,0-2,0-2
2001-10-12,Rotherham,Portsmouth,2-1,1-0
2001-10-13,Barnsley,Birmingham,1-3,0-1
2001-10-13,Bradford,Wolves,0-3,0-1
2001-10-13,Crewe,Preston,2-1,1-0
2001-10-13,Crystal Palace,Wimbledon,4-0,2-0
2001-10-13,Gillingham,Norwich,0-2,0-0
2001-10-13,Man City,Stockport,2-2,0-0
2001-10-13,Nott'm Forest,Burnley,1-0,0-0
2001-10-13,Sheffield United,Grimsby,3-1,2-0
2001-10-13,Watford,Sheffield Weds,3-1,2-1
2001-10-14,Walsall,Coventry,0-1,0-1
2001-10-16,Crystal Palace,Bradford,2-0,1-0
2001-10-16,Man City,Sheffield United,0-0,0-0
2001-10-16,Sheffield Weds,Preston,1-2,1-0
2001-10-16,Stockport,West Brom,1-2,0-1
2001-10-16,Wolves,Crewe,0-1,0-0
2001-10-17,Nott'm Forest,Birmingham,0-0,0-0
2001-10-17,Rotherham,Coventry,0-0,0-0
2001-10-19,Norwich,West Brom,2-0,2-0
2001-10-20,Birmingham,Bradford,4-0,3-0
2001-10-20,Burnley,Barnsley,3-3,2-1
2001-10-20,Grimsby,Watford,0-3,0-2
2001-10-20,Millwall,Nott'm Forest,3-3,1-0
2001-10-20,Portsmouth,Sheffield United,1-0,1-0
2001-10-20,Sheffield Weds,Walsall,2-1,0-1
2001-10-20,Stockport,Rotherham,0-1,0-1
2001-10-20,Wimbledon,Gillingham,3-1,1-0
2001-10-20,Wolves,Crystal Palace,0-1,0-1
2001-10-21,Coventry,Crewe,1-0,1-0
2001-10-21,Preston,Man City,2-1,0-1
2001-10-23,Birmingham,Gillingham,2-1,1-0
2001-10-23,Burnley,Crystal Palace,1-0,1-0
2001-10-23,Man City,Grimsby,4-0,3-0
2001-10-23,Millwall,Bradford,3-1,1-0
2001-10-23,Norwich,Portsmouth,0-0,0-0
2001-10-23,Preston,Sheffield United,3-0,2-0
2001-10-23,Walsall,Rotherham,3-2,3-0
2001-10-23,Watford,Nott'm Forest,1-2,0-0
2001-10-24,Crewe,Stockport,0-0,0-0
2001-10-24,Sheffield Weds,Barnsley,3-1,1-1
2001-10-24,Wimbledon,Coventry,0-1,0-0
2001-10-25,West Brom,Wolves,1-1,0-1
2001-10-26,Grimsby,Birmingham,3-1,2-0
2001-10-27,Bradford,Watford,4-3,2-0
2001-10-27,Coventry,Sheffield Weds,2-0,1-0
2001-10-27,Gillingham,Walsall,2-0,1-0
2001-10-27,Portsmouth,Preston,0-1,0-1
2001-10-27,Rotherham,Wimbledon,3-2,2-2
2001-10-27,Sheffield United,Crewe,1-0,1-0
2001-10-27,Stockport,Millwall,0-4,0-3
2001-10-28,Barnsley,West Brom,3-2,2-1
2001-10-28,Crystal Palace,Norwich,3-2,1-0
2001-10-28,Nott'm Forest,Man City,1-1,1-1
2001-10-28,Wolves,Burnley,3-0,3-0
2001-10-30,Bradford,Wimbledon,3-3,1-3
2001-10-30,Gillingham,Burnley,2-2,2-1
2001-10-30,Grimsby,Norwich,0-2,0-1
2001-10-30,Portsmouth,Birmingham,1-1,1-1
2001-10-30,Rotherham,Crewe,2-2,1-2
2001-10-30,Sheffield United,Watford,0-2,0-0
2001-10-30,Stockport,Walsall,0-2,0-1
2001-10-31,Barnsley,Man City,0-3,0-3
2001-10-31,Coventry,Preston,2-2,1-1
2001-10-31,Crystal Palace,West Brom,0-1,0-0
2001-10-31,Nott'm Forest,Sheffield Weds,0-1,0-0
2001-10-31,Wolves,Millwall,1-0,0-0
2001-11-02,Crewe,Bradford,2-2,1-1
2001-11-03,Man City,Gillingham,4-1,3-0
2001-11-03,Millwall,Coventry,3-2,0-0
2001-11-03,Norwich,Wolves,2-0,2-0
2001-11-03,Preston,Stockport,6-0,3-0
2001-11-03,Sheffield Weds,Portsmouth,2-3,1-2
2001-11-03,Walsall,Crystal Palace,2-2,2-1
2001-11-03,Watford,Barnsley,3-0,0-0
2001-11-03,Wimbledon,Grimsby,2-1,1-0
2001-11-04,Birmingham,Rotherham,2-2,1-1
2001-11-04,Burnley,Sheffield United,2-0,2-0
2001-11-04,West Brom,Nott'm Forest,1-0,1-0
2001-11-07,Birmingham,West Brom,0-1,0-1
2001-11-08,Preston,Barnsley,2-2,0-1
2001-11-09,Millwall,Rotherham,1-0,1-0
2001-11-09,Wimbledon,Sheffield United,1-1,0-0
2001-11-10,Burnley,Portsmouth,1-1,0-0
2001-11-10,Crewe,Gillingham,0-0,0-0
2001-11-10,Norwich,Bradford,1-4,0-2
2001-11-10,Sheffield Weds,Grimsby,0-0,0-0
2001-11-10,Watford,Stockport,1-1,0-0
2001-11-11,Walsall,Nott'm Forest,2-0,2-0
2001-11-13,Burnley,Watford,1-0,1-0
2001-11-15,Stockport,Norwich,2-1,1-0
2001-11-17,Barnsley,Wimbledon,1-1,0-0
2001-11-17,Bradford,Walsall,2-0,1-0
2001-11-17,Coventry,Burnley,0-2,0-2
2001-11-17,Crystal Palace,Crewe,4-1,4-1
2001-11-17,Grimsby,Millwall,2-2,0-0
2001-11-17,Nott'm Forest,Preston,1-1,1-1
2001-11-17,Portsmouth,Man City,2-1,0-1
2001-11-17,Rotherham,West Brom,2-1,1-0
2001-11-17,Sheffield United,Birmingham,4-0,1-0
2001-11-18,Gillingham,Watford,0-0,0-0
2001-11-18,Wolves,Sheffield Weds,0-0,0-0
2001-11-20,Norwich,Crewe,2-2,1-1
2001-11-20,Preston,Bradford,1-1,0-1
2001-11-20,Wimbledon,Walsall,2-2,1-1
2001-11-21,Gillingham,Crystal Palace,3-0,3-0
2001-11-23,Burnley,Grimsby,1-0,1-0
2001-11-24,Crewe,Nott'm Forest,0-3,0-1
2001-11-24,Man City,Rotherham,2-1,1-1
2001-11-24,Millwall,Gillingham,1-2,0-0
2001-11-24,Norwich,Barnsley,2-1,1-0
2001-11-24,Preston,Crystal Palace,2-1,0-1
2001-11-24,Sheffield Weds,Stockport,5-0,1-0
2001-11-24,Walsall,Sheffield United,1-2,1-2
2001-11-24,West Brom,Bradford,1-0,1-0
2001-11-24,Wimbledon,Wolves,0-1,0-0
2001-11-25,Birmingham,Coventry,2-0,1-0
2001-11-25,Watford,Portsmouth,3-0,2-0
2001-11-27,Stockport,Gillingham,0-2,0-1
2001-11-27,Wolves,Barnsley,4-1,2-1
2001-11-28,Coventry,Crystal Palace,2-0,0-0
2001-11-28,Portsmouth,Nott'm Forest,3-2,1-2
2001-11-30,Gillingham,Birmingham,1-1,1-0
2001-12-01,Bradford,Millwall,1-2,0-1
2001-12-01,Coventry,Wimbledon,3-1,2-1
2001-12-01,Crystal Palace,Burnley,1-2,1-1
2001-12-01,Grimsby,Man City,0-2,0-0
2001-12-01,Nott'm Forest,Watford,0-0,0-0
2001-12-01,Rotherham,Walsall,2-0,1-0
2001-12-01,Sheffield United,Preston,2-2,0-2
2001-12-01,Stockport,Crewe,0-1,0-0
2001-12-02,Barnsley,Sheffield Weds,3-0,2-0
2001-12-02,Portsmouth,Norwich,1-2,1-1
2001-12-02,Wolves,West Brom,0-1,0-0
2001-12-04,Millwall,Man City,2-3,1-1
2001-12-07,Grimsby,Wolves,1-1,1-1
2001-12-08,Barnsley,Walsall,4-1,2-0
2001-12-08,Birmingham,Norwich,4-0,2-0
2001-12-08,Bradford,Rotherham,3-1,0-0
2001-12-08,Crystal Palace,Man City,2-1,2-0
2001-12-08,Nott'm Forest,Gillingham,2-2,1-1
2001-12-08,Portsmouth,Crewe,2-4,1-2
2001-12-08,Sheffield Weds,Millwall,1-1,0-0
2001-12-08,Stockport,Wimbledon,1-2,1-2
2001-12-08,West Brom,Sheffield United,0-1,0-0
2001-12-09,Coventry,Watford,0-2,0-0
2001-12-09,Preston,Burnley,2-3,2-2
2001-12-11,Birmingham,Crystal Palace,1-0,0-0
2001-12-11,Man City,Wolves,1-0,1-0
2001-12-12,West Brom,Coventry,1-0,0-0
2001-12-13,Millwall,Portsmouth,1-0,0-0
2001-12-14,Sheffield United,Barnsley,1-1,0-0
2001-12-15,Burnley,Stockport,3-2,1-1
2001-12-15,Crewe,West Brom,1-1,1-1
2001-12-15,Gillingham,Sheffield Weds,2-1,2-1
2001-12-15,Norwich,Coventry,2-0,1-0
2001-12-15,Rotherham,Preston,1-0,1-0
2001-12-15,Walsall,Grimsby,4-0,1-0
2001-12-15,Watford,Crystal Palace,1-0,1-0
2001-12-16,Man City,Bradford,3-1,1-1
2001-12-16,Wimbledon,Nott'm Forest,1-0,0-0
2001-12-16,Wolves,Birmingham,2-1,1-1
2001-12-20,Crystal Palace,Nott'm Forest,1-1,1-1
2001-12-22,Barnsley,Gillingham,4-1,2-1
2001-12-22,Birmingham,Walsall,1-0,1-0
2001-12-22,Burnley,Millwall,0-0,0-0
2001-12-23,Coventry,Bradford,4-0,2-0
2001-12-22,Norwich,Wimbledon,2-1,1-0
2001-12-22,Portsmouth,Stockport,2-0,0-0
2001-12-22,Preston,Grimsby,0-0,0-0
2001-12-22,Sheffield United,Rotherham,2-2,0-0
2001-12-22,Watford,Wolves,1-1,1-1
2001-12-22,West Brom,Sheffield Weds,1-1,0-0
2001-12-26,Bradford,Sheffield United,1-2,0-1
2001-12-26,Gillingham,Portsmouth,2-0,2-0
2001-12-26,Grimsby,Coventry,0-1,0-1
2001-12-26,Man City,West Brom,0-0,0-0
2001-12-26,Millwall,Crystal Palace,3-0,0-0
2001-12-26,Nott'm Forest,Norwich,2-0,2-0
2001-12-26,Sheffield Weds,Birmingham,0-1,0-0
2001-12-26,Stockport,Barnsley,1-3,0-1
2001-12-26,Walsall,Crewe,2-1,2-0
2001-12-26,Wolves,Preston,2-3,1-0
2001-12-29,Bradford,Crystal Palace,1-2,1-1
2001-12-29,Gillingham,West Brom,2-1,1-0
2001-12-29,Grimsby,Portsmouth,3-1,2-1
2001-12-29,Man City,Burnley,5-1,4-0
2001-12-29,Millwall,Crewe,2-0,1-0
2001-12-29,Nott'm Forest,Coventry,2-1,0-1
2001-12-29,Rotherham,Barnsley,1-1,0-0
2001-12-29,Sheffield Weds,Norwich,0-5,0-4
2001-12-29,Stockport,Birmingham,0-3,0-1
2001-12-29,Walsall,Watford,0-3,0-2
2001-12-29,Wimbledon,Preston,2-0,0-0
2001-12-29,Wolves,Sheffield United,1-0,1-0
2002-01-01,Barnsley,Grimsby,0-0,0-0
2002-01-01,Birmingham,Nott'm Forest,1-1,1-1
2002-01-01,Norwich,Walsall,1-1,1-0
2002-01-01,Sheffield United,Man City,1-3,0-0
2002-01-01,Watford,Millwall,1-4,0-1
2002-01-01,West Brom,Stockport,4-0,2-0
2002-01-10,Millwall,Birmingham,1-1,0-1
2002-01-12,Bradford,Portsmouth,3-1,1-1
2002-01-12,Gillingham,Sheffield United,0-1,0-0
2002-01-12,Grimsby,West Brom,0-0,0-0
2002-01-12,Nott'm Forest,Barnsley,0-0,0-0
2002-01-12,Rotherham,Watford,1-1,0-1
2002-01-12,Sheffield Weds,Crewe,1-0,1-0
2002-01-12,Walsall,Preston,1-2,0-0
2002-01-12,Wimbledon,Burnley,0-0,0-0
2002-01-13,Man City,Norwich,3-1,1-0
2002-01-13,Stockport,Crystal Palace,0-1,0-0
2002-01-13,Wolves,Coventry,3-1,0-0
2002-01-15,Millwall,Watford,1-0,1-0
2002-01-16,Crystal Palace,Gillingham,3-1,1-1
2002-01-17,Portsmouth,Wolves,2-3,1-1
2002-01-19,Barnsley,Bradford,3-3,2-1
2002-01-19,Birmingham,Wimbledon,0-2,0-0
2002-01-19,Burnley,Sheffield Weds,1-2,0-1
2002-01-19,Coventry,Stockport,0-0,0-0
2002-01-19,Crewe,Grimsby,2-0,2-0
2002-01-19,Crystal Palace,Rotherham,2-0,0-0
2002-01-19,Preston,Gillingham,0-2,0-1
2002-01-19,Sheffield United,Nott'm Forest,0-0,0-0
2002-01-20,Norwich,Millwall,0-0,0-0
2002-01-20,Watford,Man City,1-2,1-1
2002-01-20,West Brom,Walsall,1-0,1-0
2002-01-29,Barnsley,Wolves,1-0,1-0
2002-01-29,Bradford,Preston,0-1,0-0
2002-01-29,Crewe,Norwich,1-0,0-0
2002-01-29,Crystal Palace,Coventry,1-3,0-2
2002-01-29,Gillingham,Stockport,3-3,3-2
2002-01-29,Rotherham,Grimsby,1-1,0-1
2002-01-29,Sheffield United,Sheffield Weds,0-0,0-0
2002-01-29,Walsall,Wimbledon,2-1,1-1
2002-01-29,West Brom,Birmingham,1-0,1-0
2002-01-30,Man City,Millwall,2-0,0-0
2002-01-30,Nott'm Forest,Portsmouth,0-1,0-0
2002-01-31,Preston,Watford,1-1,1-0
2002-02-02,Coventry,Gillingham,1-2,0-1
2002-02-02,Grimsby,Bradford,0-1,0-0
2002-02-02,Millwall,Walsall,2-2,0-0
2002-02-02,Portsmouth,Barnsley,4-4,2-1
2002-02-02,Sheffield Weds,Crystal Palace,1-3,1-3
2002-02-02,Stockport,Nott'm Forest,1-3,0-0
2002-02-02,Wolves,Rotherham,2-1,0-1
2002-02-03,Burnley,West Brom,0-2,0-2
2002-02-03,Norwich,Sheffield United,2-1,0-0
2002-02-03,Wimbledon,Man City,2-1,1-0
2002-02-05,Preston,Sheffield Weds,4-2,2-1
2002-02-06,Coventry,Rotherham,2-0,0-0
2002-02-06,Watford,Burnley,1-2,1-0
2002-02-07,Crystal Palace,Wolves,0-2,0-1
2002-02-09,Barnsley,Burnley,1-1,1-1
2002-02-09,Crewe,Coventry,1-6,1-2
2002-02-09,Gillingham,Wimbledon,0-0,0-0
2002-02-09,Nott'm Forest,Millwall,1-2,0-2
2002-02-09,Rotherham,Stockport,3-2,1-0
2002-02-09,Sheffield United,Portsmouth,4-3,3-2
2002-02-09,Walsall,Sheffield Weds,0-3,0-1
2002-02-10,Man City,Preston,3-2,0-0
2002-02-10,Watford,Grimsby,2-0,1-0
2002-02-10,West Brom,Norwich,1-0,1-0
2002-02-12,Rotherham,Burnley,1-1,1-1
2002-02-16,Birmingham,Barnsley,1-0,0-0
2002-02-16,Burnley,Nott'm Forest,1-1,0-0
2002-02-16,Grimsby,Sheffield United,1-0,0-0
2002-02-16,Portsmouth,Rotherham,0-0,0-0
2002-02-16,Sheffield Weds,Watford,2-1,0-1
2002-02-16,Wimbledon,Crystal Palace,1-1,1-0
2002-02-16,Wolves,Bradford,3-1,0-1
2002-02-19,Coventry,Walsall,2-1,1-1
2002-02-19,Millwall,West Brom,1-0,1-0
2002-02-19,Wimbledon,Watford,0-0,0-0
2002-02-20,Crewe,Wolves,1-4,0-0
2002-02-22,Norwich,Preston,3-0,0-0
2002-02-23,Birmingham,Watford,3-2,2-0
2002-02-23,Coventry,Barnsley,4-0,3-0
2002-02-23,Crewe,Burnley,1-2,0-1
2002-02-23,Crystal Palace,Sheffield United,0-1,0-0
2002-02-23,Gillingham,Bradford,0-4,0-3
2002-02-23,Millwall,Wimbledon,0-1,0-1
2002-02-23,Nott'm Forest,Grimsby,0-0,0-0
2002-02-23,Sheffield Weds,Rotherham,1-2,0-0
2002-02-23,Stockport,Wolves,1-4,1-3
2002-02-23,Walsall,Man City,0-0,0-0
2002-02-23,West Brom,Portsmouth,5-0,4-0
2002-02-26,Barnsley,Crystal Palace,1-4,1-1
2002-02-26,Bradford,Nott'm Forest,2-1,1-0
2002-02-26,Burnley,Birmingham,0-1,0-1
2002-02-26,Grimsby,Stockport,3-1,3-1
2002-02-26,Portsmouth,Coventry,1-0,0-0
2002-02-26,Preston,West Brom,1-0,0-0
2002-02-26,Rotherham,Gillingham,3-2,1-0
2002-02-26,Watford,Norwich,2-1,2-0
2002-02-26,Wolves,Walsall,3-0,0-0
2002-02-27,Man City,Sheffield Weds,4-0,2-0
2002-03-02,Barnsley,Millwall,1-1,0-1
2002-03-02,Bradford,Sheffield Weds,0-2,0-1
2002-03-02,Burnley,Norwich,1-1,1-0
2002-03-02,Grimsby,Crystal Palace,5-2,3-0
2002-03-02,Portsmouth,Walsall,1-1,0-0
2002-03-02,Preston,Birmingham,1-0,1-0
2002-03-02,Rotherham,Nott'm Forest,1-2,0-0
2002-03-02,Sheffield United,Stockport,3-0,0-0
2002-03-02,Watford,Crewe,0-1,0-0
2002-03-02,Wimbledon,West Brom,0-1,0-0
2002-03-02,Wolves,Gillingham,2-0,2-0
2002-03-03,Man City,Coventry,4-2,3-1
2002-03-05,Birmingham,Man City,1-2,1-1
2002-03-05,Crewe,Barnsley,2-0,1-0
2002-03-05,Crystal Palace,Portsmouth,0-0,0-0
2002-03-05,Gillingham,Grimsby,2-1,1-1
2002-03-05,Millwall,Preston,2-1,1-0
2002-03-05,Norwich,Rotherham,0-0,0-0
2002-03-05,Stockport,Bradford,1-0,1-0
2002-03-05,Walsall,Burnley,1-0,0-0
2002-03-05,West Brom,Watford,1-1,0-0
2002-03-06,Coventry,Sheffield United,1-0,1-0
2002-03-06,Nott'm Forest,Wolves,2-2,0-1
2002-03-06,Sheffield Weds,Wimbledon,1-2,1-1
2002-03-08,Bradford,Man City,0-2,0-1
2002-03-09,Barnsley,Sheffield United,1-1,1-1
2002-03-09,Birmingham,Wolves,2-2,2-2
2002-03-09,Coventry,Norwich,2-1,0-1
2002-03-09,Crystal Palace,Watford,0-2,0-1
2002-03-09,Grimsby,Walsall,2-2,1-0
2002-03-09,Nott'm Forest,Wimbledon,0-0,0-0
2002-03-09,Portsmouth,Millwall,3-0,2-0
2002-03-09,Preston,Rotherham,2-1,1-0
2002-03-09,Sheffield Weds,Gillingham,0-0,0-0
2002-03-09,Stockport,Burnley,0-2,0-0
2002-03-12,Bradford,Birmingham,1-3,1-2
2002-03-12,Crewe,Man City,1-3,0-2
2002-03-12,Portsmouth,Wimbledon,1-2,1-0
2002-03-15,Norwich,Birmingham,0-1,0-1
2002-03-16,Crewe,Portsmouth,1-1,1-1
2002-03-16,Gillingham,Nott'm Forest,3-1,0-1
2002-03-16,Man City,Crystal Palace,1-0,1-0
2002-03-16,Millwall,Sheffield Weds,1-2,0-0
2002-03-16,Rotherham,Bradford,1-1,0-0
2002-03-16,Sheffield United,West Brom,0-3,0-1
2002-03-16,Walsall,Barnsley,2-1,0-1
2002-03-16,Watford,Coventry,3-0,2-0
2002-03-16,Wimbledon,Stockport,3-1,1-0
2002-03-16,Wolves,Grimsby,0-1,0-0
2002-03-17,Burnley,Preston,2-1,2-0
2002-03-19,Norwich,Gillingham,2-1,0-1
2002-03-19,Sheffield United,Millwall,3-2,0-1
2002-03-19,Stockport,Man City,2-1,0-1
2002-03-20,Burnley,Bradford,1-1,1-0
2002-03-20,Preston,Crewe,2-2,2-1
2002-03-22,Nott'm Forest,West Brom,0-1,0-0
2002-03-23,Barnsley,Watford,2-0,1-0
2002-03-23,Bradford,Crewe,2-0,1-0
2002-03-23,Crystal Palace,Walsall,2-0,0-0
2002-03-23,Grimsby,Wimbledon,6-2,2-2
2002-03-23,Portsmouth,Sheffield Weds,0-0,0-0
2002-03-23,Rotherham,Man City,1-1,1-0
2002-03-23,Sheffield United,Burnley,3-0,1-0
2002-03-23,Stockport,Preston,0-2,0-1
2002-03-23,Wolves,Norwich,0-0,0-0
2002-03-24,Coventry,Birmingham,1-1,0-0
2002-03-24,Gillingham,Millwall,1-0,0-0
2002-03-26,West Brom,Crewe,4-1,2-1
2002-03-29,Sheffield Weds,Coventry,2-1,1-1
2002-03-29,Watford,Bradford,0-0,0-0
2002-03-30,Birmingham,Grimsby,4-0,2-0
2002-03-30,Burnley,Wolves,2-3,0-3
2002-03-30,Crewe,Sheffield United,2-2,2-1
2002-03-30,Man City,Nott'm Forest,3-0,2-0
2002-03-30,Millwall,Stockport,3-0,1-0
2002-03-30,Norwich,Crystal Palace,2-1,2-0
2002-03-30,Preston,Portsmouth,2-0,0-0
2002-03-30,Walsall,Gillingham,1-1,1-0
2002-03-30,West Brom,Barnsley,3-1,1-0
2002-03-30,Wimbledon,Rotherham,1-0,1-0
2002-04-01,Barnsley,Preston,2-1,1-0
2002-04-01,Bradford,Norwich,0-1,0-0
2002-04-01,Coventry,West Brom,0-1,0-1
2002-04-01,Crystal Palace,Birmingham,0-0,0-0
2002-04-01,Gillingham,Crewe,1-0,1-0
2002-04-01,Grimsby,Sheffield Weds,0-0,0-0
2002-04-01,Nott'm Forest,Walsall,2-3,1-2
2002-04-01,Portsmouth,Burnley,1-1,0-1
2002-04-01,Rotherham,Millwall,0-0,0-0
2002-04-01,Sheffield United,Wimbledon,0-1,0-1
2002-04-01,Stockport,Watford,2-1,1-0
2002-04-01,Wolves,Man City,0-2,0-1
2002-04-04,Wimbledon,Crewe,2-0,0-0
2002-04-05,Millwall,Wolves,1-0,0-0
2002-04-06,Burnley,Gillingham,2-0,0-0
2002-04-06,Man City,Barnsley,5-1,2-1
2002-04-06,Norwich,Grimsby,1-1,1-0
2002-04-06,Preston,Coventry,4-0,2-0
2002-04-06,Sheffield Weds,Nott'm Forest,0-2,0-1
2002-04-06,Walsall,Stockport,1-0,0-0
2002-04-06,Watford,Sheffield United,0-3,0-2
2002-04-06,Wimbledon,Bradford,1-2,0-1
2002-04-07,Birmingham,Portsmouth,1-1,1-0
