Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 5 Feb 1949 (5),Accrington Stanley FC (1),1-1,?,Barrow AFC (1)
?,(Mon) 18 Apr 1949 (16),Accrington Stanley FC (2),6-0,?,Bradford City AFC (1)
?,(Sat) 29 Jan 1949 (4),Accrington Stanley FC (3),2-1,?,Carlisle United FC (1)
?,(Sat) 19 Mar 1949 (11),Accrington Stanley FC (4),3-1,?,Chester FC (1)
?,(Sat) 2 Apr 1949 (13),Accrington Stanley FC (5),2-0,?,Crewe Alexandra FC (1)
?,(Sat) 18 Dec 1948 (50),Accrington Stanley FC (6),3-2,?,Darlington FC (1)
?,(Mon) 27 Dec 1948 (52),Accrington Stanley FC (7),2-0,?,Doncaster Rovers FC (1)
?,(Sat) 30 Apr 1949 (17),Accrington Stanley FC (8),1-2,?,Gateshead FC (1)
?,(Sat) 26 Feb 1949 (8),Accrington Stanley FC (9),1-0,?,FC Halifax Town (1)
?,(Sat) 11 Dec 1948 (49),Accrington Stanley FC (10),1-2,?,Hartlepool United FC (1)
?,(Tue) 28 Sep 1948 (39),Accrington Stanley FC (11),1-2,?,Hull City AFC (1)
?,(Sat) 11 Sep 1948 (36),Accrington Stanley FC (12),1-1,?,Mansfield Town FC (1)
?,(Sat) 16 Oct 1948 (41),Accrington Stanley FC (13),5-1,?,New Brighton Tower FC (1898-1901) (1)
?,(Sat) 28 Aug 1948 (34),Accrington Stanley FC (14),1-1,?,Oldham Athletic AFC (1)
?,(Wed) 27 Apr 1949 (17),Accrington Stanley FC (15),0-0,?,Rochdale AFC (1)
?,(Wed) 25 Aug 1948 (34),Accrington Stanley FC (16),2-3,?,Rotherham United FC (1)
?,(Sat) 30 Oct 1948 (43),Accrington Stanley FC (17),3-1,?,Southport FC (1)
?,(Sat) 16 Apr 1949 (15),Accrington Stanley FC (18),2-1,?,Stockport County FC (1)
?,(Sat) 15 Jan 1949 (2),Accrington Stanley FC (19),0-2,?,Tranmere Rovers FC (1)
?,(Sat) 25 Sep 1948 (38),Accrington Stanley FC (20),0-1,?,Wrexham AFC (1)
?,(Sat) 13 Nov 1948 (45),Accrington Stanley FC (21),2-1,?,York City FC (1)
?,(Sat) 18 Sep 1948 (37),Barrow AFC (2),0-0,?,Accrington Stanley FC (22)
?,(Sat) 21 Aug 1948 (33),Barrow AFC (3),0-0,?,Bradford City AFC (2)
?,(Sat) 30 Oct 1948 (43),Barrow AFC (4),0-0,?,Carlisle United FC (2)
?,(Sat) 12 Feb 1949 (6),Barrow AFC (5),1-1,?,Chester FC (2)
?,(Tue) 5 Apr 1949 (14),Barrow AFC (6),1-0,?,Crewe Alexandra FC (2)
?,(Sat) 16 Apr 1949 (15),Barrow AFC (7),1-1,?,Darlington FC (2)
?,(Sat) 1 Jan 1949 (0),Barrow AFC (8),3-1,?,Doncaster Rovers FC (2)
?,(Sat) 2 Apr 1949 (13),Barrow AFC (9),3-0,?,Gateshead FC (2)
?,(Tue) 31 Aug 1948 (35),Barrow AFC (10),0-0,?,FC Halifax Town (2)
?,(Sat) 13 Nov 1948 (45),Barrow AFC (11),2-0,?,Hartlepool United FC (2)
?,(Sat) 4 Sep 1948 (35),Barrow AFC (12),1-2,?,Hull City AFC (2)
?,(Fri) 15 Apr 1949 (15),Barrow AFC (13),1-0,?,Mansfield Town FC (2)
?,(Sat) 30 Apr 1949 (17),Barrow AFC (14),2-1,?,New Brighton Tower FC (1898-1901) (2)
?,(Sat) 19 Feb 1949 (7),Barrow AFC (15),2-1,?,Oldham Athletic AFC (2)
?,(Sat) 29 Jan 1949 (4),Barrow AFC (16),0-1,?,Rochdale AFC (2)
?,(Sat) 22 Jan 1949 (3),Barrow AFC (17),0-2,?,Rotherham United FC (2)
?,(Mon) 27 Dec 1948 (52),Barrow AFC (18),2-1,?,Southport FC (2)
?,(Sat) 19 Mar 1949 (11),Barrow AFC (19),2-1,?,Stockport County FC (2)
?,(Sat) 2 Oct 1948 (39),Barrow AFC (20),0-0,?,Tranmere Rovers FC (2)
?,(Tue) 7 Sep 1948 (36),Barrow AFC (21),1-1,?,Wrexham AFC (2)
?,(Sat) 16 Oct 1948 (41),Barrow AFC (22),5-0,?,York City FC (2)
?,(Tue) 19 Apr 1949 (16),Bradford City AFC (3),2-2,?,Accrington Stanley FC (23)
?,(Sat) 8 Jan 1949 (1),Bradford City AFC (4),0-2,?,Barrow AFC (23)
?,(Sat) 5 Mar 1949 (9),Bradford City AFC (5),1-2,?,Carlisle United FC (3)
?,(Sat) 16 Apr 1949 (15),Bradford City AFC (6),3-2,?,Chester FC (3)
?,(Sat) 30 Apr 1949 (17),Bradford City AFC (7),1-2,?,Crewe Alexandra FC (3)
?,(Sat) 30 Oct 1948 (43),Bradford City AFC (8),0-2,?,Darlington FC (3)
?,(Sat) 18 Sep 1948 (37),Bradford City AFC (9),0-1,?,Doncaster Rovers FC (3)
?,(Sat) 16 Oct 1948 (41),Bradford City AFC (10),1-1,?,Gateshead FC (3)
?,(Sat) 15 Jan 1949 (2),Bradford City AFC (11),2-1,?,FC Halifax Town (3)
?,(Sat) 19 Mar 1949 (11),Bradford City AFC (12),0-0,?,Hartlepool United FC (3)
?,(Sat) 19 Feb 1949 (7),Bradford City AFC (13),4-2,?,Hull City AFC (3)
?,(Wed) 25 Aug 1948 (34),Bradford City AFC (14),1-0,?,Mansfield Town FC (3)
?,(Sat) 13 Nov 1948 (45),Bradford City AFC (15),1-1,?,New Brighton Tower FC (1898-1901) (3)
?,(Mon) 27 Dec 1948 (52),Bradford City AFC (16),2-1,?,Oldham Athletic AFC (3)
?,(Sat) 2 Apr 1949 (13),Bradford City AFC (17),1-0,?,Rochdale AFC (3)
?,(Sat) 2 Oct 1948 (39),Bradford City AFC (18),1-2,?,Rotherham United FC (3)
?,(Sat) 29 Jan 1949 (4),Bradford City AFC (19),4-2,?,Southport FC (3)
?,(Sat) 11 Sep 1948 (36),Bradford City AFC (20),1-1,?,Stockport County FC (3)
?,(Wed) 8 Sep 1948 (36),Bradford City AFC (21),1-3,?,Tranmere Rovers FC (3)
?,(Sat) 28 Aug 1948 (34),Bradford City AFC (22),1-2,?,Wrexham AFC (3)
?,(Sat) 12 Feb 1949 (6),Bradford City AFC (23),2-2,?,York City FC (3)
?,(Sat) 23 Apr 1949 (16),Carlisle United FC (4),4-1,?,Accrington Stanley FC (24)
?,(Sat) 26 Mar 1949 (12),Carlisle United FC (5),2-0,?,Barrow AFC (24)
?,(Sat) 9 Oct 1948 (40),Carlisle United FC (6),3-2,?,Bradford City AFC (24)
?,(Sat) 21 Aug 1948 (33),Carlisle United FC (7),2-1,?,Chester FC (4)
?,(Sat) 4 Sep 1948 (35),Carlisle United FC (8),6-2,?,Crewe Alexandra FC (4)
?,(Mon) 27 Dec 1948 (52),Carlisle United FC (9),0-2,?,Darlington FC (4)
?,(Sat) 19 Feb 1949 (7),Carlisle United FC (10),3-0,?,Doncaster Rovers FC (4)
?,(Sat) 26 Feb 1949 (8),Carlisle United FC (11),2-1,?,Gateshead FC (4)
?,(Sat) 12 Mar 1949 (10),Carlisle United FC (12),0-0,?,FC Halifax Town (4)
?,(Mon) 18 Apr 1949 (16),Carlisle United FC (13),0-0,?,Hartlepool United FC (4)
?,(Sat) 7 May 1949 (18),Carlisle United FC (14),1-1,?,Hull City AFC (4)
?,(Sat) 6 Nov 1948 (44),Carlisle United FC (15),3-1,?,Mansfield Town FC (4)
