Date,Team 1,Team 2,FT,HT
1996-08-17,Arsenal,West Ham,2-0,2-0
1996-08-17,Blackburn,Tottenham,0-2,0-1
1996-08-17,Coventry,Nott'm Forest,0-3,0-2
1996-08-17,Derby,Leeds,3-3,0-1
1996-08-17,Everton,Newcastle,2-0,2-0
1996-08-17,Middlesbrough,Liverpool,3-3,2-2
1996-08-17,Sheffield Weds,Aston Villa,2-1,0-0
1996-08-17,Sunderland,Leicester,0-0,0-0
1996-08-17,Wimbledon,Man United,0-3,0-1
1996-08-18,Southampton,Chelsea,0-0,0-0
1996-08-19,Liverpool,Arsenal,2-0,0-0
1996-08-20,Leeds,Sheffield Weds,0-2,0-1
1996-08-21,Aston Villa,Blackburn,1-0,0-0
1996-08-21,Chelsea,Middlesbrough,1-0,0-0
1996-08-21,Leicester,Southampton,2-1,2-0
1996-08-21,Man United,Everton,2-2,0-2
1996-08-21,Newcastle,Wimbledon,2-0,1-0
1996-08-21,Nott'm Forest,Sunderland,1-4,1-4
1996-08-21,Tottenham,Derby,1-1,1-0
1996-08-21,West Ham,Coventry,1-1,0-1
1996-08-24,Aston Villa,Derby,2-0,1-0
1996-08-24,Chelsea,Coventry,2-0,1-0
1996-08-24,Leicester,Arsenal,0-2,0-1
1996-08-24,Liverpool,Sunderland,0-0,0-0
1996-08-24,Newcastle,Sheffield Weds,1-2,1-1
1996-08-24,Nott'm Forest,Middlesbrough,1-1,0-0
1996-08-24,Tottenham,Everton,0-0,0-0
1996-08-24,West Ham,Southampton,2-1,0-1
1996-08-25,Man United,Blackburn,2-2,1-1
1996-08-26,Leeds,Wimbledon,1-0,0-0
1996-09-02,Sheffield Weds,Leicester,2-1,1-1
1996-09-04,Arsenal,Chelsea,3-3,1-2
1996-09-04,Blackburn,Leeds,0-1,0-1
1996-09-04,Coventry,Liverpool,0-1,0-0
1996-09-04,Derby,Man United,1-1,1-1
1996-09-04,Everton,Aston Villa,0-1,0-0
1996-09-04,Middlesbrough,West Ham,4-1,2-0
1996-09-04,Southampton,Nott'm Forest,2-2,0-2
1996-09-04,Sunderland,Newcastle,1-2,1-0
1996-09-04,Wimbledon,Tottenham,1-0,1-0
1996-09-07,Aston Villa,Arsenal,2-2,1-0
1996-09-07,Leeds,Man United,0-4,0-1
1996-09-07,Liverpool,Southampton,2-1,1-0
1996-09-07,Middlesbrough,Coventry,4-0,2-0
1996-09-07,Nott'm Forest,Leicester,0-0,0-0
1996-09-07,Sheffield Weds,Chelsea,0-2,0-1
1996-09-07,Tottenham,Newcastle,1-2,1-1
1996-09-07,Wimbledon,Everton,4-0,1-0
1996-09-08,Sunderland,West Ham,0-0,0-0
1996-09-09,Blackburn,Derby,1-2,1-1
1996-09-14,Coventry,Leeds,2-1,0-1
1996-09-14,Derby,Sunderland,1-0,0-0
1996-09-14,Everton,Middlesbrough,1-2,1-0
1996-09-14,Man United,Nott'm Forest,4-1,2-1
1996-09-14,Newcastle,Blackburn,2-1,1-0
1996-09-14,Southampton,Tottenham,0-1,0-0
1996-09-14,West Ham,Wimbledon,0-2,0-0
1996-09-15,Chelsea,Aston Villa,1-1,1-1
1996-09-15,Leicester,Liverpool,0-3,0-0
1996-09-16,Arsenal,Sheffield Weds,4-1,0-1
1996-09-21,Aston Villa,Man United,0-0,0-0
1996-09-21,Blackburn,Everton,1-1,1-1
1996-09-21,Leeds,Newcastle,0-1,0-0
1996-09-21,Liverpool,Chelsea,5-1,3-0
1996-09-21,Middlesbrough,Arsenal,0-2,0-2
1996-09-21,Nott'm Forest,West Ham,0-2,0-1
1996-09-21,Sheffield Weds,Derby,0-0,0-0
1996-09-21,Sunderland,Coventry,1-0,0-0
1996-09-22,Tottenham,Leicester,1-2,0-1
1996-09-23,Wimbledon,Southampton,3-1,2-0
