Date,Team 1,Team 2,FT,HT
1996-08-17,Blackpool,Chesterfield,0-1,
1996-08-17,Bournemouth,Watford,1-2,
1996-08-17,Bristol Rvs,Peterboro,1-0,
1996-08-17,Bury,Brentford,1-1,
1996-08-17,Crewe,Stockport,1-0,
1996-08-17,Gillingham,Bristol City,3-2,
1996-08-17,Luton,Burnley,1-2,
1996-08-17,Millwall,Wrexham,1-1,
1996-08-17,Notts County,Preston,2-1,
1996-08-17,Plymouth,York,2-1,
1996-08-17,Walsall,Rotherham,1-1,
1996-08-18,Shrewsbury,Wycombe,1-1,
1996-08-24,Brentford,Luton,3-2,
1996-08-24,Bristol City,Blackpool,0-1,
1996-08-24,Burnley,Walsall,2-1,
1996-08-24,Chesterfield,Bury,1-2,
1996-08-24,Peterboro,Crewe,2-2,
1996-08-24,Preston,Bristol Rvs,0-0,
1996-08-24,Rotherham,Shrewsbury,1-2,
1996-08-24,Stockport,Notts County,0-0,
1996-08-24,Watford,Millwall,0-2,
1996-08-24,Wrexham,Plymouth,4-4,
1996-08-24,Wycombe,Gillingham,1-1,
1996-08-24,York,Bournemouth,1-2,
1996-08-27,Brentford,Gillingham,2-0,
1996-08-27,Bristol City,Luton,5-0,
1996-08-27,Burnley,Shrewsbury,1-3,
1996-08-27,Chesterfield,Walsall,1-0,
1996-08-27,Preston,Crewe,2-1,
1996-08-27,Rotherham,Blackpool,1-2,
1996-08-27,Stockport,Bournemouth,0-1,
1996-08-27,Watford,Plymouth,0-2,
1996-08-27,Wycombe,Bury,0-1,
1996-08-27,York,Millwall,3-2,
1996-08-30,Plymouth,Preston,2-1,
1996-08-31,Blackpool,Wycombe,0-0,
1996-08-31,Bournemouth,Peterboro,1-2,
1996-08-31,Bristol Rvs,Stockport,1-1,
1996-08-31,Bury,Bristol City,4-0,
1996-08-31,Crewe,Watford,0-2,
1996-08-31,Gillingham,Chesterfield,0-1,
1996-08-31,Luton,Rotherham,1-0,
1996-08-31,Millwall,Burnley,2-1,
1996-08-31,Notts County,York,0-1,
1996-08-31,Shrewsbury,Brentford,0-3,
1996-09-07,Blackpool,Walsall,2-1,
1996-09-07,Bournemouth,Crewe,0-1,
1996-09-07,Bristol City,Preston,2-1,
1996-09-07,Bury,Rotherham,3-1,
1996-09-07,Chesterfield,Brentford,0-2,
1996-09-07,Gillingham,Burnley,1-0,
1996-09-07,Millwall,Bristol Rvs,2-0,
1996-09-07,Plymouth,Notts County,0-0,
1996-09-07,Watford,Stockport,1-0,
1996-09-07,Wrexham,Peterboro,1-1,
1996-09-07,Wycombe,Luton,0-1,
1996-09-07,York,Shrewsbury,0-0,
1996-09-10,Brentford,Plymouth,3-2,
1996-09-10,Bristol Rvs,Bournemouth,3-2,
1996-09-10,Burnley,Blackpool,2-0,
1996-09-10,Crewe,Bury,2-0,
1996-09-10,Luton,Gillingham,2-1,
1996-09-10,Notts County,Watford,2-3,
1996-09-10,Peterboro,Millwall,3-3,
1996-09-10,Preston,York,1-0,
1996-09-10,Rotherham,Chesterfield,0-1,
1996-09-10,Shrewsbury,Bristol City,1-0,
1996-09-10,Stockport,Wrexham,0-2,
1996-09-10,Walsall,Wycombe,2-2,
1996-09-14,Brentford,Blackpool,1-1,
1996-09-14,Bristol Rvs,Watford,0-1,
1996-09-14,Burnley,Wycombe,2-1,
1996-09-14,Crewe,Wrexham,3-1,
1996-09-14,Luton,Chesterfield,0-1,
1996-09-14,Notts County,Millwall,1-2,
