Date,Team 1,Team 2,FT,HT
1996-08-16,Man City,Ipswich,1-0,
1996-08-17,Bradford,Portsmouth,3-1,
1996-08-17,Grimsby,Wolves,1-3,
1996-08-17,Huddersfield,Charlton,2-0,
1996-08-17,Norwich,Swindon,2-0,
1996-08-17,Oldham,Stoke,1-2,
1996-08-17,Port Vale,Bolton,1-1,
1996-08-17,QPR,Oxford,2-1,
1996-08-17,Reading,Sheffield United,1-0,
1996-08-17,Southend,Tranmere,1-1,
1996-08-17,West Brom,Barnsley,1-2,
1996-08-18,Birmingham,Crystal Palace,1-0,
1996-08-20,Bolton,Man City,1-0,
1996-08-23,Portsmouth,QPR,1-2,
1996-08-23,Tranmere,Grimsby,3-2,
1996-08-24,Bolton,Norwich,3-1,
1996-08-24,Charlton,West Brom,1-1,
1996-08-24,Crystal Palace,Oldham,3-1,
1996-08-24,Ipswich,Reading,5-2,
1996-08-24,Oxford,Southend,5-0,
1996-08-24,Sheffield United,Birmingham,4-4,
1996-08-24,Stoke,Man City,2-1,
1996-08-24,Swindon,Port Vale,1-1,
1996-08-24,Wolves,Bradford,1-0,
1996-08-25,Barnsley,Huddersfield,3-1,
1996-08-27,Crystal Palace,West Brom,0-0,
1996-08-27,Ipswich,Grimsby,1-1,
1996-08-27,Oxford,Norwich,0-1,
1996-08-27,Portsmouth,Southend,1-0,
1996-08-27,Tranmere,Port Vale,2-0,
1996-08-28,Barnsley,Reading,3-0,
1996-08-28,Stoke,Bradford,1-0,
1996-08-28,Swindon,Oldham,1-0,
1996-08-28,Wolves,QPR,1-1,
1996-08-31,Bradford,Tranmere,1-0,
1996-08-31,Grimsby,Portsmouth,0-1,
1996-08-31,Huddersfield,Crystal Palace,1-1,
1996-08-31,Norwich,Wolves,1-0,
1996-08-31,Oldham,Ipswich,3-3,
1996-08-31,Port Vale,Oxford,2-0,
1996-08-31,Reading,Stoke,2-2,
1996-08-31,Southend,Swindon,1-3,
1996-09-01,QPR,Bolton,1-2,
1996-09-03,Man City,Charlton,2-1,
1996-09-06,Wolves,Charlton,1-0,
1996-09-07,Bradford,Norwich,0-2,
1996-09-07,Grimsby,Swindon,2-1,
1996-09-07,Ipswich,Huddersfield,1-3,
1996-09-07,Man City,Barnsley,1-2,
1996-09-07,Oldham,Sheffield United,0-2,
1996-09-07,Portsmouth,Port Vale,1-1,
1996-09-07,QPR,West Brom,0-2,
1996-09-07,Southend,Bolton,5-2,
1996-09-07,Stoke,Crystal Palace,2-2,
1996-09-07,Tranmere,Birmingham,1-0,
1996-09-08,Reading,Oxford,2-0,
1996-09-10,Barnsley,Stoke,3-0,
1996-09-10,Birmingham,Oldham,0-0,
1996-09-10,Bolton,Grimsby,6-1,
1996-09-10,Charlton,Southend,2-0,
1996-09-10,Crystal Palace,Ipswich,0-0,
1996-09-10,Huddersfield,Tranmere,0-1,
