Date,Team 1,Team 2,FT,HT
2000-08-12,Barnet,Shrewsbury,3-0,2-0
2000-08-12,Blackpool,Hull,3-1,1-1
2000-08-12,Carlisle,Halifax,2-2,0-1
2000-08-12,Cheltenham,Mansfield,2-2,1-1
2000-08-12,Chesterfield,York,4-1,0-1
2000-08-12,Exeter,Cardiff,1-2,0-1
2000-08-12,Kidderminster,Torquay,2-0,1-0
2000-08-12,Lincoln,Hartlepool,0-2,0-1
2000-08-12,Macclesfield,Scunthorpe,0-1,0-0
2000-08-12,Plymouth,Leyton Orient,0-1,0-1
2000-08-12,Rochdale,Darlington,1-1,0-1
2000-08-12,Southend,Brighton,2-0,1-0
2000-08-19,Barnet,Mansfield,3-3,3-1
2000-08-19,Brighton,Rochdale,2-1,2-1
2000-08-19,Cardiff,Blackpool,1-1,1-0
2000-08-19,Darlington,Exeter,1-1,1-0
2000-08-19,Halifax,Lincoln,1-1,0-0
2000-08-19,Hartlepool,Chesterfield,1-2,1-1
2000-08-19,Hull,Plymouth,1-1,1-0
2000-08-19,Leyton Orient,Carlisle,1-0,1-0
2000-08-19,Scunthorpe,Kidderminster,2-0,1-0
2000-08-19,Shrewsbury,Macclesfield,2-2,2-1
2000-08-19,Torquay,Southend,1-1,0-1
2000-08-19,York,Cheltenham,0-2,0-1
2000-08-25,Carlisle,York,1-1,0-0
2000-08-26,Barnet,Cardiff,2-2,1-0
2000-08-26,Blackpool,Leyton Orient,2-2,1-2
2000-08-26,Cheltenham,Torquay,2-0,1-0
2000-08-26,Chesterfield,Shrewsbury,3-0,2-0
2000-08-26,Exeter,Hartlepool,1-1,0-1
2000-08-26,Kidderminster,Halifax,2-1,2-1
2000-08-26,Lincoln,Brighton,2-0,2-0
2000-08-26,Macclesfield,Hull,0-0,0-0
2000-08-26,Plymouth,Mansfield,2-0,0-0
2000-08-26,Rochdale,Scunthorpe,3-2,1-1
2000-08-26,Southend,Darlington,0-2,0-0
2000-08-28,Brighton,Kidderminster,0-2,0-0
2000-08-28,Cardiff,Southend,2-2,2-0
2000-08-28,Halifax,Rochdale,1-2,1-1
2000-08-28,Hartlepool,Cheltenham,0-0,0-0
2000-08-28,Hull,Lincoln,1-1,1-1
2000-08-28,Leyton Orient,Exeter,2-1,0-1
2000-08-28,Mansfield,Macclesfield,4-4,2-2
2000-08-28,Scunthorpe,Chesterfield,1-1,0-0
2000-08-28,Torquay,Blackpool,3-2,0-1
2000-08-28,York,Barnet,1-0,0-0
2000-08-29,Darlington,Plymouth,1-0,1-0
2000-08-29,Shrewsbury,Carlisle,0-1,0-0
2000-09-02,Brighton,Torquay,6-2,4-2
2000-09-02,Chesterfield,Barnet,1-2,0-1
2000-09-02,Darlington,York,1-1,1-1
2000-09-02,Exeter,Mansfield,0-0,0-0
2000-09-02,Halifax,Leyton Orient,2-2,0-2
2000-09-02,Hartlepool,Shrewsbury,1-3,0-1
2000-09-02,Hull,Cheltenham,0-2,0-0
2000-09-02,Kidderminster,Carlisle,0-1,0-0
2000-09-02,Lincoln,Southend,3-0,0-0
2000-09-02,Plymouth,Macclesfield,0-1,0-0
2000-09-02,Rochdale,Cardiff,1-1,0-1
2000-09-02,Scunthorpe,Blackpool,1-0,1-0
2000-09-09,Barnet,Kidderminster,0-0,0-0
2000-09-09,Blackpool,Hartlepool,1-2,0-1
2000-09-09,Cardiff,Brighton,1-1,0-0
2000-09-09,Carlisle,Rochdale,1-2,1-1
2000-09-09,Cheltenham,Chesterfield,0-1,0-0
2000-09-09,Leyton Orient,Hull,2-2,0-1
2000-09-09,Macclesfield,Exeter,0-2,0-1
2000-09-09,Mansfield,Halifax,5-1,2-1
2000-09-09,Shrewsbury,Darlington,1-0,1-0
2000-09-09,Southend,Plymouth,2-2,1-2
2000-09-09,Torquay,Lincoln,1-1,0-1
2000-09-09,York,Scunthorpe,2-0,0-0
2000-09-12,Barnet,Exeter,1-1,1-0
2000-09-12,Blackpool,Brighton,0-2,0-2
2000-09-12,Cardiff,Halifax,4-2,3-0
2000-09-12,Carlisle,Chesterfield,2-4,1-3
2000-09-12,Cheltenham,Darlington,1-0,0-0
2000-09-12,Leyton Orient,Scunthorpe,1-1,1-1
2000-09-12,Macclesfield,Lincoln,2-0,1-0
2000-09-12,Mansfield,Hull,1-1,0-0
2000-09-12,Shrewsbury,Plymouth,4-1,2-0
2000-09-12,Southend,Kidderminster,1-1,0-1
2000-09-12,Torquay,Hartlepool,1-0,1-0
2000-09-12,York,Rochdale,0-2,0-2
2000-09-16,Brighton,Cheltenham,3-0,0-0
2000-09-16,Chesterfield,Mansfield,4-0,2-0
2000-09-16,Darlington,Barnet,1-0,1-0
2000-09-16,Exeter,York,3-1,3-1
2000-09-16,Halifax,Southend,0-1,0-0
2000-09-16,Hartlepool,Macclesfield,2-2,0-0
2000-09-16,Hull,Shrewsbury,1-0,1-0
2000-09-16,Kidderminster,Leyton Orient,2-1,0-1
2000-09-16,Lincoln,Blackpool,1-1,1-0
2000-09-16,Plymouth,Carlisle,2-0,2-0
