Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 6 Aug 2016 (31),Bolton Wanderers FC (1),1-0,1-0,Sheffield United FC (1)
?,(Sat) 6 Aug 2016 (31),Bradford City AFC (1),0-0,0-0,Port Vale FC (1)
?,(Sat) 6 Aug 2016 (31),Bury FC (1),2-0,0-0,Charlton Athletic FC (1)
?,(Sat) 6 Aug 2016 (31),Millwall FC (1),3-0,2-0,Oldham Athletic AFC (1)
?,(Sat) 6 Aug 2016 (31),Northampton Town FC (1),1-1,1-0,Fleetwood Town FC (1)
?,(Sat) 6 Aug 2016 (31),Oxford United FC (1),1-1,1-0,Chesterfield FC (1)
?,(Sat) 6 Aug 2016 (31),Rochdale AFC (1),2-3,2-2,Peterborough United FC (1)
?,(Sat) 6 Aug 2016 (31),Scunthorpe United FC (1),3-1,0-1,Bristol Rovers FC (1)
?,(Sat) 6 Aug 2016 (31),Shrewsbury Town FC (1),0-1,0-0,Milton Keynes Dons FC (1)
?,(Sat) 6 Aug 2016 (31),Southend United FC (1),1-3,1-1,Gillingham FC (1)
?,(Sat) 6 Aug 2016 (31),Swindon Town FC (1),1-0,0-0,Coventry City FC (1)
?,(Sat) 6 Aug 2016 (31),Walsall FC (1),3-1,2-0,AFC Wimbledon (1)
?,(Sat) 13 Aug 2016 (32),AFC Wimbledon (2),1-2,1-1,Bolton Wanderers FC (2)
?,(Sat) 13 Aug 2016 (32),Charlton Athletic FC (2),1-1,0-1,Northampton Town FC (2)
?,(Sat) 13 Aug 2016 (32),Chesterfield FC (2),3-1,2-0,Swindon Town FC (2)
?,(Sat) 13 Aug 2016 (32),Coventry City FC (2),0-0,0-0,Shrewsbury Town FC (2)
?,(Sat) 13 Aug 2016 (32),Fleetwood Town FC (2),2-2,1-0,Scunthorpe United FC (2)
?,(Sat) 13 Aug 2016 (32),Gillingham FC (2),2-1,1-0,Bury FC (2)
?,(Sat) 13 Aug 2016 (32),Milton Keynes Dons FC (2),2-2,2-2,Millwall FC (2)
?,(Sat) 13 Aug 2016 (32),Oldham Athletic AFC (2),0-0,0-0,Walsall FC (2)
?,(Sat) 13 Aug 2016 (32),Peterborough United FC (2),0-1,0-1,Bradford City AFC (2)
?,(Sat) 13 Aug 2016 (32),Port Vale FC (2),2-0,1-0,Southend United FC (2)
?,(Sat) 13 Aug 2016 (32),Sheffield United FC (2),1-1,0-1,Rochdale AFC (2)
?,(Sun) 14 Aug 2016 (32),Bristol Rovers FC (2),2-1,1-1,Oxford United FC (2)
?,(Tue) 16 Aug 2016 (33),AFC Wimbledon (3),1-2,0-2,Scunthorpe United FC (3)
?,(Tue) 16 Aug 2016 (33),Charlton Athletic FC (3),3-0,3-0,Shrewsbury Town FC (3)
?,(Tue) 16 Aug 2016 (33),Chesterfield FC (3),2-0,0-0,Walsall FC (3)
