Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 22 Aug 1959 (33),Queens Park Rangers FC (1),2-0,?,Swindon Town FC (1)
?,(Sat) 22 Aug 1959 (33),Tranmere Rovers FC (1),5-1,?,Accrington Stanley FC (1)
?,(Sat) 22 Aug 1959 (33),Grimsby Town FC (1),5-1,?,Chesterfield FC (1)
?,(Sat) 22 Aug 1959 (33),Reading FC (1),2-3,?,Port Vale FC (1)
?,(Sat) 22 Aug 1959 (33),Wrexham AFC (1),0-0,?,Newport County AFC (1)
?,(Sat) 22 Aug 1959 (33),Bradford City AFC (1),2-0,?,York City FC (1)
?,(Sat) 22 Aug 1959 (33),Barnsley FC (1),1-2,?,Brentford FC (1)
?,(Sat) 22 Aug 1959 (33),Southampton FC (1),2-2,?,Norwich City FC (1)
?,(Sat) 22 Aug 1959 (33),FC Halifax Town (1),2-1,?,Southend United FC (1)
?,(Sat) 22 Aug 1959 (33),Shrewsbury Town FC (1),0-0,?,AFC Bournemouth (1)
?,(Sat) 22 Aug 1959 (33),Coventry City FC (1),2-0,?,Mansfield Town FC (1)
?,(Sat) 22 Aug 1959 (33),Bury FC (1),3-1,?,Colchester United FC (1)
?,(Mon) 24 Aug 1959 (34),Colchester United FC (2),2-2,?,Grimsby Town FC (2)
?,(Mon) 24 Aug 1959 (34),Newport County AFC (2),3-2,?,Reading FC (2)
?,(Mon) 24 Aug 1959 (34),Port Vale FC (2),1-0,?,AFC Bournemouth (2)
?,(Mon) 24 Aug 1959 (34),Coventry City FC (2),0-1,?,FC Halifax Town (2)
?,(Mon) 24 Aug 1959 (34),Accrington Stanley FC (2),2-2,?,Shrewsbury Town FC (2)
?,(Mon) 24 Aug 1959 (34),Mansfield Town FC (2),0-0,?,Bradford City AFC (2)
?,(Mon) 24 Aug 1959 (34),Southend United FC (2),3-2,?,Queens Park Rangers FC (2)
?,(Mon) 24 Aug 1959 (34),York City FC (2),1-0,?,Bury FC (2)
?,(Mon) 24 Aug 1959 (34),Chesterfield FC (2),3-2,?,Southampton FC (2)
?,(Tue) 25 Aug 1959 (34),Brentford FC (2),3-1,?,Wrexham AFC (2)
?,(Wed) 26 Aug 1959 (34),Norwich City FC (2),3-0,?,Tranmere Rovers FC (2)
?,(Wed) 26 Aug 1959 (34),Swindon Town FC (2),1-1,?,Barnsley FC (2)
?,(Sat) 29 Aug 1959 (34),Swindon Town FC (3),5-3,?,Bradford City AFC (3)
?,(Sat) 29 Aug 1959 (34),Port Vale FC (3),0-3,?,Shrewsbury Town FC (3)
?,(Sat) 29 Aug 1959 (34),Accrington Stanley FC (3),2-2,?,Wrexham AFC (3)
?,(Sat) 29 Aug 1959 (34),Brentford FC (3),2-2,?,Southampton FC (3)
?,(Sat) 29 Aug 1959 (34),Chesterfield FC (3),0-4,?,Queens Park Rangers FC (3)
?,(Sat) 29 Aug 1959 (34),York City FC (3),1-1,?,Coventry City FC (3)
?,(Sat) 29 Aug 1959 (34),Newport County AFC (3),0-2,?,Grimsby Town FC (3)
?,(Sat) 29 Aug 1959 (34),AFC Bournemouth (3),2-1,?,Tranmere Rovers FC (3)
?,(Sat) 29 Aug 1959 (34),Colchester United FC (3),2-2,?,Barnsley FC (3)
?,(Sat) 29 Aug 1959 (34),Southend United FC (3),0-4,?,Bury FC (3)
?,(Sat) 29 Aug 1959 (34),Norwich City FC (3),4-2,?,Reading FC (3)
?,(Sat) 29 Aug 1959 (34),Mansfield Town FC (3),1-1,?,FC Halifax Town (3)
?,(Mon) 31 Aug 1959 (35),Queens Park Rangers FC (4),0-0,?,Southend United FC (4)
?,(Mon) 31 Aug 1959 (35),Shrewsbury Town FC (4),5-0,?,Accrington Stanley FC (4)
?,(Mon) 31 Aug 1959 (35),FC Halifax Town (4),2-2,?,Coventry City FC (4)
?,(Mon) 31 Aug 1959 (35),Tranmere Rovers FC (4),0-0,?,Norwich City FC (4)
?,(Tue) 1 Sep 1959 (35),Bury FC (4),2-0,?,York City FC (4)
?,(Tue) 1 Sep 1959 (35),Bradford City AFC (4),4-1,?,Mansfield Town FC (4)
?,(Tue) 1 Sep 1959 (35),Grimsby Town FC (4),4-1,?,Colchester United FC (4)
?,(Wed) 2 Sep 1959 (35),AFC Bournemouth (4),3-0,?,Port Vale FC (4)
?,(Wed) 2 Sep 1959 (35),Wrexham AFC (4),3-2,?,Brentford FC (4)
?,(Wed) 2 Sep 1959 (35),Barnsley FC (4),0-3,?,Swindon Town FC (4)
?,(Wed) 2 Sep 1959 (35),Reading FC (4),0-1,?,Newport County AFC (4)
?,(Wed) 2 Sep 1959 (35),Southampton FC (4),4-3,?,Chesterfield FC (4)
?,(Sat) 5 Sep 1959 (35),Queens Park Rangers FC (5),3-0,?,Newport County AFC (5)
?,(Sat) 5 Sep 1959 (35),Tranmere Rovers FC (5),6-0,?,Port Vale FC (5)
?,(Sat) 5 Sep 1959 (35),Bradford City AFC (5),1-0,?,Chesterfield FC (5)
?,(Sat) 5 Sep 1959 (35),Southampton FC (5),4-2,?,Colchester United FC (5)
?,(Sat) 5 Sep 1959 (35),Reading FC (5),3-3,?,Brentford FC (5)
?,(Sat) 5 Sep 1959 (35),Shrewsbury Town FC (5),1-3,?,Norwich City FC (5)
?,(Sat) 5 Sep 1959 (35),Coventry City FC (5),3-1,?,Swindon Town FC (5)
?,(Sat) 5 Sep 1959 (35),York City FC (5),1-2,?,FC Halifax Town (5)
?,(Sat) 5 Sep 1959 (35),Grimsby Town FC (5),4-0,?,Accrington Stanley FC (5)
?,(Sat) 5 Sep 1959 (35),Wrexham AFC (5),1-2,?,AFC Bournemouth (5)
?,(Sat) 5 Sep 1959 (35),Bury FC (5),4-1,?,Mansfield Town FC (5)
?,(Sat) 5 Sep 1959 (35),Barnsley FC (5),4-1,?,Southend United FC (5)
?,(Mon) 7 Sep 1959 (36),Accrington Stanley FC (6),2-1,?,AFC Bournemouth (6)
