Matchday,Date,Team 1,FT,Team 2
19,Fri Nov 20 1998,Southend United FC,1-0,Plymouth Argyle FC
19,Fri Nov 20 1998,Chester FC,1-1,Rochdale AFC
19,Fri Nov 20 1998,Scunthorpe United FC,3-2,Hull City AFC
19,Fri Nov 20 1998,Carlisle United FC,0-0,Rotherham United FC
19,Fri Nov 20 1998,Scarborough FC (1879-2007),1-2,Hartlepool United FC
19,Fri Nov 20 1998,Brighton & Hove Albion FC,0-1,FC Halifax Town
19,Fri Nov 20 1998,Exeter City FC,0-1,Shrewsbury Town FC
19,Sat Nov 21 1998,Swansea City FC,2-1,Cardiff City FC
20,Thu Nov 26 1998,FC Halifax Town,2-2,Mansfield Town FC
20,Fri Nov 27 1998,Cardiff City FC,2-0,Southend United FC
20,Fri Nov 27 1998,Hartlepool United FC,1-2,Swansea City FC
20,Fri Nov 27 1998,Darlington FC,3-0,Scarborough FC (1879-2007)
20,Fri Nov 27 1998,Shrewsbury Town FC,1-3,Brighton & Hove Albion FC
20,Fri Nov 27 1998,Barnet FC,3-1,Torquay United FC
20,Fri Nov 27 1998,Hull City AFC,1-0,Carlisle United FC
20,Fri Nov 27 1998,Plymouth Argyle FC,2-4,Leyton Orient FC
20,Fri Nov 27 1998,Peterborough United FC,2-1,Scunthorpe United FC
20,Fri Nov 27 1998,Rotherham United FC,0-0,Exeter City FC
20,Fri Nov 27 1998,Brentford FC,2-1,Chester FC
15,Mon Nov 30 1998,Carlisle United FC,0-1,Cardiff City FC
15,Mon Nov 30 1998,Mansfield Town FC,1-0,Peterborough United FC
21,Thu Dec 10 1998,Mansfield Town FC,1-0,Shrewsbury Town FC
21,Fri Dec 11 1998,Carlisle United FC,2-1,Hartlepool United FC
21,Fri Dec 11 1998,Leyton Orient FC,1-2,Peterborough United FC
21,Fri Dec 11 1998,Scunthorpe United FC,0-2,Cardiff City FC
21,Fri Dec 11 1998,Cambridge United FC,1-0,Plymouth Argyle FC
21,Fri Dec 11 1998,Exeter City FC,0-1,Brentford FC
21,Fri Dec 11 1998,Chester FC,1-0,Darlington FC
21,Fri Dec 11 1998,Torquay United FC,2-0,Hull City AFC
21,Fri Dec 11 1998,Swansea City FC,1-1,Rochdale AFC
21,Fri Dec 11 1998,Southend United FC,2-3,Barnet FC
21,Fri Dec 11 1998,Brighton & Hove Albion FC,4-1,Rotherham United FC
21,Fri Dec 11 1998,Scarborough FC (1879-2007),1-0,FC Halifax Town
22,Thu Dec 17 1998,Rotherham United FC,2-4,Chester FC
22,Thu Dec 17 1998,Brentford FC,1-0,Cambridge United FC
22,Thu Dec 17 1998,Shrewsbury Town FC,1-2,Torquay United FC
22,Fri Dec 18 1998,Rochdale AFC,2-1,Brighton & Hove Albion FC
22,Fri Dec 18 1998,FC Halifax Town,1-1,Exeter City FC
22,Fri Dec 18 1998,Plymouth Argyle FC,2-0,Carlisle United FC
22,Fri Dec 18 1998,Cardiff City FC,4-2,Mansfield Town FC
22,Fri Dec 18 1998,Darlington FC,3-1,Scunthorpe United FC
22,Fri Dec 18 1998,Hartlepool United FC,2-4,Southend United FC
22,Fri Dec 18 1998,Peterborough United FC,3-1,Scarborough FC (1879-2007)
22,Fri Dec 18 1998,Barnet FC,3-2,Leyton Orient FC
22,Fri Dec 18 1998,Hull City AFC,0-2,Swansea City FC
23,Fri Dec 25 1998,Cardiff City FC,3-0,Shrewsbury Town FC
23,Fri Dec 25 1998,Barnet FC,1-1,Plymouth Argyle FC
23,Fri Dec 25 1998,FC Halifax Town,0-0,Darlington FC
23,Fri Dec 25 1998,Brighton & Hove Albion FC,3-1,Brentford FC
23,Fri Dec 25 1998,Exeter City FC,1-1,Torquay United FC
23,Fri Dec 25 1998,Cambridge United FC,3-2,Rotherham United FC
23,Fri Dec 25 1998,Southend United FC,2-0,Peterborough United FC
23,Fri Dec 25 1998,Scunthorpe United FC,1-0,Hartlepool United FC
23,Fri Dec 25 1998,Rochdale AFC,1-1,Carlisle United FC
23,Fri Dec 25 1998,Mansfield Town FC,3-2,Scarborough FC (1879-2007)
23,Fri Dec 25 1998,Leyton Orient FC,1-1,Swansea City FC
23,Fri Dec 25 1998,Hull City AFC,1-2,Chester FC
24,Sun Dec 27 1998,Rotherham United FC,3-1,FC Halifax Town
24,Sun Dec 27 1998,Torquay United FC,2-0,Southend United FC
24,Sun Dec 27 1998,Plymouth Argyle FC,1-0,Exeter City FC
24,Sun Dec 27 1998,Swansea City FC,2-1,Barnet FC
24,Sun Dec 27 1998,Shrewsbury Town FC,3-2,Hull City AFC
24,Sun Dec 27 1998,Scarborough FC (1879-2007),1-4,Scunthorpe United FC
24,Sun Dec 27 1998,Peterborough United FC,1-2,Brighton & Hove Albion FC
24,Sun Dec 27 1998,Carlisle United FC,1-1,Cambridge United FC
24,Sun Dec 27 1998,Chester FC,1-1,Mansfield Town FC
24,Sun Dec 27 1998,Darlington FC,1-1,Leyton Orient FC
24,Sun Dec 27 1998,Hartlepool United FC,0-1,Rochdale AFC
24,Sun Dec 27 1998,Brentford FC,1-0,Cardiff City FC
25,Fri Jan 1 1999,Darlington FC,3-0,Rochdale AFC
25,Fri Jan 1 1999,Brentford FC,3-1,Barnet FC
25,Fri Jan 1 1999,Carlisle United FC,1-3,Exeter City FC
25,Fri Jan 1 1999,Chester FC,1-1,Southend United FC
25,Fri Jan 1 1999,Hartlepool United FC,2-2,Cambridge United FC
25,Fri Jan 1 1999,Shrewsbury Town FC,2-2,FC Halifax Town
25,Fri Jan 1 1999,Torquay United FC,1-1,Brighton & Hove Albion FC
26,Fri Jan 8 1999,Scunthorpe United FC,3-0,Shrewsbury Town FC
26,Fri Jan 8 1999,Leyton Orient FC,2-2,Chester FC
26,Fri Jan 8 1999,Mansfield Town FC,3-1,Brentford FC
26,Fri Jan 8 1999,Hull City AFC,1-0,Rotherham United FC
26,Fri Jan 8 1999,FC Halifax Town,2-2,Peterborough United FC
26,Fri Jan 8 1999,Exeter City FC,4-0,Swansea City FC
26,Fri Jan 8 1999,Rochdale AFC,1-1,Plymouth Argyle FC
26,Fri Jan 8 1999,Southend United FC,1-0,Scarborough FC (1879-2007)
26,Fri Jan 8 1999,Cambridge United FC,2-0,Torquay United FC
26,Fri Jan 8 1999,Barnet FC,3-0,Darlington FC
26,Fri Jan 8 1999,Brighton & Hove Albion FC,1-3,Carlisle United FC
26,Fri Jan 8 1999,Cardiff City FC,4-1,Hartlepool United FC
27,Thu Jan 14 1999,Chester FC,1-1,Brighton & Hove Albion FC
27,Fri Jan 15 1999,Plymouth Argyle FC,3-0,Mansfield Town FC
27,Fri Jan 15 1999,Scarborough FC (1879-2007),1-0,Exeter City FC
27,Fri Jan 15 1999,Torquay United FC,2-1,Rochdale AFC
27,Fri Jan 15 1999,Rotherham United FC,3-1,Leyton Orient FC
27,Fri Jan 15 1999,Peterborough United FC,2-1,Cardiff City FC
27,Fri Jan 15 1999,Hartlepool United FC,2-2,Barnet FC
27,Fri Jan 15 1999,Shrewsbury Town FC,3-1,Southend United FC
27,Fri Jan 15 1999,Carlisle United FC,0-1,Scunthorpe United FC
28,Thu Jan 21 1999,Mansfield Town FC,0-3,Rotherham United FC
28,Fri Jan 22 1999,FC Halifax Town,2-0,Plymouth Argyle FC
28,Fri Jan 22 1999,Rochdale AFC,2-0,Brentford FC
28,Fri Jan 22 1999,Hull City AFC,4-0,Hartlepool United FC
28,Fri Jan 22 1999,Cardiff City FC,3-2,Darlington FC
28,Fri Jan 22 1999,Southend United FC,0-1,Carlisle United FC
28,Fri Jan 22 1999,Barnet FC,2-2,Shrewsbury Town FC
28,Fri Jan 22 1999,Cambridge United FC,2-1,Chester FC
28,Fri Jan 22 1999,Brighton & Hove Albion FC,1-0,Scarborough FC (1879-2007)
28,Fri Jan 22 1999,Exeter City FC,2-0,Peterborough United FC
25,Mon Jan 25 1999,Peterborough United FC,1-1,Hull City AFC
29,Fri Jan 29 1999,Leyton Orient FC,3-2,Darlington FC
29,Fri Jan 29 1999,Cambridge United FC,1-0,Carlisle United FC
29,Fri Jan 29 1999,Cardiff City FC,4-1,Brentford FC
29,Fri Jan 29 1999,Exeter City FC,1-1,Plymouth Argyle FC
29,Fri Jan 29 1999,FC Halifax Town,2-4,Rotherham United FC
29,Fri Jan 29 1999,Hull City AFC,1-1,Shrewsbury Town FC
29,Fri Jan 29 1999,Brighton & Hove Albion FC,1-0,Peterborough United FC
29,Fri Jan 29 1999,Barnet FC,0-1,Swansea City FC
29,Fri Jan 29 1999,Rochdale AFC,0-1,Hartlepool United FC
29,Fri Jan 29 1999,Scunthorpe United FC,5-1,Scarborough FC (1879-2007)
29,Fri Jan 29 1999,Southend United FC,0-0,Torquay United FC
29,Fri Jan 29 1999,Mansfield Town FC,3-0,Chester FC
16,Mon Feb 1 1999,Brentford FC,1-1,Carlisle United FC
30,Thu Feb 4 1999,Swansea City FC,2-2,Brighton & Hove Albion FC
30,Fri Feb 5 1999,Rotherham United FC,2-2,Southend United FC
30,Fri Feb 5 1999,Carlisle United FC,1-1,Leyton Orient FC
30,Fri Feb 5 1999,Scarborough FC (1879-2007),1-5,Cambridge United FC
30,Fri Feb 5 1999,Chester FC,0-0,Exeter City FC
30,Fri Feb 5 1999,Darlington FC,5-1,Mansfield Town FC
30,Fri Feb 5 1999,Hartlepool United FC,2-0,FC Halifax Town
30,Fri Feb 5 1999,Peterborough United FC,5-2,Barnet FC
30,Fri Feb 5 1999,Torquay United FC,1-0,Scunthorpe United FC
30,Fri Feb 5 1999,Brentford FC,0-2,Hull City AFC
30,Fri Feb 5 1999,Plymouth Argyle FC,1-1,Cardiff City FC
30,Fri Feb 5 1999,Shrewsbury Town FC,3-2,Rochdale AFC
31,Fri Feb 12 1999,Shrewsbury Town FC,3-1,Scarborough FC (1879-2007)
31,Fri Feb 12 1999,Rochdale AFC,3-0,Hull City AFC
31,Fri Feb 12 1999,Plymouth Argyle FC,1-0,Rotherham United FC
31,Fri Feb 12 1999,Mansfield Town FC,1-2,Leyton Orient FC
31,Fri Feb 12 1999,Hartlepool United FC,2-3,Darlington FC
31,Fri Feb 12 1999,Swansea City FC,1-1,Carlisle United FC
31,Fri Feb 12 1999,FC Halifax Town,3-1,Southend United FC
31,Fri Feb 12 1999,Chester FC,1-0,Peterborough United FC
31,Fri Feb 12 1999,Brentford FC,3-2,Torquay United FC
31,Fri Feb 12 1999,Barnet FC,1-0,Cardiff City FC
31,Fri Feb 12 1999,Brighton & Hove Albion FC,0-1,Exeter City FC
31,Fri Feb 12 1999,Cambridge United FC,0-0,Scunthorpe United FC
15,Mon Feb 15 1999,Swansea City FC,2-1,Brentford FC
27,Mon Feb 15 1999,Darlington FC,0-3,Hull City AFC
32,Thu Feb 18 1999,Cardiff City FC,1-1,FC Halifax Town
32,Fri Feb 19 1999,Scunthorpe United FC,0-1,Rochdale AFC
32,Fri Feb 19 1999,Scarborough FC (1879-2007),2-1,Swansea City FC
32,Fri Feb 19 1999,Carlisle United FC,0-0,Mansfield Town FC
32,Fri Feb 19 1999,Darlington FC,1-2,Plymouth Argyle FC
32,Fri Feb 19 1999,Exeter City FC,2-1,Hartlepool United FC
32,Fri Feb 19 1999,Hull City AFC,1-1,Barnet FC
32,Fri Feb 19 1999,Leyton Orient FC,2-0,Cambridge United FC
32,Fri Feb 19 1999,Rotherham United FC,2-4,Brentford FC
32,Fri Feb 19 1999,Southend United FC,3-0,Brighton & Hove Albion FC
32,Fri Feb 19 1999,Torquay United FC,0-3,Chester FC
32,Fri Feb 19 1999,Peterborough United FC,2-2,Shrewsbury Town FC
15,Mon Feb 22 1999,Plymouth Argyle FC,2-0,Chester FC
25,Mon Feb 22 1999,Swansea City FC,1-0,Mansfield Town FC
33,Fri Feb 26 1999,Hartlepool United FC,0-0,Rotherham United FC
33,Fri Feb 26 1999,Shrewsbury Town FC,3-0,Darlington FC
33,Fri Feb 26 1999,Barnet FC,0-1,Exeter City FC
33,Fri Feb 26 1999,Rochdale AFC,1-1,Cardiff City FC
33,Fri Feb 26 1999,Brentford FC,1-1,Scarborough FC (1879-2007)
33,Fri Feb 26 1999,Brighton & Hove Albion FC,1-2,Leyton Orient FC
33,Fri Feb 26 1999,Cambridge United FC,3-0,Southend United FC
