Round,Date,Team 1,FT,Team 2
5,Mon Aug 31 1998,Gillingham FC,4-0,Wrexham AFC
5,Mon Aug 31 1998,Burnley FC,2-1,Millwall FC
5,Mon Aug 31 1998,AFC Bournemouth,1-1,Blackpool FC
5,Tue Sep 1 1998,Manchester City FC,3-1,Walsall FC
6,Fri Sep 4 1998,Blackpool FC,2-1,Northampton Town FC
6,Fri Sep 4 1998,Wrexham AFC,2-1,Macclesfield Town FC
6,Fri Sep 4 1998,Stoke City FC,2-0,AFC Bournemouth
6,Fri Sep 4 1998,York City FC,1-2,Colchester United FC
6,Fri Sep 4 1998,Luton Town FC,1-0,Burnley FC
6,Fri Sep 4 1998,Lincoln City FC,1-3,Oldham Athletic AFC
6,Fri Sep 4 1998,Chesterfield FC,1-0,Gillingham FC
6,Fri Sep 4 1998,Bristol Rovers FC,2-2,Preston North End FC
6,Fri Sep 4 1998,Notts County FC,0-1,Wigan Athletic FC
7,Mon Sep 7 1998,Wycombe Wanderers FC,0-1,Preston North End FC
7,Mon Sep 7 1998,Blackpool FC,1-0,Notts County FC
7,Mon Sep 7 1998,Wigan Athletic FC,1-1,Colchester United FC
7,Mon Sep 7 1998,Walsall FC,2-3,York City FC
7,Mon Sep 7 1998,Oldham Athletic AFC,1-2,Macclesfield Town FC
7,Mon Sep 7 1998,Manchester City FC,2-1,AFC Bournemouth
7,Mon Sep 7 1998,Gillingham FC,2-3,Northampton Town FC
7,Mon Sep 7 1998,Fulham FC,1-0,Stoke City FC
7,Mon Sep 7 1998,Bristol Rovers FC,0-0,Chesterfield FC
7,Mon Sep 7 1998,Wrexham AFC,1-1,Luton Town FC
7,Tue Sep 8 1998,Reading FC,1-1,Burnley FC
7,Tue Sep 8 1998,Millwall FC,2-0,Lincoln City FC
8,Fri Sep 11 1998,Northampton Town FC,1-1,Oldham Athletic AFC
8,Fri Sep 11 1998,Stoke City FC,1-0,Millwall FC
8,Fri Sep 11 1998,Preston North End FC,4-0,Reading FC
8,Fri Sep 11 1998,Notts County FC,1-0,Fulham FC
8,Fri Sep 11 1998,York City FC,1-1,Wrexham AFC
8,Fri Sep 11 1998,Macclesfield Town FC,0-1,Manchester City FC
8,Fri Sep 11 1998,Luton Town FC,2-0,Bristol Rovers FC
8,Fri Sep 11 1998,Lincoln City FC,1-2,Blackpool FC
8,Fri Sep 11 1998,Colchester United FC,1-1,Gillingham FC
8,Fri Sep 11 1998,Chesterfield FC,0-1,Walsall FC
8,Fri Sep 11 1998,AFC Bournemouth,1-0,Wigan Athletic FC
8,Fri Sep 11 1998,Burnley FC,1-1,Wycombe Wanderers FC
9,Thu Sep 17 1998,Walsall FC,3-2,Notts County FC
9,Fri Sep 18 1998,Oldham Athletic AFC,0-1,Preston North End FC
9,Fri Sep 18 1998,Wrexham AFC,0-1,Stoke City FC
9,Fri Sep 18 1998,Wigan Athletic FC,2-0,Macclesfield Town FC
9,Fri Sep 18 1998,Blackpool FC,1-0,Luton Town FC
9,Fri Sep 18 1998,Wycombe Wanderers FC,0-2,AFC Bournemouth
9,Fri Sep 18 1998,Millwall FC,2-1,Northampton Town FC
9,Fri Sep 18 1998,Manchester City FC,1-1,Chesterfield FC
9,Fri Sep 18 1998,Gillingham FC,2-1,Burnley FC
9,Fri Sep 18 1998,Fulham FC,3-3,York City FC
9,Fri Sep 18 1998,Bristol Rovers FC,3-0,Lincoln City FC
9,Fri Sep 18 1998,Reading FC,1-1,Colchester United FC
10,Fri Sep 25 1998,York City FC,1-0,Bristol Rovers FC
10,Fri Sep 25 1998,Stoke City FC,1-3,Blackpool FC
10,Fri Sep 25 1998,Preston North End FC,1-1,Gillingham FC
10,Fri Sep 25 1998,Notts County FC,3-1,Millwall FC
10,Fri Sep 25 1998,AFC Bournemouth,2-0,Oldham Athletic AFC
10,Fri Sep 25 1998,Macclesfield Town FC,2-1,Reading FC
10,Fri Sep 25 1998,Luton Town FC,0-1,Walsall FC
10,Fri Sep 25 1998,Lincoln City FC,1-2,Fulham FC
10,Fri Sep 25 1998,Colchester United FC,2-1,Wycombe Wanderers FC
10,Fri Sep 25 1998,Chesterfield FC,2-1,Wrexham AFC
10,Fri Sep 25 1998,Burnley FC,1-1,Wigan Athletic FC
10,Fri Sep 25 1998,Northampton Town FC,2-2,Manchester City FC
6,Mon Sep 28 1998,Millwall FC,1-1,Manchester City FC
6,Mon Sep 28 1998,Fulham FC,2-0,Wycombe Wanderers FC
6,Tue Sep 29 1998,Walsall FC,0-2,Reading FC
11,Fri Oct 2 1998,Reading FC,2-1,Stoke City FC
11,Fri Oct 2 1998,Wrexham AFC,2-1,Lincoln City FC
11,Fri Oct 2 1998,Wigan Athletic FC,1-0,Northampton Town FC
11,Fri Oct 2 1998,Walsall FC,1-0,Preston North End FC
11,Fri Oct 2 1998,Wycombe Wanderers FC,1-1,Notts County FC
11,Fri Oct 2 1998,Oldham Athletic AFC,1-0,Colchester United FC
11,Fri Oct 2 1998,Millwall FC,0-0,Chesterfield FC
11,Fri Oct 2 1998,Manchester City FC,2-2,Burnley FC
11,Fri Oct 2 1998,Blackpool FC,1-2,York City FC
11,Fri Oct 2 1998,Fulham FC,1-3,Luton Town FC
11,Fri Oct 2 1998,Bristol Rovers FC,1-0,AFC Bournemouth
11,Fri Oct 2 1998,Gillingham FC,2-2,Macclesfield Town FC
12,Thu Oct 8 1998,Oldham Athletic AFC,2-3,Wigan Athletic FC
12,Thu Oct 8 1998,Colchester United FC,0-4,Burnley FC
12,Fri Oct 9 1998,Notts County FC,2-3,Lincoln City FC
12,Fri Oct 9 1998,Wrexham AFC,2-1,Walsall FC
12,Fri Oct 9 1998,York City FC,3-3,Luton Town FC
12,Fri Oct 9 1998,Northampton Town FC,3-1,Bristol Rovers FC
12,Fri Oct 9 1998,Macclesfield Town FC,2-2,AFC Bournemouth
12,Fri Oct 9 1998,Gillingham FC,3-0,Wycombe Wanderers FC
12,Fri Oct 9 1998,Blackpool FC,2-3,Millwall FC
12,Sun Oct 11 1998,Stoke City FC,0-0,Chesterfield FC
12,Sun Oct 11 1998,Manchester City FC,0-1,Preston North End FC
13,Fri Oct 16 1998,Preston North End FC,2-0,Colchester United FC
13,Fri Oct 16 1998,Wigan Athletic FC,0-1,Manchester City FC
13,Fri Oct 16 1998,Walsall FC,1-0,Blackpool FC
13,Fri Oct 16 1998,Reading FC,0-0,Gillingham FC
13,Fri Oct 16 1998,Wycombe Wanderers FC,3-0,Macclesfield Town FC
13,Fri Oct 16 1998,Millwall FC,0-1,Fulham FC
13,Fri Oct 16 1998,Luton Town FC,2-0,Oldham Athletic AFC
13,Fri Oct 16 1998,Lincoln City FC,1-2,Stoke City FC
13,Fri Oct 16 1998,Chesterfield FC,2-1,York City FC
13,Fri Oct 16 1998,AFC Bournemouth,1-1,Northampton Town FC
13,Fri Oct 16 1998,Bristol Rovers FC,0-0,Wrexham AFC
13,Fri Oct 16 1998,Burnley FC,1-1,Notts County FC
14,Mon Oct 19 1998,Wycombe Wanderers FC,3-0,Wrexham AFC
14,Mon Oct 19 1998,Walsall FC,1-1,Colchester United FC
14,Mon Oct 19 1998,Preston North End FC,2-2,Macclesfield Town FC
14,Mon Oct 19 1998,Luton Town FC,1-0,Northampton Town FC
14,Mon Oct 19 1998,Lincoln City FC,2-1,Manchester City FC
14,Mon Oct 19 1998,Chesterfield FC,3-0,Notts County FC
14,Mon Oct 19 1998,Burnley FC,1-0,Oldham Athletic AFC
14,Mon Oct 19 1998,AFC Bournemouth,3-3,Gillingham FC
14,Mon Oct 19 1998,Bristol Rovers FC,1-0,Stoke City FC
14,Tue Oct 20 1998,Reading FC,1-1,Blackpool FC
14,Tue Oct 20 1998,Millwall FC,3-1,York City FC
15,Fri Oct 23 1998,Notts County FC,1-1,Bristol Rovers FC
15,Fri Oct 23 1998,Stoke City FC,2-1,Wigan Athletic FC
15,Fri Oct 23 1998,Oldham Athletic AFC,0-0,Wycombe Wanderers FC
15,Fri Oct 23 1998,Wrexham AFC,0-0,Millwall FC
15,Fri Oct 23 1998,Northampton Town FC,1-1,Preston North End FC
15,Fri Oct 23 1998,Manchester City FC,0-1,Reading FC
15,Fri Oct 23 1998,Macclesfield Town FC,2-1,Burnley FC
15,Fri Oct 23 1998,Gillingham FC,1-0,Luton Town FC
15,Fri Oct 23 1998,Fulham FC,4-1,Walsall FC
16,Fri Oct 30 1998,Wycombe Wanderers FC,2-3,Reading FC
16,Fri Oct 30 1998,Wigan Athletic FC,5-0,York City FC
16,Fri Oct 30 1998,Notts County FC,1-0,Stoke City FC
16,Fri Oct 30 1998,Millwall FC,1-1,Oldham Athletic AFC
16,Fri Oct 30 1998,Manchester City FC,2-1,Colchester United FC
16,Fri Oct 30 1998,Blackpool FC,2-3,Fulham FC
16,Fri Oct 30 1998,Lincoln City FC,1-2,Gillingham FC
16,Fri Oct 30 1998,Burnley FC,2-1,Wrexham AFC
16,Fri Oct 30 1998,Bristol Rovers FC,3-4,Walsall FC
16,Fri Oct 30 1998,Macclesfield Town FC,0-1,Northampton Town FC
5,Tue Nov 3 1998,Reading FC,1-0,York City FC
17,Thu Nov 5 1998,Colchester United FC,1-1,Macclesfield Town FC
17,Fri Nov 6 1998,Reading FC,3-3,AFC Bournemouth
17,Fri Nov 6 1998,Wrexham AFC,1-1,Blackpool FC
17,Fri Nov 6 1998,Walsall FC,3-0,Millwall FC
17,Fri Nov 6 1998,Stoke City FC,3-1,Luton Town FC
17,Fri Nov 6 1998,York City FC,1-1,Notts County FC
17,Fri Nov 6 1998,Preston North End FC,4-1,Burnley FC
17,Fri Nov 6 1998,Oldham Athletic AFC,0-3,Manchester City FC
17,Fri Nov 6 1998,Northampton Town FC,1-1,Wycombe Wanderers FC
17,Fri Nov 6 1998,Gillingham FC,3-0,Wigan Athletic FC
17,Fri Nov 6 1998,Chesterfield FC,3-0,Lincoln City FC
17,Fri Nov 6 1998,Fulham FC,1-0,Bristol Rovers FC
18,Mon Nov 9 1998,York City FC,0-2,Macclesfield Town FC
18,Mon Nov 9 1998,Wycombe Wanderers FC,1-0,Manchester City FC
18,Mon Nov 9 1998,Wrexham AFC,0-2,Fulham FC
18,Mon Nov 9 1998,Walsall FC,2-1,Lincoln City FC
18,Mon Nov 9 1998,Bristol Rovers FC,0-2,Blackpool FC
18,Mon Nov 9 1998,Gillingham FC,2-1,Oldham Athletic AFC
18,Mon Nov 9 1998,Colchester United FC,1-0,Northampton Town FC
18,Mon Nov 9 1998,Chesterfield FC,3-1,AFC Bournemouth
18,Mon Nov 9 1998,Burnley FC,0-2,Stoke City FC
18,Mon Nov 9 1998,Preston North End FC,0-1,Millwall FC
18,Tue Nov 10 1998,Reading FC,0-1,Wigan Athletic FC
19,Fri Nov 20 1998,Millwall FC,1-1,Bristol Rovers FC
19,Fri Nov 20 1998,Blackpool FC,0-0,Preston North End FC
19,Fri Nov 20 1998,Oldham Athletic AFC,3-2,Wrexham AFC
19,Fri Nov 20 1998,Notts County FC,1-3,Colchester United FC
19,Fri Nov 20 1998,Northampton Town FC,0-1,Reading FC
19,Fri Nov 20 1998,Wigan Athletic FC,0-0,Wycombe Wanderers FC
19,Fri Nov 20 1998,Manchester City FC,0-0,Gillingham FC
19,Fri Nov 20 1998,Macclesfield Town FC,1-1,Walsall FC
19,Fri Nov 20 1998,Lincoln City FC,2-2,Luton Town FC
19,Fri Nov 20 1998,Fulham FC,2-1,Chesterfield FC
19,Fri Nov 20 1998,AFC Bournemouth,5-0,Burnley FC
19,Fri Nov 20 1998,Stoke City FC,2-0,York City FC
20,Fri Nov 27 1998,York City FC,1-1,Northampton Town FC
20,Fri Nov 27 1998,Wycombe Wanderers FC,0-1,Stoke City FC
20,Fri Nov 27 1998,Wrexham AFC,1-0,Notts County FC
20,Fri Nov 27 1998,Walsall FC,1-0,AFC Bournemouth
20,Fri Nov 27 1998,Reading FC,2-1,Lincoln City FC
20,Fri Nov 27 1998,Preston North End FC,2-2,Wigan Athletic FC
20,Fri Nov 27 1998,Bristol Rovers FC,2-2,Oldham Athletic AFC
20,Fri Nov 27 1998,Gillingham FC,1-0,Fulham FC
20,Fri Nov 27 1998,Colchester United FC,0-0,Millwall FC
20,Fri Nov 27 1998,Chesterfield FC,2-0,Macclesfield Town FC
20,Fri Nov 27 1998,Burnley FC,1-0,Blackpool FC
20,Fri Nov 27 1998,Luton Town FC,1-1,Manchester City FC
14,Mon Nov 30 1998,Wigan Athletic FC,2-0,Fulham FC
15,Fri Dec 4 1998,Blackpool FC,1-1,Chesterfield FC
15,Mon Dec 7 1998,York City FC,2-1,Lincoln City FC
21,Fri Dec 11 1998,Millwall FC,1-1,Reading FC
21,Fri Dec 11 1998,Stoke City FC,0-0,Gillingham FC
21,Fri Dec 11 1998,Oldham Athletic AFC,0-2,Walsall FC
21,Fri Dec 11 1998,Notts County FC,2-3,Preston North End FC
21,Fri Dec 11 1998,Blackpool FC,0-0,Wycombe Wanderers FC
21,Fri Dec 11 1998,Wigan Athletic FC,1-1,Wrexham AFC
21,Fri Dec 11 1998,Manchester City FC,0-0,Bristol Rovers FC
21,Fri Dec 11 1998,Macclesfield Town FC,2-2,Luton Town FC
21,Fri Dec 11 1998,Lincoln City FC,0-0,Colchester United FC
21,Fri Dec 11 1998,Fulham FC,4-0,Burnley FC
21,Fri Dec 11 1998,AFC Bournemouth,2-1,York City FC
21,Fri Dec 11 1998,Northampton Town FC,1-0,Chesterfield FC
22,Thu Dec 17 1998,Colchester United FC,2-2,Blackpool FC
22,Thu Dec 17 1998,Bristol Rovers FC,0-0,Macclesfield Town FC
22,Fri Dec 18 1998,Walsall FC,1-0,Stoke City FC
22,Fri Dec 18 1998,Wycombe Wanderers FC,4-1,Lincoln City FC
22,Fri Dec 18 1998,Wrexham AFC,0-1,AFC Bournemouth
22,Fri Dec 18 1998,Burnley FC,0-2,Northampton Town FC
22,Fri Dec 18 1998,Reading FC,1-1,Oldham Athletic AFC
22,Fri Dec 18 1998,Preston North End FC,0-1,Fulham FC
22,Fri Dec 18 1998,Luton Town FC,1-2,Millwall FC
22,Fri Dec 18 1998,Gillingham FC,4-0,Notts County FC
22,Fri Dec 18 1998,Chesterfield FC,1-1,Wigan Athletic FC
22,Fri Dec 18 1998,York City FC,2-1,Manchester City FC
23,Fri Dec 25 1998,York City FC,3-3,Burnley FC
23,Fri Dec 25 1998,Wrexham AFC,0-1,Manchester City FC
23,Fri Dec 25 1998,Walsall FC,2-2,Wycombe Wanderers FC
23,Fri Dec 25 1998,Stoke City FC,0-1,Preston North End FC
23,Fri Dec 25 1998,Notts County FC,3-1,Northampton Town FC
23,Fri Dec 25 1998,Millwall FC,1-2,AFC Bournemouth
23,Fri Dec 25 1998,Lincoln City FC,1-0,Macclesfield Town FC
23,Fri Dec 25 1998,Fulham FC,2-0,Colchester United FC
23,Fri Dec 25 1998,Chesterfield FC,1-3,Oldham Athletic AFC
23,Fri Dec 25 1998,Blackpool FC,1-1,Wigan Athletic FC
24,Sun Dec 27 1998,Wycombe Wanderers FC,1-0,Chesterfield FC
24,Sun Dec 27 1998,Wigan Athletic FC,2-0,Walsall FC
24,Sun Dec 27 1998,Reading FC,1-0,Notts County FC
24,Sun Dec 27 1998,AFC Bournemouth,1-0,Luton Town FC
24,Sun Dec 27 1998,Burnley FC,1-1,Lincoln City FC
24,Sun Dec 27 1998,Colchester United FC,0-3,Bristol Rovers FC
24,Sun Dec 27 1998,Macclesfield Town FC,0-1,Blackpool FC
24,Sun Dec 27 1998,Preston North End FC,3-1,Wrexham AFC
24,Sun Dec 27 1998,Northampton Town FC,1-1,Fulham FC
24,Sun Dec 27 1998,Oldham Athletic AFC,0-2,York City FC
24,Sun Dec 27 1998,Manchester City FC,2-1,Stoke City FC
24,Mon Dec 28 1998,Gillingham FC,1-1,Millwall FC
25,Fri Jan 1 1999,Gillingham FC,1-0,Blackpool FC
25,Fri Jan 1 1999,Reading FC,1-2,Chesterfield FC
25,Fri Jan 1 1999,Wycombe Wanderers FC,1-2,York City FC
25,Fri Jan 1 1999,Colchester United FC,2-2,Luton Town FC
25,Fri Jan 1 1999,Burnley FC,0-0,Walsall FC
26,Fri Jan 8 1999,Stoke City FC,3-1,Northampton Town FC
26,Fri Jan 8 1999,Walsall FC,2-1,Gillingham FC
26,Fri Jan 8 1999,York City FC,0-1,Preston North End FC
26,Fri Jan 8 1999,Reading FC,4-0,Wrexham AFC
26,Fri Jan 8 1999,Notts County FC,0-1,Oldham Athletic AFC
26,Fri Jan 8 1999,Millwall FC,3-1,Wigan Athletic FC
26,Fri Jan 8 1999,Luton Town FC,3-1,Wycombe Wanderers FC
26,Fri Jan 8 1999,Blackpool FC,0-0,Manchester City FC
26,Fri Jan 8 1999,Fulham FC,1-0,Macclesfield Town FC
26,Fri Jan 8 1999,Chesterfield FC,3-1,Colchester United FC
26,Fri Jan 8 1999,Bristol Rovers FC,3-4,Burnley FC
26,Fri Jan 8 1999,Lincoln City FC,2-1,AFC Bournemouth
27,Thu Jan 14 1999,Colchester United FC,1-3,Wrexham AFC
27,Fri Jan 15 1999,Oldham Athletic AFC,3-0,Blackpool FC
27,Fri Jan 15 1999,Reading FC,0-6,Bristol Rovers FC
27,Fri Jan 15 1999,Preston North End FC,2-1,Luton Town FC
27,Fri Jan 15 1999,Wycombe Wanderers FC,0-1,Millwall FC
27,Fri Jan 15 1999,Manchester City FC,3-0,Fulham FC
27,Fri Jan 15 1999,AFC Bournemouth,2-0,Notts County FC
27,Fri Jan 15 1999,Burnley FC,1-2,Chesterfield FC
27,Fri Jan 15 1999,Gillingham FC,3-1,York City FC
28,Fri Jan 22 1999,York City FC,1-1,Reading FC
28,Fri Jan 22 1999,Walsall FC,1-1,Manchester City FC
28,Fri Jan 22 1999,Stoke City FC,3-3,Colchester United FC
28,Fri Jan 22 1999,Millwall FC,1-2,Burnley FC
28,Fri Jan 22 1999,Luton Town FC,0-4,Wigan Athletic FC
28,Fri Jan 22 1999,Chesterfield FC,0-1,Preston North End FC
28,Fri Jan 22 1999,Lincoln City FC,1-0,Northampton Town FC
16,Mon Jan 25 1999,AFC Bournemouth,3-1,Preston North End FC
25,Mon Jan 25 1999,Macclesfield Town FC,0-2,Millwall FC
28,Mon Jan 25 1999,Fulham FC,1-0,Oldham Athletic AFC
29,Thu Jan 28 1999,Stoke City FC,0-1,Manchester City FC
29,Fri Jan 29 1999,York City FC,0-1,Oldham Athletic AFC
29,Fri Jan 29 1999,Wrexham AFC,0-5,Preston North End FC
29,Fri Jan 29 1999,Walsall FC,1-2,Wigan Athletic FC
29,Fri Jan 29 1999,Blackpool FC,2-1,Macclesfield Town FC
29,Fri Jan 29 1999,Millwall FC,3-3,Gillingham FC
29,Fri Jan 29 1999,Luton Town FC,2-2,AFC Bournemouth
29,Fri Jan 29 1999,Lincoln City FC,1-1,Burnley FC
29,Fri Jan 29 1999,Fulham FC,2-0,Northampton Town FC
29,Fri Jan 29 1999,Chesterfield FC,2-0,Wycombe Wanderers FC
29,Fri Jan 29 1999,Bristol Rovers FC,1-1,Colchester United FC
29,Fri Jan 29 1999,Notts County FC,1-1,Reading FC
30,Thu Feb 4 1999,Colchester United FC,2-1,York City FC
30,Fri Feb 5 1999,Wycombe Wanderers FC,1-1,Fulham FC
30,Fri Feb 5 1999,Reading FC,0-1,Walsall FC
30,Fri Feb 5 1999,Preston North End FC,2-2,Bristol Rovers FC
30,Fri Feb 5 1999,Oldham Athletic AFC,2-0,Lincoln City FC
30,Fri Feb 5 1999,Northampton Town FC,0-0,Blackpool FC
30,Fri Feb 5 1999,Manchester City FC,3-0,Millwall FC
30,Fri Feb 5 1999,Macclesfield Town FC,0-2,Wrexham AFC
30,Fri Feb 5 1999,Gillingham FC,3-1,Chesterfield FC
30,Fri Feb 5 1999,Burnley FC,1-2,Luton Town FC
30,Fri Feb 5 1999,AFC Bournemouth,4-0,Stoke City FC
31,Fri Feb 12 1999,York City FC,1-2,Walsall FC
31,Fri Feb 12 1999,Preston North End FC,2-1,Wycombe Wanderers FC
31,Fri Feb 12 1999,Notts County FC,0-1,Blackpool FC
31,Fri Feb 12 1999,Northampton Town FC,0-1,Gillingham FC
31,Fri Feb 12 1999,Macclesfield Town FC,1-0,Oldham Athletic AFC
31,Fri Feb 12 1999,AFC Bournemouth,0-0,Manchester City FC
31,Fri Feb 12 1999,Lincoln City FC,2-0,Millwall FC
31,Fri Feb 12 1999,Colchester United FC,2-1,Wigan Athletic FC
31,Fri Feb 12 1999,Burnley FC,1-1,Reading FC
31,Fri Feb 12 1999,Luton Town FC,1-2,Wrexham AFC
30,Mon Feb 15 1999,Wigan Athletic FC,3-0,Notts County FC
32,Fri Feb 19 1999,Oldham Athletic AFC,0-1,Northampton Town FC
32,Fri Feb 19 1999,Wrexham AFC,1-1,York City FC
32,Fri Feb 19 1999,Blackpool FC,0-1,Lincoln City FC
32,Fri Feb 19 1999,Walsall FC,1-1,Chesterfield FC
32,Fri Feb 19 1999,Reading FC,2-1,Preston North End FC
32,Fri Feb 19 1999,Wycombe Wanderers FC,2-0,Burnley FC
32,Fri Feb 19 1999,Millwall FC,2-0,Stoke City FC
32,Fri Feb 19 1999,Manchester City FC,2-0,Macclesfield Town FC
32,Fri Feb 19 1999,Gillingham FC,1-1,Colchester United FC
32,Fri Feb 19 1999,Fulham FC,2-1,Notts County FC
32,Fri Feb 19 1999,Bristol Rovers FC,1-0,Luton Town FC
32,Fri Feb 19 1999,Wigan Athletic FC,2-1,AFC Bournemouth
12,Mon Feb 22 1999,Fulham FC,3-1,Reading FC
18,Mon Feb 22 1999,Luton Town FC,0-1,Notts County FC
23,Mon Feb 22 1999,Bristol Rovers FC,0-1,Gillingham FC
25,Mon Feb 22 1999,Preston North End FC,5-0,Lincoln City FC
27,Mon Feb 22 1999,Northampton Town FC,0-1,Walsall FC
33,Fri Feb 26 1999,Notts County FC,2-1,Walsall FC
33,Fri Feb 26 1999,Stoke City FC,1-3,Wrexham AFC
33,Fri Feb 26 1999,Preston North End FC,2-1,Oldham Athletic AFC
33,Fri Feb 26 1999,York City FC,0-3,Fulham FC
33,Fri Feb 26 1999,AFC Bournemouth,2-0,Wycombe Wanderers FC
33,Fri Feb 26 1999,Macclesfield Town FC,0-1,Wigan Athletic FC
33,Fri Feb 26 1999,Luton Town FC,1-0,Blackpool FC
33,Fri Feb 26 1999,Lincoln City FC,1-0,Bristol Rovers FC
33,Fri Feb 26 1999,Colchester United FC,1-1,Reading FC
33,Fri Feb 26 1999,Chesterfield FC,1-1,Manchester City FC
33,Fri Feb 26 1999,Burnley FC,0-5,Gillingham FC
33,Fri Feb 26 1999,Northampton Town FC,1-2,Millwall FC
25,Mon Mar 1 1999,AFC Bournemouth,1-1,Fulham FC
25,Mon Mar 1 1999,Northampton Town FC,0-2,Wrexham AFC
35,Mon Mar 1 1999,Chesterfield FC,2-1,Millwall FC
34,Fri Mar 5 1999,Wycombe Wanderers FC,2-2,Colchester United FC
34,Fri Mar 5 1999,Wrexham AFC,0-0,Chesterfield FC
34,Fri Mar 5 1999,Walsall FC,1-0,Luton Town FC
34,Fri Mar 5 1999,Reading FC,1-0,Macclesfield Town FC
34,Fri Mar 5 1999,Oldham Athletic AFC,2-3,AFC Bournemouth
34,Fri Mar 5 1999,Millwall FC,1-3,Notts County FC
34,Fri Mar 5 1999,Manchester City FC,0-0,Northampton Town FC
34,Fri Mar 5 1999,Blackpool FC,0-1,Stoke City FC
34,Fri Mar 5 1999,Fulham FC,1-0,Lincoln City FC
34,Fri Mar 5 1999,Bristol Rovers FC,2-0,York City FC
34,Fri Mar 5 1999,Gillingham FC,1-1,Preston North End FC
35,Mon Mar 8 1999,AFC Bournemouth,1-0,Bristol Rovers FC
35,Mon Mar 8 1999,Luton Town FC,0-4,Fulham FC
35,Mon Mar 8 1999,Colchester United FC,2-2,Oldham Athletic AFC
