Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 31 Aug 1935 (34),Rotherham United FC (1),1-2,?,Wrexham AFC (1)
?,(Sat) 31 Aug 1935 (34),York City FC (1),0-4,?,Stockport County FC (1)
?,(Sat) 31 Aug 1935 (34),Walsall FC (1),2-0,?,Gateshead FC (1)
?,(Sat) 31 Aug 1935 (34),Chester FC (1),5-1,?,Southport FC (1)
?,(Sat) 31 Aug 1935 (34),Rochdale AFC (1),2-1,?,Crewe Alexandra FC (1)
?,(Sat) 31 Aug 1935 (34),Carlisle United FC (1),3-0,?,Darlington FC (1)
?,(Sat) 31 Aug 1935 (34),New Brighton Tower FC (1898-1901) (1),0-0,?,Tranmere Rovers FC (1)
?,(Sat) 31 Aug 1935 (34),Barrow AFC (1),1-1,?,Chesterfield FC (1)
?,(Sat) 31 Aug 1935 (34),Mansfield Town FC (1),1-0,?,Oldham Athletic AFC (1)
?,(Sat) 31 Aug 1935 (34),Hartlepool United FC (1),1-0,?,FC Halifax Town (1)
?,(Sat) 31 Aug 1935 (34),Lincoln City FC (1),6-0,?,Accrington Stanley FC (1)
?,(Mon) 2 Sep 1935 (35),Chesterfield FC (2),2-2,?,York City FC (2)
?,(Mon) 2 Sep 1935 (35),Barrow AFC (2),3-0,?,New Brighton Tower FC (1898-1901) (2)
?,(Mon) 2 Sep 1935 (35),Tranmere Rovers FC (2),2-0,?,Gateshead FC (2)
?,(Mon) 2 Sep 1935 (35),Stockport County FC (2),4-0,?,Rochdale AFC (2)
?,(Mon) 2 Sep 1935 (35),Accrington Stanley FC (2),0-3,?,Chester FC (2)
?,(Mon) 2 Sep 1935 (35),FC Halifax Town (2),1-0,?,Carlisle United FC (2)
?,(Mon) 2 Sep 1935 (35),Crewe Alexandra FC (2),2-1,?,Lincoln City FC (2)
?,(Tue) 3 Sep 1935 (35),Southport FC (2),2-1,?,Rotherham United FC (2)
?,(Wed) 4 Sep 1935 (35),Darlington FC (2),1-1,?,Walsall FC (2)
?,(Wed) 4 Sep 1935 (35),Hartlepool United FC (2),0-1,?,Oldham Athletic AFC (2)
?,(Wed) 4 Sep 1935 (35),Wrexham AFC (2),5-1,?,Mansfield Town FC (2)
?,(Sat) 7 Sep 1935 (35),Darlington FC (3),4-2,?,Hartlepool United FC (3)
?,(Sat) 7 Sep 1935 (35),Oldham Athletic AFC (3),4-1,?,Rotherham United FC (3)
?,(Sat) 7 Sep 1935 (35),Stockport County FC (3),2-1,?,Barrow AFC (3)
?,(Sat) 7 Sep 1935 (35),Gateshead FC (3),1-1,?,Carlisle United FC (3)
?,(Sat) 7 Sep 1935 (35),Chesterfield FC (3),3-1,?,New Brighton Tower FC (1898-1901) (3)
?,(Sat) 7 Sep 1935 (35),Accrington Stanley FC (3),2-4,?,Rochdale AFC (3)
?,(Sat) 7 Sep 1935 (35),FC Halifax Town (3),1-0,?,Mansfield Town FC (3)
?,(Sat) 7 Sep 1935 (35),Wrexham AFC (3),1-0,?,Chester FC (3)
?,(Sat) 7 Sep 1935 (35),Crewe Alexandra FC (3),2-1,?,York City FC (3)
?,(Sat) 7 Sep 1935 (35),Tranmere Rovers FC (3),3-1,?,Walsall FC (3)
?,(Sat) 7 Sep 1935 (35),Southport FC (3),0-3,?,Lincoln City FC (3)
?,(Mon) 9 Sep 1935 (36),Walsall FC (4),4-1,?,Darlington FC (4)
?,(Mon) 9 Sep 1935 (36),Oldham Athletic AFC (4),2-2,?,Hartlepool United FC (4)
?,(Mon) 9 Sep 1935 (36),Lincoln City FC (4),6-2,?,Crewe Alexandra FC (4)
?,(Mon) 9 Sep 1935 (36),Rotherham United FC (4),5-0,?,Southport FC (4)
?,(Tue) 10 Sep 1935 (36),Rochdale AFC (4),1-1,?,Stockport County FC (4)
?,(Wed) 11 Sep 1935 (36),Mansfield Town FC (4),3-2,?,Wrexham AFC (4)
?,(Wed) 11 Sep 1935 (36),Carlisle United FC (4),0-0,?,FC Halifax Town (4)
?,(Wed) 11 Sep 1935 (36),Chester FC (4),4-0,?,Accrington Stanley FC (4)
?,(Wed) 11 Sep 1935 (36),New Brighton Tower FC (1898-1901) (4),2-3,?,Barrow AFC (4)
?,(Wed) 11 Sep 1935 (36),Gateshead FC (4),1-1,?,Tranmere Rovers FC (4)
?,(Wed) 11 Sep 1935 (36),York City FC (4),1-1,?,Chesterfield FC (4)
?,(Sat) 14 Sep 1935 (36),New Brighton Tower FC (1898-1901) (5),2-0,?,Stockport County FC (5)
?,(Sat) 14 Sep 1935 (36),Barrow AFC (5),1-1,?,Crewe Alexandra FC (5)
?,(Sat) 14 Sep 1935 (36),Lincoln City FC (5),1-1,?,Chester FC (5)
?,(Sat) 14 Sep 1935 (36),Walsall FC (5),1-1,?,Chesterfield FC (5)
?,(Sat) 14 Sep 1935 (36),Wrexham AFC (5),0-1,?,Oldham Athletic AFC (5)
?,(Sat) 14 Sep 1935 (36),York City FC (5),1-1,?,Accrington Stanley FC (5)
?,(Sat) 14 Sep 1935 (36),Carlisle United FC (5),0-1,?,Tranmere Rovers FC (5)
?,(Sat) 14 Sep 1935 (36),Rotherham United FC (5),2-0,?,FC Halifax Town (5)
?,(Sat) 14 Sep 1935 (36),Rochdale AFC (5),2-1,?,Southport FC (5)
?,(Sat) 14 Sep 1935 (36),Mansfield Town FC (5),4-2,?,Darlington FC (5)
?,(Sat) 14 Sep 1935 (36),Hartlepool United FC (5),2-0,?,Gateshead FC (5)
?,(Mon) 16 Sep 1935 (37),Tranmere Rovers FC (6),2-0,?,Darlington FC (6)
?,(Mon) 16 Sep 1935 (37),Lincoln City FC (6),3-0,?,Stockport County FC (6)
?,(Mon) 16 Sep 1935 (37),FC Halifax Town (6),1-1,?,Walsall FC (6)
?,(Mon) 16 Sep 1935 (37),Rotherham United FC (6),2-1,?,Mansfield Town FC (6)
?,(Wed) 18 Sep 1935 (37),Wrexham AFC (6),1-0,?,Hartlepool United FC (6)
?,(Wed) 18 Sep 1935 (37),York City FC (6),2-0,?,New Brighton Tower FC (1898-1901) (6)
?,(Wed) 18 Sep 1935 (37),Gateshead FC (6),4-3,?,Barrow AFC (6)
?,(Wed) 18 Sep 1935 (37),Crewe Alexandra FC (6),1-1,?,Chester FC (6)
?,(Thu) 19 Sep 1935 (37),Carlisle United FC (6),2-1,?,Oldham Athletic AFC (6)
?,(Sat) 21 Sep 1935 (37),Darlington FC (7),3-1,?,Rotherham United FC (7)
?,(Sat) 21 Sep 1935 (37),Walsall FC (7),3-0,?,Carlisle United FC (7)
?,(Sat) 21 Sep 1935 (37),Crewe Alexandra FC (7),5-1,?,New Brighton Tower FC (1898-1901) (7)
?,(Sat) 21 Sep 1935 (37),Stockport County FC (7),2-2,?,Chesterfield FC (6)
?,(Sat) 21 Sep 1935 (37),Tranmere Rovers FC (7),3-1,?,Hartlepool United FC (7)
?,(Sat) 21 Sep 1935 (37),Gateshead FC (7),3-1,?,Mansfield Town FC (7)
?,(Sat) 21 Sep 1935 (37),Oldham Athletic AFC (7),2-3,?,Lincoln City FC (7)
?,(Sat) 21 Sep 1935 (37),Chester FC (7),5-2,?,Rochdale AFC (6)
?,(Sat) 21 Sep 1935 (37),Southport FC (6),0-1,?,York City FC (7)
?,(Sat) 21 Sep 1935 (37),Accrington Stanley FC (6),2-0,?,Barrow AFC (7)
?,(Sat) 21 Sep 1935 (37),FC Halifax Town (7),4-1,?,Wrexham AFC (7)
?,(Mon) 23 Sep 1935 (38),Stockport County FC (8),3-2,?,Wrexham AFC (8)
?,(Tue) 24 Sep 1935 (38),Accrington Stanley FC (7),1-0,?,Southport FC (7)
?,(Wed) 25 Sep 1935 (38),Chester FC (8),1-1,?,Oldham Athletic AFC (8)
?,(Sat) 28 Sep 1935 (38),New Brighton Tower FC (1898-1901) (8),2-3,?,Accrington Stanley FC (8)
?,(Sat) 28 Sep 1935 (38),Barrow AFC (8),0-1,?,Southport FC (8)
?,(Sat) 28 Sep 1935 (38),Rochdale AFC (7),0-0,?,Lincoln City FC (8)
?,(Sat) 28 Sep 1935 (38),Carlisle United FC (8),2-1,?,Stockport County FC (9)
?,(Sat) 28 Sep 1935 (38),York City FC (8),1-2,?,Chester FC (9)
?,(Sat) 28 Sep 1935 (38),Mansfield Town FC (8),2-3,?,Tranmere Rovers FC (8)
?,(Sat) 28 Sep 1935 (38),Chesterfield FC (7),6-0,?,Crewe Alexandra FC (8)
?,(Sat) 28 Sep 1935 (38),Wrexham AFC (9),3-1,?,Darlington FC (8)
?,(Sat) 28 Sep 1935 (38),Oldham Athletic AFC (9),3-0,?,FC Halifax Town (8)
?,(Sat) 28 Sep 1935 (38),Hartlepool United FC (8),5-0,?,Walsall FC (8)
?,(Sat) 28 Sep 1935 (38),Rotherham United FC (8),3-0,?,Gateshead FC (8)
?,(Wed) 2 Oct 1935 (39),Chester FC (10),0-1,?,Crewe Alexandra FC (9)
?,(Sat) 5 Oct 1935 (39),Crewe Alexandra FC (10),0-1,?,Stockport County FC (10)
?,(Sat) 5 Oct 1935 (39),Walsall FC (9),7-0,?,Mansfield Town FC (9)
?,(Sat) 5 Oct 1935 (39),Darlington FC (9),5-0,?,Oldham Athletic AFC (10)
?,(Sat) 5 Oct 1935 (39),Accrington Stanley FC (9),0-1,?,Chesterfield FC (8)
?,(Sat) 5 Oct 1935 (39),Lincoln City FC (9),3-2,?,York City FC (9)
?,(Sat) 5 Oct 1935 (39),FC Halifax Town (9),2-0,?,Rochdale AFC (8)
?,(Sat) 5 Oct 1935 (39),Southport FC (9),2-1,?,New Brighton Tower FC (1898-1901) (9)
?,(Sat) 5 Oct 1935 (39),Gateshead FC (9),2-0,?,Wrexham AFC (10)
?,(Sat) 5 Oct 1935 (39),Chester FC (11),1-2,?,Barrow AFC (9)
?,(Sat) 5 Oct 1935 (39),Tranmere Rovers FC (9),2-2,?,Rotherham United FC (9)
?,(Sat) 5 Oct 1935 (39),Carlisle United FC (9),0-0,?,Hartlepool United FC (9)
?,(Sat) 12 Oct 1935 (40),Rotherham United FC (10),2-0,?,Walsall FC (10)
?,(Sat) 12 Oct 1935 (40),Chesterfield FC (9),5-0,?,Southport FC (10)
?,(Sat) 12 Oct 1935 (40),Hartlepool United FC (10),1-0,?,Crewe Alexandra FC (11)
?,(Sat) 12 Oct 1935 (40),York City FC (10),2-1,?,Rochdale AFC (9)
?,(Sat) 12 Oct 1935 (40),Stockport County FC (11),1-2,?,Accrington Stanley FC (10)
?,(Sat) 12 Oct 1935 (40),Mansfield Town FC (10),1-1,?,Carlisle United FC (10)
?,(Sat) 12 Oct 1935 (40),Wrexham AFC (11),4-0,?,Tranmere Rovers FC (10)
?,(Sat) 12 Oct 1935 (40),Barrow AFC (10),0-0,?,Lincoln City FC (10)
?,(Sat) 12 Oct 1935 (40),New Brighton Tower FC (1898-1901) (10),3-3,?,Chester FC (12)
?,(Sat) 12 Oct 1935 (40),FC Halifax Town (10),0-1,?,Darlington FC (10)
?,(Sat) 12 Oct 1935 (40),Oldham Athletic AFC (11),2-2,?,Gateshead FC (10)
?,(Sat) 19 Oct 1935 (41),Lincoln City FC (11),3-1,?,Wrexham AFC (12)
?,(Sat) 19 Oct 1935 (41),Accrington Stanley FC (11),3-2,?,Hartlepool United FC (11)
?,(Sat) 19 Oct 1935 (41),Chester FC (13),0-0,?,Rotherham United FC (11)
?,(Sat) 19 Oct 1935 (41),Barrow AFC (11),2-0,?,Darlington FC (11)
