Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 16 Nov 1935 (45),AFC Bournemouth (1),0-0,?,Aldershot Town FC (1)
?,(Sat) 15 Feb 1936 (6),AFC Bournemouth (2),1-2,?,Brighton & Hove Albion FC (1)
?,(Sat) 11 Apr 1936 (14),AFC Bournemouth (3),3-0,?,Bristol City FC (1)
?,(Thu) 26 Dec 1935 (51),AFC Bournemouth (4),2-1,?,Bristol Rovers FC (1)
?,(Sat) 1 Feb 1936 (4),AFC Bournemouth (5),4-4,?,Cardiff City FC (1)
?,(Sat) 2 Nov 1935 (43),AFC Bournemouth (6),1-1,?,Coventry City FC (1)
?,(Sat) 18 Jan 1936 (2),AFC Bournemouth (7),2-5,?,Crystal Palace FC (1)
?,(Sat) 19 Oct 1935 (41),AFC Bournemouth (8),1-1,?,Exeter City FC (1)
?,(Sat) 5 Oct 1935 (39),AFC Bournemouth (9),1-2,?,Gillingham FC (1)
?,(Mon) 13 Apr 1936 (15),AFC Bournemouth (10),2-0,?,Leyton Orient FC (1)
?,(Wed) 4 Sep 1935 (35),AFC Bournemouth (11),2-1,?,Luton Town FC (1)
?,(Wed) 22 Jan 1936 (3),AFC Bournemouth (12),1-2,?,Millwall FC (1)
?,(Sat) 14 Mar 1936 (10),AFC Bournemouth (13),2-0,?,Newport County AFC (1)
?,(Sat) 7 Sep 1935 (35),AFC Bournemouth (14),4-0,?,Northampton Town FC (1)
?,(Sat) 2 May 1936 (17),AFC Bournemouth (15),0-1,?,Notts County FC (1)
?,(Sat) 29 Feb 1936 (8),AFC Bournemouth (16),0-1,?,Queens Park Rangers FC (1)
?,(Sat) 21 Sep 1935 (37),AFC Bournemouth (17),4-1,?,Reading FC (1)
?,(Sat) 28 Dec 1935 (51),AFC Bournemouth (18),2-1,?,Southend United FC (1)
?,(Sat) 25 Apr 1936 (16),AFC Bournemouth (19),1-0,?,Swindon Town FC (1)
?,(Sat) 28 Mar 1936 (12),AFC Bournemouth (20),1-1,?,Torquay United FC (1)
?,(Wed) 22 Apr 1936 (16),AFC Bournemouth (21),2-2,?,Watford FC (1)
?,(Sat) 21 Mar 1936 (11),Aldershot Town FC (2),2-0,?,AFC Bournemouth (22)
?,(Sat) 7 Sep 1935 (35),Aldershot Town FC (3),1-0,?,Brighton & Hove Albion FC (2)
?,(Sat) 1 Feb 1936 (4),Aldershot Town FC (4),0-0,?,Bristol City FC (2)
?,(Sat) 7 Dec 1935 (48),Aldershot Town FC (5),6-1,?,Bristol Rovers FC (2)
?,(Sat) 18 Apr 1936 (15),Aldershot Town FC (6),1-1,?,Cardiff City FC (2)
