Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 8 Aug 2009 (W32),AFC Wimbledon (1),1-1,0-1,Luton Town FC (1)
?,(Sat) 8 Aug 2009 (W32),Altrincham FC (1),1-1,1-0,Ebbsfleet United FC (1)
?,(Sat) 8 Aug 2009 (W32),Cambridge United FC (1),0-2,0-0,Barrow AFC (1)
?,(Sat) 8 Aug 2009 (W32),Forest Green Rovers FC (1),1-2,0-0,Kettering Town FC (1)
?,(Sat) 8 Aug 2009 (W32),Gateshead FC (1),0-3,0-1,Histon FC (1)
?,(Sat) 8 Aug 2009 (W32),Kidderminster Harriers FC (1),1-0,1-0,Hayes & Yeading United FC (1)
?,(Sat) 8 Aug 2009 (W32),Mansfield Town FC (1),4-0,3-0,Crawley Town FC (1)
?,(Sat) 8 Aug 2009 (W32),Oxford United FC (1),2-1,0-1,York City FC (1)
?,(Sat) 8 Aug 2009 (W32),AFC Rushden & Diamonds (1),0-2,0-0,Salisbury City FC (1)
?,(Sat) 8 Aug 2009 (W32),Stevenage FC (1),1-1,1-1,Tamworth FC (1)
?,(Sat) 8 Aug 2009 (W32),Wrexham AFC (1),3-0,1-0,Eastbourne Borough FC (1)
?,(Tue) 11 Aug 2009 (W33),Barrow AFC (2),0-3,0-1,Altrincham FC (2)
?,(Tue) 11 Aug 2009 (W33),Crawley Town FC (2),3-1,2-1,Forest Green Rovers FC (2)
?,(Tue) 11 Aug 2009 (W33),Eastbourne Borough FC (2),1-0,0-0,AFC Wimbledon (2)
?,(Tue) 11 Aug 2009 (W33),Ebbsfleet United FC (2),1-3,0-1,Cambridge United FC (2)
?,(Tue) 11 Aug 2009 (W33),Hayes & Yeading United FC (2),1-1,0-0,Stevenage FC (2)
?,(Tue) 11 Aug 2009 (W33),Histon FC (2),0-0,0-0,Grays Athletic FC (1)
?,(Tue) 11 Aug 2009 (W33),Kettering Town FC (2),1-1,1-1,Oxford United FC (2)
?,(Tue) 11 Aug 2009 (W33),Luton Town FC (2),4-1,1-1,Mansfield Town FC (2)
?,(Tue) 11 Aug 2009 (W33),Salisbury City FC (2),1-0,0-0,Kidderminster Harriers FC (2)
?,(Tue) 11 Aug 2009 (W33),York City FC (2),0-0,0-0,AFC Rushden & Diamonds (2)
?,(Sat) 15 Aug 2009 (W33),Barrow AFC (3),0-0,0-0,Stevenage FC (3)
?,(Sat) 15 Aug 2009 (W33),Crawley Town FC (3),1-0,0-0,Wrexham AFC (2)
?,(Sat) 15 Aug 2009 (W33),Eastbourne Borough FC (3),1-1,1-0,AFC Rushden & Diamonds (3)
?,(Sat) 15 Aug 2009 (W33),Ebbsfleet United FC (3),0-0,0-0,Kidderminster Harriers FC (3)
?,(Sat) 15 Aug 2009 (W33),Hayes & Yeading United FC (3),1-2,0-1,Altrincham FC (3)
?,(Sat) 15 Aug 2009 (W33),Histon FC (3),3-4,0-1,Oxford United FC (3)
?,(Sat) 15 Aug 2009 (W33),Kettering Town FC (3),1-2,0-1,AFC Wimbledon (3)
?,(Sat) 15 Aug 2009 (W33),Luton Town FC (3),2-1,2-1,Gateshead FC (2)
?,(Sat) 15 Aug 2009 (W33),Salisbury City FC (3),0-1,0-0,Mansfield Town FC (3)
?,(Sat) 15 Aug 2009 (W33),Tamworth FC (2),2-1,2-1,Grays Athletic FC (2)
?,(Sat) 15 Aug 2009 (W33),York City FC (3),2-0,0-0,Forest Green Rovers FC (3)
?,(Tue) 18 Aug 2009 (W34),AFC Wimbledon (4),4-0,1-0,Salisbury City FC (4)
?,(Tue) 18 Aug 2009 (W34),Altrincham FC (4),2-1,2-1,Histon FC (4)
?,(Tue) 18 Aug 2009 (W34),Cambridge United FC (3),0-1,0-1,Crawley Town FC (4)
?,(Tue) 18 Aug 2009 (W34),Forest Green Rovers FC (4),0-1,0-0,Luton Town FC (4)
?,(Tue) 18 Aug 2009 (W34),Gateshead FC (3),1-1,0-1,Tamworth FC (3)
?,(Tue) 18 Aug 2009 (W34),Grays Athletic FC (3),1-0,1-0,Eastbourne Borough FC (4)
?,(Tue) 18 Aug 2009 (W34),Kidderminster Harriers FC (4),0-1,0-0,Kettering Town FC (4)
?,(Tue) 18 Aug 2009 (W34),Mansfield Town FC (4),4-1,1-0,Barrow AFC (4)
?,(Tue) 18 Aug 2009 (W34),AFC Rushden & Diamonds (4),2-1,0-0,Hayes & Yeading United FC (4)
?,(Tue) 18 Aug 2009 (W34),Stevenage FC (4),3-0,1-0,Ebbsfleet United FC (4)
?,(Tue) 18 Aug 2009 (W34),Wrexham AFC (3),1-0,0-0,York City FC (4)
?,(Sat) 22 Aug 2009 (W34),Altrincham FC (5),0-1,0-0,AFC Wimbledon (5)
?,(Sat) 22 Aug 2009 (W34),Crawley Town FC (5),1-4,0-3,Gateshead FC (4)
?,(Sat) 22 Aug 2009 (W34),Eastbourne Borough FC (5),2-1,2-0,Barrow AFC (5)
?,(Sat) 22 Aug 2009 (W34),Grays Athletic FC (4),1-3,0-2,Kidderminster Harriers FC (5)
?,(Sat) 22 Aug 2009 (W34),Hayes & Yeading United FC (5),1-1,0-0,York City FC (5)
?,(Sat) 22 Aug 2009 (W34),Histon FC (5),2-0,1-0,Salisbury City FC (5)
?,(Sat) 22 Aug 2009 (W34),Mansfield Town FC (5),3-0,1-0,Ebbsfleet United FC (5)
?,(Sat) 22 Aug 2009 (W34),Oxford United FC (4),2-1,1-0,Stevenage FC (5)
?,(Sat) 22 Aug 2009 (W34),AFC Rushden & Diamonds (5),4-2,2-1,Forest Green Rovers FC (5)
?,(Sat) 22 Aug 2009 (W34),Tamworth FC (4),0-0,0-0,Cambridge United FC (4)
?,(Sat) 22 Aug 2009 (W34),Wrexham AFC (4),1-2,0-1,Kettering Town FC (5)
?,(Tue) 25 Aug 2009 (W35),Gateshead FC (5),1-2,1-0,York City FC (6)
?,(Tue) 25 Aug 2009 (W35),Tamworth FC (5),2-1,1-1,Wrexham AFC (5)
?,(Sat) 29 Aug 2009 (W35),AFC Wimbledon (6),0-1,0-0,Oxford United FC (5)
?,(Sat) 29 Aug 2009 (W35),Barrow AFC (6),1-0,0-0,Tamworth FC (6)
?,(Sat) 29 Aug 2009 (W35),Cambridge United FC (5),3-0,1-0,Gateshead FC (6)
?,(Sat) 29 Aug 2009 (W35),Crawley Town FC (6),1-1,1-0,Grays Athletic FC (5)
?,(Sat) 29 Aug 2009 (W35),Ebbsfleet United FC (6),1-2,1-1,Hayes & Yeading United FC (6)
?,(Sat) 29 Aug 2009 (W35),Forest Green Rovers FC (6),0-2,0-2,Wrexham AFC (6)
?,(Sat) 29 Aug 2009 (W35),Kettering Town FC (6),0-0,0-0,Luton Town FC (5)
?,(Sat) 29 Aug 2009 (W35),Kidderminster Harriers FC (6),3-0,2-0,Altrincham FC (6)
?,(Sat) 29 Aug 2009 (W35),Salisbury City FC (6),1-1,0-0,Eastbourne Borough FC (6)
?,(Sat) 29 Aug 2009 (W35),Stevenage FC (6),2-1,1-0,AFC Rushden & Diamonds (6)
?,(Sat) 29 Aug 2009 (W35),York City FC (7),3-1,1-0,Histon FC (6)
?,(Mon) 31 Aug 2009 (W36),Eastbourne Borough FC (7),1-2,0-0,Ebbsfleet United FC (7)
?,(Mon) 31 Aug 2009 (W36),Grays Athletic FC (6),2-4,1-2,AFC Wimbledon (7)
?,(Mon) 31 Aug 2009 (W36),Hayes & Yeading United FC (7),3-4,1-1,Salisbury City FC (7)
?,(Mon) 31 Aug 2009 (W36),Histon FC (7),0-2,0-1,Stevenage FC (7)
?,(Mon) 31 Aug 2009 (W36),Mansfield Town FC (6),0-0,0-0,Kettering Town FC (7)
?,(Mon) 31 Aug 2009 (W36),Oxford United FC (6),0-0,0-0,Forest Green Rovers FC (7)
?,(Mon) 31 Aug 2009 (W36),AFC Rushden & Diamonds (7),1-1,0-0,Cambridge United FC (6)
?,(Mon) 31 Aug 2009 (W36),Tamworth FC (7),2-1,0-0,Kidderminster Harriers FC (7)
?,(Mon) 31 Aug 2009 (W36),Wrexham AFC (7),0-0,0-0,Barrow AFC (7)
?,(Tue) 1 Sep 2009 (W36),Luton Town FC (6),3-0,1-0,Crawley Town FC (7)
?,(Sat) 5 Sep 2009 (W36),Barrow AFC (8),1-6,0-3,AFC Rushden & Diamonds (8)
?,(Sat) 5 Sep 2009 (W36),Cambridge United FC (7),7-0,1-0,Forest Green Rovers FC (8)
?,(Sat) 5 Sep 2009 (W36),Ebbsfleet United FC (8),0-2,0-2,Oxford United FC (7)
?,(Sat) 5 Sep 2009 (W36),Gateshead FC (7),0-0,0-0,Hayes & Yeading United FC (8)
?,(Sat) 5 Sep 2009 (W36),Grays Athletic FC (7),1-1,1-1,Mansfield Town FC (7)
?,(Sat) 5 Sep 2009 (W36),Kettering Town FC (8),2-0,0-0,Altrincham FC (7)
