Round,Date,Team 1,FT,Team 2
1,Sat Aug 8 2009,Gillingham FC,5-0,Swindon Town FC
1,Sat Aug 8 2009,Southampton FC,1-1,Millwall FC
1,Sat Aug 8 2009,Yeovil Town FC,2-0,Tranmere Rovers FC
1,Sat Aug 8 2009,Southend United FC,2-2,Huddersfield Town AFC
1,Sat Aug 8 2009,Oldham Athletic AFC,0-0,Stockport County FC
1,Sat Aug 8 2009,Norwich City FC,1-7,Colchester United FC
1,Sat Aug 8 2009,Milton Keynes Dons FC,0-0,Hartlepool United FC
1,Sat Aug 8 2009,Leeds United FC,2-1,Exeter City FC
1,Sat Aug 8 2009,Charlton Athletic FC,3-2,Wycombe Wanderers FC
1,Sat Aug 8 2009,Carlisle United FC,1-3,Brentford FC
1,Sat Aug 8 2009,Bristol Rovers FC,1-2,Leyton Orient FC
1,Sat Aug 8 2009,Brighton & Hove Albion FC,0-1,Walsall FC
2,Sat Aug 15 2009,Wycombe Wanderers FC,0-1,Leeds United FC
2,Sat Aug 15 2009,Walsall FC,2-2,Southend United FC
2,Sat Aug 15 2009,Tranmere Rovers FC,4-2,Gillingham FC
2,Sat Aug 15 2009,Swindon Town FC,0-0,Milton Keynes Dons FC
2,Sat Aug 15 2009,Stockport County FC,0-2,Bristol Rovers FC
2,Sat Aug 15 2009,Brentford FC,0-0,Brighton & Hove Albion FC
2,Sat Aug 15 2009,Leyton Orient FC,1-2,Oldham Athletic AFC
2,Sat Aug 15 2009,Huddersfield Town AFC,3-1,Southampton FC
2,Sat Aug 15 2009,Hartlepool United FC,0-2,Charlton Athletic FC
2,Sat Aug 15 2009,Exeter City FC,1-1,Norwich City FC
2,Sat Aug 15 2009,Colchester United FC,2-1,Yeovil Town FC
2,Sat Aug 15 2009,Millwall FC,0-0,Carlisle United FC
3,Tue Aug 18 2009,Wycombe Wanderers FC,1-1,Southend United FC
3,Tue Aug 18 2009,Walsall FC,1-2,Leeds United FC
3,Tue Aug 18 2009,Tranmere Rovers FC,0-1,Milton Keynes Dons FC
3,Tue Aug 18 2009,Swindon Town FC,1-0,Southampton FC
3,Tue Aug 18 2009,Stockport County FC,1-2,Carlisle United FC
3,Tue Aug 18 2009,Millwall FC,2-0,Oldham Athletic AFC
3,Tue Aug 18 2009,Leyton Orient FC,1-2,Charlton Athletic FC
3,Tue Aug 18 2009,Huddersfield Town AFC,7-1,Brighton & Hove Albion FC
3,Tue Aug 18 2009,Hartlepool United FC,1-2,Bristol Rovers FC
3,Tue Aug 18 2009,Exeter City FC,1-1,Yeovil Town FC
3,Tue Aug 18 2009,Colchester United FC,2-1,Gillingham FC
3,Tue Aug 18 2009,Brentford FC,2-1,Norwich City FC
4,Fri Aug 21 2009,Southend United FC,0-0,Millwall FC
4,Sat Aug 22 2009,Yeovil Town FC,3-3,Leyton Orient FC
4,Sat Aug 22 2009,Southampton FC,1-1,Brentford FC
4,Sat Aug 22 2009,Oldham Athletic AFC,2-2,Swindon Town FC
4,Sat Aug 22 2009,Norwich City FC,5-2,Wycombe Wanderers FC
