Round,Date,Team 1,FT,Team 2
7,Fri Sep 14 2001,Rochdale AFC,2-2,Scunthorpe United FC
7,Fri Sep 14 2001,Torquay United FC,2-1,Darlington FC
7,Fri Sep 14 2001,Swansea City FC,0-2,FC Halifax Town
7,Fri Sep 14 2001,Southend United FC,0-0,Hartlepool United FC
7,Fri Sep 14 2001,York City FC,1-2,Luton Town FC
7,Fri Sep 14 2001,Macclesfield Town FC,0-0,Hull City AFC
7,Fri Sep 14 2001,Lincoln City FC,0-1,Bristol Rovers FC
7,Fri Sep 14 2001,Leyton Orient FC,2-1,Rushden & Diamonds (1992-2011)
7,Fri Sep 14 2001,Kidderminster Harriers FC,0-0,Plymouth Argyle FC
7,Fri Sep 14 2001,Cheltenham Town FC,2-0,Carlisle United FC
7,Fri Sep 14 2001,Exeter City FC,3-2,Oxford United FC
8,Mon Sep 17 2001,Shrewsbury Town FC,4-0,Kidderminster Harriers FC
8,Mon Sep 17 2001,Scunthorpe United FC,2-2,Swansea City FC
8,Mon Sep 17 2001,Rushden & Diamonds (1992-2011),0-0,Torquay United FC
8,Mon Sep 17 2001,Oxford United FC,0-2,Macclesfield Town FC
8,Mon Sep 17 2001,Luton Town FC,1-1,Lincoln City FC
8,Mon Sep 17 2001,Carlisle United FC,2-1,York City FC
8,Mon Sep 17 2001,Hartlepool United FC,0-1,Cheltenham Town FC
8,Mon Sep 17 2001,FC Halifax Town,1-0,Mansfield Town FC
8,Mon Sep 17 2001,Bristol Rovers FC,2-1,Southend United FC
8,Mon Sep 17 2001,Darlington FC,3-0,Leyton Orient FC
8,Mon Sep 17 2001,Hull City AFC,3-1,Rochdale AFC
36,Mon Sep 17 2001,Exeter City FC,2-3,Plymouth Argyle FC
9,Sat Sep 22 2001,Luton Town FC,5-1,Torquay United FC
9,Sat Sep 22 2001,Scunthorpe United FC,0-0,Mansfield Town FC
9,Sat Sep 22 2001,Rushden & Diamonds (1992-2011),1-0,Cheltenham Town FC
9,Sat Sep 22 2001,Plymouth Argyle FC,2-0,Macclesfield Town FC
9,Sat Sep 22 2001,Oxford United FC,2-0,Southend United FC
9,Sat Sep 22 2001,Shrewsbury Town FC,1-0,Rochdale AFC
9,Sat Sep 22 2001,Hull City AFC,2-1,Swansea City FC
9,Sat Sep 22 2001,Hartlepool United FC,1-1,Kidderminster Harriers FC
9,Sat Sep 22 2001,FC Halifax Town,0-0,Leyton Orient FC
9,Sat Sep 22 2001,Bristol Rovers FC,2-2,York City FC
9,Sat Sep 22 2001,Carlisle United FC,2-2,Lincoln City FC
9,Sat Sep 22 2001,Darlington FC,4-0,Exeter City FC
10,Tue Sep 25 2001,York City FC,0-0,Plymouth Argyle FC
10,Tue Sep 25 2001,Torquay United FC,0-0,Scunthorpe United FC
10,Tue Sep 25 2001,Swansea City FC,3-3,Shrewsbury Town FC
10,Tue Sep 25 2001,Southend United FC,3-2,Carlisle United FC
10,Tue Sep 25 2001,Rochdale AFC,2-0,FC Halifax Town
10,Tue Sep 25 2001,Mansfield Town FC,4-2,Hull City AFC
10,Tue Sep 25 2001,Macclesfield Town FC,1-1,Darlington FC
10,Tue Sep 25 2001,Lincoln City FC,2-0,Hartlepool United FC
10,Tue Sep 25 2001,Leyton Orient FC,1-3,Luton Town FC
10,Tue Sep 25 2001,Kidderminster Harriers FC,0-0,Oxford United FC
10,Tue Sep 25 2001,Exeter City FC,1-1,Rushden & Diamonds (1992-2011)
11,Fri Sep 28 2001,Southend United FC,0-1,Cheltenham Town FC
11,Sat Sep 29 2001,Scunthorpe United FC,3-1,Shrewsbury Town FC
11,Sat Sep 29 2001,Rochdale AFC,3-1,Mansfield Town FC
11,Sat Sep 29 2001,Plymouth Argyle FC,2-1,Luton Town FC
11,Sat Sep 29 2001,Lincoln City FC,1-3,York City FC
11,Sat Sep 29 2001,Bristol Rovers FC,1-1,Oxford United FC
11,Sat Sep 29 2001,Kidderminster Harriers FC,0-2,Swansea City FC
11,Sat Sep 29 2001,Hull City AFC,3-0,FC Halifax Town
11,Sat Sep 29 2001,Hartlepool United FC,3-1,Carlisle United FC
11,Sat Sep 29 2001,Exeter City FC,0-0,Macclesfield Town FC
11,Sat Sep 29 2001,Darlington FC,0-0,Rushden & Diamonds (1992-2011)
11,Sat Sep 29 2001,Leyton Orient FC,1-2,Torquay United FC
12,Fri Oct 5 2001,Torquay United FC,2-1,Southend United FC
12,Fri Oct 5 2001,Shrewsbury Town FC,1-1,Hull City AFC
12,Fri Oct 5 2001,Rushden & Diamonds (1992-2011),2-1,Hartlepool United FC
12,Fri Oct 5 2001,Mansfield Town FC,3-2,Leyton Orient FC
12,Fri Oct 5 2001,FC Halifax Town,0-0,Scunthorpe United FC
12,Fri Oct 5 2001,Luton Town FC,5-2,Darlington FC
12,Sat Oct 6 2001,York City FC,2-3,Exeter City FC
12,Sat Oct 6 2001,Oxford United FC,1-1,Plymouth Argyle FC
12,Sat Oct 6 2001,Carlisle United FC,1-0,Bristol Rovers FC
12,Sat Oct 6 2001,Cheltenham Town FC,2-1,Lincoln City FC
12,Sun Oct 7 2001,Macclesfield Town FC,0-1,Kidderminster Harriers FC
12,Tue Oct 9 2001,Swansea City FC,0-1,Rochdale AFC
13,Sat Oct 13 2001,Lincoln City FC,1-0,Oxford United FC
13,Sat Oct 13 2001,Scunthorpe United FC,0-2,Luton Town FC
13,Sat Oct 13 2001,Rochdale AFC,0-0,Rushden & Diamonds (1992-2011)
13,Sat Oct 13 2001,Plymouth Argyle FC,3-0,FC Halifax Town
13,Sat Oct 13 2001,Southend United FC,4-2,Swansea City FC
13,Sat Oct 13 2001,Leyton Orient FC,2-4,Shrewsbury Town FC
13,Sat Oct 13 2001,Kidderminster Harriers FC,0-0,Cheltenham Town FC
13,Sat Oct 13 2001,Hull City AFC,1-0,Torquay United FC
13,Sat Oct 13 2001,Hartlepool United FC,3-0,York City FC
13,Sat Oct 13 2001,Exeter City FC,1-0,Carlisle United FC
13,Sat Oct 13 2001,Bristol Rovers FC,0-2,Macclesfield Town FC
13,Sat Oct 13 2001,Darlington FC,0-1,Mansfield Town FC
14,Sat Oct 20 2001,York City FC,2-1,Southend United FC
14,Sat Oct 20 2001,Torquay United FC,1-0,Hartlepool United FC
14,Sat Oct 20 2001,Swansea City FC,0-1,Leyton Orient FC
14,Sat Oct 20 2001,Rushden & Diamonds (1992-2011),3-3,Hull City AFC
14,Sat Oct 20 2001,Oxford United FC,0-1,Scunthorpe United FC
14,Sat Oct 20 2001,Mansfield Town FC,0-3,Plymouth Argyle FC
14,Sat Oct 20 2001,Macclesfield Town FC,0-1,Lincoln City FC
14,Sat Oct 20 2001,Luton Town FC,0-1,Rochdale AFC
14,Sat Oct 20 2001,FC Halifax Town,0-0,Bristol Rovers FC
14,Sat Oct 20 2001,Carlisle United FC,1-0,Kidderminster Harriers FC
14,Sat Oct 20 2001,Cheltenham Town FC,3-1,Exeter City FC
15,Tue Oct 23 2001,Swansea City FC,2-0,Darlington FC
15,Tue Oct 23 2001,Shrewsbury Town FC,0-2,Rushden & Diamonds (1992-2011)
15,Tue Oct 23 2001,Scunthorpe United FC,2-0,Southend United FC
15,Tue Oct 23 2001,Rochdale AFC,2-2,Cheltenham Town FC
15,Tue Oct 23 2001,Plymouth Argyle FC,2-0,Lincoln City FC
15,Tue Oct 23 2001,Oxford United FC,1-1,Carlisle United FC
15,Tue Oct 23 2001,Mansfield Town FC,2-0,Torquay United FC
15,Tue Oct 23 2001,Macclesfield Town FC,0-1,Hartlepool United FC
15,Tue Oct 23 2001,Kidderminster Harriers FC,4-1,York City FC
15,Tue Oct 23 2001,Hull City AFC,1-1,Leyton Orient FC
15,Tue Oct 23 2001,FC Halifax Town,2-4,Luton Town FC
15,Tue Oct 23 2001,Exeter City FC,1-0,Bristol Rovers FC
16,Sat Oct 27 2001,Carlisle United FC,0-0,FC Halifax Town
16,Sat Oct 27 2001,Torquay United FC,2-1,Shrewsbury Town FC
16,Sat Oct 27 2001,Southend United FC,1-0,Kidderminster Harriers FC
16,Sat Oct 27 2001,Rushden & Diamonds (1992-2011),3-1,Mansfield Town FC
16,Sat Oct 27 2001,Luton Town FC,3-0,Swansea City FC
16,Sat Oct 27 2001,Lincoln City FC,0-0,Exeter City FC
16,Sat Oct 27 2001,Leyton Orient FC,4-2,Rochdale AFC
16,Sat Oct 27 2001,Hartlepool United FC,0-1,Oxford United FC
16,Sat Oct 27 2001,Darlington FC,0-1,Hull City AFC
16,Sat Oct 27 2001,Cheltenham Town FC,3-3,Scunthorpe United FC
16,Sat Oct 27 2001,York City FC,1-0,Macclesfield Town FC
16,Sun Oct 28 2001,Bristol Rovers FC,1-2,Plymouth Argyle FC
17,Sat Nov 3 2001,Swansea City FC,0-0,Rushden & Diamonds (1992-2011)
17,Sat Nov 3 2001,Shrewsbury Town FC,1-1,Lincoln City FC
17,Sat Nov 3 2001,Scunthorpe United FC,4-1,Leyton Orient FC
17,Sat Nov 3 2001,Rochdale AFC,2-0,Torquay United FC
17,Sat Nov 3 2001,Plymouth Argyle FC,1-0,Hartlepool United FC
17,Sat Nov 3 2001,Oxford United FC,2-2,York City FC
17,Sat Nov 3 2001,Exeter City FC,2-1,Southend United FC
17,Sat Nov 3 2001,Macclesfield Town FC,1-1,Carlisle United FC
17,Sat Nov 3 2001,Kidderminster Harriers FC,2-0,Bristol Rovers FC
17,Sat Nov 3 2001,Hull City AFC,5-1,Cheltenham Town FC
17,Sat Nov 3 2001,FC Halifax Town,2-2,Darlington FC
17,Sat Nov 3 2001,Mansfield Town FC,4-1,Luton Town FC
5,Tue Nov 6 2001,Hartlepool United FC,4-0,Hull City AFC
10,Tue Nov 6 2001,Cheltenham Town FC,0-0,Bristol Rovers FC
14,Tue Nov 6 2001,Shrewsbury Town FC,3-0,Darlington FC
18,Fri Nov 9 2001,York City FC,0-2,Scunthorpe United FC
18,Fri Nov 9 2001,Southend United FC,3-0,Macclesfield Town FC
18,Fri Nov 9 2001,Luton Town FC,1-0,Shrewsbury Town FC
18,Fri Nov 9 2001,Cheltenham Town FC,0-0,Plymouth Argyle FC
18,Sat Nov 10 2001,Leyton Orient FC,1-3,Kidderminster Harriers FC
18,Sat Nov 10 2001,Carlisle United FC,0-1,Mansfield Town FC
18,Sat Nov 10 2001,Hartlepool United FC,2-0,Exeter City FC
18,Sat Nov 10 2001,Darlington FC,1-0,Oxford United FC
18,Sat Nov 10 2001,Bristol Rovers FC,0-2,Rochdale AFC
18,Sat Nov 10 2001,Torquay United FC,1-2,Swansea City FC
18,Sat Nov 10 2001,Lincoln City FC,2-1,Hull City AFC
18,Sat Nov 10 2001,Rushden & Diamonds (1992-2011),2-1,FC Halifax Town
19,Tue Nov 20 2001,York City FC,0-2,Swansea City FC
19,Tue Nov 20 2001,Torquay United FC,0-2,Exeter City FC
19,Tue Nov 20 2001,Southend United FC,0-1,Plymouth Argyle FC
19,Tue Nov 20 2001,Rushden & Diamonds (1992-2011),0-0,Scunthorpe United FC
19,Tue Nov 20 2001,Luton Town FC,0-1,Hull City AFC
19,Tue Nov 20 2001,Lincoln City FC,0-1,Kidderminster Harriers FC
19,Tue Nov 20 2001,Leyton Orient FC,3-0,Oxford United FC
19,Tue Nov 20 2001,Hartlepool United FC,3-0,FC Halifax Town
19,Tue Nov 20 2001,Darlington FC,1-0,Rochdale AFC
19,Tue Nov 20 2001,Cheltenham Town FC,4-1,Macclesfield Town FC
19,Tue Nov 20 2001,Carlisle United FC,0-1,Shrewsbury Town FC
19,Tue Nov 20 2001,Bristol Rovers FC,0-1,Mansfield Town FC
20,Fri Nov 23 2001,Swansea City FC,0-1,Hartlepool United FC
20,Fri Nov 23 2001,Mansfield Town FC,1-1,York City FC
20,Sat Nov 24 2001,Exeter City FC,0-0,Leyton Orient FC
20,Sat Nov 24 2001,Scunthorpe United FC,7-1,Darlington FC
20,Sat Nov 24 2001,Rochdale AFC,2-2,Lincoln City FC
20,Sat Nov 24 2001,Shrewsbury Town FC,2-0,Southend United FC
20,Sat Nov 24 2001,Oxford United FC,3-0,Cheltenham Town FC
20,Sat Nov 24 2001,Macclesfield Town FC,4-1,Luton Town FC
20,Sat Nov 24 2001,Kidderminster Harriers FC,3-0,Rushden & Diamonds (1992-2011)
20,Sat Nov 24 2001,Hull City AFC,0-0,Bristol Rovers FC
20,Sat Nov 24 2001,FC Halifax Town,2-0,Torquay United FC
20,Sat Nov 24 2001,Plymouth Argyle FC,3-0,Carlisle United FC
21,Fri Nov 30 2001,Hartlepool United FC,1-1,Rochdale AFC
21,Sat Dec 1 2001,Mansfield Town FC,3-0,Swansea City FC
21,Sat Dec 1 2001,Southend United FC,1-1,Lincoln City FC
21,Sat Dec 1 2001,Shrewsbury Town FC,0-1,Exeter City FC
21,Sat Dec 1 2001,Rushden & Diamonds (1992-2011),3-1,Bristol Rovers FC
21,Sat Dec 1 2001,Torquay United FC,1-2,Macclesfield Town FC
21,Sat Dec 1 2001,Leyton Orient FC,0-0,Plymouth Argyle FC
21,Sat Dec 1 2001,Carlisle United FC,3-0,Scunthorpe United FC
21,Sat Dec 1 2001,Darlington FC,3-1,York City FC
21,Sat Dec 1 2001,Cheltenham Town FC,2-1,FC Halifax Town
21,Sat Dec 1 2001,Hull City AFC,3-0,Oxford United FC
30,Sat Dec 8 2001,Hartlepool United FC,1-2,Luton Town FC
22,Sat Dec 15 2001,York City FC,1-3,Cheltenham Town FC
22,Sat Dec 15 2001,Swansea City FC,0-0,Carlisle United FC
22,Sat Dec 15 2001,Scunthorpe United FC,2-1,Hull City AFC
22,Sat Dec 15 2001,Rochdale AFC,0-1,Southend United FC
22,Sat Dec 15 2001,Plymouth Argyle FC,1-0,Darlington FC
22,Sat Dec 15 2001,Oxford United FC,3-2,Mansfield Town FC
22,Sat Dec 15 2001,Exeter City FC,2-1,Kidderminster Harriers FC
22,Sat Dec 15 2001,Luton Town FC,1-0,Rushden & Diamonds (1992-2011)
22,Sat Dec 15 2001,Lincoln City FC,0-0,Torquay United FC
22,Sat Dec 15 2001,FC Halifax Town,1-2,Shrewsbury Town FC
22,Sat Dec 15 2001,Macclesfield Town FC,2-1,Leyton Orient FC
23,Fri Dec 21 2001,Swansea City FC,2-1,Bristol Rovers FC
23,Fri Dec 21 2001,Shrewsbury Town FC,1-1,Macclesfield Town FC
23,Fri Dec 21 2001,Hull City AFC,0-0,Southend United FC
23,Fri Dec 21 2001,Mansfield Town FC,0-1,Exeter City FC
23,Sat Dec 22 2001,Torquay United FC,3-3,Oxford United FC
23,Sat Dec 22 2001,Scunthorpe United FC,2-1,Plymouth Argyle FC
23,Sat Dec 22 2001,Rushden & Diamonds (1992-2011),3-1,Carlisle United FC
23,Sat Dec 22 2001,Luton Town FC,2-2,Hartlepool United FC
23,Sat Dec 22 2001,Leyton Orient FC,5-0,Lincoln City FC
24,Wed Dec 26 2001,Cheltenham Town FC,1-0,Shrewsbury Town FC
24,Wed Dec 26 2001,Bristol Rovers FC,5-3,Leyton Orient FC
24,Wed Dec 26 2001,Macclesfield Town FC,1-1,FC Halifax Town
24,Wed Dec 26 2001,Oxford United FC,1-2,Luton Town FC
24,Wed Dec 26 2001,Southend United FC,4-2,Rushden & Diamonds (1992-2011)
24,Wed Dec 26 2001,Kidderminster Harriers FC,4-1,Rochdale AFC
24,Wed Dec 26 2001,Plymouth Argyle FC,2-2,Torquay United FC
24,Wed Dec 26 2001,Exeter City FC,0-3,Swansea City FC
25,Sat Dec 29 2001,York City FC,1-1,Shrewsbury Town FC
25,Sat Dec 29 2001,Southend United FC,1-2,Luton Town FC
25,Sat Dec 29 2001,Plymouth Argyle FC,1-0,Rushden & Diamonds (1992-2011)
25,Sat Dec 29 2001,Oxford United FC,6-1,FC Halifax Town
25,Sat Dec 29 2001,Macclesfield Town FC,0-1,Mansfield Town FC
25,Sat Dec 29 2001,Lincoln City FC,3-2,Scunthorpe United FC
25,Sat Dec 29 2001,Bristol Rovers FC,1-0,Darlington FC
25,Sat Dec 29 2001,Hartlepool United FC,3-1,Leyton Orient FC
25,Sat Dec 29 2001,Exeter City FC,1-1,Rochdale AFC
25,Sat Dec 29 2001,Cheltenham Town FC,2-2,Swansea City FC
25,Sat Dec 29 2001,Kidderminster Harriers FC,3-0,Hull City AFC
26,Tue Jan 1 2002,Torquay United FC,0-1,Cheltenham Town FC
27,Sat Jan 5 2002,Torquay United FC,1-4,Kidderminster Harriers FC
27,Sat Jan 5 2002,Swansea City FC,0-0,Lincoln City FC
21,Tue Jan 8 2002,Kidderminster Harriers FC,1-4,Luton Town FC
27,Tue Jan 8 2002,Shrewsbury Town FC,1-0,Oxford United FC
28,Sat Jan 12 2002,Macclesfield Town FC,0-1,Rochdale AFC
28,Sat Jan 12 2002,Southend United FC,1-0,Mansfield Town FC
28,Sat Jan 12 2002,Plymouth Argyle FC,1-0,Hull City AFC
28,Sat Jan 12 2002,Oxford United FC,2-1,Swansea City FC
28,Sat Jan 12 2002,York City FC,1-1,Torquay United FC
28,Sat Jan 12 2002,Bristol Rovers FC,1-1,Scunthorpe United FC
28,Sat Jan 12 2002,Kidderminster Harriers FC,1-0,Darlington FC
28,Sat Jan 12 2002,Hartlepool United FC,2-2,Shrewsbury Town FC
28,Sat Jan 12 2002,Exeter City FC,0-0,FC Halifax Town
28,Sat Jan 12 2002,Cheltenham Town FC,1-1,Luton Town FC
28,Sat Jan 12 2002,Carlisle United FC,6-1,Leyton Orient FC
28,Sat Jan 12 2002,Lincoln City FC,2-4,Rushden & Diamonds (1992-2011)
26,Tue Jan 15 2002,Shrewsbury Town FC,0-1,Bristol Rovers FC
27,Tue Jan 15 2002,Scunthorpe United FC,3-4,Exeter City FC
27,Tue Jan 15 2002,Hull City AFC,0-1,Carlisle United FC
29,Sat Jan 19 2002,Rushden & Diamonds (1992-2011),3-0,York City FC
29,Sat Jan 19 2002,Swansea City FC,0-1,Macclesfield Town FC
29,Sat Jan 19 2002,Shrewsbury Town FC,3-1,Plymouth Argyle FC
29,Sat Jan 19 2002,Scunthorpe United FC,1-0,Kidderminster Harriers FC
29,Sat Jan 19 2002,Torquay United FC,2-1,Bristol Rovers FC
29,Sat Jan 19 2002,Rochdale AFC,1-1,Oxford United FC
29,Sat Jan 19 2002,Darlington FC,2-2,Southend United FC
29,Sat Jan 19 2002,Luton Town FC,1-1,Carlisle United FC
29,Sat Jan 19 2002,Leyton Orient FC,0-2,Cheltenham Town FC
29,Sat Jan 19 2002,Hull City AFC,2-0,Exeter City FC
29,Sat Jan 19 2002,FC Halifax Town,3-0,Lincoln City FC
29,Sat Jan 19 2002,Mansfield Town FC,3-0,Hartlepool United FC
30,Tue Jan 22 2002,York City FC,0-0,Rochdale AFC
30,Tue Jan 22 2002,Southend United FC,2-0,Hull City AFC
30,Tue Jan 22 2002,Plymouth Argyle FC,2-1,Scunthorpe United FC
30,Tue Jan 22 2002,Oxford United FC,1-1,Torquay United FC
30,Tue Jan 22 2002,Macclesfield Town FC,2-1,Shrewsbury Town FC
30,Tue Jan 22 2002,Lincoln City FC,2-0,Leyton Orient FC
30,Tue Jan 22 2002,Kidderminster Harriers FC,2-0,FC Halifax Town
30,Tue Jan 22 2002,Exeter City FC,0-1,Mansfield Town FC
30,Tue Jan 22 2002,Bristol Rovers FC,4-1,Swansea City FC
30,Tue Jan 22 2002,Carlisle United FC,3-0,Rushden & Diamonds (1992-2011)
30,Wed Jan 23 2002,Cheltenham Town FC,0-0,Darlington FC
31,Sat Jan 26 2002,Rochdale AFC,2-0,Swansea City FC
31,Sat Jan 26 2002,Scunthorpe United FC,4-0,FC Halifax Town
31,Sat Jan 26 2002,Southend United FC,1-1,Torquay United FC
31,Sat Jan 26 2002,Plymouth Argyle FC,4-2,Oxford United FC
31,Sat Jan 26 2002,Hull City AFC,3-0,Shrewsbury Town FC
31,Sat Jan 26 2002,Darlington FC,3-2,Luton Town FC
31,Sat Jan 26 2002,Hartlepool United FC,5-1,Rushden & Diamonds (1992-2011)
24,Tue Jan 29 2002,Hartlepool United FC,3-2,Scunthorpe United FC
24,Tue Jan 29 2002,York City FC,2-1,Hull City AFC
26,Tue Jan 29 2002,Darlington FC,2-1,Lincoln City FC
26,Tue Jan 29 2002,Mansfield Town FC,1-1,Kidderminster Harriers FC
26,Tue Jan 29 2002,Rochdale AFC,1-1,Carlisle United FC
27,Tue Jan 29 2002,Rushden & Diamonds (1992-2011),2-0,Macclesfield Town FC
27,Tue Jan 29 2002,FC Halifax Town,1-1,Southend United FC
32,Sat Feb 2 2002,FC Halifax Town,0-1,Hull City AFC
32,Sat Feb 2 2002,Shrewsbury Town FC,2-2,Scunthorpe United FC
32,Sat Feb 2 2002,Rushden & Diamonds (1992-2011),2-1,Darlington FC
32,Sat Feb 2 2002,Oxford United FC,0-0,Bristol Rovers FC
32,Sat Feb 2 2002,Mansfield Town FC,3-1,Rochdale AFC
32,Sat Feb 2 2002,Macclesfield Town FC,1-2,Exeter City FC
32,Sat Feb 2 2002,Luton Town FC,2-0,Plymouth Argyle FC
32,Sat Feb 2 2002,Torquay United FC,1-1,Leyton Orient FC
23,Tue Feb 5 2002,Rochdale AFC,5-4,York City FC
24,Tue Feb 5 2002,Carlisle United FC,1-3,Darlington FC
26,Tue Feb 5 2002,Rushden & Diamonds (1992-2011),2-1,Oxford United FC
26,Tue Feb 5 2002,Hull City AFC,1-1,Hartlepool United FC
26,Tue Feb 5 2002,Swansea City FC,0-1,Plymouth Argyle FC
33,Sat Feb 9 2002,Plymouth Argyle FC,1-0,Mansfield Town FC
33,Sat Feb 9 2002,Scunthorpe United FC,1-0,Oxford United FC
33,Sat Feb 9 2002,Rochdale AFC,1-0,Luton Town FC
33,Sat Feb 9 2002,Southend United FC,0-1,York City FC
33,Sat Feb 9 2002,Lincoln City FC,1-0,Macclesfield Town FC
33,Sat Feb 9 2002,Leyton Orient FC,2-2,Swansea City FC
33,Sat Feb 9 2002,Kidderminster Harriers FC,2-2,Carlisle United FC
33,Sat Feb 9 2002,Hull City AFC,2-1,Rushden & Diamonds (1992-2011)
33,Sat Feb 9 2002,Hartlepool United FC,4-1,Torquay United FC
33,Sat Feb 9 2002,Exeter City FC,0-2,Cheltenham Town FC
33,Sat Feb 9 2002,Darlington FC,3-3,Shrewsbury Town FC
33,Sat Feb 9 2002,Bristol Rovers FC,2-0,FC Halifax Town
