Round,Date,Team 1,FT,Team 2
22,Mon Feb 11 2002,Brighton & Hove Albion FC,3-1,Reading FC
24,Tue Feb 12 2002,Chesterfield FC,0-1,Wycombe Wanderers FC
26,Tue Feb 12 2002,Brentford FC,2-1,Cardiff City FC
34,Tue Feb 12 2002,Tranmere Rovers FC,2-0,Northampton Town FC
31,Wed Feb 13 2002,Cambridge United FC,0-1,Port Vale FC
34,Thu Feb 14 2002,Swindon Town FC,0-0,Reading FC
34,Sat Feb 16 2002,Queens Park Rangers FC,2-1,Wrexham AFC
34,Sat Feb 16 2002,Wigan Athletic FC,4-0,Cardiff City FC
34,Sat Feb 16 2002,Port Vale FC,4-1,Chesterfield FC
34,Sat Feb 16 2002,Peterborough United FC,1-1,Brentford FC
34,Sat Feb 16 2002,Notts County FC,0-0,Stoke City FC
34,Sat Feb 16 2002,Colchester United FC,1-1,Blackpool FC
34,Sat Feb 16 2002,AFC Bournemouth,1-2,Wycombe Wanderers FC
34,Sat Feb 16 2002,Bristol City FC,3-0,Oldham Athletic AFC
34,Sat Feb 16 2002,Brighton & Hove Albion FC,1-0,Huddersfield Town AFC
34,Sat Feb 16 2002,Bury FC,2-2,Cambridge United FC
26,Tue Feb 19 2002,Notts County FC,1-3,Wigan Athletic FC
26,Tue Feb 19 2002,Oldham Athletic AFC,1-1,Tranmere Rovers FC
27,Tue Feb 19 2002,Wycombe Wanderers FC,1-4,Blackpool FC
31,Tue Feb 19 2002,Cardiff City FC,1-0,Bury FC
31,Tue Feb 19 2002,Northampton Town FC,2-1,Peterborough United FC
35,Fri Feb 22 2002,Tranmere Rovers FC,0-0,Swindon Town FC
35,Sat Feb 23 2002,Reading FC,1-0,Stoke City FC
35,Sat Feb 23 2002,Wigan Athletic FC,0-0,Wycombe Wanderers FC
35,Sat Feb 23 2002,Blackpool FC,1-2,Huddersfield Town AFC
35,Sat Feb 23 2002,Port Vale FC,1-0,Queens Park Rangers FC
35,Sat Feb 23 2002,Peterborough United FC,2-2,Oldham Athletic AFC
35,Sat Feb 23 2002,Colchester United FC,0-0,Bristol City FC
35,Sat Feb 23 2002,Chesterfield FC,2-2,Northampton Town FC
35,Sat Feb 23 2002,Brentford FC,2-1,Notts County FC
35,Sat Feb 23 2002,Bury FC,2-1,AFC Bournemouth
35,Sat Feb 23 2002,Brighton & Hove Albion FC,0-0,Wrexham AFC
35,Sat Feb 23 2002,Cardiff City FC,2-0,Cambridge United FC
36,Tue Feb 26 2002,Wrexham AFC,1-1,Tranmere Rovers FC
36,Tue Feb 26 2002,Wycombe Wanderers FC,0-2,Reading FC
36,Tue Feb 26 2002,Swindon Town FC,2-1,Chesterfield FC
36,Tue Feb 26 2002,Stoke City FC,4-0,Bury FC
36,Tue Feb 26 2002,Queens Park Rangers FC,1-1,Wigan Athletic FC
36,Tue Feb 26 2002,AFC Bournemouth,1-1,Brighton & Hove Albion FC
36,Tue Feb 26 2002,Notts County FC,1-1,Colchester United FC
36,Tue Feb 26 2002,Northampton Town FC,1-0,Port Vale FC
36,Tue Feb 26 2002,Cambridge United FC,0-3,Blackpool FC
36,Tue Feb 26 2002,Bristol City FC,1-0,Peterborough United FC
36,Tue Feb 26 2002,Oldham Athletic AFC,3-2,Brentford FC
37,Fri Mar 1 2002,Stoke City FC,3-1,Brighton & Hove Albion FC
37,Sat Mar 2 2002,Wycombe Wanderers FC,0-2,Bury FC
37,Sat Mar 2 2002,Wrexham AFC,0-1,Chesterfield FC
37,Sat Mar 2 2002,Swindon Town FC,3-0,Port Vale FC
37,Sat Mar 2 2002,Queens Park Rangers FC,2-0,Blackpool FC
37,Sat Mar 2 2002,Oldham Athletic AFC,4-1,Colchester United FC
37,Sat Mar 2 2002,Notts County FC,3-0,Tranmere Rovers FC
37,Sat Mar 2 2002,Northampton Town FC,1-2,Cardiff City FC
37,Sat Mar 2 2002,Huddersfield Town AFC,0-0,Wigan Athletic FC
37,Sat Mar 2 2002,Cambridge United FC,2-2,Reading FC
37,Sat Mar 2 2002,Bristol City FC,0-2,Brentford FC
37,Sat Mar 2 2002,AFC Bournemouth,0-2,Peterborough United FC
38,Tue Mar 5 2002,Wigan Athletic FC,4-1,Cambridge United FC
38,Tue Mar 5 2002,Tranmere Rovers FC,1-0,Bristol City FC
38,Tue Mar 5 2002,Reading FC,2-2,AFC Bournemouth
38,Tue Mar 5 2002,Port Vale FC,1-3,Wrexham AFC
38,Tue Mar 5 2002,Peterborough United FC,0-1,Notts County FC
38,Tue Mar 5 2002,Blackpool FC,1-2,Northampton Town FC
38,Tue Mar 5 2002,Chesterfield FC,1-1,Huddersfield Town AFC
38,Tue Mar 5 2002,Cardiff City FC,1-1,Queens Park Rangers FC
38,Tue Mar 5 2002,Bury FC,1-1,Oldham Athletic AFC
38,Tue Mar 5 2002,Brighton & Hove Albion FC,4-0,Wycombe Wanderers FC
38,Tue Mar 5 2002,Brentford FC,2-0,Swindon Town FC
38,Tue Mar 5 2002,Colchester United FC,1-3,Stoke City FC
39,Sat Mar 9 2002,Wycombe Wanderers FC,1-0,Stoke City FC
39,Sat Mar 9 2002,Wrexham AFC,0-3,Brentford FC
39,Sat Mar 9 2002,Wigan Athletic FC,1-0,Oldham Athletic AFC
39,Sat Mar 9 2002,Reading FC,0-0,Brighton & Hove Albion FC
39,Sat Mar 9 2002,Queens Park Rangers FC,0-0,Chesterfield FC
39,Sat Mar 9 2002,Port Vale FC,1-1,Tranmere Rovers FC
39,Sat Mar 9 2002,Peterborough United FC,3-1,Colchester United FC
39,Sat Mar 9 2002,Huddersfield Town AFC,2-0,Swindon Town FC
39,Sat Mar 9 2002,AFC Bournemouth,5-1,Northampton Town FC
39,Sat Mar 9 2002,Bury FC,0-4,Notts County FC
39,Sat Mar 9 2002,Bristol City FC,2-0,Cambridge United FC
39,Sat Mar 9 2002,Cardiff City FC,2-2,Blackpool FC
26,Tue Mar 12 2002,Wycombe Wanderers FC,2-4,Huddersfield Town AFC
26,Tue Mar 12 2002,Brighton & Hove Albion FC,2-0,Northampton Town FC
27,Tue Mar 12 2002,Brentford FC,0-0,Chesterfield FC
31,Tue Mar 12 2002,Blackpool FC,1-1,Tranmere Rovers FC
40,Sat Mar 16 2002,Oldham Athletic AFC,1-7,Cardiff City FC
40,Sat Mar 16 2002,Swindon Town FC,1-1,Wigan Athletic FC
40,Sat Mar 16 2002,Stoke City FC,1-0,Peterborough United FC
40,Sat Mar 16 2002,Tranmere Rovers FC,0-0,AFC Bournemouth
40,Sat Mar 16 2002,Notts County FC,2-0,Bristol City FC
40,Sat Mar 16 2002,Northampton Town FC,4-1,Wrexham AFC
40,Sat Mar 16 2002,Colchester United FC,3-1,Queens Park Rangers FC
40,Sat Mar 16 2002,Chesterfield FC,0-2,Reading FC
40,Sat Mar 16 2002,Cambridge United FC,0-1,Huddersfield Town AFC
40,Sat Mar 16 2002,Brighton & Hove Albion FC,2-1,Bury FC
40,Sat Mar 16 2002,Blackpool FC,4-0,Port Vale FC
40,Sat Mar 16 2002,Brentford FC,1-0,Wycombe Wanderers FC
23,Tue Mar 19 2002,Peterborough United FC,5-0,Tranmere Rovers FC
26,Tue Mar 19 2002,AFC Bournemouth,2-2,Cambridge United FC
31,Tue Mar 19 2002,Chesterfield FC,2-1,Bristol City FC
41,Tue Mar 19 2002,Blackpool FC,1-3,Brentford FC
41,Fri Mar 22 2002,Cardiff City FC,3-2,Wrexham AFC
41,Sat Mar 23 2002,Wigan Athletic FC,1-2,Tranmere Rovers FC
41,Sat Mar 23 2002,Wycombe Wanderers FC,0-0,Colchester United FC
41,Sat Mar 23 2002,Stoke City FC,1-0,Chesterfield FC
41,Sat Mar 23 2002,Reading FC,2-2,Oldham Athletic AFC
41,Sat Mar 23 2002,Queens Park Rangers FC,1-0,Peterborough United FC
41,Sat Mar 23 2002,Huddersfield Town AFC,2-0,Northampton Town FC
41,Sat Mar 23 2002,Bury FC,1-1,Port Vale FC
41,Sat Mar 23 2002,AFC Bournemouth,1-3,Bristol City FC
41,Sat Mar 23 2002,Brighton & Hove Albion FC,2-2,Notts County FC
42,Fri Mar 29 2002,Northampton Town FC,1-0,Bury FC
42,Sat Mar 30 2002,Wrexham AFC,1-1,Huddersfield Town AFC
42,Sat Mar 30 2002,Tranmere Rovers FC,2-3,Queens Park Rangers FC
42,Sat Mar 30 2002,Swindon Town FC,1-0,Blackpool FC
42,Sat Mar 30 2002,Port Vale FC,1-0,Wigan Athletic FC
42,Sat Mar 30 2002,Peterborough United FC,2-1,Wycombe Wanderers FC
42,Sat Mar 30 2002,Oldham Athletic AFC,2-2,Cambridge United FC
42,Sat Mar 30 2002,Notts County FC,2-0,AFC Bournemouth
42,Sat Mar 30 2002,Colchester United FC,1-4,Brighton & Hove Albion FC
42,Sat Mar 30 2002,Chesterfield FC,0-2,Cardiff City FC
42,Sat Mar 30 2002,Brentford FC,1-0,Stoke City FC
42,Sat Mar 30 2002,Bristol City FC,3-3,Reading FC
43,Mon Apr 1 2002,Brighton & Hove Albion FC,2-1,Bristol City FC
43,Mon Apr 1 2002,Wycombe Wanderers FC,2-1,Tranmere Rovers FC
43,Mon Apr 1 2002,Wigan Athletic FC,2-1,Peterborough United FC
43,Mon Apr 1 2002,Stoke City FC,2-0,Swindon Town FC
43,Mon Apr 1 2002,Reading FC,0-0,Northampton Town FC
43,Mon Apr 1 2002,Blackpool FC,3-0,Wrexham AFC
43,Mon Apr 1 2002,Huddersfield Town AFC,0-0,Oldham Athletic AFC
43,Mon Apr 1 2002,Cardiff City FC,1-0,Port Vale FC
43,Mon Apr 1 2002,Bury FC,2-0,Brentford FC
43,Mon Apr 1 2002,Queens Park Rangers FC,3-2,Notts County FC
43,Tue Apr 2 2002,Cambridge United FC,4-1,Chesterfield FC
43,Tue Apr 2 2002,AFC Bournemouth,0-1,Colchester United FC
44,Sat Apr 6 2002,Peterborough United FC,0-1,Brighton & Hove Albion FC
44,Sat Apr 6 2002,Wrexham AFC,5-0,Cambridge United FC
44,Sat Apr 6 2002,Swindon Town FC,0-1,Queens Park Rangers FC
44,Sat Apr 6 2002,Port Vale FC,0-0,AFC Bournemouth
44,Sat Apr 6 2002,Oldham Athletic AFC,2-1,Stoke City FC
44,Sat Apr 6 2002,Notts County FC,1-0,Blackpool FC
44,Sat Apr 6 2002,Northampton Town FC,4-1,Wycombe Wanderers FC
44,Sat Apr 6 2002,Brentford FC,3-0,Huddersfield Town AFC
44,Sat Apr 6 2002,Chesterfield FC,1-2,Wigan Athletic FC
44,Sat Apr 6 2002,Bristol City FC,2-0,Bury FC
44,Sat Apr 6 2002,Colchester United FC,0-1,Cardiff City FC
44,Sun Apr 7 2002,Tranmere Rovers FC,2-2,Reading FC
36,Tue Apr 9 2002,Huddersfield Town AFC,2-2,Cardiff City FC
41,Tue Apr 9 2002,Cambridge United FC,1-2,Swindon Town FC
45,Sat Apr 13 2002,Queens Park Rangers FC,0-0,Brentford FC
45,Sat Apr 13 2002,Wigan Athletic FC,3-0,Northampton Town FC
45,Sat Apr 13 2002,Stoke City FC,1-0,Wrexham AFC
45,Sat Apr 13 2002,Reading FC,2-2,Peterborough United FC
45,Sat Apr 13 2002,Wycombe Wanderers FC,2-1,Oldham Athletic AFC
45,Sat Apr 13 2002,Huddersfield Town AFC,2-1,Port Vale FC
45,Sat Apr 13 2002,Cardiff City FC,2-1,Notts County FC
45,Sat Apr 13 2002,Cambridge United FC,2-1,Tranmere Rovers FC
45,Sat Apr 13 2002,Bury FC,1-3,Colchester United FC
45,Sat Apr 13 2002,Brighton & Hove Albion FC,0-0,Swindon Town FC
45,Sat Apr 13 2002,Blackpool FC,5-1,Bristol City FC
45,Sat Apr 13 2002,AFC Bournemouth,3-1,Chesterfield FC
46,Sat Apr 20 2002,Wrexham AFC,2-1,AFC Bournemouth
46,Sat Apr 20 2002,Tranmere Rovers FC,0-1,Cardiff City FC
46,Sat Apr 20 2002,Swindon Town FC,1-1,Wycombe Wanderers FC
46,Sat Apr 20 2002,Port Vale FC,0-1,Brighton & Hove Albion FC
46,Sat Apr 20 2002,Peterborough United FC,2-1,Bury FC
46,Sat Apr 20 2002,Oldham Athletic AFC,1-0,Queens Park Rangers FC
46,Sat Apr 20 2002,Notts County FC,2-1,Huddersfield Town AFC
46,Sat Apr 20 2002,Northampton Town FC,2-2,Cambridge United FC
46,Sat Apr 20 2002,Colchester United FC,2-2,Wigan Athletic FC
46,Sat Apr 20 2002,Chesterfield FC,2-1,Blackpool FC
46,Sat Apr 20 2002,Bristol City FC,1-1,Stoke City FC
46,Sat Apr 20 2002,Brentford FC,1-1,Reading FC
