Matchday,Date,Team 1,FT,Team 2
33,Tue Feb 14 2006,Barnsley FC,1-1,Port Vale FC
33,Tue Feb 14 2006,Blackpool FC,0-1,Huddersfield Town AFC
33,Tue Feb 14 2006,Brentford FC,2-0,Southend United FC
33,Tue Feb 14 2006,Colchester United FC,0-0,Walsall FC
33,Tue Feb 14 2006,Rotherham United FC,2-0,AFC Bournemouth
33,Tue Feb 14 2006,Scunthorpe United FC,0-2,Bristol City FC
33,Tue Feb 14 2006,Yeovil Town FC,1-1,Milton Keynes Dons FC
33,Tue Feb 14 2006,Tranmere Rovers FC,0-0,Hartlepool United FC
33,Tue Feb 14 2006,Swindon Town FC,1-0,Gillingham FC
33,Wed Feb 15 2006,Chesterfield FC,0-1,Doncaster Rovers FC
33,Wed Feb 15 2006,Oldham Athletic AFC,3-0,Nottingham Forest FC
34,Sat Feb 18 2006,Scunthorpe United FC,2-2,Swansea City FC
34,Sat Feb 18 2006,Bradford City AFC,1-1,Bristol City FC
34,Sat Feb 18 2006,Chesterfield FC,3-4,Southend United FC
34,Sat Feb 18 2006,Doncaster Rovers FC,2-0,Gillingham FC
34,Sat Feb 18 2006,AFC Bournemouth,1-1,Blackpool FC
34,Sat Feb 18 2006,Walsall FC,0-2,Oldham Athletic AFC
34,Sat Feb 18 2006,Huddersfield Town AFC,5-0,Milton Keynes Dons FC
34,Sat Feb 18 2006,Tranmere Rovers FC,0-1,Barnsley FC
34,Sat Feb 18 2006,Swindon Town FC,2-3,Rotherham United FC
34,Sat Feb 18 2006,Port Vale FC,0-2,Nottingham Forest FC
35,Fri Feb 24 2006,Swansea City FC,2-2,Huddersfield Town AFC
35,Sat Feb 25 2006,Hartlepool United FC,1-1,Doncaster Rovers FC
35,Sat Feb 25 2006,Blackpool FC,2-0,Yeovil Town FC
35,Sat Feb 25 2006,Gillingham FC,1-3,Scunthorpe United FC
35,Sat Feb 25 2006,Oldham Athletic AFC,1-0,Tranmere Rovers FC
35,Sat Feb 25 2006,Bristol City FC,3-1,AFC Bournemouth
35,Sat Feb 25 2006,Milton Keynes Dons FC,2-1,Bradford City AFC
35,Sat Feb 25 2006,Nottingham Forest FC,7-1,Swindon Town FC
35,Sat Feb 25 2006,Barnsley FC,1-0,Colchester United FC
35,Sat Feb 25 2006,Southend United FC,0-0,Walsall FC
35,Sat Feb 25 2006,Rotherham United FC,0-4,Chesterfield FC
35,Sat Feb 25 2006,Brentford FC,0-1,Port Vale FC
24,Tue Feb 28 2006,AFC Bournemouth,1-1,Barnsley FC
30,Tue Feb 28 2006,Port Vale FC,1-2,Scunthorpe United FC
24,Tue Feb 28 2006,Doncaster Rovers FC,0-0,Brentford FC
36,Sat Mar 4 2006,Chesterfield FC,0-3,Yeovil Town FC
36,Sat Mar 4 2006,Huddersfield Town AFC,2-2,Doncaster Rovers FC
36,Sat Mar 4 2006,Bristol City FC,1-1,Nottingham Forest FC
36,Sat Mar 4 2006,Colchester United FC,0-3,Southend United FC
36,Sat Mar 4 2006,Barnsley FC,2-2,Swansea City FC
36,Tue Mar 7 2006,Swindon Town FC,1-2,Tranmere Rovers FC
34,Tue Mar 7 2006,Yeovil Town FC,1-2,Brentford FC
37,Fri Mar 10 2006,Milton Keynes Dons FC,0-1,Bristol City FC
37,Fri Mar 10 2006,Hartlepool United FC,3-1,Huddersfield Town AFC
37,Fri Mar 10 2006,Southend United FC,3-0,Scunthorpe United FC
37,Sat Mar 11 2006,Nottingham Forest FC,1-1,Gillingham FC
37,Sat Mar 11 2006,Oldham Athletic AFC,1-0,Colchester United FC
37,Sat Mar 11 2006,Tranmere Rovers FC,4-1,Chesterfield FC
37,Sat Mar 11 2006,Blackpool FC,0-0,Rotherham United FC
37,Sat Mar 11 2006,AFC Bournemouth,0-1,Bradford City AFC
37,Sat Mar 11 2006,Brentford FC,3-1,Barnsley FC
37,Sat Mar 11 2006,Doncaster Rovers FC,1-1,Port Vale FC
37,Sat Mar 11 2006,Yeovil Town FC,0-0,Swindon Town FC
37,Sun Mar 12 2006,Swansea City FC,1-1,Walsall FC
36,Tue Mar 14 2006,Scunthorpe United FC,2-0,Hartlepool United FC
36,Tue Mar 14 2006,Rotherham United FC,2-0,Oldham Athletic AFC
38,Fri Mar 17 2006,Tranmere Rovers FC,1-2,Walsall FC
38,Fri Mar 17 2006,Swansea City FC,2-1,Brentford FC
38,Sat Mar 18 2006,Blackpool FC,1-0,Port Vale FC
38,Sat Mar 18 2006,Doncaster Rovers FC,1-2,Nottingham Forest FC
38,Sat Mar 18 2006,Milton Keynes Dons FC,2-1,Southend United FC
38,Sat Mar 18 2006,Chesterfield FC,1-2,Scunthorpe United FC
38,Sat Mar 18 2006,Bristol City FC,6-0,Gillingham FC
38,Sat Mar 18 2006,Bradford City AFC,1-4,Oldham Athletic AFC
38,Sat Mar 18 2006,AFC Bournemouth,1-0,Yeovil Town FC
38,Sat Mar 18 2006,Colchester United FC,1-0,Swindon Town FC
38,Sat Mar 18 2006,Hartlepool United FC,1-1,Barnsley FC
38,Sat Mar 18 2006,Huddersfield Town AFC,4-1,Rotherham United FC
36,Tue Mar 21 2006,Gillingham FC,3-2,Brentford FC
36,Tue Mar 21 2006,Bradford City AFC,1-0,Blackpool FC
30,Tue Mar 21 2006,Doncaster Rovers FC,0-0,Colchester United FC
30,Tue Mar 21 2006,Walsall FC,0-2,Yeovil Town FC
39,Sat Mar 25 2006,Walsall FC,2-2,Bradford City AFC
39,Sat Mar 25 2006,Gillingham FC,1-0,Swansea City FC
39,Sat Mar 25 2006,Brentford FC,0-1,Doncaster Rovers FC
39,Sat Mar 25 2006,Nottingham Forest FC,3-0,Milton Keynes Dons FC
39,Sat Mar 25 2006,Yeovil Town FC,2-2,Tranmere Rovers FC
39,Sat Mar 25 2006,Barnsley FC,0-0,AFC Bournemouth
39,Sat Mar 25 2006,Swindon Town FC,2-0,Chesterfield FC
39,Sat Mar 25 2006,Oldham Athletic AFC,3-1,Blackpool FC
39,Sat Mar 25 2006,Scunthorpe United FC,0-0,Colchester United FC
39,Sat Mar 25 2006,Rotherham United FC,3-1,Bristol City FC
39,Sat Mar 25 2006,Port Vale FC,1-1,Huddersfield Town AFC
39,Sat Mar 25 2006,Southend United FC,3-0,Hartlepool United FC
30,Tue Mar 28 2006,Milton Keynes Dons FC,0-1,Brentford FC
40,Fri Mar 31 2006,Hartlepool United FC,1-1,Oldham Athletic AFC
40,Fri Mar 31 2006,Tranmere Rovers FC,3-0,Port Vale FC
40,Sat Apr 1 2006,Milton Keynes Dons FC,1-2,Gillingham FC
40,Sat Apr 1 2006,Bradford City AFC,4-2,Scunthorpe United FC
40,Sat Apr 1 2006,AFC Bournemouth,1-1,Southend United FC
40,Sat Apr 1 2006,Huddersfield Town AFC,1-0,Barnsley FC
40,Sat Apr 1 2006,Bristol City FC,2-1,Yeovil Town FC
40,Sat Apr 1 2006,Doncaster Rovers FC,3-1,Rotherham United FC
40,Sat Apr 1 2006,Blackpool FC,2-0,Walsall FC
40,Sat Apr 1 2006,Colchester United FC,1-1,Brentford FC
40,Sat Apr 1 2006,Chesterfield FC,1-3,Nottingham Forest FC
36,Tue Apr 4 2006,Port Vale FC,3-1,Milton Keynes Dons FC
41,Sat Apr 8 2006,Swindon Town FC,1-1,Hartlepool United FC
41,Sat Apr 8 2006,Port Vale FC,3-2,Swansea City FC
41,Sat Apr 8 2006,Brentford FC,1-1,Bradford City AFC
41,Sat Apr 8 2006,Rotherham United FC,2-0,Tranmere Rovers FC
41,Sat Apr 8 2006,Walsall FC,0-3,Bristol City FC
41,Sat Apr 8 2006,Gillingham FC,2-0,Huddersfield Town AFC
41,Sat Apr 8 2006,Southend United FC,2-1,Blackpool FC
41,Sat Apr 8 2006,Scunthorpe United FC,2-2,AFC Bournemouth
41,Sat Apr 8 2006,Yeovil Town FC,3-0,Doncaster Rovers FC
41,Sat Apr 8 2006,Barnsley FC,1-1,Chesterfield FC
41,Sat Apr 8 2006,Oldham Athletic AFC,1-2,Milton Keynes Dons FC
41,Sat Apr 8 2006,Nottingham Forest FC,1-0,Colchester United FC
34,Tue Apr 11 2006,Colchester United FC,2-0,Hartlepool United FC
40,Tue Apr 11 2006,Swansea City FC,2-1,Swindon Town FC
36,Tue Apr 11 2006,Walsall FC,0-1,AFC Bournemouth
42,Fri Apr 14 2006,Southend United FC,0-1,Gillingham FC
42,Fri Apr 14 2006,Yeovil Town FC,0-1,Scunthorpe United FC
42,Sat Apr 15 2006,Walsall FC,1-1,Port Vale FC
42,Sat Apr 15 2006,Tranmere Rovers FC,0-1,Nottingham Forest FC
42,Sat Apr 15 2006,Swindon Town FC,0-1,Milton Keynes Dons FC
42,Sat Apr 15 2006,Rotherham United FC,2-2,Brentford FC
42,Sat Apr 15 2006,Oldham Athletic AFC,0-3,Barnsley FC
42,Sat Apr 15 2006,Hartlepool United FC,1-2,Bristol City FC
42,Sat Apr 15 2006,Chesterfield FC,2-2,Colchester United FC
42,Sat Apr 15 2006,Blackpool FC,1-0,Swansea City FC
42,Sat Apr 15 2006,Bradford City AFC,2-1,Doncaster Rovers FC
42,Sat Apr 15 2006,AFC Bournemouth,1-1,Huddersfield Town AFC
43,Mon Apr 17 2006,Swansea City FC,0-2,Rotherham United FC
43,Mon Apr 17 2006,Scunthorpe United FC,1-2,Swindon Town FC
43,Mon Apr 17 2006,Port Vale FC,0-0,AFC Bournemouth
43,Mon Apr 17 2006,Nottingham Forest FC,2-1,Yeovil Town FC
43,Mon Apr 17 2006,Milton Keynes Dons FC,2-1,Hartlepool United FC
43,Mon Apr 17 2006,Gillingham FC,2-1,Bradford City AFC
43,Mon Apr 17 2006,Doncaster Rovers FC,1-0,Walsall FC
43,Mon Apr 17 2006,Colchester United FC,1-0,Tranmere Rovers FC
43,Mon Apr 17 2006,Bristol City FC,2-1,Oldham Athletic AFC
43,Mon Apr 17 2006,Brentford FC,1-1,Blackpool FC
43,Mon Apr 17 2006,Barnsley FC,2-2,Southend United FC
43,Tue Apr 18 2006,Huddersfield Town AFC,1-2,Chesterfield FC
44,Sat Apr 22 2006,Southend United FC,0-1,Doncaster Rovers FC
44,Sat Apr 22 2006,Walsall FC,1-3,Huddersfield Town AFC
44,Sat Apr 22 2006,Tranmere Rovers FC,0-3,Bristol City FC
44,Sat Apr 22 2006,Swindon Town FC,1-3,Brentford FC
44,Sat Apr 22 2006,Blackpool FC,1-1,Barnsley FC
44,Sat Apr 22 2006,Rotherham United FC,1-1,Scunthorpe United FC
44,Sat Apr 22 2006,Oldham Athletic AFC,1-1,Swansea City FC
44,Sat Apr 22 2006,Hartlepool United FC,3-2,Nottingham Forest FC
44,Sat Apr 22 2006,Chesterfield FC,1-2,Milton Keynes Dons FC
44,Sat Apr 22 2006,Bradford City AFC,1-0,Port Vale FC
44,Sat Apr 22 2006,AFC Bournemouth,1-2,Colchester United FC
44,Sat Apr 22 2006,Yeovil Town FC,4-3,Gillingham FC
45,Sat Apr 29 2006,Swansea City FC,2-2,Southend United FC
45,Sat Apr 29 2006,Scunthorpe United FC,1-0,Blackpool FC
45,Sat Apr 29 2006,Port Vale FC,3-1,Chesterfield FC
45,Sat Apr 29 2006,Nottingham Forest FC,1-1,AFC Bournemouth
45,Sat Apr 29 2006,Milton Keynes Dons FC,1-2,Tranmere Rovers FC
45,Sat Apr 29 2006,Huddersfield Town AFC,1-2,Yeovil Town FC
45,Sat Apr 29 2006,Gillingham FC,0-1,Walsall FC
45,Sat Apr 29 2006,Doncaster Rovers FC,1-0,Oldham Athletic AFC
45,Sat Apr 29 2006,Colchester United FC,2-0,Rotherham United FC
45,Sat Apr 29 2006,Bristol City FC,1-1,Swindon Town FC
45,Sat Apr 29 2006,Brentford FC,1-1,Hartlepool United FC
45,Sat Apr 29 2006,Barnsley FC,0-0,Bradford City AFC
46,Sat May 6 2006,Yeovil Town FC,0-0,Colchester United FC
46,Sat May 6 2006,Walsall FC,1-2,Barnsley FC
46,Sat May 6 2006,Tranmere Rovers FC,0-2,Doncaster Rovers FC
46,Sat May 6 2006,Swindon Town FC,0-0,Huddersfield Town AFC
46,Sat May 6 2006,Southend United FC,1-0,Bristol City FC
46,Sat May 6 2006,Rotherham United FC,0-0,Milton Keynes Dons FC
46,Sat May 6 2006,Oldham Athletic AFC,1-1,Scunthorpe United FC
46,Sat May 6 2006,Hartlepool United FC,1-1,Port Vale FC
46,Sat May 6 2006,Chesterfield FC,0-4,Swansea City FC
46,Sat May 6 2006,Bradford City AFC,1-1,Nottingham Forest FC
46,Sat May 6 2006,AFC Bournemouth,2-2,Brentford FC
46,Sat May 6 2006,Blackpool FC,3-3,Gillingham FC
