Round,Date,Team 1,FT,Team 2
1,Sat Aug 6 2005,Wycombe Wanderers FC,1-1,Carlisle United FC
1,Sat Aug 6 2005,Wrexham AFC,2-0,Boston United FC
1,Sat Aug 6 2005,Torquay United FC,0-0,Notts County FC
1,Sat Aug 6 2005,Stockport County FC,2-2,Mansfield Town FC
1,Sat Aug 6 2005,Shrewsbury Town FC,0-1,Rochdale AFC
1,Sat Aug 6 2005,Rushden & Diamonds (1992-2011),1-1,Darlington FC
1,Sat Aug 6 2005,Peterborough United FC,0-1,Chester FC
1,Sat Aug 6 2005,Lincoln City FC,1-1,Northampton Town FC
1,Sat Aug 6 2005,Leyton Orient FC,2-1,Macclesfield Town FC
1,Sat Aug 6 2005,Grimsby Town FC,1-1,Oxford United FC
1,Sat Aug 6 2005,Cheltenham Town FC,2-1,Bury FC
1,Sat Aug 6 2005,Barnet FC,1-1,Bristol Rovers FC
2,Tue Aug 9 2005,Rochdale AFC,1-2,Wycombe Wanderers FC
2,Tue Aug 9 2005,Notts County FC,1-0,Wrexham AFC
2,Tue Aug 9 2005,Northampton Town FC,1-2,Barnet FC
2,Tue Aug 9 2005,Mansfield Town FC,0-1,Rushden & Diamonds (1992-2011)
2,Tue Aug 9 2005,Macclesfield Town FC,2-2,Cheltenham Town FC
2,Tue Aug 9 2005,Bristol Rovers FC,1-2,Grimsby Town FC
2,Tue Aug 9 2005,Chester FC,2-2,Lincoln City FC
2,Tue Aug 9 2005,Carlisle United FC,1-0,Peterborough United FC
2,Tue Aug 9 2005,Bury FC,1-2,Leyton Orient FC
2,Tue Aug 9 2005,Darlington FC,2-0,Stockport County FC
2,Wed Aug 10 2005,Boston United FC,1-1,Shrewsbury Town FC
2,Wed Aug 10 2005,Oxford United FC,1-0,Torquay United FC
3,Sat Aug 13 2005,Rochdale AFC,1-1,Cheltenham Town FC
3,Sat Aug 13 2005,Oxford United FC,2-2,Wycombe Wanderers FC
3,Sat Aug 13 2005,Notts County FC,2-1,Lincoln City FC
3,Sat Aug 13 2005,Northampton Town FC,0-0,Wrexham AFC
3,Sat Aug 13 2005,Mansfield Town FC,3-0,Torquay United FC
3,Sat Aug 13 2005,Darlington FC,0-1,Leyton Orient FC
3,Sat Aug 13 2005,Carlisle United FC,1-3,Barnet FC
3,Sat Aug 13 2005,Bury FC,2-0,Shrewsbury Town FC
3,Sat Aug 13 2005,Bristol Rovers FC,2-3,Peterborough United FC
3,Sat Aug 13 2005,Boston United FC,2-2,Stockport County FC
4,Sat Aug 20 2005,Wycombe Wanderers FC,4-0,Bury FC
4,Sat Aug 20 2005,Wrexham AFC,0-1,Carlisle United FC
4,Sat Aug 20 2005,Torquay United FC,2-3,Bristol Rovers FC
4,Sat Aug 20 2005,Stockport County FC,1-1,Notts County FC
4,Sat Aug 20 2005,Barnet FC,1-0,Macclesfield Town FC
4,Sat Aug 20 2005,Rushden & Diamonds (1992-2011),1-1,Chester FC
4,Sat Aug 20 2005,Peterborough United FC,2-0,Mansfield Town FC
4,Sat Aug 20 2005,Lincoln City FC,2-1,Oxford United FC
4,Sat Aug 20 2005,Leyton Orient FC,1-4,Rochdale AFC
4,Sat Aug 20 2005,Grimsby Town FC,0-1,Darlington FC
4,Sat Aug 20 2005,Cheltenham Town FC,3-0,Boston United FC
4,Sat Aug 20 2005,Shrewsbury Town FC,1-1,Northampton Town FC
5,Sat Aug 27 2005,Shrewsbury Town FC,1-1,Wycombe Wanderers FC
5,Sat Aug 27 2005,Rushden & Diamonds (1992-2011),1-1,Lincoln City FC
5,Sat Aug 27 2005,Rochdale AFC,3-1,Macclesfield Town FC
5,Sat Aug 27 2005,Peterborough United FC,0-0,Torquay United FC
5,Sat Aug 27 2005,Oxford United FC,1-1,Stockport County FC
5,Sat Aug 27 2005,Notts County FC,2-0,Bristol Rovers FC
5,Sat Aug 27 2005,Chester FC,4-4,Darlington FC
5,Sat Aug 27 2005,Cheltenham Town FC,1-1,Leyton Orient FC
5,Sat Aug 27 2005,Carlisle United FC,0-1,Northampton Town FC
5,Sat Aug 27 2005,Bury FC,2-2,Wrexham AFC
5,Sat Aug 27 2005,Boston United FC,2-2,Mansfield Town FC
5,Sat Aug 27 2005,Barnet FC,0-1,Grimsby Town FC
6,Mon Aug 29 2005,Wycombe Wanderers FC,0-0,Cheltenham Town FC
6,Mon Aug 29 2005,Wrexham AFC,3-1,Barnet FC
6,Mon Aug 29 2005,Torquay United FC,0-1,Chester FC
6,Mon Aug 29 2005,Darlington FC,2-1,Rochdale AFC
6,Mon Aug 29 2005,Northampton Town FC,3-2,Boston United FC
6,Mon Aug 29 2005,Mansfield Town FC,2-3,Notts County FC
6,Mon Aug 29 2005,Macclesfield Town FC,1-0,Bury FC
6,Mon Aug 29 2005,Lincoln City FC,0-0,Carlisle United FC
6,Mon Aug 29 2005,Leyton Orient FC,0-1,Shrewsbury Town FC
6,Mon Aug 29 2005,Grimsby Town FC,2-0,Rushden & Diamonds (1992-2011)
6,Mon Aug 29 2005,Stockport County FC,1-1,Peterborough United FC
7,Fri Sep 2 2005,Wycombe Wanderers FC,1-1,Northampton Town FC
7,Fri Sep 2 2005,Shrewsbury Town FC,2-0,Oxford United FC
7,Fri Sep 2 2005,Bury FC,0-1,Carlisle United FC
7,Fri Sep 2 2005,Grimsby Town FC,1-3,Stockport County FC
7,Fri Sep 2 2005,Darlington FC,1-1,Notts County FC
7,Fri Sep 2 2005,Chester FC,3-1,Mansfield Town FC
7,Fri Sep 2 2005,Cheltenham Town FC,1-1,Barnet FC
7,Fri Sep 2 2005,Rushden & Diamonds (1992-2011),0-2,Peterborough United FC
7,Sat Sep 3 2005,Rochdale AFC,4-1,Torquay United FC
7,Sat Sep 3 2005,Leyton Orient FC,2-3,Bristol Rovers FC
7,Sun Sep 4 2005,Macclesfield Town FC,2-2,Boston United FC
