Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 12 Aug 2011 (32),Forest Green Rovers FC (1),1-1,1-0,Stockport County FC (1)
?,(Sat) 13 Aug 2011 (32),Barrow AFC (1),1-1,0-1,Tamworth FC (1)
?,(Sat) 13 Aug 2011 (32),Darlington FC (1),1-0,0-0,Braintree Town FC (1)
?,(Sat) 13 Aug 2011 (32),Ebbsfleet United FC (1),1-2,0-0,York City FC (1)
?,(Sat) 13 Aug 2011 (32),Grimsby Town FC (1),0-2,0-0,Fleetwood Town FC (1)
?,(Sat) 13 Aug 2011 (32),Hayes & Yeading United FC (1),3-1,2-0,Alfreton Town FC (1)
?,(Sat) 13 Aug 2011 (32),Kettering Town FC (1),3-2,0-1,Newport County AFC (1)
?,(Sat) 13 Aug 2011 (32),Kidderminster Harriers FC (1),2-3,2-2,Gateshead FC (1)
?,(Sat) 13 Aug 2011 (32),Mansfield Town FC (1),1-1,1-1,Bath City FC (1)
?,(Sat) 13 Aug 2011 (32),Southport FC (1),2-2,1-1,Lincoln City FC (1)
?,(Sat) 13 Aug 2011 (32),Wrexham AFC (1),1-1,1-0,Cambridge United FC (1)
?,(Tue) 16 Aug 2011 (33),Alfreton Town FC (2),0-0,0-0,Southport FC (2)
?,(Tue) 16 Aug 2011 (33),Bath City FC (2),0-2,0-0,Wrexham AFC (2)
?,(Tue) 16 Aug 2011 (33),Braintree Town FC (2),5-0,2-0,Grimsby Town FC (2)
?,(Tue) 16 Aug 2011 (33),Cambridge United FC (2),1-0,0-0,AFC Telford United (2004-) (1)
?,(Tue) 16 Aug 2011 (33),Fleetwood Town FC (2),0-0,0-0,Darlington FC (2)
?,(Tue) 16 Aug 2011 (33),Gateshead FC (2),3-0,2-0,Mansfield Town FC (2)
?,(Tue) 16 Aug 2011 (33),Lincoln City FC (2),0-1,0-1,Kidderminster Harriers FC (2)
?,(Tue) 16 Aug 2011 (33),Luton Town FC (1),1-1,0-0,Forest Green Rovers FC (2)
?,(Tue) 16 Aug 2011 (33),Newport County AFC (2),4-0,1-0,Hayes & Yeading United FC (2)
?,(Tue) 16 Aug 2011 (33),Stockport County FC (2),1-0,0-0,Kettering Town FC (2)
?,(Tue) 16 Aug 2011 (33),Tamworth FC (2),1-0,0-0,Ebbsfleet United FC (2)
?,(Tue) 16 Aug 2011 (33),York City FC (2),3-1,2-0,Barrow AFC (2)
?,(Fri) 19 Aug 2011 (33),Lincoln City FC (3),1-2,1-1,Wrexham AFC (3)
?,(Sat) 20 Aug 2011 (33),Alfreton Town FC (3),1-6,1-3,Forest Green Rovers FC (3)
?,(Sat) 20 Aug 2011 (33),Bath City FC (3),0-1,0-0,Barrow AFC (3)
?,(Sat) 20 Aug 2011 (33),Braintree Town FC (3),1-1,0-0,Mansfield Town FC (3)
?,(Sat) 20 Aug 2011 (33),Cambridge United FC (3),1-2,0-2,Kidderminster Harriers FC (3)
?,(Sat) 20 Aug 2011 (33),Fleetwood Town FC (3),1-0,0-0,Hayes & Yeading United FC (3)
?,(Sat) 20 Aug 2011 (33),Gateshead FC (3),1-1,1-0,Kettering Town FC (3)
?,(Sat) 20 Aug 2011 (33),Luton Town FC (2),5-1,1-1,Southport FC (3)
?,(Sat) 20 Aug 2011 (33),Newport County AFC (3),0-0,0-0,Grimsby Town FC (3)
