Matchday,Date,Team 1,FT,Team 2
1,Sat Aug 6 2011,AFC Wimbledon,2-3,Bristol Rovers FC
1,Sat Aug 6 2011,Torquay United FC,2-2,Burton Albion FC
1,Sat Aug 6 2011,Swindon Town FC,3-0,Crewe Alexandra FC
1,Sat Aug 6 2011,Southend United FC,1-0,Hereford FC (2014-)
1,Sat Aug 6 2011,Shrewsbury Town FC,1-1,Plymouth Argyle FC
1,Sat Aug 6 2011,Rotherham United FC,1-0,Oxford United FC
1,Sat Aug 6 2011,Port Vale FC,2-2,Crawley Town FC
1,Sat Aug 6 2011,Northampton Town FC,0-0,Accrington Stanley FC
1,Sat Aug 6 2011,Morecambe FC,0-1,Barnet FC
1,Sat Aug 6 2011,Macclesfield Town FC,0-1,Dagenham & Redbridge FC
1,Sat Aug 6 2011,Gillingham FC,1-0,Cheltenham Town FC
1,Sat Aug 6 2011,Bradford City AFC,1-2,Aldershot Town FC
2,Sat Aug 13 2011,Plymouth Argyle FC,1-4,Rotherham United FC
2,Sat Aug 13 2011,Oxford United FC,1-1,Bradford City AFC
2,Sat Aug 13 2011,Hereford FC (2014-),0-3,Morecambe FC
2,Sat Aug 13 2011,Dagenham & Redbridge FC,0-2,AFC Wimbledon
2,Sat Aug 13 2011,Crewe Alexandra FC,1-2,Gillingham FC
2,Sat Aug 13 2011,Crawley Town FC,2-0,Macclesfield Town FC
2,Sat Aug 13 2011,Cheltenham Town FC,1-0,Swindon Town FC
2,Sat Aug 13 2011,Burton Albion FC,1-1,Shrewsbury Town FC
2,Sat Aug 13 2011,Bristol Rovers FC,1-2,Torquay United FC
2,Sat Aug 13 2011,Barnet FC,1-3,Port Vale FC
2,Sat Aug 13 2011,Aldershot Town FC,0-1,Northampton Town FC
2,Sat Aug 13 2011,Accrington Stanley FC,1-2,Southend United FC
3,Tue Aug 16 2011,Plymouth Argyle FC,0-2,AFC Wimbledon
3,Tue Aug 16 2011,Oxford United FC,2-0,Shrewsbury Town FC
3,Tue Aug 16 2011,Hereford FC (2014-),0-4,Macclesfield Town FC
3,Tue Aug 16 2011,Dagenham & Redbridge FC,1-0,Swindon Town FC
3,Tue Aug 16 2011,Crewe Alexandra FC,1-2,Rotherham United FC
3,Tue Aug 16 2011,Crawley Town FC,3-0,Southend United FC
3,Tue Aug 16 2011,Cheltenham Town FC,1-2,Morecambe FC
3,Tue Aug 16 2011,Burton Albion FC,1-1,Port Vale FC
3,Tue Aug 16 2011,Bristol Rovers FC,2-1,Northampton Town FC
3,Tue Aug 16 2011,Barnet FC,2-2,Gillingham FC
3,Tue Aug 16 2011,Aldershot Town FC,0-1,Torquay United FC
3,Tue Aug 16 2011,Accrington Stanley FC,1-0,Bradford City AFC
4,Sat Aug 20 2011,Torquay United FC,1-3,Crawley Town FC
4,Sat Aug 20 2011,Southend United FC,0-1,Burton Albion FC
4,Sat Aug 20 2011,Shrewsbury Town FC,2-0,Crewe Alexandra FC
4,Sat Aug 20 2011,Rotherham United FC,2-2,Barnet FC
4,Sat Aug 20 2011,Port Vale FC,4-1,Accrington Stanley FC
4,Sat Aug 20 2011,Northampton Town FC,2-3,Cheltenham Town FC
4,Sat Aug 20 2011,Morecambe FC,2-0,Aldershot Town FC
4,Sat Aug 20 2011,Macclesfield Town FC,0-0,Bristol Rovers FC
4,Sat Aug 20 2011,Gillingham FC,3-0,Plymouth Argyle FC
4,Sat Aug 20 2011,Bradford City AFC,0-1,Dagenham & Redbridge FC
4,Sat Aug 20 2011,AFC Wimbledon,1-1,Hereford FC (2014-)
4,Sun Aug 21 2011,Swindon Town FC,1-2,Oxford United FC
5,Sat Aug 27 2011,Shrewsbury Town FC,2-1,Swindon Town FC
5,Sat Aug 27 2011,Rotherham United FC,3-0,Gillingham FC
5,Sat Aug 27 2011,Port Vale FC,2-3,Southend United FC
5,Sat Aug 27 2011,Plymouth Argyle FC,0-1,Crewe Alexandra FC
5,Sat Aug 27 2011,Oxford United FC,1-1,Aldershot Town FC
5,Sat Aug 27 2011,Northampton Town FC,0-2,Morecambe FC
5,Sat Aug 27 2011,Macclesfield Town FC,4-0,AFC Wimbledon
5,Sat Aug 27 2011,Dagenham & Redbridge FC,1-1,Torquay United FC
5,Sat Aug 27 2011,Cheltenham Town FC,3-1,Crawley Town FC
5,Sat Aug 27 2011,Bristol Rovers FC,0-0,Hereford FC (2014-)
5,Sat Aug 27 2011,Bradford City AFC,4-2,Barnet FC
5,Sat Aug 27 2011,Accrington Stanley FC,2-1,Burton Albion FC
6,Sat Sep 3 2011,Swindon Town FC,3-2,Rotherham United FC
6,Sat Sep 3 2011,Torquay United FC,3-0,Macclesfield Town FC
6,Sat Sep 3 2011,Southend United FC,2-2,Northampton Town FC
6,Sat Sep 3 2011,Morecambe FC,1-1,Bradford City AFC
6,Sat Sep 3 2011,Hereford FC (2014-),1-0,Dagenham & Redbridge FC
6,Sat Sep 3 2011,Gillingham FC,0-1,Shrewsbury Town FC
6,Sat Sep 3 2011,Crewe Alexandra FC,3-1,Oxford United FC
6,Sat Sep 3 2011,Crawley Town FC,4-1,Bristol Rovers FC
6,Sat Sep 3 2011,Burton Albion FC,2-1,Plymouth Argyle FC
6,Sat Sep 3 2011,Barnet FC,0-0,Accrington Stanley FC
