Matchday,Date,Team 1,FT,Team 2
26,Sat Jan 14 2012,Bury FC,0-3,Sheffield United FC
26,Sat Jan 14 2012,Leyton Orient FC,1-1,Chesterfield FC
26,Sat Jan 14 2012,AFC Bournemouth,2-1,Notts County FC
26,Sat Jan 14 2012,Colchester United FC,1-1,Scunthorpe United FC
26,Sat Jan 14 2012,Exeter City FC,0-0,Hartlepool United FC
26,Sat Jan 14 2012,Sheffield Wednesday FC,0-1,Charlton Athletic FC
26,Sat Jan 14 2012,Yeovil Town FC,2-1,Tranmere Rovers FC
26,Sat Jan 14 2012,Rochdale AFC,1-5,Stevenage FC
26,Sat Jan 14 2012,Preston North End FC,3-2,Wycombe Wanderers FC
26,Sat Jan 14 2012,Huddersfield Town AFC,1-0,Oldham Athletic AFC
22,Tue Jan 17 2012,Tranmere Rovers FC,0-0,Rochdale AFC
27,Sat Jan 21 2012,Sheffield Wednesday FC,2-2,Hartlepool United FC
27,Sat Jan 21 2012,Bury FC,3-2,Yeovil Town FC
27,Sat Jan 21 2012,Carlisle United FC,1-1,Walsall FC
27,Sat Jan 21 2012,Charlton Athletic FC,1-0,Sheffield United FC
27,Sat Jan 21 2012,Colchester United FC,1-2,Chesterfield FC
27,Sat Jan 21 2012,AFC Bournemouth,2-1,Tranmere Rovers FC
27,Sat Jan 21 2012,Notts County FC,1-1,Milton Keynes Dons FC
27,Sat Jan 21 2012,Wycombe Wanderers FC,3-0,Rochdale AFC
27,Sat Jan 21 2012,Scunthorpe United FC,1-1,Stevenage FC
27,Sat Jan 21 2012,Preston North End FC,0-2,Leyton Orient FC
27,Sat Jan 21 2012,Oldham Athletic AFC,0-0,Exeter City FC
27,Sat Jan 21 2012,Huddersfield Town AFC,3-2,Brentford FC
25,Tue Jan 24 2012,Stevenage FC,4-2,Milton Keynes Dons FC
25,Tue Jan 24 2012,Scunthorpe United FC,1-3,Sheffield Wednesday FC
25,Tue Jan 24 2012,Notts County FC,0-0,Preston North End FC
28,Fri Jan 27 2012,Chesterfield FC,1-0,AFC Bournemouth
28,Sat Jan 28 2012,Rochdale AFC,3-0,Bury FC
28,Sat Jan 28 2012,Exeter City FC,0-1,Charlton Athletic FC
28,Sat Jan 28 2012,Hartlepool United FC,4-0,Carlisle United FC
28,Sat Jan 28 2012,Tranmere Rovers FC,1-1,Huddersfield Town AFC
28,Sat Jan 28 2012,Yeovil Town FC,2-1,Preston North End FC
28,Sat Jan 28 2012,Leyton Orient FC,0-1,Colchester United FC
28,Sat Jan 28 2012,Brentford FC,5-2,Wycombe Wanderers FC
25,Tue Jan 31 2012,Charlton Athletic FC,1-1,Bury FC
28,Tue Jan 31 2012,Walsall FC,0-1,Notts County FC
28,Tue Jan 31 2012,Milton Keynes Dons FC,1-1,Sheffield Wednesday FC
29,Sat Feb 4 2012,Sheffield Wednesday FC,2-1,Yeovil Town FC
29,Sat Feb 4 2012,Huddersfield Town AFC,1-1,Milton Keynes Dons FC
29,Sat Feb 4 2012,Carlisle United FC,2-1,Chesterfield FC
29,Sat Feb 4 2012,Wycombe Wanderers FC,2-1,Tranmere Rovers FC
29,Tue Feb 7 2012,AFC Bournemouth,2-0,Exeter City FC
30,Sat Feb 11 2012,Sheffield United FC,3-0,Wycombe Wanderers FC
30,Sat Feb 11 2012,Hartlepool United FC,0-0,AFC Bournemouth
30,Sat Feb 11 2012,Exeter City FC,2-1,Sheffield Wednesday FC
31,Tue Feb 14 2012,Wycombe Wanderers FC,2-3,Yeovil Town FC
31,Tue Feb 14 2012,AFC Bournemouth,1-2,Leyton Orient FC
31,Tue Feb 14 2012,Huddersfield Town AFC,0-1,Sheffield United FC
31,Tue Feb 14 2012,Sheffield Wednesday FC,0-1,Stevenage FC
31,Tue Feb 14 2012,Colchester United FC,2-1,Brentford FC
31,Tue Feb 14 2012,Charlton Athletic FC,2-1,Milton Keynes Dons FC
31,Tue Feb 14 2012,Carlisle United FC,0-0,Tranmere Rovers FC
31,Tue Feb 14 2012,Notts County FC,2-1,Exeter City FC
31,Tue Feb 14 2012,Oldham Athletic AFC,2-1,Walsall FC
31,Tue Feb 14 2012,Preston North End FC,1-0,Hartlepool United FC
31,Tue Feb 14 2012,Scunthorpe United FC,1-0,Rochdale AFC
31,Tue Feb 14 2012,Bury FC,1-1,Chesterfield FC
32,Sat Feb 18 2012,Rochdale AFC,1-0,AFC Bournemouth
32,Sat Feb 18 2012,Exeter City FC,3-2,Bury FC
32,Sat Feb 18 2012,Walsall FC,2-0,Wycombe Wanderers FC
32,Sat Feb 18 2012,Sheffield United FC,2-1,Preston North End FC
32,Sat Feb 18 2012,Chesterfield FC,1-0,Sheffield Wednesday FC
32,Sat Feb 18 2012,Milton Keynes Dons FC,5-0,Oldham Athletic AFC
32,Sat Feb 18 2012,Leyton Orient FC,1-3,Scunthorpe United FC
32,Sat Feb 18 2012,Yeovil Town FC,3-2,Colchester United FC
32,Sat Feb 18 2012,Hartlepool United FC,3-0,Notts County FC
32,Sat Feb 18 2012,Tranmere Rovers FC,1-1,Charlton Athletic FC
32,Mon Feb 20 2012,Brentford FC,4-0,Carlisle United FC
29,Tue Feb 21 2012,Charlton Athletic FC,1-1,Rochdale AFC
29,Tue Feb 21 2012,Scunthorpe United FC,0-1,Walsall FC
30,Tue Feb 21 2012,Milton Keynes Dons FC,2-1,Bury FC
29,Wed Feb 22 2012,Notts County FC,1-0,Stevenage FC
33,Sat Feb 25 2012,Wycombe Wanderers FC,5-0,Hartlepool United FC
33,Sat Feb 25 2012,Scunthorpe United FC,0-0,Brentford FC
33,Sat Feb 25 2012,Charlton Athletic FC,2-0,Stevenage FC
33,Sat Feb 25 2012,Carlisle United FC,3-2,Yeovil Town FC
33,Sat Feb 25 2012,Colchester United FC,0-0,Rochdale AFC
33,Sat Feb 25 2012,AFC Bournemouth,0-1,Milton Keynes Dons FC
