Date,Team 1,Team 2,FT,HT
1995-08-19,Aston Villa,Man United,3-1,3-0
1995-08-19,Blackburn,QPR,1-0,1-0
1995-08-19,Chelsea,Everton,0-0,0-0
1995-08-19,Liverpool,Sheffield Weds,1-0,0-0
1995-08-19,Man City,Tottenham,1-1,0-1
1995-08-19,Newcastle,Coventry,3-0,1-0
1995-08-19,Southampton,Nott'm Forest,3-4,1-3
1995-08-19,West Ham,Leeds,1-2,1-0
1995-08-19,Wimbledon,Bolton,3-2,2-2
1995-08-20,Arsenal,Middlesbrough,1-1,1-1
1995-08-21,Leeds,Liverpool,1-0,0-0
1995-08-22,Bolton,Newcastle,1-3,0-1
1995-08-23,Coventry,Man City,2-1,1-0
1995-08-23,Everton,Arsenal,0-2,0-0
1995-08-23,Man United,West Ham,2-1,0-0
1995-08-23,Nott'm Forest,Chelsea,0-0,0-0
1995-08-23,QPR,Wimbledon,0-3,0-1
1995-08-23,Sheffield Weds,Blackburn,2-1,1-0
1995-08-23,Tottenham,Aston Villa,0-1,0-0
1995-08-26,Bolton,Blackburn,2-1,1-0
1995-08-26,Coventry,Arsenal,0-0,0-0
1995-08-26,Everton,Southampton,2-0,2-0
1995-08-26,Leeds,Aston Villa,2-0,1-0
1995-08-26,Man United,Wimbledon,3-1,1-0
1995-08-26,Middlesbrough,Chelsea,2-0,1-0
1995-08-26,Nott'm Forest,West Ham,1-1,1-1
1995-08-26,QPR,Man City,1-0,1-0
1995-08-26,Tottenham,Liverpool,1-3,0-2
1995-08-27,Sheffield Weds,Newcastle,0-2,0-0
1995-08-28,Blackburn,Man United,1-2,0-0
1995-08-29,Arsenal,Nott'm Forest,1-1,1-0
1995-08-30,Aston Villa,Bolton,1-0,0-0
1995-08-30,Chelsea,Coventry,2-2,2-1
1995-08-30,Liverpool,QPR,1-0,1-0
1995-08-30,Man City,Everton,0-2,0-0
1995-08-30,Newcastle,Middlesbrough,1-0,0-0
1995-08-30,Southampton,Leeds,1-1,0-0
1995-08-30,West Ham,Tottenham,1-1,1-0
1995-08-30,Wimbledon,Sheffield Weds,2-2,1-1
1995-09-09,Blackburn,Aston Villa,1-1,0-1
1995-09-09,Bolton,Middlesbrough,1-1,1-0
1995-09-09,Coventry,Nott'm Forest,1-1,1-1
1995-09-09,Everton,Man United,2-3,1-1
1995-09-09,QPR,Sheffield Weds,0-3,0-0
1995-09-09,Southampton,Newcastle,1-0,0-0
1995-09-09,Tottenham,Leeds,2-1,1-0
1995-09-09,Wimbledon,Liverpool,1-0,1-0
1995-09-10,Man City,Arsenal,0-1,0-0
1995-09-11,West Ham,Chelsea,1-3,0-2
