Round,Date,Team 1,FT,Team 2
24,Sun Dec 28 2003,Huddersfield Town AFC,1-0,Bury FC
24,Sun Dec 28 2003,Leyton Orient FC,0-0,Torquay United FC
25,Sat Jan 3 2004,Rochdale AFC,1-0,Torquay United FC
25,Sat Jan 3 2004,Lincoln City FC,2-1,Bury FC
25,Sat Jan 3 2004,Leyton Orient FC,1-0,Darlington FC
25,Sat Jan 3 2004,Carlisle United FC,2-1,Boston United FC
25,Sat Jan 3 2004,Huddersfield Town AFC,3-1,Doncaster Rovers FC
25,Sat Jan 3 2004,Hull City AFC,2-0,Cambridge United FC
25,Tue Jan 6 2004,Swansea City FC,0-0,Oxford United FC
26,Fri Jan 9 2004,Cheltenham Town FC,1-1,Southend United FC
26,Sat Jan 10 2004,Mansfield Town FC,1-0,Kidderminster Harriers FC
26,Sat Jan 10 2004,Yeovil Town FC,1-0,Rochdale AFC
26,Sat Jan 10 2004,Boston United FC,3-1,Macclesfield Town FC
26,Sat Jan 10 2004,Oxford United FC,0-0,Lincoln City FC
26,Sat Jan 10 2004,York City FC,2-0,Carlisle United FC
26,Sat Jan 10 2004,Doncaster Rovers FC,5-0,Leyton Orient FC
26,Sat Jan 10 2004,Darlington FC,0-1,Hull City AFC
26,Sat Jan 10 2004,Cambridge United FC,1-2,Huddersfield Town AFC
26,Sat Jan 10 2004,Bury FC,2-0,Swansea City FC
26,Sat Jan 10 2004,Bristol Rovers FC,1-0,Scunthorpe United FC
26,Sat Jan 10 2004,Torquay United FC,3-1,Northampton Town FC
22,Tue Jan 13 2004,Lincoln City FC,0-0,Cheltenham Town FC
25,Tue Jan 13 2004,Macclesfield Town FC,2-1,Bristol Rovers FC
27,Sat Jan 17 2004,Northampton Town FC,2-1,York City FC
27,Sat Jan 17 2004,Southend United FC,0-2,Doncaster Rovers FC
27,Sat Jan 17 2004,Scunthorpe United FC,0-0,Bury FC
27,Sat Jan 17 2004,Carlisle United FC,2-0,Yeovil Town FC
27,Sat Jan 17 2004,Swansea City FC,0-0,Cheltenham Town FC
27,Sat Jan 17 2004,Macclesfield Town FC,0-1,Cambridge United FC
27,Sat Jan 17 2004,Lincoln City FC,1-3,Torquay United FC
27,Sat Jan 17 2004,Leyton Orient FC,3-1,Mansfield Town FC
27,Sat Jan 17 2004,Kidderminster Harriers FC,1-1,Darlington FC
27,Sat Jan 17 2004,Hull City AFC,4-2,Oxford United FC
27,Sat Jan 17 2004,Huddersfield Town AFC,2-0,Boston United FC
27,Sat Jan 17 2004,Rochdale AFC,2-2,Bristol Rovers FC
28,Fri Jan 23 2004,Doncaster Rovers FC,0-2,Lincoln City FC
28,Sat Jan 24 2004,Yeovil Town FC,1-2,Leyton Orient FC
28,Sat Jan 24 2004,Torquay United FC,4-1,Macclesfield Town FC
28,Sat Jan 24 2004,Mansfield Town FC,1-0,Southend United FC
28,Sat Jan 24 2004,Cheltenham Town FC,0-2,Hull City AFC
28,Sat Jan 24 2004,Cambridge United FC,0-0,Rochdale AFC
28,Sat Jan 24 2004,Bury FC,0-0,Kidderminster Harriers FC
28,Sat Jan 24 2004,Bristol Rovers FC,1-0,Carlisle United FC
28,Sun Jan 25 2004,York City FC,0-2,Huddersfield Town AFC
25,Tue Jan 27 2004,Scunthorpe United FC,0-0,Mansfield Town FC
25,Tue Jan 27 2004,Southend United FC,0-0,York City FC
29,Fri Jan 30 2004,Doncaster Rovers FC,1-0,Northampton Town FC
29,Sat Jan 31 2004,Yeovil Town FC,2-2,Macclesfield Town FC
29,Sat Jan 31 2004,Oxford United FC,2-1,Kidderminster Harriers FC
29,Sat Jan 31 2004,Cheltenham Town FC,1-0,Leyton Orient FC
29,Sat Jan 31 2004,Darlington FC,1-0,Rochdale AFC
25,Tue Feb 3 2004,Northampton Town FC,2-0,Yeovil Town FC
30,Sat Feb 7 2004,Macclesfield Town FC,1-2,Cheltenham Town FC
30,Sat Feb 7 2004,Southend United FC,1-0,Cambridge United FC
30,Sat Feb 7 2004,Scunthorpe United FC,2-2,Doncaster Rovers FC
30,Sat Feb 7 2004,Rochdale AFC,3-0,Mansfield Town FC
30,Sat Feb 7 2004,Northampton Town FC,2-0,Bristol Rovers FC
30,Sat Feb 7 2004,Swansea City FC,1-2,Torquay United FC
30,Sat Feb 7 2004,Carlisle United FC,2-1,Bury FC
30,Sat Feb 7 2004,Leyton Orient FC,1-0,Oxford United FC
30,Sat Feb 7 2004,Kidderminster Harriers FC,0-1,Yeovil Town FC
30,Sat Feb 7 2004,Hull City AFC,2-1,York City FC
30,Sat Feb 7 2004,Huddersfield Town AFC,0-2,Darlington FC
30,Sat Feb 7 2004,Lincoln City FC,1-1,Boston United FC
25,Tue Feb 10 2004,Kidderminster Harriers FC,0-0,Cheltenham Town FC
28,Wed Feb 11 2004,Oxford United FC,3-2,Scunthorpe United FC
31,Sat Feb 14 2004,Northampton Town FC,3-1,Rochdale AFC
31,Sat Feb 14 2004,Yeovil Town FC,1-0,Oxford United FC
31,Sat Feb 14 2004,Torquay United FC,0-1,Huddersfield Town AFC
31,Sat Feb 14 2004,Southend United FC,3-0,Kidderminster Harriers FC
31,Sat Feb 14 2004,York City FC,1-2,Mansfield Town FC
31,Sat Feb 14 2004,Lincoln City FC,1-1,Scunthorpe United FC
31,Sat Feb 14 2004,Bristol Rovers FC,0-3,Darlington FC
31,Sat Feb 14 2004,Cheltenham Town FC,1-0,Boston United FC
31,Sat Feb 14 2004,Carlisle United FC,1-1,Hull City AFC
31,Sat Feb 14 2004,Bury FC,1-0,Cambridge United FC
31,Sat Feb 14 2004,Doncaster Rovers FC,1-0,Macclesfield Town FC
28,Tue Feb 17 2004,Darlington FC,1-2,Northampton Town FC
29,Tue Feb 17 2004,York City FC,1-4,Lincoln City FC
29,Tue Feb 17 2004,Cambridge United FC,2-2,Carlisle United FC
29,Tue Feb 17 2004,Bristol Rovers FC,1-1,Huddersfield Town AFC
28,Wed Feb 18 2004,Boston United FC,1-1,Swansea City FC
32,Sat Feb 21 2004,Scunthorpe United FC,1-0,Northampton Town FC
32,Sat Feb 21 2004,Rochdale AFC,0-0,Cheltenham Town FC
32,Sat Feb 21 2004,Oxford United FC,1-1,Bury FC
32,Sat Feb 21 2004,Mansfield Town FC,1-2,Doncaster Rovers FC
32,Sat Feb 21 2004,Macclesfield Town FC,1-1,Carlisle United FC
32,Sat Feb 21 2004,Leyton Orient FC,2-1,Southend United FC
32,Sat Feb 21 2004,Boston United FC,2-0,York City FC
32,Sat Feb 21 2004,Hull City AFC,0-1,Torquay United FC
32,Sat Feb 21 2004,Huddersfield Town AFC,2-1,Lincoln City FC
32,Sat Feb 21 2004,Darlington FC,3-2,Yeovil Town FC
32,Sat Feb 21 2004,Cambridge United FC,3-1,Bristol Rovers FC
32,Sat Feb 21 2004,Kidderminster Harriers FC,2-0,Swansea City FC
29,Tue Feb 24 2004,Torquay United FC,1-0,Scunthorpe United FC
29,Tue Feb 24 2004,Bury FC,1-1,Southend United FC
31,Tue Feb 24 2004,Swansea City FC,2-1,Leyton Orient FC
