Date,Team 1,Team 2,FT,HT
2009-08-15,Aston Villa,Wigan,0-2,0-1
2009-08-15,Blackburn,Man City,0-2,0-1
2009-08-15,Bolton,Sunderland,0-1,0-1
2009-08-15,Chelsea,Hull,2-1,1-1
2009-08-15,Everton,Arsenal,1-6,0-3
2009-08-15,Portsmouth,Fulham,0-1,0-1
2009-08-15,Stoke,Burnley,2-0,2-0
2009-08-15,Wolves,West Ham,0-2,0-1
2009-08-16,Man United,Birmingham,1-0,1-0
2009-08-16,Tottenham,Liverpool,2-1,1-0
2009-08-18,Sunderland,Chelsea,1-3,1-0
2009-08-18,Wigan,Wolves,0-1,0-1
2009-08-19,Birmingham,Portsmouth,1-0,0-0
2009-08-19,Burnley,Man United,1-0,1-0
2009-08-19,Hull,Tottenham,1-5,1-3
2009-08-19,Liverpool,Stoke,4-0,2-0
2009-08-22,Arsenal,Portsmouth,4-1,2-1
2009-08-22,Birmingham,Stoke,0-0,0-0
2009-08-22,Hull,Bolton,1-0,0-0
2009-08-22,Man City,Wolves,1-0,1-0
2009-08-22,Sunderland,Blackburn,2-1,1-1
2009-08-22,Wigan,Man United,0-5,0-0
2009-08-23,Burnley,Everton,1-0,1-0
2009-08-23,Fulham,Chelsea,0-2,0-1
2009-08-23,West Ham,Tottenham,1-2,0-0
2009-08-24,Liverpool,Aston Villa,1-3,0-2
2009-08-29,Blackburn,West Ham,0-0,0-0
2009-08-29,Bolton,Liverpool,2-3,1-1
2009-08-29,Chelsea,Burnley,3-0,1-0
2009-08-29,Man United,Arsenal,2-1,0-1
2009-08-29,Stoke,Sunderland,1-0,1-0
2009-08-29,Tottenham,Birmingham,2-1,0-0
2009-08-29,Wolves,Hull,1-1,0-1
2009-08-30,Aston Villa,Fulham,2-0,1-0
2009-08-30,Everton,Wigan,2-1,0-0
2009-08-30,Portsmouth,Man City,0-1,0-1
2009-09-12,Blackburn,Wolves,3-1,1-0
2009-09-12,Liverpool,Burnley,4-0,2-0
2009-09-12,Man City,Arsenal,4-2,1-0
2009-09-12,Portsmouth,Bolton,2-3,1-2
2009-09-12,Stoke,Chelsea,1-2,1-1
2009-09-12,Sunderland,Hull,4-1,1-1
2009-09-12,Tottenham,Man United,1-3,1-2
2009-09-12,Wigan,West Ham,1-0,0-0
2009-09-13,Birmingham,Aston Villa,0-1,0-0
2009-09-13,Fulham,Everton,2-1,0-1
2009-09-19,Arsenal,Wigan,4-0,1-0
2009-09-19,Aston Villa,Portsmouth,2-0,2-0
2009-09-19,Bolton,Stoke,1-1,0-0
2009-09-19,Burnley,Sunderland,3-1,1-1
2009-09-19,Hull,Birmingham,0-1,0-0
2009-09-19,West Ham,Liverpool,2-3,2-2
2009-09-20,Chelsea,Tottenham,3-0,1-0
2009-09-20,Everton,Blackburn,3-0,1-0
2009-09-20,Man United,Man City,4-3,1-1
2009-09-20,Wolves,Fulham,2-1,1-0
2009-09-26,Birmingham,Bolton,1-2,0-1
2009-09-26,Blackburn,Aston Villa,2-1,1-1
2009-09-26,Fulham,Arsenal,0-1,0-0
2009-09-26,Liverpool,Hull,6-1,2-1
2009-09-26,Portsmouth,Everton,0-1,0-1
2009-09-26,Stoke,Man United,0-2,0-0
2009-09-26,Tottenham,Burnley,5-0,2-0
2009-09-26,Wigan,Chelsea,3-1,1-0
2009-09-27,Sunderland,Wolves,5-2,1-0
2009-09-28,Man City,West Ham,3-1,2-1
2009-10-03,Bolton,Tottenham,2-2,1-1
2009-10-03,Burnley,Birmingham,2-1,0-0
2009-10-03,Hull,Wigan,2-1,0-0
2009-10-03,Man United,Sunderland,2-2,0-1
2009-10-03,Wolves,Portsmouth,0-1,0-1
2009-10-04,Arsenal,Blackburn,6-2,3-2
2009-10-04,Chelsea,Liverpool,2-0,0-0
2009-10-04,Everton,Stoke,1-1,0-0
2009-10-04,West Ham,Fulham,2-2,1-0
2009-10-05,Aston Villa,Man City,1-1,1-0
