Date,Team 1,Team 2,FT,HT
2009-08-08,Aldershot,Darlington,3-1,2-0
2009-08-08,Bury,Bournemouth,0-3,0-2
2009-08-08,Cheltenham,Grimsby,2-1,0-1
2009-08-08,Crewe,Dag and Red,1-2,0-1
2009-08-08,Lincoln,Barnet,1-0,0-0
2009-08-08,Morecambe,Hereford,2-2,1-1
2009-08-08,Northampton,Macclesfield,0-0,0-0
2009-08-08,Notts County,Bradford,5-0,3-0
2009-08-08,Port Vale,Rochdale,1-1,0-0
2009-08-08,Rotherham,Accrington,1-0,0-0
2009-08-08,Shrewsbury,Burton,3-1,1-0
2009-08-08,Torquay,Chesterfield,2-0,1-0
2009-08-15,Accrington,Lincoln,1-0,0-0
2009-08-15,Barnet,Shrewsbury,2-2,2-1
2009-08-15,Bournemouth,Rotherham,1-0,1-0
2009-08-15,Bradford,Port Vale,0-0,0-0
2009-08-15,Burton,Morecambe,5-2,3-1
2009-08-15,Chesterfield,Northampton,1-0,1-0
2009-08-15,Dag and Red,Torquay,5-3,1-0
2009-08-15,Darlington,Bury,0-1,0-0
2009-08-15,Grimsby,Crewe,0-4,0-2
2009-08-15,Hereford,Cheltenham,1-1,0-0
2009-08-15,Macclesfield,Notts County,0-4,0-2
2009-08-15,Rochdale,Aldershot,1-0,0-0
2009-08-18,Accrington,Northampton,0-3,0-2
2009-08-18,Barnet,Morecambe,2-0,1-0
2009-08-18,Bournemouth,Aldershot,1-0,0-0
2009-08-18,Bradford,Lincoln,0-2,0-0
2009-08-18,Burton,Torquay,0-2,0-2
2009-08-18,Dag and Red,Shrewsbury,5-0,4-0
2009-08-18,Darlington,Crewe,0-1,0-0
2009-08-18,Grimsby,Rotherham,1-2,0-0
2009-08-18,Hereford,Bury,1-3,1-1
2009-08-18,Macclesfield,Port Vale,2-0,1-0
2009-08-18,Rochdale,Cheltenham,0-1,0-0
2009-08-19,Chesterfield,Notts County,2-1,0-0
2009-08-22,Aldershot,Accrington,3-1,2-0
2009-08-22,Bury,Grimsby,0-1,0-1
2009-08-22,Cheltenham,Bradford,4-5,3-3
2009-08-22,Crewe,Hereford,1-0,1-0
2009-08-22,Lincoln,Burton,0-2,0-1
2009-08-22,Morecambe,Macclesfield,2-2,0-1
2009-08-22,Northampton,Bournemouth,2-0,1-0
2009-08-22,Notts County,Dag and Red,3-0,2-0
2009-08-22,Port Vale,Darlington,1-0,1-0
2009-08-22,Shrewsbury,Chesterfield,1-1,1-0
2009-08-22,Torquay,Barnet,0-1,0-1
2009-08-23,Rotherham,Rochdale,2-1,1-1
2009-08-29,Accrington,Shrewsbury,1-3,0-1
2009-08-29,Barnet,Notts County,1-0,0-0
2009-08-29,Bournemouth,Crewe,1-0,0-0
2009-08-29,Bradford,Torquay,2-0,1-0
2009-08-29,Burton,Northampton,3-2,3-0
2009-08-29,Chesterfield,Morecambe,1-1,0-0
2009-08-29,Dag and Red,Lincoln,3-0,1-0
2009-08-29,Darlington,Cheltenham,1-1,0-1
2009-08-29,Grimsby,Aldershot,1-2,0-1
2009-08-29,Hereford,Port Vale,2-2,1-0
2009-08-29,Macclesfield,Rotherham,1-3,1-2
2009-08-29,Rochdale,Bury,3-0,0-0
2009-09-04,Morecambe,Rochdale,3-3,3-0
2009-09-04,Northampton,Barnet,1-3,1-0
2009-09-05,Aldershot,Hereford,2-2,0-1
2009-09-05,Bury,Accrington,0-2,0-0
2009-09-05,Cheltenham,Dag and Red,1-1,0-0
2009-09-05,Crewe,Macclesfield,2-1,1-1
2009-09-05,Lincoln,Darlington,3-0,2-0
2009-09-05,Notts County,Burton,1-1,0-0
2009-09-05,Port Vale,Grimsby,4-0,1-0
2009-09-05,Rotherham,Chesterfield,3-1,0-1
2009-09-05,Shrewsbury,Bradford,1-2,0-2
2009-09-05,Torquay,Bournemouth,1-2,0-0
2009-09-11,Accrington,Darlington,2-1,1-0
2009-09-12,Aldershot,Port Vale,1-1,1-1
2009-09-12,Bournemouth,Lincoln,3-1,2-1
2009-09-12,Bradford,Burton,1-1,1-0
2009-09-12,Bury,Cheltenham,0-1,0-0
2009-09-12,Dag and Red,Chesterfield,2-1,1-0
2009-09-12,Grimsby,Hereford,1-0,0-0
2009-09-12,Macclesfield,Barnet,1-1,1-1
2009-09-12,Notts County,Northampton,5-2,2-1
2009-09-12,Rochdale,Torquay,2-1,1-0
2009-09-12,Rotherham,Morecambe,0-0,0-0
2009-09-12,Shrewsbury,Crewe,2-0,1-0
2009-09-19,Barnet,Bradford,2-2,0-1
2009-09-19,Burton,Dag and Red,0-1,0-1
2009-09-19,Cheltenham,Rotherham,1-1,0-1
2009-09-19,Chesterfield,Macclesfield,4-1,4-0
2009-09-19,Crewe,Aldershot,1-2,1-1
2009-09-19,Darlington,Bournemouth,0-2,0-1
2009-09-19,Hereford,Accrington,2-0,1-0
2009-09-19,Lincoln,Shrewsbury,0-2,0-1
2009-09-19,Morecambe,Notts County,2-1,1-0
2009-09-19,Northampton,Rochdale,1-2,0-1
2009-09-19,Port Vale,Bury,0-1,0-1
2009-09-19,Torquay,Grimsby,0-2,0-0
2009-09-25,Accrington,Crewe,5-3,2-1
2009-09-26,Aldershot,Cheltenham,4-1,1-0
2009-09-26,Bournemouth,Burton,1-0,0-0
2009-09-26,Bradford,Chesterfield,3-0,1-0
2009-09-26,Bury,Lincoln,2-0,0-0
2009-09-26,Dag and Red,Morecambe,1-1,1-0
2009-09-26,Grimsby,Darlington,1-1,1-0
2009-09-26,Macclesfield,Torquay,2-1,0-0
2009-09-26,Notts County,Port Vale,3-1,2-1
2009-09-26,Rochdale,Hereford,4-1,2-1
2009-09-26,Rotherham,Barnet,3-0,2-0
2009-09-26,Shrewsbury,Northampton,3-0,1-0
2009-09-29,Barnet,Dag and Red,2-0,2-0
2009-09-29,Burton,Macclesfield,1-1,1-1
2009-09-29,Cheltenham,Shrewsbury,1-2,0-0
2009-09-29,Crewe,Bury,2-3,1-2
2009-09-29,Darlington,Rochdale,0-2,0-0
2009-09-29,Hereford,Bournemouth,2-1,0-0
2009-09-29,Lincoln,Notts County,0-3,0-2
2009-09-29,Morecambe,Bradford,0-0,0-0
2009-09-29,Northampton,Rotherham,3-1,1-0
2009-09-29,Port Vale,Accrington,2-2,1-0
2009-09-29,Torquay,Aldershot,1-1,0-0
2009-09-30,Chesterfield,Grimsby,3-2,1-0
2009-10-03,Barnet,Grimsby,3-0,2-0
2009-10-03,Cheltenham,Notts County,1-1,0-1
2009-10-03,Chesterfield,Accrington,1-0,0-0
2009-10-03,Crewe,Rotherham,2-3,1-1
2009-10-03,Darlington,Macclesfield,0-1,0-1
2009-10-03,Hereford,Dag and Red,1-1,0-0
2009-10-03,Lincoln,Aldershot,1-0,0-0
2009-10-03,Morecambe,Shrewsbury,1-1,1-1
2009-10-03,Northampton,Bradford,2-2,0-0
2009-10-03,Port Vale,Bournemouth,0-0,0-0
2009-10-03,Torquay,Bury,1-1,0-1
2009-10-04,Burton,Rochdale,1-0,1-0
2009-10-10,Accrington,Cheltenham,4-0,0-0
2009-10-10,Aldershot,Morecambe,4-1,1-0
2009-10-10,Bournemouth,Chesterfield,1-2,0-2
2009-10-10,Bradford,Crewe,2-3,1-2
2009-10-10,Bury,Northampton,2-2,2-0
2009-10-10,Dag and Red,Darlington,2-0,2-0
2009-10-10,Grimsby,Burton,1-2,1-2
2009-10-10,Macclesfield,Lincoln,0-1,0-0
2009-10-10,Rochdale,Barnet,2-1,2-0
2009-10-10,Rotherham,Hereford,1-1,1-0
2009-10-10,Shrewsbury,Port Vale,0-1,0-1
2009-10-11,Notts County,Torquay,2-2,2-1
2009-10-16,Cheltenham,Macclesfield,1-2,0-2
2009-10-17,Accrington,Bournemouth,0-1,0-0
2009-10-17,Aldershot,Bury,2-3,1-1
2009-10-17,Burton,Barnet,2-0,1-0
2009-10-17,Crewe,Port Vale,1-2,1-1
2009-10-17,Dag and Red,Bradford,2-1,1-1
2009-10-17,Darlington,Shrewsbury,2-1,1-1
2009-10-17,Grimsby,Rochdale,0-2,0-1
2009-10-17,Hereford,Chesterfield,1-0,0-0
2009-10-17,Northampton,Lincoln,1-0,0-0
2009-10-17,Rotherham,Notts County,0-0,0-0
2009-10-17,Torquay,Morecambe,2-2,1-1
2009-10-24,Barnet,Darlington,3-0,0-0
2009-10-24,Bournemouth,Grimsby,3-1,2-0
2009-10-24,Bradford,Hereford,1-0,1-0
2009-10-24,Bury,Rotherham,2-1,0-1
2009-10-24,Chesterfield,Burton,5-2,2-0
2009-10-24,Lincoln,Torquay,0-0,0-0
2009-10-24,Macclesfield,Dag and Red,2-2,1-0
2009-10-24,Morecambe,Northampton,2-4,2-1
2009-10-24,Notts County,Crewe,2-0,1-0
2009-10-24,Port Vale,Cheltenham,1-1,1-0
2009-10-24,Rochdale,Accrington,1-2,0-1
2009-10-24,Shrewsbury,Aldershot,3-1,2-1
2009-10-30,Grimsby,Accrington,2-2,1-1
2009-10-31,Bournemouth,Rochdale,0-4,0-1
2009-10-31,Burton,Bury,0-0,0-0
2009-10-31,Cheltenham,Crewe,0-4,0-2
2009-10-31,Chesterfield,Barnet,1-0,0-0
2009-10-31,Dag and Red,Port Vale,1-1,0-1
2009-10-31,Hereford,Darlington,2-1,1-0
2009-10-31,Macclesfield,Bradford,2-2,2-0
2009-10-31,Morecambe,Lincoln,3-1,2-0
2009-10-31,Notts County,Shrewsbury,1-1,0-1
2009-10-31,Rotherham,Aldershot,0-0,0-0
2009-10-31,Torquay,Northampton,1-0,0-0
2009-11-14,Accrington,Dag and Red,0-1,0-1
2009-11-14,Aldershot,Macclesfield,0-0,0-0
2009-11-14,Barnet,Hereford,0-0,0-0
2009-11-14,Bradford,Bournemouth,1-1,1-1
2009-11-14,Bury,Notts County,3-3,2-2
2009-11-14,Crewe,Morecambe,1-2,0-2
2009-11-14,Darlington,Burton,1-0,1-0
2009-11-14,Lincoln,Cheltenham,1-1,0-1
2009-11-14,Northampton,Grimsby,0-0,0-0
2009-11-14,Port Vale,Rotherham,1-2,1-1
2009-11-14,Rochdale,Chesterfield,2-3,0-2
2009-11-14,Shrewsbury,Torquay,1-1,0-0
2009-11-21,Barnet,Port Vale,0-0,0-0
2009-11-21,Bradford,Accrington,1-1,1-0
2009-11-21,Burton,Hereford,3-2,0-0
2009-11-21,Chesterfield,Darlington,5-2,2-0
2009-11-21,Dag and Red,Rochdale,1-2,1-0
2009-11-21,Lincoln,Grimsby,0-0,0-0
2009-11-21,Macclesfield,Bournemouth,1-2,1-1
2009-11-21,Morecambe,Cheltenham,1-0,1-0
2009-11-21,Northampton,Crewe,2-2,0-2
2009-11-21,Notts County,Aldershot,0-0,0-0
2009-11-21,Shrewsbury,Bury,1-1,0-1
2009-11-21,Torquay,Rotherham,0-2,0-0
2009-11-24,Aldershot,Northampton,2-1,0-1
2009-11-24,Bournemouth,Dag and Red,0-0,0-0
2009-11-24,Bury,Chesterfield,2-1,0-0
2009-11-24,Cheltenham,Barnet,5-1,2-1
