Date,Team 1,Team 2,FT,HT
2007-08-11,Barnsley,Coventry,1-4,1-1
2007-08-11,Bristol City,QPR,2-2,1-1
2007-08-11,Burnley,West Brom,2-1,0-1
2007-08-11,Cardiff,Stoke,0-1,0-1
2007-08-11,Charlton,Scunthorpe,1-1,0-0
2007-08-11,Hull,Plymouth,2-3,1-2
2007-08-11,Ipswich,Sheffield Weds,4-1,3-0
2007-08-11,Leicester,Blackpool,0-1,0-0
2007-08-11,Preston,Norwich,0-0,0-0
2007-08-11,Sheffield United,Colchester,2-2,0-0
2007-08-11,Southampton,Crystal Palace,1-4,1-2
2007-08-11,Wolves,Watford,1-2,1-0
2007-08-18,Blackpool,Bristol City,1-1,0-0
2007-08-18,Colchester,Barnsley,2-2,1-1
2007-08-18,Coventry,Hull,1-1,0-0
2007-08-18,Crystal Palace,Leicester,2-2,1-0
2007-08-18,Norwich,Southampton,2-1,0-1
2007-08-18,Plymouth,Ipswich,1-1,0-1
2007-08-18,QPR,Cardiff,0-2,0-1
2007-08-18,Scunthorpe,Burnley,2-0,0-0
2007-08-18,Stoke,Charlton,2-1,0-0
2007-08-18,Watford,Sheffield United,1-0,0-0
2007-08-18,West Brom,Preston,2-0,0-0
2007-08-19,Sheffield Weds,Wolves,1-3,1-1
2007-08-25,Barnsley,Plymouth,3-2,2-0
2007-08-25,Bristol City,Scunthorpe,2-1,2-1
2007-08-25,Cardiff,Coventry,0-1,0-1
2007-08-25,Charlton,Sheffield Weds,3-2,0-2
2007-08-25,Hull,Norwich,2-1,0-0
2007-08-25,Leicester,Watford,4-1,1-0
2007-08-25,Preston,Colchester,0-3,0-1
2007-08-25,Sheffield United,West Brom,1-0,1-0
2007-08-25,Southampton,Stoke,3-2,1-1
2007-08-25,Wolves,Blackpool,2-1,0-0
2007-08-26,Ipswich,Crystal Palace,1-0,0-0
2007-09-01,Colchester,Burnley,2-3,1-2
2007-09-01,Coventry,Preston,2-1,0-1
2007-09-01,Crystal Palace,Charlton,0-1,0-0
2007-09-01,Norwich,Cardiff,1-2,1-0
2007-09-01,Plymouth,Leicester,0-0,0-0
2007-09-01,QPR,Southampton,0-3,0-2
2007-09-01,Scunthorpe,Sheffield United,3-2,1-0
2007-09-01,Sheffield Weds,Bristol City,0-1,0-1
2007-09-01,Stoke,Wolves,0-0,0-0
2007-09-01,Watford,Ipswich,2-0,1-0
2007-09-01,West Brom,Barnsley,2-0,2-0
2007-09-03,Blackpool,Hull,2-1,0-0
2007-09-15,Barnsley,Scunthorpe,2-0,1-0
2007-09-15,Burnley,Blackpool,2-2,0-0
