Date,Team 1,Team 2,FT,HT
2007-08-11,Bradford,Macclesfield,1-1,1-1
2007-08-11,Brentford,Mansfield,1-1,1-1
2007-08-11,Chester,Chesterfield,0-0,0-0
2007-08-11,Darlington,Wrexham,2-0,1-0
2007-08-11,Grimsby,Notts County,1-1,1-1
2007-08-11,Hereford,Rotherham,0-0,0-0
2007-08-11,Lincoln,Shrewsbury,0-4,0-0
2007-08-11,Milton Keynes Dons,Bury,1-2,1-0
2007-08-11,Morecambe,Barnet,0-0,0-0
2007-08-11,Peterboro,Rochdale,3-0,2-0
2007-08-11,Stockport,Dag and Red,1-0,0-0
2007-08-11,Wycombe,Accrington,0-1,0-0
2007-08-18,Accrington,Darlington,0-3,0-1
2007-08-18,Barnet,Hereford,1-2,1-1
2007-08-18,Bury,Grimsby,1-1,0-1
2007-08-18,Chesterfield,Stockport,1-1,0-0
2007-08-18,Dag and Red,Wycombe,2-2,1-0
2007-08-18,Macclesfield,Milton Keynes Dons,3-3,1-1
2007-08-18,Mansfield,Lincoln,1-3,1-2
2007-08-18,Notts County,Brentford,1-1,0-0
2007-08-18,Rochdale,Chester,1-2,1-0
2007-08-18,Shrewsbury,Bradford,1-0,1-0
2007-08-18,Wrexham,Morecambe,2-1,2-0
2007-08-19,Rotherham,Peterboro,3-1,3-0
2007-08-25,Bradford,Wrexham,2-1,0-0
2007-08-25,Brentford,Barnet,2-1,0-0
2007-08-25,Chester,Dag and Red,4-0,0-0
2007-08-25,Darlington,Notts County,2-2,1-0
2007-08-25,Grimsby,Macclesfield,1-1,0-0
2007-08-25,Hereford,Rochdale,1-1,1-1
2007-08-25,Lincoln,Accrington,2-0,1-0
2007-08-25,Milton Keynes Dons,Shrewsbury,3-0,0-0
2007-08-25,Morecambe,Mansfield,3-1,2-1
2007-08-25,Peterboro,Chesterfield,2-3,2-1
2007-08-25,Stockport,Rotherham,2-2,1-0
2007-08-25,Wycombe,Bury,1-0,0-0
2007-09-01,Accrington,Peterboro,0-2,0-0
2007-09-01,Barnet,Bradford,2-1,1-0
2007-09-01,Bury,Brentford,1-2,0-1
2007-09-01,Chesterfield,Wycombe,2-0,1-0
2007-09-01,Dag and Red,Lincoln,1-0,0-0
2007-09-01,Macclesfield,Darlington,0-0,0-0
2007-09-01,Mansfield,Stockport,4-2,4-2
2007-09-01,Notts County,Morecambe,1-1,0-1
2007-09-01,Rochdale,Milton Keynes Dons,3-2,1-2
2007-09-01,Rotherham,Chester,1-1,0-0
2007-09-01,Shrewsbury,Grimsby,2-1,0-0
2007-09-01,Wrexham,Hereford,0-2,0-0
2007-09-07,Chester,Morecambe,0-1,0-0
2007-09-07,Chesterfield,Bury,3-1,1-0
2007-09-07,Lincoln,Bradford,1-2,1-1
2007-09-07,Milton Keynes Dons,Notts County,3-0,1-0
2007-09-08,Accrington,Grimsby,4-1,1-0
2007-09-08,Dag and Red,Barnet,1-1,1-1
2007-09-08,Hereford,Macclesfield,0-1,0-0
2007-09-08,Rotherham,Darlington,0-2,0-1
2007-09-08,Stockport,Shrewsbury,1-1,1-1
2007-09-09,Peterboro,Mansfield,2-1,1-0
2007-09-09,Wycombe,Brentford,1-0,0-0
2007-09-15,Barnet,Rochdale,0-0,0-0
2007-09-15,Bradford,Peterboro,1-0,0-0
2007-09-15,Brentford,Milton Keynes Dons,0-3,0-1
2007-09-15,Bury,Chester,0-2,0-1
2007-09-15,Darlington,Lincoln,2-0,1-0
2007-09-15,Grimsby,Stockport,1-1,0-1
2007-09-15,Macclesfield,Wycombe,1-2,0-0
2007-09-15,Mansfield,Chesterfield,1-3,1-2
2007-09-15,Morecambe,Hereford,0-3,0-0
2007-09-15,Notts County,Dag and Red,1-0,0-0
2007-09-15,Shrewsbury,Accrington,2-0,1-0
2007-09-15,Wrexham,Rotherham,0-1,0-0
2007-09-22,Accrington,Mansfield,1-0,1-0
2007-09-22,Chester,Brentford,0-2,0-0
2007-09-22,Chesterfield,Barnet,0-1,0-0
2007-09-22,Dag and Red,Bury,1-1,1-1
2007-09-22,Hereford,Bradford,4-2,2-1
2007-09-22,Lincoln,Grimsby,1-2,1-1
2007-09-22,Milton Keynes Dons,Darlington,1-0,0-0
