Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 13 Aug 1994 (W32),Blackpool FC (1),1-4,?,Huddersfield Town AFC (1)
?,(Sat) 13 Aug 1994 (W32),Chester FC (1),1-4,?,Bradford City AFC (1)
?,(Sat) 13 Aug 1994 (W32),Leyton Orient FC (1),2-1,?,Birmingham City FC (1)
?,(Sat) 13 Aug 1994 (W32),Oxford United FC (1),4-0,?,Hull City AFC (1)
?,(Sat) 13 Aug 1994 (W32),Peterborough United FC (1),0-0,?,Bristol Rovers FC (1)
?,(Sat) 13 Aug 1994 (W32),Plymouth Argyle FC (1),1-5,?,Brentford FC (1)
?,(Sat) 13 Aug 1994 (W32),Rotherham United FC (1),0-4,?,Shrewsbury Town FC (1)
?,(Sat) 13 Aug 1994 (W32),Stockport County FC (1),4-1,?,Cardiff City FC (1)
?,(Sat) 13 Aug 1994 (W32),Swansea City AFC (1),1-1,?,Brighton & Hove Albion FC (1)
?,(Sat) 13 Aug 1994 (W32),Wrexham AFC (1),2-0,?,AFC Bournemouth (1)
?,(Sat) 13 Aug 1994 (W32),Wycombe Wanderers FC (1),3-0,?,Cambridge United FC (1)
?,(Sat) 13 Aug 1994 (W32),York City FC (1),1-2,?,Crewe Alexandra FC (1)
?,(Sat) 20 Aug 1994 (W33),Birmingham City FC (2),1-0,?,Chester FC (2)
?,(Sat) 20 Aug 1994 (W33),AFC Bournemouth (2),1-2,?,Blackpool FC (2)
?,(Sat) 20 Aug 1994 (W33),Bradford City AFC (2),2-0,?,Leyton Orient FC (2)
?,(Sat) 20 Aug 1994 (W33),Brentford FC (2),0-1,?,Peterborough United FC (2)
?,(Sat) 20 Aug 1994 (W33),Brighton & Hove Albion FC (2),1-1,?,Plymouth Argyle FC (2)
?,(Sat) 20 Aug 1994 (W33),Bristol Rovers FC (2),3-1,?,York City FC (2)
?,(Sat) 20 Aug 1994 (W33),Cambridge United FC (2),3-4,?,Stockport County FC (2)
?,(Sat) 20 Aug 1994 (W33),Cardiff City FC (2),1-3,?,Oxford United FC (2)
?,(Sat) 20 Aug 1994 (W33),Crewe Alexandra FC (2),3-1,?,Rotherham United FC (2)
?,(Sat) 20 Aug 1994 (W33),Huddersfield Town AFC (2),0-1,?,Wycombe Wanderers FC (2)
?,(Sat) 20 Aug 1994 (W33),Hull City AFC (2),0-2,?,Swansea City AFC (2)
?,(Sat) 20 Aug 1994 (W33),Shrewsbury Town FC (2),2-2,?,Wrexham AFC (2)
?,(Sat) 27 Aug 1994 (W34),Blackpool FC (3),2-1,?,Shrewsbury Town FC (3)
?,(Sat) 27 Aug 1994 (W34),Chester FC (3),1-2,?,Huddersfield Town AFC (3)
?,(Sat) 27 Aug 1994 (W34),Leyton Orient FC (3),1-1,?,Hull City AFC (3)
?,(Sat) 27 Aug 1994 (W34),Oxford United FC (3),1-0,?,Cambridge United FC (3)
