Date,Team 1,Team 2,FT,HT
2010-08-14,Crawley Town,Grimsby,0-1,0-1
2010-08-14,Darlington,Newport County,1-0,1-0
2010-08-14,Gateshead,Kettering Town,0-0,0-0
2010-08-14,Hayes & Yeading,Bath City,2-1,0-0
2010-08-14,Histon,Barrow,3-1,2-1
2010-08-14,Luton,Altrincham,2-1,1-0
2010-08-14,Mansfield,Forest Green,3-1,0-0
2010-08-14,Rushden & D,Fleetwood Town,1-1,0-1
2010-08-14,Southport,AFC Wimbledon,0-1,0-0
2010-08-14,Tamworth,Eastbourne Borough,4-2,3-0
2010-08-14,Wrexham,Cambridge,1-0,1-0
2010-08-14,York,Kidderminster,1-2,0-1
2010-08-17,AFC Wimbledon,Histon,2-0,0-0
2010-08-17,Altrincham,Darlington,2-2,0-0
2010-08-17,Barrow,Gateshead,1-3,1-1
2010-08-17,Bath City,Rushden & D,2-1,0-1
2010-08-17,Cambridge,Crawley Town,2-2,2-2
2010-08-17,Eastbourne Borough,Hayes & Yeading,5-0,2-0
2010-08-17,Fleetwood Town,Mansfield,3-0,3-0
2010-08-17,Forest Green,Wrexham,3-0,1-0
2010-08-17,Grimsby,York,0-0,0-0
2010-08-17,Kettering Town,Luton,1-3,1-1
2010-08-17,Kidderminster,Southport,3-4,1-1
2010-08-17,Newport County,Tamworth,1-1,0-1
2010-08-21,AFC Wimbledon,Tamworth,3-0,1-0
2010-08-21,Altrincham,Crawley Town,0-1,0-0
2010-08-21,Barrow,Rushden & D,2-0,0-0
2010-08-21,Bath City,York,2-2,1-1
2010-08-21,Cambridge,Southport,0-0,0-0
2010-08-21,Eastbourne Borough,Wrexham,4-3,2-2
2010-08-21,Fleetwood Town,Luton,0-3,0-2
2010-08-21,Forest Green,Gateshead,1-1,1-0
2010-08-21,Grimsby,Hayes & Yeading,1-2,0-1
2010-08-21,Kettering Town,Darlington,0-0,0-0
2010-08-21,Kidderminster,Mansfield,1-3,1-0
2010-08-21,Newport County,Histon,2-2,2-1
2010-08-24,Crawley Town,Bath City,2-1,2-0
2010-08-24,Darlington,Grimsby,0-1,0-0
2010-08-24,Gateshead,Fleetwood Town,0-2,0-2
2010-08-24,Hayes & Yeading,Forest Green,3-4,1-1
2010-08-24,Histon,Eastbourne Borough,1-1,0-1
2010-08-24,Luton,Newport County,1-1,1-1
2010-08-24,Mansfield,Kettering Town,1-1,1-0
2010-08-24,Rushden & D,AFC Wimbledon,1-0,0-0
2010-08-24,Southport,Altrincham,1-0,0-0
2010-08-24,Tamworth,Cambridge,1-1,0-0
2010-08-24,Wrexham,Kidderminster,2-2,2-1
2010-08-24,York,Barrow,0-0,0-0
2010-08-28,Darlington,Gateshead,2-0,1-0
2010-08-28,Eastbourne Borough,AFC Wimbledon,2-3,0-1
2010-08-28,Forest Green,Bath City,0-0,0-0
2010-08-28,Hayes & Yeading,Crawley Town,0-3,0-2
2010-08-28,Histon,Kettering Town,0-3,0-1
2010-08-28,Mansfield,Cambridge,1-0,0-0
2010-08-28,Newport County,Kidderminster,3-0,2-0
2010-08-28,Rushden & D,Grimsby,4-1,1-0
2010-08-28,Southport,Fleetwood Town,1-0,1-0
2010-08-28,Tamworth,Luton,3-1,1-0
2010-08-28,Wrexham,Barrow,1-1,0-1
2010-08-28,York,Altrincham,3-0,0-0
2010-08-30,AFC Wimbledon,Newport County,2-2,1-1
2010-08-30,Altrincham,Mansfield,0-4,0-2
2010-08-30,Barrow,Darlington,1-1,0-0
2010-08-30,Bath City,Wrexham,0-2,0-1
2010-08-30,Cambridge,Eastbourne Borough,2-0,2-0
2010-08-30,Crawley Town,Forest Green,1-0,0-0
2010-08-30,Fleetwood Town,York,2-1,1-0
2010-08-30,Grimsby,Histon,2-1,1-1
2010-08-30,Kettering Town,Rushden & D,0-1,0-1
2010-08-30,Kidderminster,Tamworth,2-2,1-1
2010-08-30,Luton,Hayes & Yeading,1-1,0-0
2010-09-04,Altrincham,Kidderminster,1-2,0-0
2010-09-04,Bath City,Barrow,1-1,0-1
2010-09-04,Cambridge,Gateshead,5-0,1-0
2010-09-04,Crawley Town,Fleetwood Town,1-1,1-1
2010-09-04,Eastbourne Borough,Darlington,1-1,0-1
2010-09-04,Forest Green,Southport,0-0,0-0
2010-09-04,Grimsby,Luton,2-0,1-0
2010-09-04,Hayes & Yeading,Histon,1-2,1-1
2010-09-04,Kettering Town,AFC Wimbledon,1-2,1-1
2010-09-04,Mansfield,Tamworth,0-1,0-1
2010-09-04,York,Rushden & D,2-0,0-0
2010-09-05,Newport County,Wrexham,1-1,0-1
2010-09-07,Gateshead,Southport,1-0,0-0
2010-09-11,AFC Wimbledon,Bath City,4-0,2-0
2010-09-11,Barrow,Eastbourne Borough,4-0,1-0
2010-09-11,Darlington,Forest Green,3-0,2-0
2010-09-11,Fleetwood Town,Kettering Town,4-1,1-1
2010-09-11,Gateshead,Altrincham,2-0,1-0
2010-09-11,Histon,Crawley Town,0-2,0-2
2010-09-11,Kidderminster,Hayes & Yeading,3-1,1-1
2010-09-11,Luton,Cambridge,2-0,2-0
2010-09-11,Rushden & D,Newport County,0-1,0-1
2010-09-11,Southport,Mansfield,1-2,0-2
2010-09-11,Tamworth,Grimsby,2-1,2-0
2010-09-11,Wrexham,York,1-1,1-1
2010-09-17,Luton,AFC Wimbledon,3-0,2-0
2010-09-18,Barrow,Forest Green,3-0,2-0
2010-09-18,Bath City,Darlington,2-2,0-1
2010-09-18,Crawley Town,Gateshead,2-1,0-0
2010-09-18,Eastbourne Borough,Altrincham,5-0,3-0
2010-09-18,Grimsby,Fleetwood Town,1-2,0-1
2010-09-18,Histon,Tamworth,1-2,1-0
2010-09-18,Kettering Town,Wrexham,1-1,0-1
2010-09-18,Kidderminster,Cambridge,0-0,0-0
2010-09-18,Newport County,Mansfield,1-0,0-0
2010-09-18,Southport,Rushden & D,2-2,1-0
2010-09-18,York,Hayes & Yeading,2-0,0-0
2010-09-21,Altrincham,Barrow,2-0,0-0
2010-09-21,Cambridge,Kettering Town,3-0,0-0
2010-09-21,Darlington,Luton,2-2,1-1
2010-09-21,Fleetwood Town,Kidderminster,1-1,1-0
2010-09-21,Forest Green,Eastbourne Borough,3-4,3-3
2010-09-21,Gateshead,Grimsby,0-0,0-0
2010-09-21,Hayes & Yeading,Newport County,1-2,1-0
2010-09-21,Mansfield,York,5-0,1-0
2010-09-21,Rushden & D,Histon,2-0,0-0
2010-09-21,Tamworth,Bath City,2-2,1-2
2010-09-21,Wrexham,Southport,2-1,2-0
2010-09-23,AFC Wimbledon,Crawley Town,2-1,0-1
2010-09-25,Altrincham,Grimsby,2-2,0-1
2010-09-25,Cambridge,Newport County,0-1,0-1
2010-09-25,Darlington,Southport,1-0,0-0
2010-09-25,Fleetwood Town,Bath City,2-1,1-0
2010-09-25,Forest Green,Kettering Town,0-2,0-1
