Round,Date,Team 1,FT,Team 2
1,Sat Aug 7 2010,Wycombe Wanderers FC,2-0,Morecambe FC
1,Sat Aug 7 2010,Torquay United FC,3-0,Northampton Town FC
1,Sat Aug 7 2010,Stevenage FC,2-2,Macclesfield Town FC
1,Sat Aug 7 2010,Southend United FC,1-1,Stockport County FC
1,Sat Aug 7 2010,Shrewsbury Town FC,3-1,Bradford City AFC
1,Sat Aug 7 2010,Rotherham United FC,2-1,Lincoln City FC
1,Sat Aug 7 2010,Gillingham FC,1-1,Cheltenham Town FC
1,Sat Aug 7 2010,Crewe Alexandra FC,0-1,Hereford FC (2014-)
1,Sat Aug 7 2010,Chesterfield FC,2-1,Barnet FC
1,Sat Aug 7 2010,Bury FC,0-1,Port Vale FC
1,Sat Aug 7 2010,Burton Albion FC,0-0,Oxford United FC
1,Sat Aug 7 2010,Accrington Stanley FC,0-0,Aldershot Town FC
2,Sat Aug 14 2010,Stockport County FC,0-0,Wycombe Wanderers FC
2,Sat Aug 14 2010,Port Vale FC,1-1,Chesterfield FC
2,Sat Aug 14 2010,Oxford United FC,1-2,Bury FC
2,Sat Aug 14 2010,Northampton Town FC,0-0,Accrington Stanley FC
2,Sat Aug 14 2010,Morecambe FC,0-0,Rotherham United FC
2,Sat Aug 14 2010,Aldershot Town FC,1-0,Southend United FC
2,Sat Aug 14 2010,Lincoln City FC,0-2,Torquay United FC
2,Sat Aug 14 2010,Hereford FC (2014-),0-0,Gillingham FC
2,Sat Aug 14 2010,Cheltenham Town FC,3-2,Crewe Alexandra FC
2,Sat Aug 14 2010,Bradford City AFC,1-0,Stevenage FC
2,Sat Aug 14 2010,Barnet FC,0-0,Burton Albion FC
2,Sat Aug 14 2010,Macclesfield Town FC,0-1,Shrewsbury Town FC
3,Sat Aug 21 2010,Wycombe Wanderers FC,0-0,Oxford United FC
3,Sat Aug 21 2010,Torquay United FC,2-0,Bradford City AFC
3,Sat Aug 21 2010,Stevenage FC,3-1,Stockport County FC
3,Sat Aug 21 2010,Southend United FC,1-3,Port Vale FC
3,Sat Aug 21 2010,Shrewsbury Town FC,1-1,Aldershot Town FC
3,Sat Aug 21 2010,Rotherham United FC,6-4,Cheltenham Town FC
3,Sat Aug 21 2010,Gillingham FC,0-1,Lincoln City FC
3,Sat Aug 21 2010,Crewe Alexandra FC,7-0,Barnet FC
3,Sat Aug 21 2010,Chesterfield FC,4-0,Hereford FC (2014-)
3,Sat Aug 21 2010,Bury FC,1-1,Northampton Town FC
3,Sat Aug 21 2010,Burton Albion FC,3-2,Morecambe FC
3,Sat Aug 21 2010,Accrington Stanley FC,3-0,Macclesfield Town FC
4,Fri Aug 27 2010,Bradford City AFC,0-2,Southend United FC
4,Sat Aug 28 2010,Stockport County FC,0-4,Shrewsbury Town FC
4,Sat Aug 28 2010,Port Vale FC,1-2,Torquay United FC
4,Sat Aug 28 2010,Oxford United FC,0-0,Accrington Stanley FC
4,Sat Aug 28 2010,Northampton Town FC,1-1,Wycombe Wanderers FC
4,Sat Aug 28 2010,Morecambe FC,1-1,Gillingham FC
4,Sat Aug 28 2010,Macclesfield Town FC,1-1,Chesterfield FC
4,Sat Aug 28 2010,Lincoln City FC,1-1,Crewe Alexandra FC
4,Sat Aug 28 2010,Hereford FC (2014-),0-1,Rotherham United FC
4,Sat Aug 28 2010,Cheltenham Town FC,2-1,Burton Albion FC
4,Sat Aug 28 2010,Barnet FC,1-1,Bury FC
4,Sat Aug 28 2010,Aldershot Town FC,1-1,Stevenage FC
5,Sat Sep 4 2010,Stevenage FC,1-1,Crewe Alexandra FC
5,Sat Sep 4 2010,Southend United FC,2-1,Torquay United FC
5,Sat Sep 4 2010,Shrewsbury Town FC,1-0,Rotherham United FC
5,Sat Sep 4 2010,Oxford United FC,4-0,Morecambe FC
5,Sat Sep 4 2010,Macclesfield Town FC,0-2,Stockport County FC
5,Sat Sep 4 2010,Accrington Stanley FC,1-1,Wycombe Wanderers FC
5,Sat Sep 4 2010,Bury FC,5-4,Gillingham FC
5,Sat Sep 4 2010,Burton Albion FC,3-0,Hereford FC (2014-)
5,Sat Sep 4 2010,Bradford City AFC,0-2,Port Vale FC
5,Sat Sep 4 2010,Barnet FC,3-1,Cheltenham Town FC
5,Sat Sep 4 2010,Aldershot Town FC,1-1,Northampton Town FC
5,Sat Sep 4 2010,Chesterfield FC,2-1,Lincoln City FC
6,Sat Sep 11 2010,Wycombe Wanderers FC,1-2,Macclesfield Town FC
6,Sat Sep 11 2010,Torquay United FC,0-0,Accrington Stanley FC
6,Sat Sep 11 2010,Stockport County FC,1-1,Bradford City AFC
6,Sat Sep 11 2010,Rotherham United FC,3-3,Burton Albion FC
6,Sat Sep 11 2010,Port Vale FC,1-0,Aldershot Town FC
6,Sat Sep 11 2010,Northampton Town FC,2-1,Southend United FC
6,Sat Sep 11 2010,Morecambe FC,1-1,Chesterfield FC
6,Sat Sep 11 2010,Lincoln City FC,1-0,Barnet FC
6,Sat Sep 11 2010,Hereford FC (2014-),0-2,Oxford United FC
6,Sat Sep 11 2010,Gillingham FC,2-0,Shrewsbury Town FC
6,Sat Sep 11 2010,Crewe Alexandra FC,3-0,Bury FC
6,Sat Sep 11 2010,Cheltenham Town FC,1-0,Stevenage FC
7,Fri Sep 17 2010,Accrington Stanley FC,3-0,Lincoln City FC
7,Sat Sep 18 2010,Stevenage FC,0-0,Torquay United FC
7,Sat Sep 18 2010,Southend United FC,2-3,Morecambe FC
7,Sat Sep 18 2010,Shrewsbury Town FC,3-1,Northampton Town FC
7,Sat Sep 18 2010,Oxford United FC,0-1,Stockport County FC
7,Sat Sep 18 2010,Macclesfield Town FC,0-3,Port Vale FC
7,Sat Sep 18 2010,Chesterfield FC,3-0,Cheltenham Town FC
7,Sat Sep 18 2010,Bury FC,1-1,Hereford FC (2014-)
7,Sat Sep 18 2010,Burton Albion FC,1-1,Crewe Alexandra FC
7,Sat Sep 18 2010,Bradford City AFC,1-0,Gillingham FC
7,Sat Sep 18 2010,Barnet FC,1-4,Rotherham United FC
7,Sat Sep 18 2010,Aldershot Town FC,0-0,Wycombe Wanderers FC
8,Sat Sep 25 2010,Wycombe Wanderers FC,2-2,Shrewsbury Town FC
8,Sat Sep 25 2010,Torquay United FC,1-3,Macclesfield Town FC
8,Sat Sep 25 2010,Stockport County FC,2-2,Aldershot Town FC
8,Sat Sep 25 2010,Rotherham United FC,1-0,Chesterfield FC
8,Sat Sep 25 2010,Port Vale FC,2-0,Accrington Stanley FC
8,Sat Sep 25 2010,Cheltenham Town FC,0-2,Bury FC
8,Sat Sep 25 2010,Morecambe FC,2-2,Barnet FC
8,Sat Sep 25 2010,Lincoln City FC,0-1,Stevenage FC
8,Sat Sep 25 2010,Hereford FC (2014-),1-3,Southend United FC
8,Sat Sep 25 2010,Gillingham FC,1-0,Burton Albion FC
8,Sat Sep 25 2010,Crewe Alexandra FC,1-1,Oxford United FC
8,Sat Sep 25 2010,Northampton Town FC,2-0,Bradford City AFC
9,Tue Sep 28 2010,Wycombe Wanderers FC,4-2,Barnet FC
9,Tue Sep 28 2010,Torquay United FC,0-1,Aldershot Town FC
9,Tue Sep 28 2010,Stockport County FC,2-2,Accrington Stanley FC
9,Tue Sep 28 2010,Rotherham United FC,0-0,Bradford City AFC
9,Tue Sep 28 2010,Port Vale FC,1-0,Shrewsbury Town FC
9,Tue Sep 28 2010,Northampton Town FC,1-2,Chesterfield FC
9,Tue Sep 28 2010,Morecambe FC,1-4,Bury FC
9,Tue Sep 28 2010,Lincoln City FC,0-0,Burton Albion FC
9,Tue Sep 28 2010,Hereford FC (2014-),1-4,Stevenage FC
9,Tue Sep 28 2010,Gillingham FC,0-0,Southend United FC
9,Tue Sep 28 2010,Crewe Alexandra FC,1-1,Macclesfield Town FC
9,Tue Sep 28 2010,Cheltenham Town FC,1-1,Oxford United FC
10,Sat Oct 2 2010,Stevenage FC,0-2,Wycombe Wanderers FC
10,Sat Oct 2 2010,Southend United FC,1-0,Lincoln City FC
10,Sat Oct 2 2010,Shrewsbury Town FC,1-1,Torquay United FC
10,Sat Oct 2 2010,Oxford United FC,2-1,Port Vale FC
10,Sat Oct 2 2010,Macclesfield Town FC,2-0,Northampton Town FC
10,Sat Oct 2 2010,Chesterfield FC,5-5,Crewe Alexandra FC
10,Sat Oct 2 2010,Bury FC,1-1,Rotherham United FC
10,Sat Oct 2 2010,Burton Albion FC,2-1,Stockport County FC
10,Sat Oct 2 2010,Bradford City AFC,0-1,Morecambe FC
10,Sat Oct 2 2010,Barnet FC,2-0,Hereford FC (2014-)
10,Sat Oct 2 2010,Aldershot Town FC,0-2,Cheltenham Town FC
10,Sat Oct 2 2010,Accrington Stanley FC,7-4,Gillingham FC
11,Sat Oct 9 2010,Rotherham United FC,1-1,Stevenage FC
11,Sat Oct 9 2010,Oxford United FC,0-1,Aldershot Town FC
11,Sat Oct 9 2010,Morecambe FC,1-0,Shrewsbury Town FC
11,Sat Oct 9 2010,Lincoln City FC,2-1,Macclesfield Town FC
11,Sat Oct 9 2010,Hereford FC (2014-),1-1,Port Vale FC
11,Sat Oct 9 2010,Barnet FC,0-2,Bradford City AFC
11,Sat Oct 9 2010,Crewe Alexandra FC,3-3,Torquay United FC
11,Sat Oct 9 2010,Chesterfield FC,2-1,Southend United FC
11,Sat Oct 9 2010,Cheltenham Town FC,1-0,Northampton Town FC
11,Sat Oct 9 2010,Bury FC,3-0,Accrington Stanley FC
11,Sat Oct 9 2010,Burton Albion FC,1-2,Wycombe Wanderers FC
11,Sat Oct 9 2010,Gillingham FC,2-1,Stockport County FC
12,Sat Oct 16 2010,Wycombe Wanderers FC,1-2,Chesterfield FC
12,Sat Oct 16 2010,Torquay United FC,3-4,Bury FC
12,Sat Oct 16 2010,Stockport County FC,2-1,Barnet FC
12,Sat Oct 16 2010,Stevenage FC,2-1,Burton Albion FC
12,Sat Oct 16 2010,Southend United FC,0-2,Crewe Alexandra FC
12,Sat Oct 16 2010,Shrewsbury Town FC,2-0,Lincoln City FC
12,Sat Oct 16 2010,Port Vale FC,0-0,Gillingham FC
