Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 12 Aug 2006 (32),Aldershot Town FC (1),3-2,0-1,Ebbsfleet United FC (1)
?,(Sat) 12 Aug 2006 (32),Altrincham FC (1),2-1,2-0,Stevenage FC (1)
?,(Sat) 12 Aug 2006 (32),Cambridge United FC (1),0-1,0-0,Northwich Victoria FC (1)
?,(Sat) 12 Aug 2006 (32),Crawley Town FC (1),1-0,0-0,AFC Rushden & Diamonds (1)
?,(Sat) 12 Aug 2006 (32),Forest Green Rovers FC (1),0-1,0-1,Dagenham & Redbridge FC (1)
?,(Sat) 12 Aug 2006 (32),Grays Athletic FC (1),1-1,1-1,Stafford Rangers FC (1)
?,(Sat) 12 Aug 2006 (32),Kidderminster Harriers FC (1),1-3,0-3,St. Albans City FC (1)
?,(Sat) 12 Aug 2006 (32),Morecambe FC (1),0-1,0-0,Burton Albion FC (1)
?,(Sat) 12 Aug 2006 (32),Oxford United FC (1),2-0,1-0,FC Halifax Town (1)
?,(Sat) 12 Aug 2006 (32),Southport FC (1),0-0,0-0,Woking FC (1)
?,(Sat) 12 Aug 2006 (32),Tamworth FC (1),1-3,0-2,Weymouth FC (1)
?,(Sat) 12 Aug 2006 (32),York City FC (1),0-0,0-0,Exeter City FC (1)
?,(Tue) 15 Aug 2006 (33),Burton Albion FC (2),1-1,1-0,Kidderminster Harriers FC (2)
?,(Tue) 15 Aug 2006 (33),Dagenham & Redbridge FC (2),0-1,0-0,Oxford United FC (2)
?,(Tue) 15 Aug 2006 (33),Exeter City FC (2),1-0,1-0,Forest Green Rovers FC (2)
?,(Tue) 15 Aug 2006 (33),Ebbsfleet United FC (2),4-1,2-1,Tamworth FC (2)
?,(Tue) 15 Aug 2006 (33),FC Halifax Town (2),1-1,0-0,Southport FC (2)
?,(Tue) 15 Aug 2006 (33),Northwich Victoria FC (2),0-2,0-1,Morecambe FC (2)
?,(Tue) 15 Aug 2006 (33),AFC Rushden & Diamonds (2),1-3,1-1,Grays Athletic FC (2)
?,(Tue) 15 Aug 2006 (33),St. Albans City FC (2),0-0,0-0,Cambridge United FC (2)
?,(Tue) 15 Aug 2006 (33),Stafford Rangers FC (2),1-0,0-0,Altrincham FC (2)
?,(Tue) 15 Aug 2006 (33),Stevenage FC (2),1-2,1-1,York City FC (2)
?,(Tue) 15 Aug 2006 (33),Weymouth FC (2),1-0,0-0,Aldershot Town FC (2)
?,(Tue) 15 Aug 2006 (33),Woking FC (2),1-2,1-1,Crawley Town FC (2)
?,(Fri) 18 Aug 2006 (33),Burton Albion FC (3),1-2,1-0,Oxford United FC (3)
?,(Sat) 19 Aug 2006 (33),Dagenham & Redbridge FC (3),4-0,2-0,Tamworth FC (3)
?,(Sat) 19 Aug 2006 (33),Exeter City FC (3),2-1,1-1,Altrincham FC (3)
?,(Sat) 19 Aug 2006 (33),Ebbsfleet United FC (3),0-1,0-1,York City FC (3)
?,(Sat) 19 Aug 2006 (33),FC Halifax Town (3),0-2,0-2,Grays Athletic FC (3)
?,(Sat) 19 Aug 2006 (33),Northwich Victoria FC (3),0-1,0-1,Kidderminster Harriers FC (3)
?,(Sat) 19 Aug 2006 (33),AFC Rushden & Diamonds (3),2-0,1-0,Forest Green Rovers FC (3)
?,(Sat) 19 Aug 2006 (33),St. Albans City FC (3),3-5,0-1,Aldershot Town FC (3)
?,(Sat) 19 Aug 2006 (33),Stafford Rangers FC (3),1-0,0-0,Southport FC (3)
?,(Sat) 19 Aug 2006 (33),Stevenage FC (3),2-3,1-0,Crawley Town FC (3)
?,(Sat) 19 Aug 2006 (33),Weymouth FC (3),2-1,1-0,Cambridge United FC (3)
?,(Sat) 19 Aug 2006 (33),Woking FC (3),1-1,0-0,Morecambe FC (3)
?,(Fri) 25 Aug 2006 (34),York City FC (4),3-2,1-0,Burton Albion FC (4)
?,(Sat) 26 Aug 2006 (34),Aldershot Town FC (4),1-1,0-0,Dagenham & Redbridge FC (4)
