Date,Team 1,Team 2,FT,HT
2010-08-06,Norwich,Watford,2-3,0-2
2010-08-07,Bristol City,Millwall,0-3,0-1
2010-08-07,Burnley,Nott'm Forest,1-0,1-0
2010-08-07,Coventry,Portsmouth,2-0,1-0
2010-08-07,Crystal Palace,Leicester,3-2,3-0
2010-08-07,Hull,Swansea,2-0,1-0
2010-08-07,Leeds,Derby,1-2,1-2
2010-08-07,Middlesbrough,Ipswich,1-3,1-0
2010-08-07,Preston,Doncaster,0-2,0-2
2010-08-07,QPR,Barnsley,4-0,1-0
2010-08-07,Reading,Scunthorpe,1-2,1-1
2010-08-08,Cardiff,Sheffield United,1-1,0-1
2010-08-14,Barnsley,Crystal Palace,1-0,1-0
2010-08-14,Derby,Cardiff,1-2,1-1
2010-08-14,Doncaster,Bristol City,1-1,0-0
2010-08-14,Ipswich,Burnley,1-1,0-0
2010-08-14,Leicester,Middlesbrough,0-0,0-0
2010-08-14,Millwall,Hull,4-0,2-0
2010-08-14,Portsmouth,Reading,1-1,1-0
2010-08-14,Scunthorpe,Norwich,0-1,0-0
2010-08-14,Sheffield United,QPR,0-3,0-3
2010-08-14,Swansea,Preston,4-0,3-0
2010-08-14,Watford,Coventry,2-2,1-0
2010-08-15,Nott'm Forest,Leeds,1-1,1-1
2010-08-21,Bristol City,Barnsley,3-3,2-2
2010-08-21,Burnley,Leicester,3-0,1-0
2010-08-21,Cardiff,Doncaster,4-0,1-0
2010-08-21,Coventry,Derby,2-1,1-0
2010-08-21,Crystal Palace,Ipswich,1-2,0-0
2010-08-21,Hull,Watford,0-0,0-0
2010-08-21,Leeds,Millwall,3-1,1-1
2010-08-21,Norwich,Swansea,2-0,0-0
2010-08-21,Preston,Portsmouth,1-0,1-0
2010-08-21,QPR,Scunthorpe,2-0,2-0
2010-08-21,Reading,Nott'm Forest,1-1,1-0
2010-08-22,Middlesbrough,Sheffield United,1-0,0-0
2010-08-28,Barnsley,Middlesbrough,2-0,1-0
2010-08-28,Derby,QPR,2-2,1-0
2010-08-28,Doncaster,Hull,3-1,2-1
2010-08-28,Ipswich,Bristol City,2-0,0-0
2010-08-28,Leicester,Reading,1-2,0-1
2010-08-28,Millwall,Coventry,3-1,1-0
2010-08-28,Nott'm Forest,Norwich,1-1,1-1
2010-08-28,Portsmouth,Cardiff,0-2,0-1
2010-08-28,Scunthorpe,Crystal Palace,3-0,2-0
2010-08-28,Sheffield United,Preston,1-0,0-0
2010-08-28,Swansea,Burnley,1-0,1-0
2010-08-28,Watford,Leeds,0-1,0-1
2010-09-11,Burnley,Preston,4-3,1-2
2010-09-11,Cardiff,Hull,2-0,1-0
2010-09-11,Coventry,Leicester,1-1,1-0
2010-09-11,Derby,Sheffield United,0-1,0-1
2010-09-11,Leeds,Swansea,2-1,0-1
2010-09-11,Norwich,Barnsley,2-1,0-1
2010-09-11,Nott'm Forest,Millwall,1-1,0-1
2010-09-11,Portsmouth,Ipswich,0-0,0-0
2010-09-11,QPR,Middlesbrough,3-0,0-0
2010-09-11,Reading,Crystal Palace,3-0,1-0
2010-09-11,Scunthorpe,Bristol City,0-2,0-1
2010-09-11,Watford,Doncaster,2-2,0-1
2010-09-14,Barnsley,Leeds,5-2,1-1
2010-09-14,Bristol City,Watford,0-2,0-1
2010-09-14,Crystal Palace,Portsmouth,4-1,1-1
2010-09-14,Doncaster,Norwich,3-1,1-0
2010-09-14,Hull,Derby,2-0,1-0
2010-09-14,Ipswich,QPR,0-3,0-2
2010-09-14,Leicester,Cardiff,2-1,0-1
2010-09-14,Middlesbrough,Burnley,2-1,0-0
2010-09-14,Millwall,Reading,0-0,0-0
2010-09-14,Preston,Nott'm Forest,1-2,1-0
2010-09-14,Sheffield United,Scunthorpe,0-4,0-1
2010-09-14,Swansea,Coventry,2-1,1-0
2010-09-17,Doncaster,Leeds,0-0,0-0
2010-09-18,Barnsley,Derby,1-1,0-1
2010-09-18,Bristol City,Coventry,1-2,1-2
2010-09-18,Crystal Palace,Burnley,0-0,0-0
2010-09-18,Hull,Nott'm Forest,0-0,0-0
2010-09-18,Ipswich,Cardiff,2-0,0-0
2010-09-18,Leicester,QPR,0-2,0-1
2010-09-18,Middlesbrough,Reading,3-1,2-1
2010-09-18,Millwall,Watford,1-6,0-3
2010-09-18,Preston,Norwich,0-1,0-0
2010-09-18,Sheffield United,Portsmouth,1-0,0-0
2010-09-18,Swansea,Scunthorpe,2-0,0-0
2010-09-24,Portsmouth,Leicester,6-1,2-0
2010-09-25,Burnley,Bristol City,0-0,0-0
2010-09-25,Cardiff,Millwall,2-1,1-1
2010-09-25,Coventry,Preston,1-2,0-2
2010-09-25,Derby,Crystal Palace,5-0,2-0
2010-09-25,Leeds,Sheffield United,1-0,0-0
2010-09-25,Norwich,Hull,0-2,0-0
2010-09-25,Nott'm Forest,Swansea,3-1,1-0
2010-09-25,QPR,Doncaster,3-0,0-0
2010-09-25,Reading,Barnsley,3-0,0-0
2010-09-25,Scunthorpe,Ipswich,1-1,1-0
2010-09-25,Watford,Middlesbrough,3-1,3-0
2010-09-28,Burnley,Hull,4-0,2-0
2010-09-28,Cardiff,Crystal Palace,0-0,0-0
2010-09-28,Coventry,Doncaster,2-1,1-1
2010-09-28,Derby,Middlesbrough,3-1,1-1
2010-09-28,Leeds,Preston,4-6,4-2
2010-09-28,Norwich,Leicester,4-3,1-1
2010-09-28,Nott'm Forest,Sheffield United,1-1,0-1
2010-09-28,Portsmouth,Bristol City,3-1,0-0
2010-09-28,QPR,Millwall,0-0,0-0
2010-09-28,Reading,Ipswich,1-0,0-0
2010-09-28,Scunthorpe,Barnsley,0-0,0-0
2010-09-28,Watford,Swansea,2-3,0-2
2010-10-02,Barnsley,Cardiff,1-2,0-1
2010-10-02,Bristol City,Norwich,0-3,0-2
2010-10-02,Crystal Palace,QPR,1-2,0-0
2010-10-02,Doncaster,Nott'm Forest,1-1,1-1
2010-10-02,Hull,Coventry,0-0,0-0
2010-10-02,Ipswich,Leeds,2-1,1-0
2010-10-02,Leicester,Scunthorpe,3-1,1-0
2010-10-02,Middlesbrough,Portsmouth,2-2,2-0
2010-10-02,Millwall,Burnley,1-1,1-1
2010-10-02,Preston,Reading,1-1,1-0
2010-10-02,Sheffield United,Watford,0-1,0-1
2010-10-02,Swansea,Derby,0-0,0-0
2010-10-16,Barnsley,Nott'm Forest,3-1,1-0
2010-10-16,Cardiff,Bristol City,3-2,1-2
2010-10-16,Crystal Palace,Millwall,0-1,0-0
2010-10-16,Derby,Preston,3-0,2-0
2010-10-16,Ipswich,Coventry,1-2,0-1
2010-10-16,Leicester,Hull,1-1,1-0
2010-10-16,Middlesbrough,Leeds,1-2,0-1
2010-10-16,Portsmouth,Watford,3-2,1-0
2010-10-16,QPR,Norwich,0-0,0-0
2010-10-16,Reading,Swansea,0-1,0-1
2010-10-16,Scunthorpe,Doncaster,1-3,1-1
2010-10-16,Sheffield United,Burnley,3-3,0-0
2010-10-19,Bristol City,Reading,1-0,1-0
2010-10-19,Burnley,Barnsley,3-0,0-0
2010-10-19,Coventry,Cardiff,1-2,1-1
2010-10-19,Doncaster,Derby,2-3,0-1
2010-10-19,Hull,Sheffield United,0-1,0-0
2010-10-19,Leeds,Leicester,1-2,0-0
2010-10-19,Millwall,Portsmouth,0-1,0-0
2010-10-19,Norwich,Crystal Palace,1-2,1-0
2010-10-19,Nott'm Forest,Middlesbrough,1-0,0-0
2010-10-19,Preston,Scunthorpe,2-3,0-1
2010-10-19,Swansea,QPR,0-0,0-0
2010-10-19,Watford,Ipswich,2-1,2-0
2010-10-22,Bristol City,QPR,1-1,1-0
2010-10-23,Burnley,Reading,0-4,0-1
2010-10-23,Coventry,Barnsley,3-0,1-0
2010-10-23,Doncaster,Sheffield United,2-0,2-0
2010-10-23,Hull,Portsmouth,1-2,0-1
2010-10-23,Millwall,Derby,2-0,1-0
2010-10-23,Norwich,Middlesbrough,1-0,1-0
2010-10-23,Nott'm Forest,Ipswich,2-0,2-0
2010-10-23,Preston,Crystal Palace,4-3,3-1
2010-10-23,Swansea,Leicester,2-0,0-0
2010-10-23,Watford,Scunthorpe,0-2,0-2
2010-10-25,Leeds,Cardiff,0-4,0-1
2010-10-30,Barnsley,Hull,1-1,1-0
2010-10-30,Cardiff,Norwich,3-1,3-1
2010-10-30,Crystal Palace,Swansea,0-3,0-1
2010-10-30,Derby,Watford,4-1,2-0
2010-10-30,Ipswich,Millwall,2-0,1-0
2010-10-30,Leicester,Preston,1-0,1-0
2010-10-30,Middlesbrough,Bristol City,1-2,1-1
2010-10-30,Portsmouth,Nott'm Forest,2-1,1-1
2010-10-30,QPR,Burnley,1-1,1-1
2010-10-30,Reading,Doncaster,4-3,1-2
2010-10-30,Scunthorpe,Leeds,1-4,1-1
2010-10-30,Sheffield United,Coventry,0-1,0-1
2010-11-06,Barnsley,Leicester,0-2,0-1
2010-11-06,Bristol City,Preston,1-1,0-1
2010-11-06,Coventry,Leeds,2-3,0-2
2010-11-06,Derby,Portsmouth,2-0,1-0
2010-11-06,Doncaster,Millwall,2-1,0-1
2010-11-06,Hull,Scunthorpe,0-1,0-0
2010-11-06,Middlesbrough,Crystal Palace,2-1,0-1
2010-11-06,Norwich,Burnley,2-2,0-2
2010-11-06,QPR,Reading,3-1,1-0
2010-11-06,Sheffield United,Ipswich,1-2,1-2
2010-11-06,Watford,Nott'm Forest,1-1,1-1
2010-11-07,Cardiff,Swansea,0-1,0-0
2010-11-09,Burnley,Doncaster,1-1,0-1
2010-11-09,Crystal Palace,Watford,3-2,1-0
2010-11-09,Ipswich,Derby,0-2,0-0
2010-11-09,Leeds,Hull,2-2,1-1
2010-11-09,Millwall,Norwich,1-1,0-0
2010-11-09,Nott'm Forest,Coventry,2-1,1-1
2010-11-09,Portsmouth,QPR,1-1,0-0
2010-11-09,Preston,Barnsley,1-2,1-1
2010-11-09,Scunthorpe,Middlesbrough,0-2,0-2
2010-11-10,Leicester,Sheffield United,2-2,1-2
2010-11-10,Reading,Cardiff,1-1,1-0
2010-11-10,Swansea,Bristol City,0-1,0-1
2010-11-12,Preston,Hull,0-2,0-1
2010-11-13,Burnley,Watford,3-2,1-1
2010-11-13,Crystal Palace,Coventry,2-0,1-0
2010-11-13,Ipswich,Barnsley,1-3,0-2
2010-11-13,Leeds,Bristol City,3-1,0-0
2010-11-13,Leicester,Derby,2-0,1-0
2010-11-13,Millwall,Sheffield United,0-1,0-1
2010-11-13,Nott'm Forest,QPR,0-0,0-0
2010-11-13,Portsmouth,Doncaster,2-3,0-2
2010-11-13,Reading,Norwich,3-3,1-3
2010-11-13,Scunthorpe,Cardiff,2-4,1-3
2010-11-14,Swansea,Middlesbrough,1-0,0-0
2010-11-20,Barnsley,Portsmouth,1-0,1-0
2010-11-20,Bristol City,Leicester,2-0,0-0
2010-11-20,Cardiff,Nott'm Forest,0-2,0-1
2010-11-20,Coventry,Burnley,1-0,0-0
2010-11-20,Derby,Scunthorpe,3-2,2-1
2010-11-20,Doncaster,Swansea,1-1,1-0
2010-11-20,Hull,Ipswich,1-0,0-0
2010-11-20,Middlesbrough,Millwall,0-1,0-1
2010-11-20,Norwich,Leeds,1-1,0-1
2010-11-20,QPR,Preston,3-1,1-0
2010-11-20,Sheffield United,Crystal Palace,3-2,1-1
2010-11-20,Watford,Reading,1-1,1-1
2010-11-26,Swansea,Portsmouth,1-2,1-1
2010-11-27,Barnsley,Watford,0-0,0-0
2010-11-27,Bristol City,Sheffield United,3-0,2-0
2010-11-27,Burnley,Derby,2-1,0-1
2010-11-27,Crystal Palace,Doncaster,1-0,1-0
2010-11-27,Middlesbrough,Hull,2-2,1-2
2010-11-27,Preston,Millwall,0-0,0-0
2010-11-27,QPR,Cardiff,2-1,1-1
2010-11-27,Reading,Leeds,0-0,0-0
2010-11-27,Scunthorpe,Coventry,0-2,0-1
2010-11-28,Norwich,Ipswich,4-1,2-1
2010-11-29,Leicester,Nott'm Forest,1-0,0-0
2010-12-04,Cardiff,Preston,1-1,0-1
2010-12-04,Coventry,Middlesbrough,1-0,0-0
2010-12-04,Derby,Norwich,1-2,1-2
2010-12-04,Ipswich,Swansea,1-3,0-0
2010-12-04,Leeds,Crystal Palace,2-1,0-1
2010-12-04,Millwall,Scunthorpe,3-0,1-0
2010-12-04,Watford,Leicester,3-2,2-0
2010-12-10,QPR,Watford,1-3,0-2
2010-12-10,Swansea,Millwall,1-1,1-1
2010-12-11,Barnsley,Sheffield United,1-0,1-0
2010-12-11,Bristol City,Derby,2-0,0-0
2010-12-11,Burnley,Leeds,2-3,2-0
2010-12-11,Crystal Palace,Hull,0-0,0-0
2010-12-11,Leicester,Doncaster,5-1,1-1
2010-12-11,Middlesbrough,Cardiff,1-0,1-0
2010-12-11,Norwich,Portsmouth,0-2,0-0
