Date,Team 1,Team 2,FT,HT
2010-08-07,Carlisle,Brentford,2-0,2-0
2010-08-07,Charlton,Bournemouth,1-0,1-0
2010-08-07,Exeter,Colchester,2-2,1-2
2010-08-07,Notts County,Huddersfield,0-3,0-2
2010-08-07,Peterboro,Bristol Rvs,3-0,0-0
2010-08-07,Rochdale,Hartlepool,0-0,0-0
2010-08-07,Sheffield Weds,Dag and Red,2-0,2-0
2010-08-07,Southampton,Plymouth,0-1,0-0
2010-08-07,Swindon,Brighton,1-2,0-1
2010-08-07,Tranmere,Oldham,1-2,0-1
2010-08-07,Walsall,Milton Keynes Dons,1-2,0-1
2010-08-07,Yeovil,Leyton Orient,2-1,2-1
2010-08-13,Leyton Orient,Charlton,1-3,0-1
2010-08-14,Bournemouth,Peterboro,5-1,2-0
2010-08-14,Brentford,Walsall,1-2,1-1
2010-08-14,Brighton,Rochdale,2-2,0-0
2010-08-14,Bristol Rvs,Yeovil,2-1,1-0
2010-08-14,Colchester,Sheffield Weds,1-1,0-0
2010-08-14,Hartlepool,Swindon,2-2,2-0
2010-08-14,Huddersfield,Tranmere,0-0,0-0
2010-08-14,Oldham,Notts County,3-0,1-0
2010-08-14,Plymouth,Carlisle,1-1,0-0
2010-08-21,Carlisle,Milton Keynes Dons,4-1,2-0
2010-08-21,Charlton,Oldham,1-1,1-1
2010-08-21,Exeter,Bristol Rvs,2-2,1-1
2010-08-21,Notts County,Dag and Red,1-0,0-0
2010-08-21,Peterboro,Huddersfield,4-2,1-2
2010-08-21,Rochdale,Colchester,1-2,0-1
2010-08-21,Sheffield Weds,Brighton,1-0,1-0
2010-08-21,Southampton,Leyton Orient,1-1,1-1
2010-08-21,Swindon,Brentford,1-1,1-1
2010-08-21,Tranmere,Bournemouth,0-3,0-2
2010-08-21,Walsall,Plymouth,2-1,0-1
2010-08-21,Yeovil,Hartlepool,0-2,0-1
2010-08-27,Colchester,Carlisle,1-1,1-0
2010-08-28,Bournemouth,Notts County,3-3,3-1
2010-08-28,Brentford,Rochdale,1-3,1-1
2010-08-28,Brighton,Walsall,2-1,0-0
2010-08-28,Bristol Rvs,Southampton,0-4,0-2
2010-08-28,Dag and Red,Tranmere,2-2,0-0
2010-08-28,Hartlepool,Sheffield Weds,0-5,0-3
2010-08-28,Huddersfield,Charlton,3-1,2-0
2010-08-28,Leyton Orient,Exeter,3-0,1-0
2010-08-28,Milton Keynes Dons,Swindon,2-1,0-1
2010-08-28,Oldham,Yeovil,0-0,0-0
2010-08-28,Plymouth,Peterboro,0-3,0-0
2010-09-04,Carlisle,Swindon,0-0,0-0
2010-09-04,Dag and Red,Leyton Orient,2-0,1-0
2010-09-04,Exeter,Charlton,1-0,0-0
2010-09-04,Huddersfield,Bournemouth,2-2,1-1
2010-09-04,Milton Keynes Dons,Hartlepool,1-0,0-0
2010-09-04,Notts County,Yeovil,4-0,3-0
2010-09-04,Oldham,Bristol Rvs,1-1,1-1
2010-09-04,Southampton,Rochdale,0-2,0-1
2010-09-04,Tranmere,Peterboro,1-0,1-0
2010-09-04,Walsall,Colchester,0-1,0-0
2010-09-05,Brentford,Sheffield Weds,1-0,1-0
2010-09-11,Bournemouth,Dag and Red,3-0,2-0
2010-09-11,Brighton,Milton Keynes Dons,2-0,0-0
2010-09-11,Bristol Rvs,Brentford,0-0,0-0
2010-09-11,Charlton,Notts County,1-0,0-0
2010-09-11,Colchester,Plymouth,1-1,1-0
2010-09-11,Hartlepool,Exeter,2-3,2-1
2010-09-11,Leyton Orient,Huddersfield,1-2,0-1
2010-09-11,Peterboro,Oldham,5-2,1-2
2010-09-11,Rochdale,Walsall,3-2,2-2
2010-09-11,Sheffield Weds,Carlisle,0-1,0-1
2010-09-11,Swindon,Southampton,1-0,0-0
2010-09-11,Yeovil,Tranmere,3-1,3-0
2010-09-15,Milton Keynes Dons,Southampton,2-0,0-0
2010-09-18,Brentford,Hartlepool,0-0,0-0
2010-09-18,Carlisle,Brighton,0-0,0-0
2010-09-18,Dag and Red,Bristol Rvs,0-3,0-2
2010-09-18,Exeter,Peterboro,2-2,0-1
2010-09-18,Huddersfield,Yeovil,4-2,0-2
2010-09-18,Milton Keynes Dons,Rochdale,1-1,1-1
2010-09-18,Notts County,Leyton Orient,3-2,2-1
2010-09-18,Oldham,Bournemouth,2-1,0-1
2010-09-18,Plymouth,Sheffield Weds,3-2,1-1
2010-09-18,Southampton,Colchester,0-0,0-0
2010-09-18,Tranmere,Charlton,1-1,0-1
2010-09-18,Walsall,Swindon,1-2,0-1
2010-09-21,Dag and Red,Exeter,1-1,0-1
2010-09-21,Plymouth,Brighton,0-2,0-2
2010-09-24,Leyton Orient,Brentford,1-0,1-0
2010-09-25,Bournemouth,Carlisle,2-0,0-0
2010-09-25,Brighton,Oldham,2-1,1-1
2010-09-25,Bristol Rvs,Notts County,2-1,1-0
2010-09-25,Charlton,Dag and Red,2-2,1-1
2010-09-25,Colchester,Tranmere,3-1,3-0
2010-09-25,Hartlepool,Walsall,2-1,1-1
2010-09-25,Peterboro,Milton Keynes Dons,2-1,1-1
2010-09-25,Rochdale,Plymouth,1-1,0-1
2010-09-25,Sheffield Weds,Southampton,0-1,0-0
2010-09-25,Swindon,Huddersfield,1-0,0-0
2010-09-25,Yeovil,Exeter,1-3,0-1
2010-09-28,Bournemouth,Exeter,3-0,2-0
2010-09-28,Brighton,Brentford,1-0,0-0
2010-09-28,Bristol Rvs,Tranmere,0-1,0-1
2010-09-28,Charlton,Milton Keynes Dons,1-0,0-0
2010-09-28,Colchester,Dag and Red,2-2,1-1
2010-09-28,Hartlepool,Carlisle,0-4,0-3
2010-09-28,Leyton Orient,Walsall,0-0,0-0
2010-09-28,Peterboro,Notts County,2-3,1-3
2010-09-28,Rochdale,Huddersfield,3-0,1-0
2010-09-28,Sheffield Weds,Oldham,0-0,0-0
2010-09-28,Swindon,Plymouth,2-3,1-2
2010-09-28,Yeovil,Southampton,1-1,0-0
2010-10-02,Brentford,Charlton,2-1,2-0
2010-10-02,Carlisle,Peterboro,0-1,0-1
2010-10-02,Dag and Red,Swindon,2-1,0-1
2010-10-02,Exeter,Rochdale,1-0,0-0
2010-10-02,Huddersfield,Bristol Rvs,0-1,0-0
2010-10-02,Milton Keynes Dons,Colchester,1-1,0-1
2010-10-02,Notts County,Sheffield Weds,0-2,0-0
2010-10-02,Oldham,Leyton Orient,1-1,1-0
2010-10-02,Plymouth,Hartlepool,0-1,0-0
2010-10-02,Southampton,Bournemouth,2-0,1-0
2010-10-02,Tranmere,Brighton,1-1,0-1
2010-10-02,Walsall,Yeovil,0-1,0-0
2010-10-09,Brentford,Oldham,1-3,1-1
2010-10-09,Brighton,Bournemouth,1-1,0-0
2010-10-09,Carlisle,Notts County,1-0,0-0
2010-10-09,Colchester,Huddersfield,0-3,0-2
2010-10-09,Hartlepool,Peterboro,2-0,1-0
2010-10-09,Milton Keynes Dons,Dag and Red,2-0,0-0
2010-10-09,Plymouth,Charlton,2-2,1-1
2010-10-09,Rochdale,Yeovil,0-1,0-0
2010-10-09,Sheffield Weds,Leyton Orient,1-0,0-0
2010-10-09,Southampton,Tranmere,2-0,1-0
2010-10-09,Walsall,Exeter,2-1,2-0
2010-10-11,Swindon,Bristol Rvs,2-1,1-0
2010-10-16,Bournemouth,Milton Keynes Dons,3-2,0-1
2010-10-16,Bristol Rvs,Rochdale,2-1,1-0
2010-10-16,Charlton,Brighton,0-4,0-1
2010-10-16,Dag and Red,Walsall,1-1,1-0
2010-10-16,Exeter,Carlisle,2-1,2-0
2010-10-16,Huddersfield,Southampton,2-0,2-0
2010-10-16,Leyton Orient,Hartlepool,1-0,0-0
2010-10-16,Notts County,Plymouth,2-0,1-0
2010-10-16,Oldham,Colchester,0-0,0-0
2010-10-16,Peterboro,Swindon,5-4,3-3
2010-10-16,Tranmere,Brentford,0-3,0-1
2010-10-16,Yeovil,Sheffield Weds,0-2,0-0
2010-10-23,Brentford,Peterboro,2-1,1-1
2010-10-23,Brighton,Yeovil,2-0,1-0
2010-10-23,Carlisle,Charlton,3-4,0-2
2010-10-23,Colchester,Notts County,2-1,0-1
2010-10-23,Hartlepool,Bristol Rvs,2-2,1-0
2010-10-23,Milton Keynes Dons,Exeter,1-0,0-0
2010-10-23,Plymouth,Huddersfield,2-1,1-1
2010-10-23,Rochdale,Dag and Red,3-2,2-0
2010-10-23,Sheffield Weds,Bournemouth,1-1,0-1
2010-10-23,Southampton,Oldham,2-1,1-1
2010-10-23,Swindon,Leyton Orient,2-2,0-0
2010-10-23,Walsall,Tranmere,1-4,0-1
2010-10-30,Bournemouth,Colchester,1-2,0-1
2010-10-30,Bristol Rvs,Carlisle,1-1,0-0
2010-10-30,Charlton,Sheffield Weds,1-0,1-0
2010-10-30,Dag and Red,Hartlepool,1-1,0-0
2010-10-30,Exeter,Brentford,2-4,1-1
2010-10-30,Huddersfield,Walsall,1-0,1-0
2010-10-30,Leyton Orient,Rochdale,2-1,0-1
2010-10-30,Notts County,Southampton,1-3,1-0
2010-10-30,Oldham,Plymouth,4-2,1-1
2010-10-30,Peterboro,Brighton,0-3,0-2
2010-10-30,Tranmere,Milton Keynes Dons,4-2,3-1
2010-10-30,Yeovil,Swindon,3-3,1-1
2010-11-02,Brentford,Bournemouth,1-1,0-0
2010-11-02,Brighton,Exeter,3-0,2-0
2010-11-02,Carlisle,Tranmere,2-0,1-0
2010-11-02,Colchester,Leyton Orient,3-2,2-2
2010-11-02,Milton Keynes Dons,Yeovil,3-2,1-1
2010-11-02,Plymouth,Bristol Rvs,3-1,0-0
2010-11-02,Sheffield Weds,Huddersfield,0-2,0-2
2010-11-02,Southampton,Dag and Red,4-0,2-0
2010-11-02,Swindon,Charlton,0-3,0-1
2010-11-02,Walsall,Peterboro,1-3,0-2
2010-11-13,Bournemouth,Walsall,3-0,1-0
2010-11-13,Brentford,Milton Keynes Dons,0-2,0-0
2010-11-13,Bristol Rvs,Leyton Orient,0-3,0-2
2010-11-13,Carlisle,Southampton,3-2,2-0
2010-11-13,Exeter,Notts County,3-1,2-1
2010-11-13,Hartlepool,Brighton,3-1,1-0
2010-11-13,Oldham,Huddersfield,1-0,1-0
