Round,Date,Team 1,FT,Team 2
1,Fri Aug 10 2018,Manchester United FC,2-1,Leicester City FC
1,Sat Aug 11 2018,Newcastle United FC,1-2,Tottenham Hotspur FC
1,Sat Aug 11 2018,Fulham FC,0-2,Crystal Palace FC
1,Sat Aug 11 2018,Huddersfield Town AFC,0-3,Chelsea FC
1,Sat Aug 11 2018,Watford FC,2-0,Brighton & Hove Albion FC
1,Sat Aug 11 2018,AFC Bournemouth,2-0,Cardiff City FC
1,Sat Aug 11 2018,Wolverhampton Wanderers FC,2-2,Everton FC
1,Sun Aug 12 2018,Liverpool FC,4-0,West Ham United FC
1,Sun Aug 12 2018,Southampton FC,0-0,Burnley FC
1,Sun Aug 12 2018,Arsenal FC,0-2,Manchester City FC
2,Sat Aug 18 2018,Cardiff City FC,0-0,Newcastle United FC
2,Sat Aug 18 2018,Tottenham Hotspur FC,3-1,Fulham FC
2,Sat Aug 18 2018,Everton FC,2-1,Southampton FC
2,Sat Aug 18 2018,Leicester City FC,2-0,Wolverhampton Wanderers FC
2,Sat Aug 18 2018,West Ham United FC,1-2,AFC Bournemouth
2,Sat Aug 18 2018,Chelsea FC,3-2,Arsenal FC
2,Sun Aug 19 2018,Manchester City FC,6-1,Huddersfield Town AFC
2,Sun Aug 19 2018,Burnley FC,1-3,Watford FC
2,Sun Aug 19 2018,Brighton & Hove Albion FC,3-2,Manchester United FC
2,Mon Aug 20 2018,Crystal Palace FC,0-2,Liverpool FC
3,Sat Aug 25 2018,Wolverhampton Wanderers FC,1-1,Manchester City FC
3,Sat Aug 25 2018,Arsenal FC,3-1,West Ham United FC
3,Sat Aug 25 2018,Huddersfield Town AFC,0-0,Cardiff City FC
3,Sat Aug 25 2018,Southampton FC,1-2,Leicester City FC
3,Sat Aug 25 2018,AFC Bournemouth,2-2,Everton FC
3,Sat Aug 25 2018,Liverpool FC,1-0,Brighton & Hove Albion FC
3,Sun Aug 26 2018,Watford FC,2-1,Crystal Palace FC
3,Sun Aug 26 2018,Fulham FC,4-2,Burnley FC
3,Sun Aug 26 2018,Newcastle United FC,1-2,Chelsea FC
3,Mon Aug 27 2018,Manchester United FC,0-3,Tottenham Hotspur FC
4,Sat Sep 1 2018,Leicester City FC,1-2,Liverpool FC
4,Sat Sep 1 2018,Chelsea FC,2-0,AFC Bournemouth
4,Sat Sep 1 2018,Everton FC,1-1,Huddersfield Town AFC
4,Sat Sep 1 2018,West Ham United FC,0-1,Wolverhampton Wanderers FC
4,Sat Sep 1 2018,Crystal Palace FC,0-2,Southampton FC
4,Sat Sep 1 2018,Brighton & Hove Albion FC,2-2,Fulham FC
4,Sat Sep 1 2018,Manchester City FC,2-1,Newcastle United FC
4,Sun Sep 2 2018,Cardiff City FC,2-3,Arsenal FC
4,Sun Sep 2 2018,Burnley FC,0-2,Manchester United FC
4,Sun Sep 2 2018,Watford FC,2-1,Tottenham Hotspur FC
