Round,Date,Team 1,FT,Team 2
15,Tue Oct 23 2018,Doncaster Rovers FC,0-1,Sunderland AFC
15,Tue Oct 23 2018,Luton Town FC,4-1,Accrington Stanley FC
15,Tue Oct 23 2018,Peterborough United FC,1-0,Fleetwood Town FC
15,Tue Oct 23 2018,Charlton Athletic FC,1-1,Oxford United FC
16,Sat Oct 27 2018,Rochdale AFC,1-0,Charlton Athletic FC
16,Sat Oct 27 2018,Walsall FC,3-2,Wycombe Wanderers FC
16,Sat Oct 27 2018,Sunderland AFC,3-0,Southend United FC
16,Sat Oct 27 2018,Scunthorpe United FC,1-4,Plymouth Argyle FC
16,Sat Oct 27 2018,AFC Wimbledon,0-2,Luton Town FC
16,Sat Oct 27 2018,Accrington Stanley FC,1-1,Portsmouth FC
16,Sat Oct 27 2018,Barnsley FC,1-0,Bristol Rovers FC
16,Sat Oct 27 2018,Burton Albion FC,1-2,Peterborough United FC
16,Sat Oct 27 2018,Coventry City FC,2-1,Doncaster Rovers FC
16,Sat Oct 27 2018,Fleetwood Town FC,3-2,Blackpool FC
16,Sat Oct 27 2018,Gillingham FC,4-0,Bradford City AFC
16,Sat Oct 27 2018,Oxford United FC,3-0,Shrewsbury Town FC
17,Sat Nov 3 2018,Plymouth Argyle FC,0-2,Sunderland AFC
17,Sat Nov 3 2018,Wycombe Wanderers FC,1-0,Peterborough United FC
17,Sat Nov 3 2018,Walsall FC,1-3,Burton Albion FC
17,Sat Nov 3 2018,Rochdale AFC,0-0,Luton Town FC
17,Sat Nov 3 2018,AFC Wimbledon,1-2,Shrewsbury Town FC
17,Sat Nov 3 2018,Barnsley FC,1-0,Southend United FC
17,Sat Nov 3 2018,Blackpool FC,0-3,Bristol Rovers FC
17,Sat Nov 3 2018,Bradford City AFC,0-1,Portsmouth FC
17,Sat Nov 3 2018,Charlton Athletic FC,2-0,Doncaster Rovers FC
17,Sat Nov 3 2018,Coventry City FC,1-1,Accrington Stanley FC
17,Sat Nov 3 2018,Gillingham FC,3-0,Fleetwood Town FC
17,Sat Nov 3 2018,Scunthorpe United FC,3-3,Oxford United FC
11,Tue Nov 6 2018,Gillingham FC,0-1,Blackpool FC
13,Tue Nov 6 2018,Walsall FC,0-2,Charlton Athletic FC
18,Sat Nov 17 2018,Shrewsbury Town FC,3-2,Rochdale AFC
18,Sat Nov 17 2018,Sunderland AFC,1-1,Wycombe Wanderers FC
18,Sat Nov 17 2018,Fleetwood Town FC,0-0,Walsall FC
18,Sat Nov 17 2018,Accrington Stanley FC,0-2,Barnsley FC
18,Sat Nov 17 2018,Bristol Rovers FC,1-2,Scunthorpe United FC
18,Sat Nov 17 2018,Burton Albion FC,1-0,Coventry City FC
18,Sat Nov 17 2018,Doncaster Rovers FC,2-1,AFC Wimbledon
18,Sat Nov 17 2018,Luton Town FC,5-1,Plymouth Argyle FC
18,Sat Nov 17 2018,Oxford United FC,1-0,Gillingham FC
18,Sat Nov 17 2018,Peterborough United FC,1-1,Bradford City AFC
18,Sat Nov 17 2018,Southend United FC,1-2,Blackpool FC
19,Fri Nov 23 2018,Coventry City FC,1-1,Peterborough United FC
19,Sat Nov 24 2018,Rochdale AFC,1-0,Accrington Stanley FC
19,Sat Nov 24 2018,Walsall FC,2-2,Sunderland AFC
19,Sat Nov 24 2018,Scunthorpe United FC,1-2,Portsmouth FC
19,Sat Nov 24 2018,AFC Wimbledon,2-1,Southend United FC
19,Sat Nov 24 2018,Blackpool FC,3-0,Burton Albion FC
19,Sat Nov 24 2018,Wycombe Wanderers FC,3-2,Shrewsbury Town FC
19,Sat Nov 24 2018,Bradford City AFC,2-0,Oxford United FC
19,Sat Nov 24 2018,Charlton Athletic FC,3-1,Bristol Rovers FC
19,Sat Nov 24 2018,Gillingham FC,1-3,Luton Town FC
19,Sat Nov 24 2018,Plymouth Argyle FC,2-1,Fleetwood Town FC
19,Sat Nov 24 2018,Barnsley FC,1-1,Doncaster Rovers FC
20,Tue Nov 27 2018,Burton Albion FC,1-2,Charlton Athletic FC
20,Tue Nov 27 2018,Southend United FC,2-0,Scunthorpe United FC
20,Tue Nov 27 2018,Sunderland AFC,4-2,Barnsley FC
20,Tue Nov 27 2018,Accrington Stanley FC,1-2,Wycombe Wanderers FC
20,Tue Nov 27 2018,Bristol Rovers FC,1-2,Gillingham FC
20,Tue Nov 27 2018,Shrewsbury Town FC,2-0,Plymouth Argyle FC
20,Tue Nov 27 2018,Doncaster Rovers FC,2-0,Blackpool FC
20,Tue Nov 27 2018,Fleetwood Town FC,3-0,Coventry City FC
20,Tue Nov 27 2018,Luton Town FC,4-0,Bradford City AFC
20,Tue Nov 27 2018,Oxford United FC,4-2,Rochdale AFC
20,Tue Nov 27 2018,Peterborough United FC,1-0,AFC Wimbledon
20,Tue Nov 27 2018,Portsmouth FC,2-0,Walsall FC
21,Sat Dec 8 2018,Scunthorpe United FC,0-2,Gillingham FC
21,Sat Dec 8 2018,Walsall FC,2-1,Coventry City FC
21,Sat Dec 8 2018,Wycombe Wanderers FC,1-0,Barnsley FC
21,Sat Dec 8 2018,AFC Wimbledon,1-1,Rochdale AFC
21,Sat Dec 8 2018,Blackpool FC,2-1,Charlton Athletic FC
21,Sat Dec 8 2018,Burton Albion FC,2-1,Shrewsbury Town FC
21,Sat Dec 8 2018,Portsmouth FC,2-0,Southend United FC
21,Sat Dec 8 2018,Luton Town FC,2-0,Fleetwood Town FC
21,Sat Dec 8 2018,Peterborough United FC,2-2,Oxford United FC
21,Sat Dec 8 2018,Plymouth Argyle FC,3-3,Bradford City AFC
21,Sat Dec 8 2018,Bristol Rovers FC,0-4,Doncaster Rovers FC
18,Tue Dec 11 2018,Portsmouth FC,1-2,Charlton Athletic FC
22,Sat Dec 15 2018,Shrewsbury Town FC,2-2,Peterborough United FC
22,Sat Dec 15 2018,Sunderland AFC,2-1,Bristol Rovers FC
22,Sat Dec 15 2018,Southend United FC,3-0,Accrington Stanley FC
22,Sat Dec 15 2018,Doncaster Rovers FC,3-0,Scunthorpe United FC
22,Sat Dec 15 2018,Barnsley FC,1-1,Portsmouth FC
22,Sat Dec 15 2018,Bradford City AFC,4-0,Walsall FC
22,Sat Dec 15 2018,Charlton Athletic FC,2-0,AFC Wimbledon
22,Sat Dec 15 2018,Coventry City FC,1-2,Luton Town FC
22,Sat Dec 15 2018,Fleetwood Town FC,1-0,Burton Albion FC
22,Sat Dec 15 2018,Gillingham FC,2-2,Wycombe Wanderers FC
22,Sat Dec 15 2018,Oxford United FC,2-0,Blackpool FC
22,Sat Dec 15 2018,Rochdale AFC,1-2,Plymouth Argyle FC
23,Sat Dec 22 2018,Southend United FC,1-2,Rochdale AFC
23,Sat Dec 22 2018,Shrewsbury Town FC,1-0,Coventry City FC
23,Sat Dec 22 2018,Wycombe Wanderers FC,1-2,AFC Wimbledon
23,Sat Dec 22 2018,Blackpool FC,0-1,Barnsley FC
23,Sat Dec 22 2018,Bradford City AFC,2-0,Scunthorpe United FC
23,Sat Dec 22 2018,Bristol Rovers FC,2-1,Fleetwood Town FC
23,Sat Dec 22 2018,Charlton Athletic FC,2-0,Gillingham FC
23,Sat Dec 22 2018,Doncaster Rovers FC,2-2,Oxford United FC
23,Sat Dec 22 2018,Luton Town FC,2-0,Burton Albion FC
23,Sat Dec 22 2018,Peterborough United FC,1-1,Walsall FC
23,Sat Dec 22 2018,Plymouth Argyle FC,0-3,Accrington Stanley FC
23,Sat Dec 22 2018,Portsmouth FC,3-1,Sunderland AFC
24,Wed Dec 26 2018,Sunderland AFC,1-0,Bradford City AFC
24,Wed Dec 26 2018,Scunthorpe United FC,0-2,Luton Town FC
24,Wed Dec 26 2018,Walsall FC,1-3,Bristol Rovers FC
24,Wed Dec 26 2018,Gillingham FC,2-0,Portsmouth FC
24,Wed Dec 26 2018,AFC Wimbledon,2-1,Plymouth Argyle FC
24,Wed Dec 26 2018,Accrington Stanley FC,2-1,Shrewsbury Town FC
24,Wed Dec 26 2018,Barnsley FC,2-0,Peterborough United FC
24,Wed Dec 26 2018,Burton Albion FC,3-1,Wycombe Wanderers FC
24,Wed Dec 26 2018,Coventry City FC,2-1,Charlton Athletic FC
24,Wed Dec 26 2018,Fleetwood Town FC,3-0,Doncaster Rovers FC
24,Wed Dec 26 2018,Oxford United FC,0-1,Southend United FC
24,Wed Dec 26 2018,Rochdale AFC,2-1,Blackpool FC
25,Sat Dec 29 2018,Rochdale AFC,0-4,Bradford City AFC
25,Sat Dec 29 2018,Walsall FC,2-2,Luton Town FC
25,Sat Dec 29 2018,Sunderland AFC,1-1,Shrewsbury Town FC
25,Sat Dec 29 2018,Oxford United FC,0-2,Bristol Rovers FC
25,Sat Dec 29 2018,AFC Wimbledon,0-0,Blackpool FC
25,Sat Dec 29 2018,Accrington Stanley FC,0-4,Peterborough United FC
25,Sat Dec 29 2018,Barnsley FC,2-1,Charlton Athletic FC
25,Sat Dec 29 2018,Burton Albion FC,1-1,Plymouth Argyle FC
25,Sat Dec 29 2018,Coventry City FC,1-0,Southend United FC
25,Sat Dec 29 2018,Fleetwood Town FC,2-5,Portsmouth FC
25,Sat Dec 29 2018,Gillingham FC,1-3,Doncaster Rovers FC
25,Sat Dec 29 2018,Scunthorpe United FC,1-0,Wycombe Wanderers FC
26,Tue Jan 1 2019,Southend United FC,2-0,Gillingham FC
26,Tue Jan 1 2019,Shrewsbury Town FC,0-0,Fleetwood Town FC
26,Tue Jan 1 2019,Wycombe Wanderers FC,0-2,Coventry City FC
26,Tue Jan 1 2019,Blackpool FC,0-1,Sunderland AFC
26,Tue Jan 1 2019,Bradford City AFC,3-0,Accrington Stanley FC
26,Tue Jan 1 2019,Bristol Rovers FC,0-0,Burton Albion FC
26,Tue Jan 1 2019,Charlton Athletic FC,2-1,Walsall FC
26,Tue Jan 1 2019,Doncaster Rovers FC,5-0,Rochdale AFC
26,Tue Jan 1 2019,Luton Town FC,0-0,Barnsley FC
26,Tue Jan 1 2019,Peterborough United FC,0-2,Scunthorpe United FC
26,Tue Jan 1 2019,Plymouth Argyle FC,3-0,Oxford United FC
26,Tue Jan 1 2019,Portsmouth FC,2-1,AFC Wimbledon
27,Sat Jan 5 2019,Charlton Athletic FC,1-1,Sunderland AFC
27,Sat Jan 5 2019,Scunthorpe United FC,2-1,Coventry City FC
27,Sat Jan 5 2019,Rochdale AFC,0-4,Burton Albion FC
28,Sat Jan 12 2019,Sunderland AFC,1-1,Luton Town FC
28,Sat Jan 12 2019,Walsall FC,1-2,Scunthorpe United FC
28,Sat Jan 12 2019,Accrington Stanley FC,0-0,Bristol Rovers FC
28,Sat Jan 12 2019,Southend United FC,2-3,Plymouth Argyle FC
28,Sat Jan 12 2019,Shrewsbury Town FC,0-3,Charlton Athletic FC
28,Sat Jan 12 2019,Portsmouth FC,0-1,Blackpool FC
28,Sat Jan 12 2019,Peterborough United FC,2-1,Rochdale AFC
28,Sat Jan 12 2019,Fleetwood Town FC,2-2,Oxford United FC
28,Sat Jan 12 2019,Coventry City FC,1-1,AFC Wimbledon
28,Sat Jan 12 2019,Burton Albion FC,2-3,Gillingham FC
28,Sat Jan 12 2019,Barnsley FC,3-0,Bradford City AFC
28,Sat Jan 12 2019,Wycombe Wanderers FC,3-2,Doncaster Rovers FC
29,Sat Jan 19 2019,AFC Wimbledon,1-4,Barnsley FC
29,Sat Jan 19 2019,Blackpool FC,0-0,Shrewsbury Town FC
29,Sat Jan 19 2019,Bradford City AFC,0-4,Southend United FC
29,Sat Jan 19 2019,Bristol Rovers FC,0-1,Wycombe Wanderers FC
29,Sat Jan 19 2019,Charlton Athletic FC,1-0,Accrington Stanley FC
29,Sat Jan 19 2019,Doncaster Rovers FC,2-2,Burton Albion FC
29,Sat Jan 19 2019,Luton Town FC,4-0,Peterborough United FC
29,Sat Jan 19 2019,Oxford United FC,2-1,Portsmouth FC
29,Sat Jan 19 2019,Plymouth Argyle FC,2-1,Coventry City FC
29,Sat Jan 19 2019,Rochdale AFC,1-1,Fleetwood Town FC
29,Sat Jan 19 2019,Gillingham FC,0-3,Walsall FC
29,Sat Jan 19 2019,Scunthorpe United FC,1-1,Sunderland AFC
27,Tue Jan 22 2019,AFC Wimbledon,0-3,Fleetwood Town FC
27,Tue Jan 22 2019,Plymouth Argyle FC,2-1,Walsall FC
30,Sat Jan 26 2019,Peterborough United FC,0-0,Charlton Athletic FC
30,Sat Jan 26 2019,Southend United FC,0-1,Luton Town FC
30,Sat Jan 26 2019,Fleetwood Town FC,0-1,Scunthorpe United FC
30,Sat Jan 26 2019,Wycombe Wanderers FC,1-0,Plymouth Argyle FC
30,Sat Jan 26 2019,Burton Albion FC,1-1,Bradford City AFC
30,Sat Jan 26 2019,Barnsley FC,2-1,Rochdale AFC
30,Sat Jan 26 2019,Coventry City FC,0-2,Blackpool FC
27,Tue Jan 29 2019,Oxford United FC,2-2,Barnsley FC
27,Tue Jan 29 2019,Luton Town FC,3-2,Portsmouth FC
27,Tue Jan 29 2019,Gillingham FC,0-0,Accrington Stanley FC
27,Tue Jan 29 2019,Blackpool FC,2-2,Wycombe Wanderers FC
27,Tue Jan 29 2019,Bristol Rovers FC,2-2,Peterborough United FC
27,Tue Jan 29 2019,Bradford City AFC,4-3,Shrewsbury Town FC
31,Sat Feb 2 2019,Wycombe Wanderers FC,0-0,Bradford City AFC
31,Sat Feb 2 2019,Sunderland AFC,1-0,AFC Wimbledon
31,Sat Feb 2 2019,Burton Albion FC,0-0,Oxford United FC
31,Sat Feb 2 2019,Southend United FC,1-2,Bristol Rovers FC
31,Sat Feb 2 2019,Shrewsbury Town FC,0-3,Luton Town FC
31,Sat Feb 2 2019,Portsmouth FC,1-1,Doncaster Rovers FC
31,Sat Feb 2 2019,Peterborough United FC,0-1,Plymouth Argyle FC
31,Sat Feb 2 2019,Fleetwood Town FC,1-0,Charlton Athletic FC
31,Sat Feb 2 2019,Coventry City FC,1-1,Gillingham FC
31,Sat Feb 2 2019,Barnsley FC,2-0,Scunthorpe United FC
31,Sat Feb 2 2019,Walsall FC,1-2,Rochdale AFC
32,Sat Feb 9 2019,Luton Town FC,3-0,Wycombe Wanderers FC
32,Sat Feb 9 2019,Bristol Rovers FC,1-1,Shrewsbury Town FC
32,Sat Feb 9 2019,Scunthorpe United FC,2-0,Accrington Stanley FC
32,Sat Feb 9 2019,Rochdale AFC,0-1,Coventry City FC
32,Sat Feb 9 2019,Doncaster Rovers FC,3-1,Peterborough United FC
32,Sat Feb 9 2019,Bradford City AFC,0-1,Fleetwood Town FC
32,Sat Feb 9 2019,Plymouth Argyle FC,1-1,Portsmouth FC
32,Sat Feb 9 2019,Oxford United FC,1-1,Sunderland AFC
32,Sat Feb 9 2019,Blackpool FC,2-0,Walsall FC
32,Sat Feb 9 2019,Gillingham FC,1-4,Barnsley FC
32,Sat Feb 9 2019,AFC Wimbledon,0-2,Burton Albion FC
32,Sat Feb 9 2019,Charlton Athletic FC,1-1,Southend United FC
13,Tue Feb 12 2019,Sunderland AFC,1-1,Blackpool FC
