Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 29 Aug 1931 (34),Walsall FC (1),1-2,?,Barrow AFC (1)
?,(Sat) 29 Aug 1931 (34),Chester FC (1),4-0,?,Wigan Borough FC (1920-1931) (1)
?,(Sat) 29 Aug 1931 (34),York City FC (1),3-2,?,Tranmere Rovers FC (1)
?,(Sat) 29 Aug 1931 (34),Hartlepool United FC (1),2-2,?,Carlisle United FC (1)
?,(Sat) 29 Aug 1931 (34),New Brighton Tower FC (1898-1901) (1),1-3,?,Gateshead FC (1)
?,(Sat) 29 Aug 1931 (34),Crewe Alexandra FC (1),3-0,?,Wrexham AFC (1)
?,(Sat) 29 Aug 1931 (34),Southport FC (1),3-2,?,Rotherham United FC (1)
?,(Sat) 29 Aug 1931 (34),Rochdale AFC (1),2-2,?,Accrington Stanley FC (1)
?,(Sat) 29 Aug 1931 (34),Lincoln City FC (1),2-0,?,Darlington FC (1)
?,(Sat) 29 Aug 1931 (34),Hull City AFC (1),1-0,?,FC Halifax Town (1)
?,(Sat) 29 Aug 1931 (34),Doncaster Rovers FC (1),1-1,?,Stockport County FC (1)
?,(Mon) 31 Aug 1931 (35),Lincoln City FC (2),6-0,?,Hartlepool United FC (2)
?,(Mon) 31 Aug 1931 (35),Walsall FC (2),1-2,?,Gateshead FC (2)
?,(Mon) 31 Aug 1931 (35),FC Halifax Town (2),0-0,?,New Brighton Tower FC (1898-1901) (2)
?,(Mon) 31 Aug 1931 (35),Tranmere Rovers FC (2),0-1,?,Doncaster Rovers FC (2)
?,(Mon) 31 Aug 1931 (35),Stockport County FC (2),1-2,?,Crewe Alexandra FC (2)
?,(Mon) 31 Aug 1931 (35),Rotherham United FC (2),5-0,?,Rochdale AFC (2)
?,(Wed) 2 Sep 1931 (35),Wigan Borough FC (1920-1931) (2),3-1,?,Hull City AFC (2)
?,(Wed) 2 Sep 1931 (35),Darlington FC (2),0-2,?,Barrow AFC (2)
?,(Wed) 2 Sep 1931 (35),Accrington Stanley FC (2),5-3,?,Carlisle United FC (2)
?,(Wed) 2 Sep 1931 (35),Wrexham AFC (2),1-1,?,Chester FC (2)
?,(Wed) 2 Sep 1931 (35),York City FC (2),1-2,?,Southport FC (2)
?,(Sat) 5 Sep 1931 (35),Wrexham AFC (3),4-0,?,Rochdale AFC (3)
?,(Sat) 5 Sep 1931 (35),Wigan Borough FC (1920-1931) (3),1-1,?,Hartlepool United FC (3)
?,(Sat) 5 Sep 1931 (35),Walsall FC (3),1-4,?,Hull City AFC (3)
?,(Sat) 5 Sep 1931 (35),Stockport County FC (3),0-1,?,Southport FC (3)
?,(Sat) 5 Sep 1931 (35),Darlington FC (3),4-1,?,Chester FC (3)
?,(Sat) 5 Sep 1931 (35),Rotherham United FC (3),0-1,?,York City FC (3)
?,(Sat) 5 Sep 1931 (35),FC Halifax Town (3),3-0,?,Lincoln City FC (3)
?,(Sat) 5 Sep 1931 (35),Gateshead FC (3),4-0,?,Barrow AFC (3)
?,(Sat) 5 Sep 1931 (35),Accrington Stanley FC (3),3-2,?,Doncaster Rovers FC (3)
?,(Sat) 5 Sep 1931 (35),Tranmere Rovers FC (3),5-1,?,New Brighton Tower FC (1898-1901) (3)
?,(Sat) 5 Sep 1931 (35),Carlisle United FC (3),2-1,?,Crewe Alexandra FC (3)
?,(Mon) 7 Sep 1931 (36),Crewe Alexandra FC (4),3-1,?,Accrington Stanley FC (4)
?,(Mon) 7 Sep 1931 (36),Hull City AFC (4),4-1,?,Darlington FC (4)
?,(Mon) 7 Sep 1931 (36),Barrow AFC (4),3-1,?,FC Halifax Town (4)
?,(Mon) 7 Sep 1931 (36),Stockport County FC (4),3-1,?,Rochdale AFC (4)
?,(Tue) 8 Sep 1931 (36),Southport FC (4),1-0,?,Tranmere Rovers FC (4)
?,(Wed) 9 Sep 1931 (36),Hartlepool United FC (4),2-2,?,Chester FC (4)
?,(Wed) 9 Sep 1931 (36),Wigan Borough FC (1920-1931) (4),0-3,?,Lincoln City FC (4)
?,(Wed) 9 Sep 1931 (36),Gateshead FC (4),6-0,?,York City FC (4)
?,(Wed) 9 Sep 1931 (36),New Brighton Tower FC (1898-1901) (4),0-1,?,Walsall FC (4)
?,(Thu) 10 Sep 1931 (36),Carlisle United FC (4),2-2,?,Wrexham AFC (4)
?,(Sat) 12 Sep 1931 (36),Lincoln City FC (5),3-0,?,Walsall FC (5)
?,(Sat) 12 Sep 1931 (36),Tranmere Rovers FC (5),6-1,?,Rotherham United FC (4)
?,(Sat) 12 Sep 1931 (36),Crewe Alexandra FC (5),4-3,?,Wigan Borough FC (1920-1931) (5)
?,(Sat) 12 Sep 1931 (36),Rochdale AFC (5),4-3,?,Carlisle United FC (5)
?,(Sat) 12 Sep 1931 (36),Barrow AFC (5),4-1,?,New Brighton Tower FC (1898-1901) (5)
?,(Sat) 12 Sep 1931 (36),Doncaster Rovers FC (4),2-4,?,Wrexham AFC (5)
?,(Sat) 12 Sep 1931 (36),York City FC (5),1-0,?,Stockport County FC (5)
?,(Sat) 12 Sep 1931 (36),Hull City AFC (5),0-1,?,Gateshead FC (5)
?,(Sat) 12 Sep 1931 (36),Hartlepool United FC (5),3-3,?,Darlington FC (5)
?,(Sat) 12 Sep 1931 (36),Chester FC (5),3-1,?,FC Halifax Town (5)
?,(Sat) 12 Sep 1931 (36),Southport FC (5),4-2,?,Accrington Stanley FC (5)
?,(Mon) 14 Sep 1931 (37),Wrexham AFC (6),1-0,?,Carlisle United FC (6)
?,(Mon) 14 Sep 1931 (37),Walsall FC (6),3-0,?,New Brighton Tower FC (1898-1901) (6)
?,(Mon) 14 Sep 1931 (37),Rotherham United FC (5),6-3,?,Doncaster Rovers FC (5)
?,(Mon) 14 Sep 1931 (37),Tranmere Rovers FC (6),2-0,?,Southport FC (6)
?,(Mon) 14 Sep 1931 (37),FC Halifax Town (6),1-0,?,Barrow AFC (6)
?,(Mon) 14 Sep 1931 (37),Lincoln City FC (6),3-0,?,Wigan Borough FC (1920-1931) (6)
?,(Tue) 15 Sep 1931 (37),Rochdale AFC (6),1-0,?,Stockport County FC (6)
?,(Wed) 16 Sep 1931 (37),York City FC (6),3-2,?,Gateshead FC (6)
?,(Wed) 16 Sep 1931 (37),Darlington FC (6),2-1,?,Hull City AFC (6)
?,(Wed) 16 Sep 1931 (37),Chester FC (6),2-3,?,Hartlepool United FC (6)
?,(Sat) 19 Sep 1931 (37),Stockport County FC (7),0-1,?,Tranmere Rovers FC (7)
?,(Sat) 19 Sep 1931 (37),Rotherham United FC (6),0-2,?,Barrow AFC (7)
?,(Sat) 19 Sep 1931 (37),Wrexham AFC (7),1-1,?,Southport FC (7)
?,(Sat) 19 Sep 1931 (37),Walsall FC (7),1-1,?,Chester FC (7)
?,(Sat) 19 Sep 1931 (37),Darlington FC (7),5-0,?,Wigan Borough FC (1920-1931) (7)
?,(Sat) 19 Sep 1931 (37),Carlisle United FC (7),5-1,?,Doncaster Rovers FC (6)
?,(Sat) 19 Sep 1931 (37),FC Halifax Town (7),2-0,?,Hartlepool United FC (7)
?,(Sat) 19 Sep 1931 (37),Accrington Stanley FC (6),2-1,?,York City FC (7)
?,(Sat) 19 Sep 1931 (37),New Brighton Tower FC (1898-1901) (7),1-2,?,Hull City AFC (7)
?,(Sat) 19 Sep 1931 (37),Crewe Alexandra FC (6),1-0,?,Rochdale AFC (7)
?,(Sat) 19 Sep 1931 (37),Gateshead FC (7),2-3,?,Lincoln City FC (7)
?,(Mon) 21 Sep 1931 (38),Doncaster Rovers FC (7),2-0,?,Rotherham United FC (7)
?,(Wed) 23 Sep 1931 (38),Hartlepool United FC (8),2-1,?,Southport FC (8)
?,(Sat) 26 Sep 1931 (38),Chester FC (8),1-1,?,Gateshead FC (8)
?,(Sat) 26 Sep 1931 (38),Tranmere Rovers FC (8),8-1,?,Accrington Stanley FC (7)
?,(Sat) 26 Sep 1931 (38),Hartlepool United FC (9),4-3,?,Walsall FC (8)
?,(Sat) 26 Sep 1931 (38),Wigan Borough FC (1920-1931) (8),0-1,?,FC Halifax Town (8)
?,(Sat) 26 Sep 1931 (38),Rotherham United FC (8),1-1,?,Stockport County FC (8)
?,(Sat) 26 Sep 1931 (38),Rochdale AFC (8),1-1,?,Darlington FC (8)
?,(Sat) 26 Sep 1931 (38),Hull City AFC (8),3-0,?,Barrow AFC (8)
?,(Sat) 26 Sep 1931 (38),Southport FC (9),2-0,?,Carlisle United FC (8)
?,(Sat) 26 Sep 1931 (38),Doncaster Rovers FC (8),2-1,?,Crewe Alexandra FC (7)
?,(Sat) 26 Sep 1931 (38),York City FC (8),3-2,?,Wrexham AFC (8)
?,(Sat) 26 Sep 1931 (38),Lincoln City FC (8),3-0,?,New Brighton Tower FC (1898-1901) (8)
?,(Tue) 29 Sep 1931 (39),Accrington Stanley FC (8),2-0,?,Crewe Alexandra FC (8)
?,(Wed) 30 Sep 1931 (39),Chester FC (9),2-5,?,Wrexham AFC (9)
?,(Sat) 3 Oct 1931 (39),Wrexham AFC (10),2-1,?,Tranmere Rovers FC (9)
?,(Sat) 3 Oct 1931 (39),Accrington Stanley FC (9),5-2,?,Rotherham United FC (9)
?,(Sat) 3 Oct 1931 (39),Stockport County FC (9),2-0,?,Hull City AFC (9)
?,(Sat) 3 Oct 1931 (39),New Brighton Tower FC (1898-1901) (9),0-1,?,Chester FC (10)
?,(Sat) 3 Oct 1931 (39),Gateshead FC (9),3-1,?,Hartlepool United FC (10)
?,(Sat) 3 Oct 1931 (39),Crewe Alexandra FC (9),1-1,?,Southport FC (10)
?,(Sat) 3 Oct 1931 (39),Rochdale AFC (9),3-1,?,Doncaster Rovers FC (9)
?,(Sat) 3 Oct 1931 (39),FC Halifax Town (9),0-3,?,Darlington FC (9)
?,(Sat) 3 Oct 1931 (39),Walsall FC (9),3-0,?,Wigan Borough FC (1920-1931) (9)
?,(Sat) 3 Oct 1931 (39),Carlisle United FC (9),1-1,?,York City FC (9)
?,(Sat) 3 Oct 1931 (39),Barrow AFC (9),0-2,?,Lincoln City FC (9)
?,(Sat) 10 Oct 1931 (40),Doncaster Rovers FC (10),3-1,?,FC Halifax Town (10)
?,(Sat) 10 Oct 1931 (40),Hartlepool United FC (11),1-0,?,New Brighton Tower FC (1898-1901) (10)
?,(Sat) 10 Oct 1931 (40),York City FC (10),3-3,?,Crewe Alexandra FC (10)
?,(Sat) 10 Oct 1931 (40),Lincoln City FC (10),1-0,?,Hull City AFC (10)
?,(Sat) 10 Oct 1931 (40),Darlington FC (10),2-0,?,Walsall FC (10)
?,(Sat) 10 Oct 1931 (40),Wigan Borough FC (1920-1931) (10),2-1,?,Gateshead FC (10)
?,(Sat) 10 Oct 1931 (40),Tranmere Rovers FC (10),3-0,?,Carlisle United FC (10)
?,(Sat) 10 Oct 1931 (40),Chester FC (11),4-2,?,Barrow AFC (10)
?,(Sat) 10 Oct 1931 (40),Stockport County FC (10),3-0,?,Accrington Stanley FC (10)
?,(Sat) 10 Oct 1931 (40),Rotherham United FC (10),0-0,?,Wrexham AFC (11)
?,(Sat) 10 Oct 1931 (40),Southport FC (11),3-1,?,Rochdale AFC (10)
?,(Sat) 17 Oct 1931 (41),Gateshead FC (11),2-0,?,Southport FC (12)
?,(Sat) 17 Oct 1931 (41),Chester FC (12),1-0,?,Accrington Stanley FC (11)
?,(Sat) 17 Oct 1931 (41),New Brighton Tower FC (1898-1901) (11),0-2,?,York City FC (11)
?,(Sat) 17 Oct 1931 (41),Barrow AFC (11),3-1,?,Tranmere Rovers FC (11)
?,(Sat) 17 Oct 1931 (41),Walsall FC (11),2-0,?,Doncaster Rovers FC (11)
?,(Sat) 17 Oct 1931 (41),Wigan Borough FC (1920-1931) (11),3-2,?,Carlisle United FC (11)
?,(Sat) 17 Oct 1931 (41),Darlington FC (11),1-0,?,Crewe Alexandra FC (11)
?,(Sat) 17 Oct 1931 (41),Lincoln City FC (11),1-2,?,Stockport County FC (11)
?,(Sat) 17 Oct 1931 (41),Hartlepool United FC (12),0-1,?,Wrexham AFC (12)
?,(Sat) 17 Oct 1931 (41),FC Halifax Town (11),3-2,?,Rochdale AFC (11)
?,(Sat) 17 Oct 1931 (41),Hull City AFC (11),0-1,?,Rotherham United FC (11)
