Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 23 Apr 1932 (16),Accrington Stanley FC (1),2-0,?,Barrow AFC (1)
?,(Wed) 2 Sep 1931 (35),Accrington Stanley FC (2),5-3,?,Carlisle United FC (1)
?,(Sat) 27 Feb 1932 (8),Accrington Stanley FC (3),2-3,?,Chester FC (1)
?,(Tue) 29 Sep 1931 (39),Accrington Stanley FC (4),2-0,?,Crewe Alexandra FC (1)
?,(Sat) 7 Nov 1931 (44),Accrington Stanley FC (5),4-0,?,Darlington FC (1)
?,(Sat) 5 Sep 1931 (35),Accrington Stanley FC (6),3-2,?,Doncaster Rovers FC (1)
?,(Sat) 9 Apr 1932 (14),Accrington Stanley FC (7),1-2,?,Gateshead FC (1)
?,(Sat) 26 Mar 1932 (12),Accrington Stanley FC (8),4-0,?,FC Halifax Town (1)
?,(Sat) 24 Oct 1931 (42),Accrington Stanley FC (9),5-0,?,Hartlepool United FC (1)
?,(Sat) 19 Dec 1931 (50),Accrington Stanley FC (10),1-1,?,Hull City AFC (1)
?,(Fri) 1 Jan 1932 (0),Accrington Stanley FC (11),2-2,?,Lincoln City FC (1)
?,(Sat) 5 Dec 1931 (48),Accrington Stanley FC (12),4-1,?,New Brighton Tower FC (1898-1901) (1)
?,(Sat) 2 Jan 1932 (0),Accrington Stanley FC (13),3-0,?,Rochdale AFC (1)
?,(Sat) 3 Oct 1931 (39),Accrington Stanley FC (14),5-2,?,Rotherham United FC (1)
?,(Wed) 10 Feb 1932 (6),Accrington Stanley FC (15),1-1,?,Southport FC (1)
?,(Sat) 20 Feb 1932 (7),Accrington Stanley FC (16),2-0,?,Stockport County FC (1)
?,(Sat) 6 Feb 1932 (5),Accrington Stanley FC (17),2-2,?,Tranmere Rovers FC (1)
?,(Sat) 21 Nov 1931 (46),Accrington Stanley FC (18),1-0,?,Walsall FC (1)
?,(Fri) 25 Dec 1931 (51),Accrington Stanley FC (19),5-0,?,Wrexham AFC (1)
?,(Sat) 19 Sep 1931 (37),Accrington Stanley FC (20),2-1,?,York City FC (1)
?,(Thu) 18 Feb 1932 (7),Barrow AFC (2),3-0,?,Accrington Stanley FC (21)
?,(Sat) 9 Jan 1932 (1),Barrow AFC (3),4-1,?,Carlisle United FC (2)
?,(Sat) 20 Feb 1932 (7),Barrow AFC (4),4-0,?,Chester FC (2)
?,(Sat) 2 Apr 1932 (13),Barrow AFC (5),2-1,?,Crewe Alexandra FC (2)
?,(Fri) 25 Dec 1931 (51),Barrow AFC (6),3-4,?,Darlington FC (2)
?,(Sat) 19 Mar 1932 (11),Barrow AFC (7),3-2,?,Doncaster Rovers FC (2)
?,(Sat) 16 Jan 1932 (2),Barrow AFC (8),3-1,?,Gateshead FC (2)
?,(Mon) 7 Sep 1931 (36),Barrow AFC (9),3-1,?,FC Halifax Town (2)
?,(Mon) 28 Mar 1932 (13),Barrow AFC (10),4-1,?,Hartlepool United FC (2)
?,(Sat) 6 Feb 1932 (5),Barrow AFC (11),0-2,?,Hull City AFC (2)
?,(Sat) 3 Oct 1931 (39),Barrow AFC (12),0-2,?,Lincoln City FC (2)
?,(Sat) 12 Sep 1931 (36),Barrow AFC (13),4-1,?,New Brighton Tower FC (1898-1901) (2)
?,(Sat) 14 Nov 1931 (45),Barrow AFC (14),4-1,?,Rochdale AFC (2)
?,(Sat) 30 Jan 1932 (4),Barrow AFC (15),3-0,?,Rotherham United FC (2)
?,(Sat) 31 Oct 1931 (43),Barrow AFC (16),1-1,?,Southport FC (2)
?,(Sat) 30 Apr 1932 (17),Barrow AFC (17),4-2,?,Stockport County FC (2)
?,(Sat) 17 Oct 1931 (41),Barrow AFC (18),3-1,?,Tranmere Rovers FC (2)
?,(Sat) 2 Jan 1932 (0),Barrow AFC (19),7-1,?,Walsall FC (2)
?,(Sat) 16 Apr 1932 (15),Barrow AFC (20),1-0,?,Wrexham AFC (2)
?,(Sat) 5 Mar 1932 (9),Barrow AFC (21),3-1,?,York City FC (2)
?,(Sat) 7 May 1932 (18),Carlisle United FC (3),3-0,?,Accrington Stanley FC (22)
?,(Sat) 9 Apr 1932 (14),Carlisle United FC (4),3-1,?,Barrow AFC (22)
?,(Sat) 19 Dec 1931 (50),Carlisle United FC (5),4-3,?,Chester FC (3)
?,(Sat) 5 Sep 1931 (35),Carlisle United FC (6),2-1,?,Crewe Alexandra FC (3)
?,(Sat) 24 Oct 1931 (42),Carlisle United FC (7),0-2,?,Darlington FC (3)
?,(Sat) 19 Sep 1931 (37),Carlisle United FC (8),5-1,?,Doncaster Rovers FC (3)
?,(Sat) 26 Mar 1932 (12),Carlisle United FC (9),0-0,?,Gateshead FC (3)
?,(Sat) 12 Mar 1932 (10),Carlisle United FC (10),4-0,?,FC Halifax Town (3)
?,(Sat) 2 Jan 1932 (0),Carlisle United FC (11),3-2,?,Hartlepool United FC (3)
?,(Sat) 5 Dec 1931 (48),Carlisle United FC (12),0-1,?,Hull City AFC (3)
?,(Sat) 23 Apr 1932 (16),Carlisle United FC (13),0-3,?,Lincoln City FC (3)
?,(Sat) 21 Nov 1931 (46),Carlisle United FC (14),0-0,?,New Brighton Tower FC (1898-1901) (3)
?,(Sat) 23 Jan 1932 (3),Carlisle United FC (15),4-0,?,Rochdale AFC (3)
?,(Fri) 25 Mar 1932 (12),Carlisle United FC (16),1-2,?,Rotherham United FC (3)
?,(Sat) 6 Feb 1932 (5),Carlisle United FC (17),2-2,?,Southport FC (3)
?,(Sat) 26 Dec 1931 (51),Carlisle United FC (18),1-1,?,Stockport County FC (3)
?,(Fri) 1 Jan 1932 (0),Carlisle United FC (19),1-1,?,Tranmere Rovers FC (3)
?,(Sat) 7 Nov 1931 (44),Carlisle United FC (20),4-0,?,Walsall FC (3)
?,(Thu) 10 Sep 1931 (36),Carlisle United FC (21),2-2,?,Wrexham AFC (3)
?,(Sat) 3 Oct 1931 (39),Carlisle United FC (22),1-1,?,York City FC (3)
?,(Sat) 17 Oct 1931 (41),Chester FC (4),1-0,?,Accrington Stanley FC (23)
?,(Sat) 10 Oct 1931 (40),Chester FC (5),4-2,?,Barrow AFC (23)
?,(Sat) 30 Apr 1932 (17),Chester FC (6),4-1,?,Carlisle United FC (23)
?,(Wed) 6 Apr 1932 (14),Chester FC (7),1-0,?,Crewe Alexandra FC (4)
?,(Sat) 16 Jan 1932 (2),Chester FC (8),3-1,?,Darlington FC (4)
?,(Sat) 9 Jan 1932 (1),Chester FC (9),1-1,?,Doncaster Rovers FC (4)
?,(Sat) 26 Sep 1931 (38),Chester FC (10),1-1,?,Gateshead FC (4)
?,(Sat) 12 Sep 1931 (36),Chester FC (11),3-1,?,FC Halifax Town (4)
?,(Wed) 16 Sep 1931 (37),Chester FC (12),2-3,?,Hartlepool United FC (4)
?,(Fri) 25 Mar 1932 (12),Chester FC (13),2-0,?,Hull City AFC (4)
?,(Fri) 25 Dec 1931 (51),Chester FC (14),2-1,?,Lincoln City FC (4)
?,(Sat) 13 Feb 1932 (6),Chester FC (15),2-0,?,New Brighton Tower FC (1898-1901) (4)
?,(Sat) 16 Apr 1932 (15),Chester FC (16),7-2,?,Rochdale AFC (4)
?,(Sat) 31 Oct 1931 (43),Chester FC (17),2-1,?,Rotherham United FC (4)
?,(Sat) 2 Apr 1932 (13),Chester FC (18),4-0,?,Southport FC (4)
