Date,Team 1,Team 2,FT,HT
2012-08-18,AFC Wimbledon,Chesterfield,1-0,1-0
2012-08-18,Bristol Rvs,Oxford,0-2,0-2
2012-08-18,Cheltenham,Dag and Red,2-0,1-0
2012-08-18,Exeter,Morecambe,0-3,0-3
2012-08-18,Fleetwood Town,Torquay,0-0,0-0
2012-08-18,Gillingham,Bradford,3-1,1-0
2012-08-18,Plymouth,Aldershot,0-2,0-1
2012-08-18,Port Vale,Barnet,3-0,2-0
2012-08-18,Rochdale,Northampton,0-0,0-0
2012-08-18,Rotherham,Burton,3-0,2-0
2012-08-18,Southend,Accrington,0-1,0-0
2012-08-18,York,Wycombe,1-3,0-2
2012-08-21,Accrington,Port Vale,2-0,1-0
2012-08-21,Aldershot,Exeter,1-2,1-1
2012-08-21,Barnet,Bristol Rvs,1-1,1-0
2012-08-21,Bradford,Fleetwood Town,1-0,0-0
2012-08-21,Burton,AFC Wimbledon,6-2,4-0
2012-08-21,Chesterfield,Rochdale,1-1,0-0
2012-08-21,Dag and Red,Plymouth,0-0,0-0
2012-08-21,Morecambe,York,2-2,0-0
2012-08-21,Northampton,Rotherham,2-1,1-1
2012-08-21,Oxford,Southend,2-0,0-0
2012-08-21,Torquay,Cheltenham,2-2,2-1
2012-08-21,Wycombe,Gillingham,0-1,0-0
2012-08-25,Accrington,Exeter,0-3,0-1
2012-08-25,Aldershot,Cheltenham,0-1,0-0
2012-08-25,Barnet,York,1-3,1-3
2012-08-25,Bradford,AFC Wimbledon,5-1,5-1
2012-08-25,Burton,Fleetwood Town,0-1,0-0
2012-08-25,Chesterfield,Rotherham,1-1,1-0
2012-08-25,Dag and Red,Gillingham,1-2,1-1
2012-08-25,Morecambe,Port Vale,1-3,1-1
2012-08-25,Northampton,Southend,3-3,0-0
2012-08-25,Oxford,Plymouth,2-1,2-0
2012-08-25,Torquay,Rochdale,4-2,2-1
2012-09-01,AFC Wimbledon,Dag and Red,2-2,2-1
2012-09-01,Bristol Rvs,Morecambe,0-3,0-0
2012-09-01,Cheltenham,Accrington,0-3,0-2
2012-09-01,Exeter,Burton,3-0,2-0
2012-09-01,Fleetwood Town,Aldershot,4-1,1-1
2012-09-01,Gillingham,Chesterfield,1-1,1-1
2012-09-01,Plymouth,Northampton,3-2,0-1
2012-09-01,Port Vale,Torquay,1-1,0-1
2012-09-01,Rochdale,Barnet,2-0,2-0
2012-09-01,Rotherham,Bradford,4-0,3-0
2012-09-01,Southend,Wycombe,1-0,1-0
2012-09-01,York,Oxford,3-1,2-1
2012-09-08,Accrington,Bradford,1-1,0-0
2012-09-08,Barnet,Gillingham,1-3,1-3
2012-09-08,Bristol Rvs,Aldershot,2-2,1-1
2012-09-08,Morecambe,Fleetwood Town,0-4,0-1
2012-09-08,Northampton,AFC Wimbledon,2-0,0-0
2012-09-08,Oxford,Exeter,2-4,0-2
2012-09-08,Port Vale,Rotherham,6-2,4-1
2012-09-08,Rochdale,Burton,0-1,0-0
2012-09-08,Southend,Dag and Red,3-1,2-1
2012-09-08,Torquay,Plymouth,0-0,0-0
2012-09-08,Wycombe,Cheltenham,1-1,1-1
2012-09-08,York,Chesterfield,2-2,1-2
2012-09-15,AFC Wimbledon,Rochdale,1-2,0-2
2012-09-15,Aldershot,Morecambe,0-0,0-0
2012-09-15,Bradford,Barnet,3-0,0-0
2012-09-15,Burton,Oxford,4-0,2-0
2012-09-15,Cheltenham,Southend,1-3,1-1
2012-09-15,Chesterfield,Wycombe,3-1,2-0
2012-09-15,Dag and Red,Accrington,1-1,0-0
2012-09-15,Exeter,York,1-1,0-0
2012-09-15,Fleetwood Town,Northampton,1-0,0-0
2012-09-15,Gillingham,Bristol Rvs,4-0,3-0
2012-09-15,Plymouth,Port Vale,1-3,1-0
2012-09-15,Rotherham,Torquay,1-0,1-0
2012-09-18,AFC Wimbledon,Torquay,0-1,0-1
2012-09-18,Aldershot,Barnet,1-0,0-0
2012-09-18,Bradford,Morecambe,3-1,1-0
2012-09-18,Cheltenham,Oxford,2-1,1-0
2012-09-18,Chesterfield,Accrington,4-3,2-1
2012-09-18,Dag and Red,Northampton,0-1,0-0
2012-09-18,Exeter,Wycombe,3-2,1-1
2012-09-18,Fleetwood Town,Port Vale,2-5,1-2
2012-09-18,Gillingham,Southend,1-0,1-0
2012-09-18,Plymouth,Bristol Rvs,1-1,1-0
2012-09-18,Rotherham,Rochdale,2-3,0-1
2012-09-19,Burton,York,3-1,1-1
2012-09-22,Accrington,Aldershot,1-0,0-0
2012-09-22,Barnet,Rotherham,0-0,0-0
2012-09-22,Bristol Rvs,Fleetwood Town,0-0,0-0
2012-09-22,Morecambe,Plymouth,2-3,1-0
2012-09-22,Northampton,Chesterfield,0-0,0-0
2012-09-22,Oxford,Bradford,0-2,0-0
2012-09-22,Port Vale,Gillingham,0-2,0-2
2012-09-22,Rochdale,Dag and Red,2-2,2-0
2012-09-22,Southend,Exeter,2-1,0-0
2012-09-22,Torquay,Burton,1-1,1-0
2012-09-22,Wycombe,AFC Wimbledon,0-1,0-1
2012-09-22,York,Cheltenham,0-0,0-0
2012-09-28,Cheltenham,Morecambe,2-0,1-0
2012-09-29,AFC Wimbledon,Accrington,1-2,0-1
2012-09-29,Aldershot,York,0-2,0-0
2012-09-29,Bradford,Port Vale,0-1,0-1
2012-09-29,Burton,Northampton,3-3,1-0
2012-09-29,Chesterfield,Torquay,1-1,0-0
2012-09-29,Dag and Red,Wycombe,3-0,1-0
2012-09-29,Exeter,Bristol Rvs,1-2,0-1
2012-09-29,Fleetwood Town,Barnet,2-1,1-1
2012-09-29,Gillingham,Rochdale,1-2,0-1
2012-09-29,Plymouth,Southend,1-1,0-0
2012-09-29,Rotherham,Oxford,3-1,1-1
2012-10-02,Barnet,Exeter,1-2,0-1
2012-10-02,Morecambe,Chesterfield,2-0,1-0
2012-10-02,Northampton,Gillingham,1-2,0-1
2012-10-02,Oxford,AFC Wimbledon,3-2,1-2
2012-10-02,Port Vale,Dag and Red,1-1,0-0
2012-10-02,Rochdale,Bradford,0-0,0-0
2012-10-02,Southend,Burton,0-1,0-0
2012-10-02,Torquay,Aldershot,4-3,0-2
2012-10-02,Wycombe,Plymouth,1-1,1-0
2012-10-02,York,Fleetwood Town,0-2,0-1
2012-10-03,Bristol Rvs,Cheltenham,0-1,0-1
2012-10-06,Accrington,Rochdale,2-3,1-2
2012-10-06,Aldershot,Chesterfield,0-1,0-0
2012-10-06,Bristol Rvs,Northampton,3-1,0-0
2012-10-06,Cheltenham,Fleetwood Town,2-2,0-1
2012-10-06,Dag and Red,Bradford,4-3,2-0
2012-10-06,Exeter,Port Vale,0-2,0-1
2012-10-06,Morecambe,Burton,0-0,0-0
2012-10-06,Oxford,Gillingham,0-0,0-0
2012-10-06,Plymouth,AFC Wimbledon,1-2,0-1
2012-10-06,Southend,Barnet,2-2,0-0
2012-10-06,Wycombe,Torquay,2-1,1-1
2012-10-06,York,Rotherham,0-0,0-0
2012-10-13,AFC Wimbledon,Cheltenham,1-2,0-1
2012-10-13,Barnet,Plymouth,1-4,1-2
2012-10-13,Bradford,York,1-1,0-1
2012-10-13,Burton,Bristol Rvs,1-1,0-1
2012-10-13,Chesterfield,Dag and Red,1-2,0-1
2012-10-13,Fleetwood Town,Wycombe,0-1,0-1
2012-10-13,Gillingham,Aldershot,4-0,3-0
2012-10-13,Northampton,Exeter,3-0,2-0
2012-10-13,Rochdale,Morecambe,1-2,0-1
2012-10-13,Rotherham,Southend,0-3,0-0
2012-10-13,Torquay,Accrington,3-1,1-0
2012-10-15,Port Vale,Oxford,3-0,1-0
2012-10-19,Barnet,Northampton,4-0,0-0
2012-10-20,Aldershot,Rotherham,0-3,0-1
2012-10-20,Bradford,Cheltenham,3-1,1-1
2012-10-20,Bristol Rvs,Torquay,3-2,2-0
2012-10-20,Exeter,Chesterfield,0-1,0-1
2012-10-20,Fleetwood Town,AFC Wimbledon,1-1,1-0
2012-10-20,Gillingham,Burton,4-1,2-0
2012-10-20,Morecambe,Southend,1-0,0-0
2012-10-20,Oxford,Accrington,5-0,3-0
2012-10-20,Plymouth,Rochdale,3-1,2-0
2012-10-20,Port Vale,Wycombe,4-1,0-1
2012-10-20,York,Dag and Red,3-2,2-1
2012-10-23,Accrington,York,0-1,0-0
2012-10-23,AFC Wimbledon,Bristol Rvs,3-1,3-0
2012-10-23,Burton,Port Vale,1-1,0-0
2012-10-23,Cheltenham,Plymouth,2-1,1-1
2012-10-23,Chesterfield,Fleetwood Town,1-2,1-1
2012-10-23,Dag and Red,Exeter,1-1,1-0
2012-10-23,Northampton,Bradford,0-1,0-0
2012-10-23,Rochdale,Oxford,2-0,0-0
2012-10-23,Rotherham,Morecambe,2-1,0-1
2012-10-23,Southend,Aldershot,1-2,0-1
2012-10-23,Torquay,Gillingham,2-1,0-0
2012-10-23,Wycombe,Barnet,0-0,0-0
2012-10-27,Accrington,Bristol Rvs,1-0,0-0
2012-10-27,AFC Wimbledon,Gillingham,0-1,0-1
2012-10-27,Burton,Bradford,1-0,0-0
2012-10-27,Cheltenham,Exeter,3-0,0-0
2012-10-27,Chesterfield,Barnet,0-1,0-0
2012-10-27,Dag and Red,Aldershot,0-0,0-0
2012-10-27,Northampton,Port Vale,2-0,2-0
2012-10-27,Rochdale,Fleetwood Town,0-0,0-0
2012-10-27,Rotherham,Plymouth,1-0,0-0
2012-10-27,Southend,York,0-0,0-0
2012-10-27,Torquay,Morecambe,1-0,1-0
2012-10-27,Wycombe,Oxford,1-3,0-1
2012-11-06,Aldershot,Wycombe,0-0,0-0
2012-11-06,Barnet,Torquay,1-0,0-0
2012-11-06,Bradford,Chesterfield,0-0,0-0
2012-11-06,Bristol Rvs,Southend,2-3,1-2
2012-11-06,Exeter,AFC Wimbledon,2-0,1-0
2012-11-06,Fleetwood Town,Rotherham,1-1,1-1
