Date,Team 1,Team 2,FT,HT
2012-08-18,Bury,Brentford,0-0,0-0
2012-08-18,Crawley Town,Scunthorpe,3-0,1-0
2012-08-18,Crewe,Notts County,1-2,0-1
2012-08-18,Hartlepool,Swindon,0-0,0-0
2012-08-18,Milton Keynes Dons,Oldham,2-0,1-0
2012-08-18,Portsmouth,Bournemouth,1-1,1-0
2012-08-18,Preston,Colchester,0-0,0-0
2012-08-18,Sheffield United,Shrewsbury,1-0,1-0
2012-08-18,Stevenage,Carlisle,1-1,0-0
2012-08-18,Tranmere,Leyton Orient,3-1,1-0
2012-08-18,Walsall,Doncaster,0-3,0-2
2012-08-18,Yeovil,Coventry,1-1,1-1
2012-08-21,Bournemouth,Milton Keynes Dons,1-1,1-0
2012-08-21,Brentford,Yeovil,1-3,0-1
2012-08-21,Carlisle,Tranmere,0-3,0-2
2012-08-21,Colchester,Portsmouth,2-2,1-1
2012-08-21,Coventry,Sheffield United,1-1,0-0
2012-08-21,Doncaster,Bury,2-1,1-1
2012-08-21,Leyton Orient,Stevenage,0-1,0-1
2012-08-21,Notts County,Hartlepool,2-0,1-0
2012-08-21,Oldham,Walsall,1-1,1-0
2012-08-21,Scunthorpe,Crewe,1-2,1-1
2012-08-21,Shrewsbury,Preston,1-0,1-0
2012-08-21,Swindon,Crawley Town,3-0,2-0
2012-08-25,Bournemouth,Preston,1-1,0-0
2012-08-25,Brentford,Crewe,5-1,3-0
2012-08-25,Carlisle,Portsmouth,4-2,1-0
2012-08-25,Colchester,Sheffield United,1-1,0-1
2012-08-25,Coventry,Bury,2-2,2-0
2012-08-25,Doncaster,Crawley Town,0-1,0-0
2012-08-25,Notts County,Walsall,0-1,0-0
2012-08-25,Oldham,Stevenage,0-1,0-1
2012-08-25,Scunthorpe,Yeovil,0-4,0-1
2012-08-25,Shrewsbury,Tranmere,1-1,1-0
2012-08-25,Swindon,Milton Keynes Dons,1-0,1-0
2012-09-01,Bury,Notts County,0-2,0-1
2012-09-01,Crawley Town,Leyton Orient,1-0,0-0
2012-09-01,Crewe,Coventry,1-0,1-0
2012-09-01,Hartlepool,Scunthorpe,2-0,1-0
2012-09-01,Milton Keynes Dons,Carlisle,2-0,1-0
2012-09-01,Portsmouth,Oldham,0-1,0-0
2012-09-01,Sheffield United,Bournemouth,5-3,3-1
2012-09-01,Stevenage,Shrewsbury,1-1,1-1
2012-09-01,Tranmere,Colchester,4-0,1-0
2012-09-01,Walsall,Brentford,2-2,2-0
2012-09-01,Yeovil,Doncaster,2-1,0-0
2012-09-02,Preston,Swindon,4-1,3-0
2012-09-08,Brentford,Colchester,1-0,0-0
2012-09-08,Bury,Preston,1-2,0-1
2012-09-08,Crewe,Tranmere,0-0,0-0
2012-09-08,Hartlepool,Carlisle,1-2,1-0
2012-09-08,Notts County,Shrewsbury,3-2,0-0
2012-09-08,Scunthorpe,Sheffield United,1-1,0-0
2012-09-08,Swindon,Leyton Orient,0-1,0-0
2012-09-08,Walsall,Milton Keynes Dons,1-0,1-0
