Date,Team 1,Team 2,FT,HT
2012-08-10,Hereford,Macclesfield,2-1,1-0
2012-08-11,Barrow,AFC Telford United,0-0,0-0
2012-08-11,Braintree Town,Hyde United,2-2,0-2
2012-08-11,Dartford,Tamworth,2-3,1-2
2012-08-11,Forest Green,Cambridge,1-1,0-1
2012-08-11,Lincoln,Kidderminster,1-0,1-0
2012-08-11,Luton,Gateshead,2-2,0-2
2012-08-11,Mansfield,Newport County,3-4,0-2
2012-08-11,Nuneaton Town,Ebbsfleet,4-5,2-3
2012-08-11,Southport,Grimsby,1-1,0-0
2012-08-11,Stockport,Alfreton Town,1-0,1-0
2012-08-11,Wrexham,Woking,3-1,2-0
2012-08-14,AFC Telford United,Forest Green,1-2,0-2
2012-08-14,Alfreton Town,Southport,3-3,1-1
2012-08-14,Cambridge,Lincoln,2-1,1-1
2012-08-14,Ebbsfleet,Braintree Town,0-1,0-0
2012-08-14,Gateshead,Mansfield,4-1,1-1
2012-08-14,Grimsby,Stockport,1-2,0-0
2012-08-14,Hyde United,Barrow,0-0,0-0
2012-08-14,Kidderminster,Luton,0-2,0-2
2012-08-14,Macclesfield,Wrexham,2-0,1-0
2012-08-14,Newport County,Nuneaton Town,4-0,2-0
2012-08-14,Tamworth,Hereford,2-2,0-2
2012-08-14,Woking,Dartford,1-0,0-0
2012-08-17,Hyde United,Luton,1-2,0-0
2012-08-18,AFC Telford United,Braintree Town,3-0,2-0
2012-08-18,Alfreton Town,Hereford,0-3,0-0
2012-08-18,Cambridge,Southport,2-0,0-0
2012-08-18,Ebbsfleet,Wrexham,1-1,0-0
2012-08-18,Gateshead,Forest Green,1-1,0-0
2012-08-18,Grimsby,Nuneaton Town,0-0,0-0
2012-08-18,Kidderminster,Mansfield,2-3,1-1
2012-08-18,Macclesfield,Dartford,2-0,1-0
2012-08-18,Newport County,Lincoln,2-1,2-0
2012-08-18,Tamworth,Stockport,1-0,1-0
2012-08-18,Woking,Barrow,3-1,1-1
2012-08-24,Stockport,Gateshead,1-2,1-0
2012-08-25,Barrow,Alfreton Town,1-3,0-1
2012-08-25,Braintree Town,Newport County,1-2,0-0
2012-08-25,Dartford,Kidderminster,1-0,1-0
2012-08-25,Forest Green,Woking,3-1,0-1
2012-08-25,Hereford,Ebbsfleet,4-2,2-0
2012-08-25,Lincoln,Macclesfield,2-3,1-1
2012-08-25,Luton,AFC Telford United,0-1,0-1
2012-08-25,Mansfield,Hyde United,1-0,1-0
2012-08-25,Nuneaton Town,Cambridge,2-2,0-0
2012-08-25,Southport,Tamworth,0-3,0-2
2012-08-25,Wrexham,Grimsby,0-0,0-0
2012-08-27,AFC Telford United,Stockport,2-2,0-1
2012-08-27,Alfreton Town,Nuneaton Town,0-3,0-0
2012-08-27,Cambridge,Dartford,1-2,0-0
2012-08-27,Ebbsfleet,Luton,1-3,0-2
2012-08-27,Gateshead,Lincoln,1-1,1-0
2012-08-27,Grimsby,Mansfield,4-1,2-0
2012-08-27,Hyde United,Southport,0-2,0-1
2012-08-27,Kidderminster,Forest Green,0-1,0-0
2012-08-27,Macclesfield,Barrow,2-0,1-0
2012-08-27,Tamworth,Wrexham,0-1,0-1
2012-08-28,Newport County,Hereford,2-0,0-0
2012-08-28,Woking,Braintree Town,1-4,1-1
2012-09-01,Barrow,Kidderminster,1-1,0-1
2012-09-01,Braintree Town,Tamworth,2-1,1-1
2012-09-01,Dartford,Alfreton Town,5-1,3-0
2012-09-01,Forest Green,Hyde United,3-1,2-0
2012-09-01,Hereford,Grimsby,0-2,0-2
2012-09-01,Lincoln,Ebbsfleet,1-1,1-0
2012-09-01,Luton,Macclesfield,4-1,2-0
2012-09-01,Mansfield,Woking,3-1,2-0
2012-09-01,Nuneaton Town,Gateshead,0-1,0-0
2012-09-01,Southport,AFC Telford United,0-3,0-1
2012-09-01,Stockport,Cambridge,1-1,1-1
2012-09-01,Wrexham,Newport County,2-0,1-0
2012-09-04,Barrow,Grimsby,2-2,1-0
2012-09-04,Braintree Town,Kidderminster,1-1,1-0
2012-09-04,Dartford,Newport County,2-1,0-0
2012-09-04,Forest Green,Ebbsfleet,4-1,4-1
2012-09-04,Hereford,Woking,2-1,2-0
2012-09-04,Lincoln,Alfreton Town,1-2,1-0
2012-09-04,Luton,Cambridge,3-2,1-1
2012-09-04,Mansfield,Tamworth,2-0,1-0
2012-09-04,Nuneaton Town,AFC Telford United,3-1,1-1
2012-09-04,Southport,Gateshead,2-1,0-0
2012-09-04,Stockport,Macclesfield,3-4,2-2
2012-09-04,Wrexham,Hyde United,2-0,0-0
2012-09-08,AFC Telford United,Lincoln,1-1,0-1
2012-09-08,Alfreton Town,Luton,3-0,2-0
2012-09-08,Cambridge,Wrexham,1-4,0-1
2012-09-08,Ebbsfleet,Mansfield,3-1,0-1
2012-09-08,Gateshead,Dartford,2-0,1-0
2012-09-08,Grimsby,Forest Green,1-0,0-0
2012-09-08,Hyde United,Hereford,5-2,1-1
2012-09-08,Kidderminster,Southport,2-2,1-0
2012-09-08,Macclesfield,Braintree Town,2-1,1-1
2012-09-08,Newport County,Stockport,0-0,0-0
2012-09-08,Tamworth,Barrow,1-3,1-1
2012-09-08,Woking,Nuneaton Town,6-1,2-0
2012-09-15,Barrow,Newport County,0-3,0-1
2012-09-15,Cambridge,AFC Telford United,3-3,0-0
2012-09-15,Dartford,Hereford,4-0,1-0
2012-09-15,Forest Green,Alfreton Town,1-1,1-0
2012-09-15,Gateshead,Tamworth,0-2,0-1
2012-09-15,Kidderminster,Grimsby,0-0,0-0
2012-09-15,Lincoln,Hyde United,3-2,1-0
2012-09-15,Luton,Wrexham,0-0,0-0
2012-09-15,Mansfield,Braintree Town,2-0,1-0
2012-09-15,Nuneaton Town,Macclesfield,3-3,2-0
2012-09-15,Southport,Ebbsfleet,1-0,0-0
2012-09-15,Stockport,Woking,1-2,1-1
2012-09-21,Grimsby,Luton,4-1,3-0
2012-09-22,AFC Telford United,Mansfield,2-2,2-2
2012-09-22,Alfreton Town,Kidderminster,1-1,1-0
2012-09-22,Braintree Town,Stockport,0-0,0-0
2012-09-22,Ebbsfleet,Barrow,2-4,0-3
2012-09-22,Hereford,Cambridge,4-2,1-1
2012-09-22,Hyde United,Nuneaton Town,2-2,1-0
2012-09-22,Macclesfield,Forest Green,1-2,0-1
2012-09-22,Newport County,Southport,2-1,0-1
2012-09-22,Tamworth,Lincoln,1-0,1-0
2012-09-22,Woking,Gateshead,2-1,2-0
2012-09-22,Wrexham,Dartford,2-2,2-1
2012-09-25,AFC Telford United,Newport County,2-4,1-1
2012-09-25,Braintree Town,Dartford,0-2,0-2
2012-09-25,Cambridge,Kidderminster,1-3,0-0
2012-09-25,Ebbsfleet,Woking,2-2,1-2
2012-09-25,Grimsby,Gateshead,3-0,2-0
2012-09-25,Hereford,Forest Green,1-2,1-2
2012-09-25,Lincoln,Nuneaton Town,2-1,0-1
2012-09-25,Southport,Stockport,1-1,0-1
2012-09-25,Tamworth,Luton,1-2,1-0
2012-09-25,Wrexham,Barrow,3-0,1-0
2012-09-28,Forest Green,Lincoln,3-0,1-0
2012-09-29,Alfreton Town,Braintree Town,1-1,1-0
2012-09-29,Barrow,Cambridge,1-4,0-2
2012-09-29,Dartford,Hyde United,2-1,0-1
2012-09-29,Gateshead,AFC Telford United,1-1,1-0
2012-09-29,Kidderminster,Macclesfield,3-0,1-0
2012-09-29,Luton,Southport,3-1,1-1
2012-09-29,Mansfield,Hereford,1-1,1-1
2012-09-29,Newport County,Grimsby,0-0,0-0
2012-09-29,Nuneaton Town,Wrexham,0-0,0-0
2012-09-29,Stockport,Ebbsfleet,3-1,0-0
2012-09-29,Woking,Tamworth,2-3,0-2
2012-10-06,AFC Telford United,Woking,1-0,1-0
2012-10-06,Braintree Town,Barrow,2-3,2-1
2012-10-06,Cambridge,Mansfield,4-1,1-0
2012-10-06,Ebbsfleet,Kidderminster,1-1,1-1
2012-10-06,Grimsby,Dartford,0-2,0-0
2012-10-06,Hereford,Stockport,1-2,0-2
2012-10-06,Hyde United,Gateshead,1-1,1-1
2012-10-06,Lincoln,Luton,1-2,0-1
2012-10-06,Macclesfield,Alfreton Town,1-2,1-1
2012-10-06,Southport,Nuneaton Town,3-1,2-0
2012-10-06,Tamworth,Newport County,1-2,0-1
2012-10-06,Wrexham,Forest Green,2-1,0-0
2012-10-09,Alfreton Town,Grimsby,0-2,0-1
2012-10-09,Barrow,Southport,3-2,0-1
2012-10-09,Dartford,AFC Telford United,1-4,0-2
2012-10-09,Forest Green,Tamworth,1-2,0-2
2012-10-09,Gateshead,Macclesfield,2-2,1-0
2012-10-09,Kidderminster,Hyde United,3-0,2-0
2012-10-09,Luton,Braintree Town,2-3,1-2
2012-10-09,Mansfield,Lincoln,0-0,0-0
2012-10-09,Newport County,Ebbsfleet,1-0,1-0
2012-10-09,Nuneaton Town,Hereford,0-0,0-0
2012-10-09,Woking,Cambridge,2-1,1-0
2012-10-10,Stockport,Wrexham,2-3,1-2
2012-10-13,AFC Telford United,Grimsby,1-2,1-2
2012-10-13,Barrow,Dartford,0-0,0-0
2012-10-13,Ebbsfleet,Alfreton Town,0-0,0-0
2012-10-13,Gateshead,Cambridge,0-0,0-0
2012-10-13,Hereford,Braintree Town,0-0,0-0
2012-10-13,Hyde United,Tamworth,2-1,0-1
2012-10-13,Luton,Nuneaton Town,2-0,0-0
2012-10-13,Macclesfield,Newport County,1-1,0-1
2012-10-13,Mansfield,Forest Green,1-0,0-0
2012-10-13,Stockport,Kidderminster,1-0,1-0
2012-10-13,Woking,Southport,2-3,1-1
2012-10-13,Wrexham,Lincoln,2-4,0-1
2012-10-26,Dartford,Mansfield,2-0,2-0
2012-10-27,Alfreton Town,AFC Telford United,1-1,1-0
2012-10-27,Cambridge,Hyde United,0-1,0-0
2012-10-27,Forest Green,Luton,1-2,0-0
2012-10-27,Grimsby,Macclesfield,0-1,0-0
2012-10-27,Kidderminster,Gateshead,1-1,0-0
2012-10-27,Lincoln,Stockport,3-3,1-0
2012-10-27,Newport County,Woking,2-3,1-2
2012-10-27,Nuneaton Town,Barrow,1-1,0-0
2012-10-27,Southport,Hereford,2-2,2-2
2012-10-27,Tamworth,Ebbsfleet,0-1,0-1
2012-11-03,Gateshead,Woking,2-1,2-1
2012-11-03,Tamworth,Grimsby,0-1,0-0
2012-11-06,AFC Telford United,Ebbsfleet,2-2,2-1
2012-11-06,Dartford,Forest Green,0-1,0-1
2012-11-06,Gateshead,Alfreton Town,2-0,2-0
2012-11-06,Hereford,Luton,1-0,0-0
2012-11-06,Hyde United,Grimsby,3-2,2-1
2012-11-06,Lincoln,Braintree Town,3-0,1-0
2012-11-06,Macclesfield,Tamworth,2-0,1-0
2012-11-06,Newport County,Cambridge,6-2,3-1
2012-11-06,Nuneaton Town,Mansfield,1-1,0-0
2012-11-06,Southport,Wrexham,1-4,1-0
2012-11-06,Stockport,Barrow,3-1,1-0
2012-11-06,Woking,Kidderminster,2-2,1-2
2012-11-09,Alfreton Town,Newport County,4-3,3-1
2012-11-10,Barrow,Lincoln,1-2,0-1
2012-11-10,Braintree Town,Gateshead,2-1,1-1
2012-11-10,Cambridge,Macclesfield,2-0,0-0
2012-11-10,Ebbsfleet,Hyde United,3-2,1-2
2012-11-10,Forest Green,Stockport,4-1,3-0
2012-11-10,Grimsby,Woking,5-1,3-1
2012-11-10,Kidderminster,Nuneaton Town,1-0,0-0
2012-11-10,Luton,Dartford,0-2,0-2
2012-11-10,Mansfield,Southport,1-0,1-0
2012-11-10,Tamworth,AFC Telford United,0-0,0-0
2012-11-10,Wrexham,Hereford,1-2,0-1
2012-11-17,AFC Telford United,Kidderminster,0-2,0-0
2012-11-17,Barrow,Forest Green,2-2,1-1
2012-11-17,Cambridge,Tamworth,1-1,0-0
2012-11-17,Dartford,Southport,2-2,2-1
2012-11-17,Grimsby,Braintree Town,3-0,1-0
2012-11-17,Lincoln,Hereford,3-2,1-0
2012-11-17,Macclesfield,Ebbsfleet,1-2,1-0
2012-11-17,Newport County,Hyde United,1-3,0-1
2012-11-17,Nuneaton Town,Stockport,2-0,1-0
2012-11-17,Woking,Alfreton Town,1-2,1-1
2012-11-17,Wrexham,Gateshead,1-1,1-0
2012-11-18,Mansfield,Luton,2-2,1-1
2012-11-20,Braintree Town,Wrexham,1-5,1-3
2012-11-20,Hyde United,Alfreton Town,1-1,1-1
2012-11-20,Macclesfield,Mansfield,0-3,0-1
2012-12-01,Ebbsfleet,Grimsby,1-1,1-1
2012-12-01,Forest Green,Nuneaton Town,1-0,0-0
2012-12-01,Hyde United,Woking,7-0,1-0
2012-12-01,Kidderminster,Wrexham,2-0,0-0
2012-12-01,Newport County,Gateshead,3-1,1-0
2012-12-01,Stockport,Southport,3-4,2-3
2012-12-01,Tamworth,Dartford,3-2,0-1
2012-12-04,AFC Telford United,Barrow,1-1,1-0
2012-12-04,Ebbsfleet,Cambridge,2-4,1-1
2012-12-04,Lincoln,Woking,0-2,0-1
2012-12-04,Macclesfield,Hyde United,3-2,0-2
2012-12-04,Nuneaton Town,Dartford,1-0,1-0
2012-12-04,Tamworth,Kidderminster,0-1,0-0
2012-12-07,Barrow,Hereford,0-2,0-1
2012-12-08,Cambridge,Gateshead,3-0,1-0
2012-12-08,Dartford,Lincoln,2-4,0-4
2012-12-08,Forest Green,Macclesfield,1-1,0-1
2012-12-08,Grimsby,Tamworth,2-0,1-0
2012-12-08,Hyde United,AFC Telford United,2-1,0-1
2012-12-08,Kidderminster,Newport County,3-2,1-2
2012-12-08,Luton,Alfreton Town,3-0,0-0
2012-12-08,Mansfield,Ebbsfleet,4-1,2-1
2012-12-08,Southport,Braintree Town,0-2,0-2
2012-12-08,Woking,Stockport,1-0,0-0
2012-12-08,Wrexham,Nuneaton Town,6-1,3-0
2012-12-11,Newport County,Luton,5-2,3-1
2012-12-15,Macclesfield,Nuneaton Town,0-0,0-0
2012-12-18,Alfreton Town,Cambridge,1-1,1-0
2012-12-18,Braintree Town,Forest Green,3-1,1-0
2012-12-21,Grimsby,Wrexham,1-0,0-0
2012-12-22,Kidderminster,Dartford,5-1,2-1
2012-12-26,Barrow,Gateshead,0-2,0-1
2012-12-26,Braintree Town,Cambridge,0-3,0-1
2012-12-26,Dartford,Ebbsfleet,3-1,0-0
2012-12-26,Forest Green,Newport County,1-2,0-0
2012-12-26,Hereford,Kidderminster,0-1,0-1
2012-12-26,Lincoln,Grimsby,1-4,0-2
2012-12-26,Luton,Woking,3-1,2-0
2012-12-26,Mansfield,Alfreton Town,1-2,1-1
2012-12-26,Nuneaton Town,Tamworth,2-1,0-1
2012-12-26,Southport,Macclesfield,3-2,2-0
2012-12-26,Stockport,Hyde United,0-2,0-2
2012-12-26,Wrexham,AFC Telford United,4-1,1-0
2012-12-29,Dartford,Cambridge,1-1,1-1
2012-12-29,Lincoln,Gateshead,1-1,0-0
2012-12-29,Southport,Hyde United,0-1,0-1
2012-12-29,Stockport,AFC Telford United,2-2,0-0
2012-12-29,Wrexham,Tamworth,2-2,1-1
2013-01-01,AFC Telford United,Wrexham,0-2,0-1
2013-01-01,Alfreton Town,Mansfield,0-3,0-1
2013-01-01,Cambridge,Braintree Town,1-0,0-0
2013-01-01,Ebbsfleet,Dartford,2-2,0-1
2013-01-01,Gateshead,Barrow,0-1,0-1
2013-01-01,Grimsby,Lincoln,1-1,1-1
2013-01-01,Hyde United,Stockport,0-1,0-0
2013-01-01,Kidderminster,Hereford,0-1,0-1
2013-01-01,Macclesfield,Southport,2-2,0-2
2013-01-01,Newport County,Forest Green,0-5,0-2
2013-01-01,Woking,Luton,3-1,1-1
2013-01-02,Tamworth,Nuneaton Town,2-1,1-1
2013-01-04,Newport County,Wrexham,1-1,0-1
2013-01-05,AFC Telford United,Southport,1-3,0-0
2013-01-05,Alfreton Town,Dartford,3-2,1-1
2013-01-05,Cambridge,Stockport,4-1,2-1
2013-01-05,Ebbsfleet,Lincoln,1-1,1-0
2013-01-05,Grimsby,Hereford,1-1,1-1
2013-01-05,Hyde United,Forest Green,0-1,0-0
2013-01-05,Kidderminster,Barrow,2-0,1-0
2013-01-05,Tamworth,Braintree Town,1-4,0-2
2013-01-08,Alfreton Town,Wrexham,1-2,1-1
2013-01-08,Braintree Town,Macclesfield,0-3,0-1
2013-01-08,Hereford,AFC Telford United,1-1,1-0
2013-01-08,Luton,Barrow,6-1,3-0
2013-01-08,Southport,Lincoln,4-2,3-1
2013-01-12,Braintree Town,AFC Telford United,3-2,1-0
2013-01-12,Hereford,Alfreton Town,3-3,2-1
2013-01-12,Lincoln,Newport County,2-4,1-4
2013-01-12,Mansfield,Kidderminster,0-2,0-2
2013-01-12,Nuneaton Town,Forest Green,1-1,0-0
