Round,Date,Team 1,FT,Team 2
1,Sat Aug 11 2007,Sunderland AFC,1-0,Tottenham Hotspur FC
1,Sat Aug 11 2007,West Ham United FC,0-2,Manchester City FC
1,Sat Aug 11 2007,Middlesbrough FC,1-2,Blackburn Rovers FC
1,Sat Aug 11 2007,Everton FC,2-1,Wigan Athletic FC
1,Sat Aug 11 2007,Derby County FC,2-2,Portsmouth FC
1,Sat Aug 11 2007,Bolton Wanderers FC,1-3,Newcastle United FC
1,Sat Aug 11 2007,Aston Villa FC,1-2,Liverpool FC
1,Sun Aug 12 2007,Arsenal FC,2-1,Fulham FC
1,Sun Aug 12 2007,Chelsea FC,3-2,Birmingham City FC
1,Sun Aug 12 2007,Manchester United FC,0-0,Reading FC
2,Tue Aug 14 2007,Tottenham Hotspur FC,1-3,Everton FC
2,Wed Aug 15 2007,Portsmouth FC,1-1,Manchester United FC
2,Wed Aug 15 2007,Manchester City FC,1-0,Derby County FC
2,Wed Aug 15 2007,Fulham FC,2-1,Bolton Wanderers FC
2,Wed Aug 15 2007,Birmingham City FC,2-2,Sunderland AFC
2,Wed Aug 15 2007,Wigan Athletic FC,1-0,Middlesbrough FC
2,Wed Aug 15 2007,Reading FC,1-2,Chelsea FC
3,Sat Aug 18 2007,Portsmouth FC,3-1,Bolton Wanderers FC
3,Sat Aug 18 2007,Wigan Athletic FC,3-0,Sunderland AFC
3,Sat Aug 18 2007,Tottenham Hotspur FC,4-0,Derby County FC
3,Sat Aug 18 2007,Reading FC,1-0,Everton FC
3,Sat Aug 18 2007,Fulham FC,1-2,Middlesbrough FC
3,Sat Aug 18 2007,Birmingham City FC,0-1,West Ham United FC
3,Sat Aug 18 2007,Newcastle United FC,0-0,Aston Villa FC
3,Sun Aug 19 2007,Manchester City FC,1-0,Manchester United FC
3,Sun Aug 19 2007,Blackburn Rovers FC,1-1,Arsenal FC
3,Sun Aug 19 2007,Liverpool FC,1-1,Chelsea FC
4,Sat Aug 25 2007,Sunderland AFC,0-2,Liverpool FC
4,Sat Aug 25 2007,West Ham United FC,1-1,Wigan Athletic FC
4,Sat Aug 25 2007,Derby County FC,1-2,Birmingham City FC
4,Sat Aug 25 2007,Chelsea FC,1-0,Portsmouth FC
4,Sat Aug 25 2007,Bolton Wanderers FC,3-0,Reading FC
4,Sat Aug 25 2007,Aston Villa FC,2-1,Fulham FC
4,Sat Aug 25 2007,Arsenal FC,1-0,Manchester City FC
4,Sat Aug 25 2007,Everton FC,1-1,Blackburn Rovers FC
4,Sun Aug 26 2007,Middlesbrough FC,2-2,Newcastle United FC
4,Sun Aug 26 2007,Manchester United FC,1-0,Tottenham Hotspur FC
5,Sat Sep 1 2007,Reading FC,0-3,West Ham United FC
