Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 27 Aug 1938 (34),Barrow AFC (1),2-2,?,Lincoln City FC (1)
?,(Sat) 27 Aug 1938 (34),Southport FC (1),3-1,?,Wrexham AFC (1)
?,(Sat) 27 Aug 1938 (34),Doncaster Rovers FC (1),1-0,?,York City FC (1)
?,(Sat) 27 Aug 1938 (34),FC Halifax Town (1),2-0,?,Accrington Stanley FC (1)
?,(Sat) 27 Aug 1938 (34),Carlisle United FC (1),2-0,?,Hartlepool United FC (1)
?,(Sat) 27 Aug 1938 (34),New Brighton Tower FC (1898-1901) (1),0-0,?,Stockport County FC (1)
?,(Sat) 27 Aug 1938 (34),Oldham Athletic AFC (1),4-2,?,Barnsley FC (1)
?,(Sat) 27 Aug 1938 (34),Chester FC (1),1-1,?,Hull City AFC (1)
?,(Sat) 27 Aug 1938 (34),Rotherham United FC (1),7-1,?,Rochdale AFC (1)
?,(Sat) 27 Aug 1938 (34),Crewe Alexandra FC (1),3-2,?,Gateshead FC (1)
?,(Sat) 27 Aug 1938 (34),Bradford City AFC (1),6-2,?,Darlington FC (1)
?,(Mon) 29 Aug 1938 (35),Wrexham AFC (2),3-0,?,Hartlepool United FC (2)
?,(Mon) 29 Aug 1938 (35),Lincoln City FC (2),2-4,?,Barnsley FC (2)
?,(Mon) 29 Aug 1938 (35),Doncaster Rovers FC (2),0-0,?,Southport FC (2)
?,(Mon) 29 Aug 1938 (35),Rotherham United FC (2),4-1,?,Crewe Alexandra FC (2)
?,(Mon) 29 Aug 1938 (35),FC Halifax Town (2),2-2,?,Bradford City AFC (2)
?,(Mon) 29 Aug 1938 (35),Stockport County FC (2),3-0,?,Accrington Stanley FC (2)
?,(Mon) 29 Aug 1938 (35),Hull City AFC (2),0-2,?,Oldham Athletic AFC (2)
?,(Tue) 30 Aug 1938 (35),Rochdale AFC (2),2-3,?,Carlisle United FC (2)
?,(Wed) 31 Aug 1938 (35),Chester FC (2),1-3,?,New Brighton Tower FC (1898-1901) (2)
?,(Wed) 31 Aug 1938 (35),York City FC (2),1-1,?,Darlington FC (2)
?,(Wed) 31 Aug 1938 (35),Gateshead FC (2),2-1,?,Barrow AFC (2)
