Round,Date,Team 1,FT,HT,Team 2
?,(Mon) 13 Apr 1925 (15),Aberdare Athletic (1),4-2,?,AFC Bournemouth (1)
?,(Mon) 16 Feb 1925 (7),Aberdare Athletic (2),2-1,?,Brentford FC (1)
?,(Thu) 2 Oct 1924 (39),Aberdare Athletic (3),1-2,?,Brighton & Hove Albion (1)
?,(Sat) 30 Aug 1924 (34),Aberdare Athletic (4),1-2,?,Bristol City FC (1)
?,(Sat) 14 Mar 1925 (10),Aberdare Athletic (5),2-1,?,Bristol Rovers (1)
?,(Mon) 9 Mar 1925 (10),Aberdare Athletic (6),2-0,?,Charlton Athletic (1)
?,(Sat) 1 Nov 1924 (43),Aberdare Athletic (7),3-1,?,Exeter City (1)
?,(Sat) 18 Oct 1924 (41),Aberdare Athletic (8),2-1,?,Gillingham FC (1)
?,(Sat) 14 Feb 1925 (6),Aberdare Athletic (9),1-1,?,Luton Town (1)
?,(Thu) 25 Dec 1924 (51),Aberdare Athletic (10),2-0,?,Merthyr Town (1)
?,(Sat) 4 Oct 1924 (39),Aberdare Athletic (11),0-1,?,Millwall FC (1)
?,(Sat) 10 Jan 1925 (1),Aberdare Athletic (12),1-3,?,Newport County AFC (1)
?,(Sat) 11 Apr 1925 (14),Aberdare Athletic (13),1-1,?,Northampton Town (1)
?,(Sat) 20 Sep 1924 (37),Aberdare Athletic (14),2-1,?,Norwich City (1)
?,(Mon) 27 Oct 1924 (43),Aberdare Athletic (15),3-1,?,Plymouth Argyle (1)
?,(Sat) 25 Apr 1925 (16),Aberdare Athletic (16),1-1,?,Queens Park Rangers (1)
?,(Sat) 13 Sep 1924 (36),Aberdare Athletic (17),3-0,?,Reading FC (1)
?,(Sat) 28 Mar 1925 (12),Aberdare Athletic (18),3-0,?,Southend United (1)
?,(Thu) 2 Apr 1925 (13),Aberdare Athletic (19),3-1,?,Swansea City (1)
?,(Thu) 23 Apr 1925 (16),Aberdare Athletic (20),1-1,?,Swindon Town (1)
?,(Sat) 29 Nov 1924 (47),Aberdare Athletic (21),2-0,?,Watford FC (1)
?,(Fri) 10 Apr 1925 (14),AFC Bournemouth (2),3-1,?,Aberdare Athletic (22)
?,(Wed) 22 Oct 1924 (42),AFC Bournemouth (3),2-0,?,Brentford FC (2)
?,(Sat) 27 Sep 1924 (38),AFC Bournemouth (4),0-0,?,Brighton & Hove Albion (2)
?,(Sat) 11 Oct 1924 (40),AFC Bournemouth (5),1-3,?,Bristol City FC (2)
?,(Sat) 25 Apr 1925 (16),AFC Bournemouth (6),0-1,?,Bristol Rovers (2)
?,(Sat) 14 Mar 1925 (10),AFC Bournemouth (7),2-1,?,Charlton Athletic (2)
?,(Wed) 25 Mar 1925 (12),AFC Bournemouth (8),1-1,?,Exeter City (2)
?,(Sat) 17 Jan 1925 (2),AFC Bournemouth (9),3-0,?,Gillingham FC (2)
?,(Sat) 6 Sep 1924 (35),AFC Bournemouth (10),2-1,?,Luton Town (2)
?,(Sat) 28 Mar 1925 (12),AFC Bournemouth (11),2-0,?,Merthyr Town (2)
?,(Wed) 11 Feb 1925 (6),AFC Bournemouth (12),0-1,?,Millwall FC (2)
?,(Thu) 25 Dec 1924 (51),AFC Bournemouth (13),0-0,?,Newport County AFC (2)
?,(Sat) 1 Nov 1924 (43),AFC Bournemouth (14),1-2,?,Northampton Town (2)
?,(Wed) 3 Sep 1924 (35),AFC Bournemouth (15),0-0,?,Norwich City (2)
?,(Sat) 7 Feb 1925 (5),AFC Bournemouth (16),0-1,?,Plymouth Argyle (2)
?,(Wed) 22 Apr 1925 (16),AFC Bournemouth (17),0-2,?,Queens Park Rangers (2)
?,(Sat) 10 Jan 1925 (1),AFC Bournemouth (18),0-0,?,Reading FC (2)
?,(Sat) 20 Sep 1924 (37),AFC Bournemouth (19),1-0,?,Southend United (2)
?,(Sat) 11 Apr 1925 (14),AFC Bournemouth (20),0-2,?,Swansea City (2)
?,(Sat) 21 Feb 1925 (7),AFC Bournemouth (21),0-0,?,Swindon Town (2)
?,(Sat) 28 Feb 1925 (8),AFC Bournemouth (22),2-1,?,Watford FC (2)
?,(Sat) 27 Sep 1924 (38),Brentford FC (3),2-2,?,Aberdare Athletic (23)
?,(Sat) 2 May 1925 (17),Brentford FC (4),1-2,?,AFC Bournemouth (23)
?,(Sat) 30 Aug 1924 (34),Brentford FC (5),2-4,?,Brighton & Hove Albion (3)
?,(Sat) 13 Sep 1924 (36),Brentford FC (6),1-0,?,Bristol City FC (3)
?,(Sat) 28 Mar 1925 (12),Brentford FC (7),1-1,?,Bristol Rovers (3)
?,(Fri) 26 Dec 1924 (51),Brentford FC (8),1-0,?,Charlton Athletic (3)
?,(Sat) 15 Nov 1924 (45),Brentford FC (9),2-5,?,Exeter City (3)
?,(Mon) 8 Sep 1924 (36),Brentford FC (10),2-1,?,Gillingham FC (3)
?,(Fri) 10 Apr 1925 (14),Brentford FC (11),3-0,?,Luton Town (3)
?,(Sat) 28 Feb 1925 (8),Brentford FC (12),2-2,?,Merthyr Town (3)
?,(Sat) 18 Oct 1924 (41),Brentford FC (13),1-0,?,Millwall FC (3)
?,(Mon) 15 Sep 1924 (37),Brentford FC (14),2-0,?,Newport County AFC (3)
?,(Sat) 25 Apr 1925 (16),Brentford FC (15),1-3,?,Northampton Town (3)
?,(Sat) 7 Feb 1925 (5),Brentford FC (16),1-1,?,Norwich City (3)
?,(Sat) 3 Jan 1925 (0),Brentford FC (17),1-0,?,Plymouth Argyle (3)
?,(Sat) 11 Oct 1924 (40),Brentford FC (18),0-1,?,Queens Park Rangers (3)
?,(Sat) 1 Nov 1924 (43),Brentford FC (19),0-1,?,Reading FC (3)
?,(Sat) 10 Jan 1925 (1),Brentford FC (20),2-2,?,Southend United (3)
?,(Sat) 14 Mar 1925 (10),Brentford FC (21),3-1,?,Swansea City (3)
?,(Sat) 24 Jan 1925 (3),Brentford FC (22),0-0,?,Swindon Town (3)
?,(Sat) 13 Dec 1924 (49),Brentford FC (23),0-0,?,Watford FC (3)
?,(Wed) 25 Mar 1925 (12),Brighton & Hove Albion (4),4-1,?,Aberdare Athletic (24)
?,(Wed) 11 Mar 1925 (10),Brighton & Hove Albion (5),0-1,?,AFC Bournemouth (24)
?,(Sat) 27 Dec 1924 (51),Brighton & Hove Albion (6),4-1,?,Brentford FC (24)
?,(Sat) 21 Feb 1925 (7),Brighton & Hove Albion (7),1-0,?,Bristol City FC (4)
?,(Fri) 26 Dec 1924 (51),Brighton & Hove Albion (8),1-0,?,Bristol Rovers (4)
?,(Sat) 15 Nov 1924 (45),Brighton & Hove Albion (9),0-0,?,Charlton Athletic (4)
?,(Sat) 25 Apr 1925 (16),Brighton & Hove Albion (10),2-0,?,Exeter City (4)
?,(Sat) 20 Sep 1924 (37),Brighton & Hove Albion (11),2-0,?,Gillingham FC (4)
?,(Sat) 17 Jan 1925 (2),Brighton & Hove Albion (12),2-1,?,Luton Town (4)
?,(Wed) 8 Oct 1924 (40),Brighton & Hove Albion (13),3-1,?,Merthyr Town (4)
?,(Sat) 6 Sep 1924 (35),Brighton & Hove Albion (14),3-3,?,Millwall FC (4)
?,(Sat) 4 Oct 1924 (39),Brighton & Hove Albion (15),4-1,?,Newport County AFC (4)
?,(Sat) 14 Mar 1925 (10),Brighton & Hove Albion (16),0-1,?,Northampton Town (4)
?,(Sat) 2 May 1925 (17),Brighton & Hove Albion (17),3-1,?,Norwich City (4)
?,(Sat) 11 Oct 1924 (40),Brighton & Hove Albion (18),2-3,?,Plymouth Argyle (4)
?,(Sat) 28 Mar 1925 (12),Brighton & Hove Albion (19),5-0,?,Queens Park Rangers (4)
?,(Sat) 11 Apr 1925 (14),Brighton & Hove Albion (20),0-1,?,Reading FC (4)
?,(Sat) 28 Feb 1925 (8),Brighton & Hove Albion (21),2-1,?,Southend United (4)
?,(Sat) 13 Dec 1924 (49),Brighton & Hove Albion (22),0-0,?,Swansea City (4)
?,(Fri) 10 Apr 1925 (14),Brighton & Hove Albion (23),3-1,?,Swindon Town (4)
?,(Sat) 1 Nov 1924 (43),Brighton & Hove Albion (24),2-0,?,Watford FC (4)
?,(Sat) 27 Dec 1924 (51),Bristol City FC (5),0-1,?,Aberdare Athletic (25)
?,(Sat) 14 Feb 1925 (6),Bristol City FC (6),2-1,?,AFC Bournemouth (25)
?,(Sat) 17 Jan 1925 (2),Bristol City FC (7),3-0,?,Brentford FC (25)
?,(Sat) 18 Oct 1924 (41),Bristol City FC (8),2-1,?,Brighton & Hove Albion (25)
?,(Sat) 28 Feb 1925 (8),Bristol City FC (9),2-0,?,Bristol Rovers (5)
?,(Wed) 24 Sep 1924 (38),Bristol City FC (10),1-1,?,Charlton Athletic (5)
