Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 30 Aug 1924 (34),Norwich City FC (1),1-1,?,Plymouth Argyle FC (1)
?,(Sat) 30 Aug 1924 (34),Exeter City FC (1),1-0,?,Reading FC (1)
?,(Sat) 30 Aug 1924 (34),Bristol Rovers FC (1),1-0,?,Merthyr Town FC (1)
?,(Sat) 30 Aug 1924 (34),Aberdare Athletic FC (1893-1928) (1),1-2,?,Bristol City FC (1)
?,(Sat) 30 Aug 1924 (34),Swansea City AFC (1),2-0,?,Swindon Town FC (1)
?,(Sat) 30 Aug 1924 (34),Luton Town FC (1),0-0,?,Gillingham FC (1)
?,(Sat) 30 Aug 1924 (34),Brentford FC (1),2-4,?,Brighton & Hove Albion FC (1)
?,(Sat) 30 Aug 1924 (34),Millwall FC (1),3-1,?,AFC Bournemouth (1)
?,(Sat) 30 Aug 1924 (34),Southend United FC (1),0-3,?,Charlton Athletic FC (1)
?,(Sat) 30 Aug 1924 (34),Newport County AFC (1),0-0,?,Queens Park Rangers FC (1)
?,(Sat) 30 Aug 1924 (34),Watford FC (1),1-0,?,Northampton Town FC (1)
?,(Mon) 1 Sep 1924 (35),Luton Town FC (2),1-1,?,Millwall FC (2)
?,(Mon) 1 Sep 1924 (35),Merthyr Town FC (2),1-0,?,Southend United FC (2)
?,(Mon) 1 Sep 1924 (35),Swansea City AFC (2),2-2,?,Bristol Rovers FC (2)
?,(Mon) 1 Sep 1924 (35),Bristol City FC (2),0-1,?,Exeter City FC (2)
?,(Mon) 1 Sep 1924 (35),Swindon Town FC (2),1-0,?,Plymouth Argyle FC (2)
?,(Mon) 1 Sep 1924 (35),Charlton Athletic FC (2),0-0,?,Northampton Town FC (2)
?,(Wed) 3 Sep 1924 (35),AFC Bournemouth (2),0-0,?,Norwich City FC (2)
?,(Wed) 3 Sep 1924 (35),Queens Park Rangers FC (2),0-0,?,Watford FC (2)
?,(Wed) 3 Sep 1924 (35),Gillingham FC (2),1-0,?,Brentford FC (2)
?,(Wed) 3 Sep 1924 (35),Reading FC (2),0-1,?,Newport County AFC (2)
?,(Thu) 4 Sep 1924 (35),Northampton Town FC (3),5-0,?,Aberdare Athletic FC (1893-1928) (2)
?,(Sat) 6 Sep 1924 (35),Swindon Town FC (3),2-0,?,Aberdare Athletic FC (1893-1928) (3)
?,(Sat) 6 Sep 1924 (35),Plymouth Argyle FC (3),7-1,?,Brentford FC (3)
?,(Sat) 6 Sep 1924 (35),Northampton Town FC (4),0-1,?,Southend United FC (3)
?,(Sat) 6 Sep 1924 (35),Charlton Athletic FC (3),1-0,?,Newport County AFC (3)
?,(Sat) 6 Sep 1924 (35),Bristol City FC (3),2-0,?,Norwich City FC (3)
?,(Sat) 6 Sep 1924 (35),Queens Park Rangers FC (3),1-2,?,Bristol Rovers FC (3)
?,(Sat) 6 Sep 1924 (35),Merthyr Town FC (3),0-1,?,Exeter City FC (3)
?,(Sat) 6 Sep 1924 (35),AFC Bournemouth (3),2-1,?,Luton Town FC (3)
?,(Sat) 6 Sep 1924 (35),Gillingham FC (3),0-0,?,Watford FC (3)
?,(Sat) 6 Sep 1924 (35),Reading FC (3),2-0,?,Swansea City AFC (3)
?,(Sat) 6 Sep 1924 (35),Brighton & Hove Albion FC (2),3-3,?,Millwall FC (3)
?,(Mon) 8 Sep 1924 (36),Brentford FC (4),2-1,?,Gillingham FC (4)
?,(Mon) 8 Sep 1924 (36),Northampton Town FC (5),2-1,?,Charlton Athletic FC (4)
?,(Mon) 8 Sep 1924 (36),Luton Town FC (4),1-1,?,Exeter City FC (4)
?,(Mon) 8 Sep 1924 (36),Norwich City FC (4),2-2,?,Brighton & Hove Albion FC (3)
?,(Mon) 8 Sep 1924 (36),Bristol Rovers FC (4),3-0,?,Swansea City AFC (4)
?,(Mon) 8 Sep 1924 (36),Plymouth Argyle FC (4),2-0,?,Swindon Town FC (4)
?,(Wed) 10 Sep 1924 (36),Exeter City FC (5),0-2,?,Bristol City FC (4)
?,(Wed) 10 Sep 1924 (36),Southend United FC (4),2-1,?,Merthyr Town FC (4)
?,(Wed) 10 Sep 1924 (36),Watford FC (4),1-0,?,Queens Park Rangers FC (4)
?,(Thu) 11 Sep 1924 (36),Newport County AFC (4),1-1,?,Reading FC (4)
