Date,Team 1,Team 2,FT,HT
2003-08-09,Bradford,Norwich,2-2,0-1
2003-08-09,Burnley,Crystal Palace,2-3,2-2
2003-08-09,Derby,Stoke,0-3,0-2
2003-08-09,Ipswich,Reading,1-1,0-0
2003-08-09,Millwall,Wigan,2-0,0-0
2003-08-09,Nott'm Forest,Sunderland,2-0,2-0
2003-08-09,Preston,West Ham,1-2,1-1
2003-08-09,Rotherham,Cardiff,0-0,0-0
2003-08-09,Sheffield United,Gillingham,0-0,0-0
2003-08-09,Walsall,West Brom,4-1,3-0
2003-08-09,Wimbledon,Crewe,3-1,1-1
2003-08-16,Cardiff,Bradford,0-2,0-1
2003-08-16,Coventry,Walsall,0-0,0-0
2003-08-16,Crewe,Ipswich,1-0,0-0
2003-08-16,Crystal Palace,Watford,1-0,1-0
2003-08-16,Gillingham,Derby,0-0,0-0
2003-08-16,Norwich,Rotherham,2-0,2-0
2003-08-16,Reading,Nott'm Forest,3-0,0-0
2003-08-16,Stoke,Wimbledon,2-1,1-0
2003-08-16,Sunderland,Millwall,0-1,0-1
2003-08-16,West Brom,Burnley,4-1,1-1
2003-08-16,West Ham,Sheffield United,0-0,0-0
2003-08-16,Wigan,Preston,1-1,0-0
2003-08-23,Bradford,Gillingham,0-1,0-0
2003-08-23,Burnley,Wigan,0-2,0-1
2003-08-23,Derby,Reading,2-3,1-3
2003-08-23,Ipswich,Coventry,1-1,1-1
2003-08-23,Millwall,Crewe,1-1,0-0
2003-08-23,Nott'm Forest,Cardiff,1-2,0-2
2003-08-23,Preston,Sunderland,0-2,0-2
2003-08-23,Rotherham,West Ham,1-0,1-0
2003-08-23,Sheffield United,Norwich,1-0,1-0
2003-08-23,Walsall,Stoke,1-1,0-1
2003-08-23,Watford,West Brom,0-1,0-0
2003-08-23,Wimbledon,Crystal Palace,1-3,1-0
2003-08-25,Cardiff,Derby,4-1,2-0
2003-08-25,Crewe,Walsall,1-0,0-0
2003-08-25,Gillingham,Burnley,0-3,0-2
2003-08-25,Reading,Rotherham,0-0,0-0
2003-08-25,Sunderland,Watford,2-0,1-0
2003-08-25,West Brom,Preston,1-0,1-0
2003-08-26,Crystal Palace,Sheffield United,1-2,0-2
2003-08-26,Norwich,Wimbledon,3-2,2-0
2003-08-26,Stoke,Millwall,0-0,0-0
2003-08-26,West Ham,Bradford,1-0,1-0
2003-08-26,Wigan,Ipswich,1-0,0-0
2003-08-27,Coventry,Nott'm Forest,1-3,0-1
2003-08-30,Bradford,Sunderland,0-4,0-3
2003-08-30,Burnley,Crewe,1-0,0-0
2003-08-30,Derby,West Brom,0-1,0-0
2003-08-30,Ipswich,West Ham,1-2,0-1
2003-08-30,Millwall,Crystal Palace,1-1,0-0
2003-08-30,Nott'm Forest,Norwich,2-0,1-0
2003-08-30,Preston,Stoke,1-0,1-0
2003-08-30,Rotherham,Wigan,0-3,0-0
2003-08-30,Sheffield United,Coventry,2-1,1-0
2003-08-30,Walsall,Cardiff,1-1,0-0
2003-08-30,Watford,Gillingham,2-2,1-0
2003-08-30,Wimbledon,Reading,0-3,0-1
2003-09-06,Gillingham,Millwall,4-3,2-1
2003-09-06,Stoke,Burnley,1-2,0-2
2003-09-13,Bradford,Preston,2-1,0-1
2003-09-13,Cardiff,Gillingham,5-0,4-0
2003-09-13,Coventry,Stoke,4-2,2-1
2003-09-13,Norwich,Burnley,2-0,0-0
2003-09-13,Nott'm Forest,Sheffield United,3-1,1-0
2003-09-13,Rotherham,Crewe,0-2,0-1
2003-09-13,Sunderland,Crystal Palace,2-1,0-0
2003-09-13,Walsall,Derby,0-1,0-0
2003-09-13,Watford,Millwall,3-1,2-1
2003-09-13,West Brom,Ipswich,4-1,2-0
2003-09-13,West Ham,Reading,1-0,1-0
2003-09-13,Wimbledon,Wigan,2-4,1-3
2003-09-16,Burnley,Nott'm Forest,0-3,0-1
2003-09-16,Crewe,West Ham,0-3,0-3
2003-09-16,Crystal Palace,Bradford,0-1,0-1
2003-09-16,Gillingham,Norwich,1-2,1-1
2003-09-16,Ipswich,Walsall,2-1,1-1
2003-09-16,Millwall,Wimbledon,2-0,1-0
2003-09-16,Preston,Coventry,4-2,2-1
