Date,Team 1,Team 2,FT,HT
2003-08-16,Arsenal,Everton,2-1,1-0
2003-08-16,Birmingham,Tottenham,1-0,1-0
2003-08-16,Blackburn,Wolves,5-1,2-0
2003-08-16,Fulham,Middlesbrough,3-2,1-1
2003-08-16,Leicester,Southampton,2-2,2-0
2003-08-16,Man United,Bolton,4-0,1-0
2003-08-16,Portsmouth,Aston Villa,2-1,1-0
2003-08-17,Charlton,Man City,0-3,0-2
2003-08-17,Leeds,Newcastle,2-2,1-1
2003-08-17,Liverpool,Chelsea,1-2,0-1
2003-08-23,Bolton,Blackburn,2-2,2-0
2003-08-23,Chelsea,Leicester,2-1,2-1
2003-08-23,Everton,Fulham,3-1,3-0
2003-08-23,Man City,Portsmouth,1-1,0-1
2003-08-23,Newcastle,Man United,1-2,1-0
2003-08-23,Southampton,Birmingham,0-0,0-0
2003-08-23,Tottenham,Leeds,2-1,1-1
2003-08-23,Wolves,Charlton,0-4,0-4
2003-08-24,Aston Villa,Liverpool,0-0,0-0
2003-08-24,Middlesbrough,Arsenal,0-4,0-3
2003-08-25,Blackburn,Man City,2-3,1-1
2003-08-26,Charlton,Everton,2-2,1-1
2003-08-26,Leeds,Southampton,0-0,0-0
2003-08-26,Leicester,Middlesbrough,0-0,0-0
2003-08-26,Portsmouth,Bolton,4-0,0-0
2003-08-27,Arsenal,Aston Villa,2-0,0-0
2003-08-27,Liverpool,Tottenham,0-0,0-0
2003-08-27,Man United,Wolves,1-0,0-0
2003-08-30,Aston Villa,Leicester,3-1,3-0
2003-08-30,Bolton,Charlton,0-0,0-0
2003-08-30,Chelsea,Blackburn,2-2,1-1
2003-08-30,Everton,Liverpool,0-3,0-1
2003-08-30,Middlesbrough,Leeds,2-3,0-1
2003-08-30,Newcastle,Birmingham,0-1,0-0
2003-08-30,Tottenham,Fulham,0-3,0-1
2003-08-30,Wolves,Portsmouth,0-0,0-0
2003-08-31,Man City,Arsenal,1-2,1-0
2003-08-31,Southampton,Man United,1-0,0-0
2003-09-13,Arsenal,Portsmouth,1-1,1-1
2003-09-13,Blackburn,Liverpool,1-3,1-1
2003-09-13,Bolton,Middlesbrough,2-0,1-0
2003-09-13,Charlton,Man United,0-2,0-0
2003-09-13,Chelsea,Tottenham,4-2,2-1
2003-09-13,Everton,Newcastle,2-2,0-0
2003-09-13,Southampton,Wolves,2-0,1-0
2003-09-14,Birmingham,Fulham,2-2,1-1
2003-09-14,Man City,Aston Villa,4-1,0-1
2003-09-15,Leicester,Leeds,4-0,2-0
2003-09-20,Aston Villa,Charlton,2-1,1-0
2003-09-20,Fulham,Man City,2-2,0-0
2003-09-20,Leeds,Birmingham,0-2,0-0
2003-09-20,Liverpool,Leicester,2-1,1-0
2003-09-20,Newcastle,Bolton,0-0,0-0
2003-09-20,Portsmouth,Blackburn,1-2,0-2
2003-09-20,Tottenham,Southampton,1-3,0-2
2003-09-20,Wolves,Chelsea,0-5,0-2
2003-09-21,Man United,Arsenal,0-0,0-0
2003-09-21,Middlesbrough,Everton,1-0,1-0
2003-09-26,Arsenal,Newcastle,3-2,1-1
2003-09-27,Birmingham,Portsmouth,2-0,1-0
2003-09-27,Bolton,Wolves,1-1,0-1
2003-09-27,Chelsea,Aston Villa,1-0,1-0
2003-09-27,Leicester,Man United,1-4,0-3
2003-09-27,Southampton,Middlesbrough,0-1,0-1
2003-09-28,Blackburn,Fulham,0-2,0-1
2003-09-28,Charlton,Liverpool,3-2,2-1
2003-09-28,Everton,Leeds,4-0,3-0
2003-09-28,Man City,Tottenham,0-0,0-0
2003-10-04,Fulham,Leicester,2-0,1-0
2003-10-04,Leeds,Blackburn,2-1,2-0
2003-10-04,Liverpool,Arsenal,1-2,1-1
2003-10-04,Man United,Birmingham,3-0,1-0
2003-10-04,Newcastle,Southampton,1-0,1-0
2003-10-04,Portsmouth,Charlton,1-2,1-0
2003-10-04,Tottenham,Everton,3-0,1-0
2003-10-04,Wolves,Man City,1-0,0-0
2003-10-05,Aston Villa,Bolton,1-1,0-0
2003-10-05,Middlesbrough,Chelsea,1-2,0-1
2003-10-14,Birmingham,Chelsea,0-0,0-0
2003-10-18,Arsenal,Chelsea,2-1,1-1
2003-10-18,Fulham,Wolves,0-0,0-0
2003-10-18,Leeds,Man United,0-1,0-0
2003-10-18,Man City,Bolton,6-2,1-1
2003-10-18,Middlesbrough,Newcastle,0-1,0-1
2003-10-18,Portsmouth,Liverpool,1-0,1-0
2003-10-19,Birmingham,Aston Villa,0-0,0-0
2003-10-19,Everton,Southampton,0-0,0-0
2003-10-19,Leicester,Tottenham,1-2,1-0
2003-10-20,Blackburn,Charlton,0-1,0-1
2003-10-21,Fulham,Newcastle,2-3,2-1
2003-10-25,Aston Villa,Everton,0-0,0-0
2003-10-25,Bolton,Birmingham,0-1,0-1
2003-10-25,Chelsea,Man City,1-0,1-0
2003-10-25,Liverpool,Leeds,3-1,1-1
2003-10-25,Man United,Fulham,1-3,1-1
2003-10-25,Newcastle,Portsmouth,3-0,2-0
2003-10-25,Southampton,Blackburn,2-0,0-0
2003-10-25,Wolves,Leicester,4-3,0-3
2003-10-26,Charlton,Arsenal,1-1,1-1
2003-10-26,Tottenham,Middlesbrough,0-0,0-0
2003-11-01,Everton,Chelsea,0-1,0-0
2003-11-01,Leeds,Arsenal,1-4,0-3
2003-11-01,Man United,Portsmouth,3-0,1-0
2003-11-01,Middlesbrough,Wolves,2-0,0-0
2003-11-01,Newcastle,Aston Villa,1-1,1-1
2003-11-01,Southampton,Man City,0-2,0-1
2003-11-01,Tottenham,Bolton,0-1,0-0
2003-11-02,Fulham,Liverpool,1-2,1-1
2003-11-02,Leicester,Blackburn,2-0,0-0
2003-11-03,Birmingham,Charlton,1-2,0-1
2003-11-08,Arsenal,Tottenham,2-1,0-1
2003-11-08,Aston Villa,Middlesbrough,0-2,0-1
2003-11-08,Bolton,Southampton,0-0,0-0
2003-11-08,Charlton,Fulham,3-1,1-0
2003-11-08,Portsmouth,Leeds,6-1,2-1
2003-11-08,Wolves,Birmingham,1-1,0-0
2003-11-09,Chelsea,Newcastle,5-0,3-0
2003-11-09,Liverpool,Man United,1-2,0-0
2003-11-09,Man City,Leicester,0-3,0-1
2003-11-10,Blackburn,Everton,2-1,2-0
2003-11-22,Birmingham,Arsenal,0-3,0-1
2003-11-22,Everton,Wolves,2-0,2-0
2003-11-22,Leeds,Bolton,0-2,0-2
2003-11-22,Leicester,Charlton,1-1,1-0
2003-11-22,Man United,Blackburn,2-1,2-0
2003-11-22,Middlesbrough,Liverpool,0-0,0-0
2003-11-22,Newcastle,Man City,3-0,0-0
2003-11-22,Southampton,Chelsea,0-1,0-0
2003-11-23,Tottenham,Aston Villa,2-1,0-0
2003-11-24,Fulham,Portsmouth,2-0,2-0
2003-11-29,Aston Villa,Southampton,1-0,1-0
2003-11-29,Blackburn,Tottenham,1-0,0-0
2003-11-29,Bolton,Everton,2-0,1-0
2003-11-29,Charlton,Leeds,0-1,0-1
2003-11-29,Portsmouth,Leicester,0-2,0-1
2003-11-29,Wolves,Newcastle,1-1,1-1
2003-11-30,Arsenal,Fulham,0-0,0-0
2003-11-30,Chelsea,Man United,1-0,1-0
2003-11-30,Liverpool,Birmingham,3-1,1-1
2003-11-30,Man City,Middlesbrough,0-1,0-1
2003-12-06,Birmingham,Blackburn,0-4,0-0
2003-12-06,Fulham,Bolton,2-1,0-0
2003-12-06,Leeds,Chelsea,1-1,1-0
2003-12-06,Leicester,Arsenal,1-1,0-0
