Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 11 Mar 1933 (10),Accrington Stanley FC (1),2-0,?,Barnsley FC (1)
?,(Sat) 28 Jan 1933 (4),Accrington Stanley FC (2),0-0,?,Barrow AFC (1)
?,(Sat) 24 Sep 1932 (38),Accrington Stanley FC (3),3-1,?,Carlisle United FC (1)
?,(Sat) 10 Sep 1932 (36),Accrington Stanley FC (4),1-4,?,Chester FC (1)
?,(Sat) 8 Oct 1932 (40),Accrington Stanley FC (5),2-0,?,Crewe Alexandra FC (1)
?,(Sat) 19 Nov 1932 (46),Accrington Stanley FC (6),2-0,?,Darlington FC (1)
?,(Sat) 25 Mar 1933 (12),Accrington Stanley FC (7),1-1,?,Doncaster Rovers FC (1)
?,(Sat) 3 Dec 1932 (48),Accrington Stanley FC (8),0-3,?,Gateshead FC (1)
?,(Sat) 27 Aug 1932 (34),Accrington Stanley FC (9),4-1,?,FC Halifax Town (1)
?,(Sat) 22 Oct 1932 (42),Accrington Stanley FC (10),7-1,?,Hartlepool United FC (1)
?,(Sat) 5 Nov 1932 (44),Accrington Stanley FC (11),1-2,?,Hull City AFC (1)
?,(Mon) 2 Jan 1933 (1),Accrington Stanley FC (12),6-0,?,Mansfield Town FC (1)
?,(Sat) 7 Jan 1933 (1),Accrington Stanley FC (13),5-4,?,New Brighton Tower FC (1898-1901) (1)
?,(Wed) 3 May 1933 (18),Accrington Stanley FC (14),0-3,?,Rochdale AFC (1)
?,(Mon) 29 Aug 1932 (35),Accrington Stanley FC (15),5-1,?,Rotherham United FC (1)
?,(Tue) 27 Sep 1932 (39),Accrington Stanley FC (16),1-1,?,Southport FC (1)
?,(Sat) 8 Apr 1933 (14),Accrington Stanley FC (17),1-1,?,Stockport County FC (1)
?,(Sat) 6 May 1933 (18),Accrington Stanley FC (18),3-0,?,Tranmere Rovers FC (1)
?,(Sat) 22 Apr 1933 (16),Accrington Stanley FC (19),1-3,?,Walsall FC (1)
?,(Sat) 17 Dec 1932 (50),Accrington Stanley FC (20),5-3,?,Wrexham AFC (1)
?,(Sat) 11 Feb 1933 (6),Accrington Stanley FC (21),5-0,?,York City FC (1)
?,(Sat) 29 Oct 1932 (43),Barnsley FC (2),4-0,?,Accrington Stanley FC (22)
?,(Sat) 1 Apr 1933 (13),Barnsley FC (3),3-0,?,Barrow AFC (2)
?,(Mon) 2 Jan 1933 (1),Barnsley FC (4),4-1,?,Carlisle United FC (2)
?,(Sat) 12 Nov 1932 (45),Barnsley FC (5),0-3,?,Chester FC (2)
?,(Mon) 12 Dec 1932 (50),Barnsley FC (6),7-1,?,Crewe Alexandra FC (2)
?,(Sat) 4 Feb 1933 (5),Barnsley FC (7),6-2,?,Darlington FC (2)
?,(Sat) 1 Oct 1932 (39),Barnsley FC (8),2-3,?,Doncaster Rovers FC (2)
?,(Sat) 21 Jan 1933 (3),Barnsley FC (9),2-4,?,Gateshead FC (2)
?,(Mon) 17 Apr 1933 (16),Barnsley FC (10),1-1,?,FC Halifax Town (2)
?,(Mon) 26 Dec 1932 (52),Barnsley FC (11),3-2,?,Hartlepool United FC (2)
?,(Sat) 18 Feb 1933 (7),Barnsley FC (12),1-0,?,Hull City AFC (2)
?,(Sat) 15 Oct 1932 (41),Barnsley FC (13),6-2,?,Mansfield Town FC (2)
