Matchday,Date,Team 1,FT,Team 2
6,Sat Sep 7 2013,Carlisle United FC,0-1,Port Vale FC
6,Sun Sep 8 2013,Coventry City FC,2-0,Colchester United FC
6,Mon Sep 9 2013,Preston North End FC,2-1,Oldham Athletic AFC
7,Sat Sep 14 2013,Preston North End FC,3-0,Stevenage FC
7,Sat Sep 14 2013,Tranmere Rovers FC,3-4,Brentford FC
7,Sat Sep 14 2013,Bristol City FC,0-3,Peterborough United FC
7,Sat Sep 14 2013,Milton Keynes Dons FC,3-1,Notts County FC
7,Sat Sep 14 2013,Bradford City AFC,2-2,Colchester United FC
7,Sat Sep 14 2013,Rotherham United FC,3-2,Oldham Athletic AFC
7,Sat Sep 14 2013,Carlisle United FC,1-0,Sheffield United FC
7,Sat Sep 14 2013,Crawley Town FC,1-1,Shrewsbury Town FC
7,Sat Sep 14 2013,Leyton Orient FC,3-2,Port Vale FC
7,Sat Sep 14 2013,Crewe Alexandra FC,0-3,Walsall FC
7,Sat Sep 14 2013,Wolverhampton Wanderers FC,3-2,Swindon Town FC
7,Sun Sep 15 2013,Coventry City FC,2-1,Gillingham FC
6,Tue Sep 17 2013,Bristol City FC,1-1,Shrewsbury Town FC
6,Tue Sep 17 2013,Leyton Orient FC,5-1,Notts County FC
6,Tue Sep 17 2013,Wolverhampton Wanderers FC,0-1,Walsall FC
8,Sat Sep 21 2013,Stevenage FC,1-3,Carlisle United FC
8,Sat Sep 21 2013,Walsall FC,1-1,Rotherham United FC
8,Sat Sep 21 2013,Swindon Town FC,3-2,Bristol City FC
8,Sat Sep 21 2013,Shrewsbury Town FC,0-1,Wolverhampton Wanderers FC
8,Sat Sep 21 2013,Sheffield United FC,0-1,Preston North End FC
8,Sat Sep 21 2013,Port Vale FC,3-2,Coventry City FC
8,Sat Sep 21 2013,Peterborough United FC,2-1,Milton Keynes Dons FC
8,Sat Sep 21 2013,Oldham Athletic AFC,1-1,Crewe Alexandra FC
8,Sat Sep 21 2013,Notts County FC,2-0,Tranmere Rovers FC
8,Sat Sep 21 2013,Colchester United FC,1-1,Crawley Town FC
8,Sat Sep 21 2013,Gillingham FC,0-1,Bradford City AFC
8,Mon Sep 23 2013,Brentford FC,0-2,Leyton Orient FC
9,Sat Sep 28 2013,Milton Keynes Dons FC,4-1,Stevenage FC
9,Sat Sep 28 2013,Tranmere Rovers FC,0-1,Port Vale FC
9,Sat Sep 28 2013,Rotherham United FC,0-1,Peterborough United FC
9,Sat Sep 28 2013,Bradford City AFC,2-1,Shrewsbury Town FC
9,Sat Sep 28 2013,Wolverhampton Wanderers FC,2-0,Sheffield United FC
9,Sat Sep 28 2013,Preston North End FC,2-1,Swindon Town FC
9,Sat Sep 28 2013,Crewe Alexandra FC,0-3,Gillingham FC
9,Sat Sep 28 2013,Crawley Town FC,1-0,Oldham Athletic AFC
9,Sat Sep 28 2013,Carlisle United FC,2-1,Notts County FC
9,Sat Sep 28 2013,Bristol City FC,1-1,Colchester United FC
9,Sat Sep 28 2013,Leyton Orient FC,1-1,Walsall FC
9,Sun Sep 29 2013,Coventry City FC,0-2,Brentford FC
10,Fri Oct 4 2013,Sheffield United FC,1-1,Crawley Town FC
10,Sat Oct 5 2013,Walsall FC,0-2,Bradford City AFC
10,Sat Oct 5 2013,Brentford FC,0-1,Rotherham United FC
10,Sat Oct 5 2013,Stevenage FC,0-1,Coventry City FC
10,Sat Oct 5 2013,Swindon Town FC,1-0,Tranmere Rovers FC
10,Sat Oct 5 2013,Port Vale FC,1-1,Bristol City FC
10,Sat Oct 5 2013,Peterborough United FC,2-0,Preston North End FC
10,Sat Oct 5 2013,Oldham Athletic AFC,1-1,Leyton Orient FC
10,Sat Oct 5 2013,Notts County FC,4-0,Crewe Alexandra FC
10,Sat Oct 5 2013,Gillingham FC,3-2,Milton Keynes Dons FC
10,Sat Oct 5 2013,Colchester United FC,0-3,Wolverhampton Wanderers FC
10,Sat Oct 5 2013,Shrewsbury Town FC,2-2,Carlisle United FC
11,Sat Oct 12 2013,Stevenage FC,2-1,Brentford FC
11,Sat Oct 12 2013,Shrewsbury Town FC,2-0,Gillingham FC
11,Sat Oct 12 2013,Rotherham United FC,0-4,Swindon Town FC
11,Sat Oct 12 2013,Preston North End FC,0-2,Crewe Alexandra FC
11,Sat Oct 12 2013,Port Vale FC,0-1,Peterborough United FC
11,Sat Oct 12 2013,Leyton Orient FC,2-1,Milton Keynes Dons FC
11,Sat Oct 12 2013,Colchester United FC,1-1,Walsall FC
11,Sun Oct 13 2013,Bradford City AFC,0-1,Tranmere Rovers FC
11,Sun Oct 13 2013,Coventry City FC,3-2,Sheffield United FC
12,Fri Oct 18 2013,Swindon Town FC,2-0,Notts County FC
12,Sat Oct 19 2013,Crawley Town FC,1-0,Bradford City AFC
12,Sat Oct 19 2013,Crewe Alexandra FC,1-0,Bristol City FC
12,Sat Oct 19 2013,Gillingham FC,1-2,Preston North End FC
12,Sat Oct 19 2013,Wolverhampton Wanderers FC,1-1,Coventry City FC
12,Sat Oct 19 2013,Walsall FC,2-1,Stevenage FC
12,Sat Oct 19 2013,Tranmere Rovers FC,0-4,Leyton Orient FC
12,Sat Oct 19 2013,Sheffield United FC,2-1,Port Vale FC
12,Sat Oct 19 2013,Brentford FC,3-1,Colchester United FC
12,Sat Oct 19 2013,Oldham Athletic AFC,1-0,Carlisle United FC
12,Sat Oct 19 2013,Milton Keynes Dons FC,3-2,Rotherham United FC
12,Sat Oct 19 2013,Peterborough United FC,1-0,Shrewsbury Town FC
13,Tue Oct 22 2013,Crawley Town FC,0-3,Port Vale FC
13,Tue Oct 22 2013,Bristol City FC,1-2,Brentford FC
13,Tue Oct 22 2013,Coventry City FC,3-1,Leyton Orient FC
13,Tue Oct 22 2013,Peterborough United FC,0-0,Sheffield United FC
13,Tue Oct 22 2013,Wolverhampton Wanderers FC,2-0,Oldham Athletic AFC
13,Tue Oct 22 2013,Swindon Town FC,1-3,Walsall FC
13,Tue Oct 22 2013,Shrewsbury Town FC,1-1,Colchester United FC
13,Tue Oct 22 2013,Rotherham United FC,1-1,Tranmere Rovers FC
13,Tue Oct 22 2013,Preston North End FC,2-2,Bradford City AFC
13,Tue Oct 22 2013,Milton Keynes Dons FC,0-1,Carlisle United FC
13,Tue Oct 22 2013,Gillingham FC,2-1,Notts County FC
13,Tue Oct 22 2013,Crewe Alexandra FC,0-3,Stevenage FC
14,Sat Oct 26 2013,Sheffield United FC,3-1,Crewe Alexandra FC
14,Sat Oct 26 2013,Carlisle United FC,2-4,Bristol City FC
14,Sat Oct 26 2013,Notts County FC,0-1,Preston North End FC
14,Sat Oct 26 2013,Walsall FC,0-1,Coventry City FC
14,Sat Oct 26 2013,Tranmere Rovers FC,3-2,Milton Keynes Dons FC
14,Sat Oct 26 2013,Stevenage FC,2-0,Crawley Town FC
14,Sat Oct 26 2013,Brentford FC,1-0,Shrewsbury Town FC
14,Sat Oct 26 2013,Colchester United FC,1-0,Peterborough United FC
14,Sat Oct 26 2013,Oldham Athletic AFC,2-1,Swindon Town FC
14,Sat Oct 26 2013,Bradford City AFC,1-2,Wolverhampton Wanderers FC
14,Sat Oct 26 2013,Leyton Orient FC,1-0,Rotherham United FC
14,Sat Oct 26 2013,Port Vale FC,2-1,Gillingham FC
11,Tue Oct 29 2013,Notts County FC,3-2,Oldham Athletic AFC
15,Sat Nov 2 2013,Crawley Town FC,0-1,Brentford FC
15,Sat Nov 2 2013,Bristol City FC,1-1,Oldham Athletic AFC
15,Sat Nov 2 2013,Peterborough United FC,1-3,Leyton Orient FC
15,Sat Nov 2 2013,Swindon Town FC,5-2,Port Vale FC
15,Sat Nov 2 2013,Shrewsbury Town FC,2-0,Sheffield United FC
15,Sat Nov 2 2013,Rotherham United FC,2-2,Colchester United FC
15,Sat Nov 2 2013,Preston North End FC,1-1,Tranmere Rovers FC
15,Sat Nov 2 2013,Wolverhampton Wanderers FC,2-0,Stevenage FC
15,Sat Nov 2 2013,Milton Keynes Dons FC,1-0,Walsall FC
15,Sat Nov 2 2013,Gillingham FC,1-0,Carlisle United FC
15,Sat Nov 2 2013,Crewe Alexandra FC,0-0,Bradford City AFC
15,Sat Nov 2 2013,Coventry City FC,3-0,Notts County FC
11,Tue Nov 5 2013,Bristol City FC,2-0,Crawley Town FC
11,Tue Nov 5 2013,Carlisle United FC,2-2,Wolverhampton Wanderers FC
16,Sat Nov 16 2013,Port Vale FC,3-1,Shrewsbury Town FC
16,Sat Nov 16 2013,Stevenage FC,0-3,Rotherham United FC
16,Sat Nov 16 2013,Sheffield United FC,1-2,Gillingham FC
16,Sat Nov 16 2013,Tranmere Rovers FC,1-1,Bristol City FC
16,Sat Nov 16 2013,Notts County FC,0-1,Wolverhampton Wanderers FC
16,Sat Nov 16 2013,Leyton Orient FC,0-1,Preston North End FC
16,Sat Nov 16 2013,Colchester United FC,1-2,Swindon Town FC
16,Sat Nov 16 2013,Carlisle United FC,1-1,Crawley Town FC
16,Sat Nov 16 2013,Brentford FC,5-0,Crewe Alexandra FC
16,Sun Nov 17 2013,Bradford City AFC,3-3,Coventry City FC
16,Mon Nov 18 2013,Walsall FC,2-0,Peterborough United FC
17,Sat Nov 23 2013,Preston North End FC,1-1,Colchester United FC
17,Sat Nov 23 2013,Coventry City FC,1-5,Tranmere Rovers FC
17,Sat Nov 23 2013,Wolverhampton Wanderers FC,0-0,Brentford FC
17,Sat Nov 23 2013,Swindon Town FC,1-3,Leyton Orient FC
17,Sat Nov 23 2013,Shrewsbury Town FC,1-0,Notts County FC
17,Sat Nov 23 2013,Crawley Town FC,0-0,Walsall FC
17,Sat Nov 23 2013,Bristol City FC,0-1,Sheffield United FC
17,Sat Nov 23 2013,Peterborough United FC,0-1,Stevenage FC
17,Sat Nov 23 2013,Milton Keynes Dons FC,2-3,Bradford City AFC
17,Sat Nov 23 2013,Gillingham FC,0-1,Oldham Athletic AFC
17,Sat Nov 23 2013,Crewe Alexandra FC,1-2,Port Vale FC
17,Sat Nov 23 2013,Rotherham United FC,0-0,Carlisle United FC
18,Tue Nov 26 2013,Crawley Town FC,0-0,Swindon Town FC
18,Tue Nov 26 2013,Wolverhampton Wanderers FC,2-0,Tranmere Rovers FC
18,Tue Nov 26 2013,Shrewsbury Town FC,1-2,Oldham Athletic AFC
18,Tue Nov 26 2013,Sheffield United FC,1-1,Walsall FC
18,Tue Nov 26 2013,Port Vale FC,0-2,Preston North End FC
18,Tue Nov 26 2013,Brentford FC,3-2,Peterborough United FC
18,Tue Nov 26 2013,Bradford City AFC,1-1,Notts County FC
18,Tue Nov 26 2013,Coventry City FC,0-3,Rotherham United FC
18,Tue Nov 26 2013,Colchester United FC,3-1,Milton Keynes Dons FC
18,Tue Nov 26 2013,Carlisle United FC,2-1,Crewe Alexandra FC
18,Tue Nov 26 2013,Bristol City FC,2-2,Leyton Orient FC
18,Tue Nov 26 2013,Gillingham FC,3-2,Stevenage FC
19,Sat Nov 30 2013,Preston North End FC,1-0,Bristol City FC
19,Sat Nov 30 2013,Walsall FC,0-2,Port Vale FC
19,Sat Nov 30 2013,Tranmere Rovers FC,2-1,Colchester United FC
19,Sat Nov 30 2013,Swindon Town FC,3-1,Carlisle United FC
19,Sat Nov 30 2013,Stevenage FC,1-3,Shrewsbury Town FC
19,Sat Nov 30 2013,Rotherham United FC,4-1,Gillingham FC
19,Sat Nov 30 2013,Peterborough United FC,1-0,Wolverhampton Wanderers FC
19,Sat Nov 30 2013,Crewe Alexandra FC,1-0,Crawley Town FC
19,Sat Nov 30 2013,Notts County FC,0-1,Brentford FC
19,Sat Nov 30 2013,Milton Keynes Dons FC,1-3,Coventry City FC
19,Sat Nov 30 2013,Leyton Orient FC,1-1,Sheffield United FC
19,Sun Dec 1 2013,Oldham Athletic AFC,1-1,Bradford City AFC
29,Sat Dec 7 2013,Notts County FC,3-1,Gillingham FC
20,Sat Dec 14 2013,Brentford FC,1-0,Oldham Athletic AFC
20,Sat Dec 14 2013,Bristol City FC,1-2,Rotherham United FC
20,Sat Dec 14 2013,Carlisle United FC,4-1,Tranmere Rovers FC
20,Sat Dec 14 2013,Colchester United FC,0-4,Notts County FC
20,Sat Dec 14 2013,Coventry City FC,2-2,Crewe Alexandra FC
20,Sat Dec 14 2013,Bradford City AFC,1-1,Leyton Orient FC
20,Sat Dec 14 2013,Gillingham FC,2-2,Peterborough United FC
20,Sat Dec 14 2013,Crawley Town FC,2-2,Preston North End FC
20,Sat Dec 14 2013,Sheffield United FC,1-0,Swindon Town FC
20,Sat Dec 14 2013,Wolverhampton Wanderers FC,0-2,Milton Keynes Dons FC
20,Sat Dec 14 2013,Shrewsbury Town FC,0-1,Walsall FC
20,Sat Dec 14 2013,Port Vale FC,2-2,Stevenage FC
21,Fri Dec 20 2013,Tranmere Rovers FC,1-2,Gillingham FC
21,Sat Dec 21 2013,Walsall FC,2-0,Carlisle United FC
21,Sat Dec 21 2013,Swindon Town FC,2-1,Coventry City FC
21,Sat Dec 21 2013,Stevenage FC,0-0,Sheffield United FC
21,Sat Dec 21 2013,Rotherham United FC,3-3,Wolverhampton Wanderers FC
21,Sat Dec 21 2013,Crewe Alexandra FC,1-1,Shrewsbury Town FC
21,Sat Dec 21 2013,Peterborough United FC,2-1,Bradford City AFC
21,Sat Dec 21 2013,Oldham Athletic AFC,0-2,Colchester United FC
21,Sat Dec 21 2013,Preston North End FC,0-3,Brentford FC
21,Sat Dec 21 2013,Milton Keynes Dons FC,3-0,Port Vale FC
21,Sat Dec 21 2013,Notts County FC,1-1,Bristol City FC
21,Sat Dec 21 2013,Leyton Orient FC,2-3,Crawley Town FC
22,Thu Dec 26 2013,Coventry City FC,4-2,Peterborough United FC
22,Thu Dec 26 2013,Brentford FC,3-2,Swindon Town FC
22,Thu Dec 26 2013,Carlisle United FC,0-1,Preston North End FC
22,Thu Dec 26 2013,Gillingham FC,1-2,Leyton Orient FC
22,Thu Dec 26 2013,Wolverhampton Wanderers FC,2-0,Crewe Alexandra FC
22,Thu Dec 26 2013,Shrewsbury Town FC,0-1,Tranmere Rovers FC
22,Thu Dec 26 2013,Sheffield United FC,1-1,Oldham Athletic AFC
22,Thu Dec 26 2013,Port Vale FC,2-1,Notts County FC
22,Thu Dec 26 2013,Crawley Town FC,0-2,Milton Keynes Dons FC
22,Thu Dec 26 2013,Colchester United FC,4-0,Stevenage FC
22,Thu Dec 26 2013,Bradford City AFC,0-1,Rotherham United FC
22,Thu Dec 26 2013,Bristol City FC,1-0,Walsall FC
23,Sun Dec 29 2013,Shrewsbury Town FC,0-1,Preston North End FC
23,Sun Dec 29 2013,Sheffield United FC,3-1,Tranmere Rovers FC
23,Sun Dec 29 2013,Port Vale FC,2-0,Rotherham United FC
23,Sun Dec 29 2013,Gillingham FC,2-2,Walsall FC
23,Sun Dec 29 2013,Crawley Town FC,1-0,Notts County FC
23,Sun Dec 29 2013,Coventry City FC,1-1,Oldham Athletic AFC
23,Sun Dec 29 2013,Colchester United FC,1-2,Crewe Alexandra FC
23,Sun Dec 29 2013,Carlisle United FC,2-1,Peterborough United FC
23,Sun Dec 29 2013,Bristol City FC,4-1,Stevenage FC
23,Sun Dec 29 2013,Brentford FC,3-1,Milton Keynes Dons FC
23,Sun Dec 29 2013,Bradford City AFC,1-1,Swindon Town FC
23,Sun Dec 29 2013,Wolverhampton Wanderers FC,1-1,Leyton Orient FC
24,Wed Jan 1 2014,Oldham Athletic AFC,1-2,Shrewsbury Town FC
24,Wed Jan 1 2014,Milton Keynes Dons FC,0-0,Colchester United FC
24,Wed Jan 1 2014,Walsall FC,2-1,Sheffield United FC
24,Wed Jan 1 2014,Notts County FC,3-0,Bradford City AFC
24,Wed Jan 1 2014,Crewe Alexandra FC,2-1,Carlisle United FC
24,Wed Jan 1 2014,Tranmere Rovers FC,1-1,Wolverhampton Wanderers FC
24,Wed Jan 1 2014,Preston North End FC,3-2,Port Vale FC
24,Wed Jan 1 2014,Rotherham United FC,1-3,Coventry City FC
24,Wed Jan 1 2014,Peterborough United FC,1-3,Brentford FC
25,Fri Jan 3 2014,Gillingham FC,1-0,Wolverhampton Wanderers FC
25,Tue Jan 7 2014,Shrewsbury Town FC,0-2,Leyton Orient FC
26,Sat Jan 11 2014,Wolverhampton Wanderers FC,2-0,Preston North End FC
26,Sat Jan 11 2014,Swindon Town FC,2-1,Peterborough United FC
26,Sat Jan 11 2014,Rotherham United FC,4-2,Crewe Alexandra FC
26,Sat Jan 11 2014,Oldham Athletic AFC,1-0,Stevenage FC
26,Sat Jan 11 2014,Notts County FC,2-1,Sheffield United FC
26,Sat Jan 11 2014,Bradford City AFC,1-1,Bristol City FC
26,Sat Jan 11 2014,Leyton Orient FC,4-0,Carlisle United FC
26,Sat Jan 11 2014,Colchester United FC,3-0,Gillingham FC
26,Sat Jan 11 2014,Milton Keynes Dons FC,3-2,Shrewsbury Town FC
26,Sat Jan 11 2014,Tranmere Rovers FC,1-1,Walsall FC
26,Sat Jan 11 2014,Brentford FC,2-0,Port Vale FC
26,Sun Jan 12 2014,Coventry City FC,2-2,Crawley Town FC
25,Tue Jan 14 2014,Walsall FC,1-0,Oldham Athletic AFC
25,Tue Jan 14 2014,Stevenage FC,2-0,Swindon Town FC
27,Sat Jan 18 2014,Shrewsbury Town FC,0-3,Rotherham United FC
27,Sat Jan 18 2014,Walsall FC,1-1,Brentford FC
27,Sat Jan 18 2014,Carlisle United FC,2-4,Colchester United FC
27,Sat Jan 18 2014,Gillingham FC,2-0,Swindon Town FC
27,Sat Jan 18 2014,Peterborough United FC,3-0,Tranmere Rovers FC
27,Sat Jan 18 2014,Crewe Alexandra FC,1-2,Leyton Orient FC
27,Sat Jan 18 2014,Stevenage FC,0-1,Notts County FC
27,Sat Jan 18 2014,Port Vale FC,1-0,Oldham Athletic AFC
27,Sat Jan 18 2014,Bristol City FC,2-2,Milton Keynes Dons FC
27,Sat Jan 18 2014,Preston North End FC,1-1,Coventry City FC
27,Sat Jan 18 2014,Sheffield United FC,2-2,Bradford City AFC
25,Tue Jan 21 2014,Crewe Alexandra FC,2-0,Milton Keynes Dons FC
25,Tue Jan 21 2014,Peterborough United FC,4-3,Notts County FC
28,Fri Jan 24 2014,Brentford FC,2-1,Gillingham FC
28,Sat Jan 25 2014,Tranmere Rovers FC,1-0,Crewe Alexandra FC
28,Sat Jan 25 2014,Oldham Athletic AFC,5-4,Peterborough United FC
28,Sat Jan 25 2014,Notts County FC,1-5,Walsall FC
28,Sat Jan 25 2014,Rotherham United FC,2-2,Crawley Town FC
28,Sat Jan 25 2014,Swindon Town FC,3-1,Shrewsbury Town FC
28,Sat Jan 25 2014,Wolverhampton Wanderers FC,3-1,Bristol City FC
29,Tue Jan 28 2014,Oldham Athletic AFC,0-3,Wolverhampton Wanderers FC
29,Tue Jan 28 2014,Walsall FC,1-1,Swindon Town FC
29,Tue Jan 28 2014,Leyton Orient FC,2-0,Coventry City FC
29,Tue Jan 28 2014,Brentford FC,3-1,Bristol City FC
29,Tue Jan 28 2014,Tranmere Rovers FC,1-2,Rotherham United FC
29,Tue Jan 28 2014,Bradford City AFC,0-0,Preston North End FC
29,Tue Jan 28 2014,Carlisle United FC,3-0,Milton Keynes Dons FC
30,Sat Feb 1 2014,Gillingham FC,3-2,Port Vale FC
30,Sat Feb 1 2014,Wolverhampton Wanderers FC,2-0,Bradford City AFC
30,Sat Feb 1 2014,Rotherham United FC,2-1,Leyton Orient FC
30,Sat Feb 1 2014,Bristol City FC,2-1,Carlisle United FC
30,Sat Feb 1 2014,Preston North End FC,2-0,Notts County FC
30,Sat Feb 1 2014,Milton Keynes Dons FC,0-1,Tranmere Rovers FC
30,Sat Feb 1 2014,Crewe Alexandra FC,3-0,Sheffield United FC
30,Sat Feb 1 2014,Swindon Town FC,0-1,Oldham Athletic AFC
30,Sat Feb 1 2014,Shrewsbury Town FC,1-1,Brentford FC
25,Tue Feb 4 2014,Bristol City FC,1-2,Coventry City FC
24,Tue Feb 4 2014,Stevenage FC,3-1,Gillingham FC
31,Sat Feb 8 2014,Walsall FC,0-3,Milton Keynes Dons FC
31,Sat Feb 8 2014,Bradford City AFC,3-3,Crewe Alexandra FC
31,Sat Feb 8 2014,Carlisle United FC,1-2,Gillingham FC
31,Sat Feb 8 2014,Sheffield United FC,2-0,Shrewsbury Town FC
31,Sat Feb 8 2014,Oldham Athletic AFC,1-1,Bristol City FC
31,Sat Feb 8 2014,Leyton Orient FC,1-2,Peterborough United FC
31,Sat Feb 8 2014,Tranmere Rovers FC,1-2,Preston North End FC
31,Sat Feb 8 2014,Notts County FC,3-0,Coventry City FC
31,Sat Feb 8 2014,Port Vale FC,2-3,Swindon Town FC
25,Tue Feb 11 2014,Port Vale FC,2-0,Colchester United FC
25,Tue Feb 11 2014,Carlisle United FC,1-0,Bradford City AFC
24,Tue Feb 11 2014,Leyton Orient FC,1-3,Bristol City FC
32,Fri Feb 14 2014,Peterborough United FC,0-0,Walsall FC
32,Fri Feb 14 2014,Swindon Town FC,0-0,Colchester United FC
32,Sat Feb 15 2014,Preston North End FC,1-1,Leyton Orient FC
32,Sat Feb 15 2014,Crewe Alexandra FC,1-3,Brentford FC
32,Sat Feb 15 2014,Milton Keynes Dons FC,2-1,Oldham Athletic AFC
32,Sat Feb 15 2014,Rotherham United FC,2-1,Stevenage FC
32,Sat Feb 15 2014,Bristol City FC,2-2,Tranmere Rovers FC
32,Sat Feb 15 2014,Shrewsbury Town FC,0-0,Port Vale FC
32,Sat Feb 15 2014,Wolverhampton Wanderers FC,2-0,Notts County FC
28,Tue Feb 18 2014,Coventry City FC,1-2,Carlisle United FC
28,Tue Feb 18 2014,Leyton Orient FC,2-0,Stevenage FC
28,Tue Feb 18 2014,Bradford City AFC,1-0,Port Vale FC
28,Tue Feb 18 2014,Milton Keynes Dons FC,0-0,Preston North End FC
32,Wed Feb 19 2014,Gillingham FC,0-1,Sheffield United FC
33,Sat Feb 22 2014,Leyton Orient FC,2-0,Swindon Town FC
33,Sat Feb 22 2014,Bradford City AFC,1-0,Milton Keynes Dons FC
33,Sat Feb 22 2014,Oldham Athletic AFC,1-0,Gillingham FC
33,Sat Feb 22 2014,Brentford FC,0-3,Wolverhampton Wanderers FC
33,Sat Feb 22 2014,Carlisle United FC,1-2,Rotherham United FC
33,Sat Feb 22 2014,Colchester United FC,1-2,Preston North End FC
33,Sat Feb 22 2014,Tranmere Rovers FC,3-1,Coventry City FC
33,Sat Feb 22 2014,Notts County FC,2-3,Shrewsbury Town FC
33,Sat Feb 22 2014,Stevenage FC,0-1,Peterborough United FC
33,Sat Feb 22 2014,Port Vale FC,1-3,Crewe Alexandra FC
33,Sat Feb 22 2014,Sheffield United FC,3-0,Bristol City FC
33,Sat Feb 22 2014,Walsall FC,1-2,Crawley Town FC
24,Tue Feb 25 2014,Swindon Town FC,1-1,Crawley Town FC
